row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,2024_POS_Y-EV_1_CTRL_Run88.mzML Peak area,2024_POS_Y-p9_3_Run155.mzML Peak area,2024_POS_Y-p9_1_Run100.mzML Peak area,2024_POS_Y-EV_2_CTRL_Run117.mzML Peak area,2024_POS_Y-p9_2_Run120.mzML Peak area,2024_POS_Y-EV_3_CTRL_Run138.mzML Peak area,Unnamed: 19
621,211.97050648999405,4.743919,,,,18.0,,,,,,,3249104.8,3349406.8,3239215.8,3501345.2,3154325.2,3369710.0,
195,212.05279244857545,0.40900803,,,,,,,,,,,491131.2,294726.03,188971.58,614208.25,480013.75,648406.7,
558,213.0732755099234,3.130407,,,,,,,,,,,259743.42,52274.824,41275.727,279857.2,70819.64,451699.3,
190,213.1233055889511,0.40248784,,,,43.0,,,,,,,990736.9,951804.3,639012.4,1099890.1,1094066.8,1033332.44,
327,213.12331076743683,0.7587269,,,,71.0,,,,,,,8929795.0,8093818.5,6100270.5,9480057.0,8024379.0,9056804.0,
579,213.15970059252174,3.5269883,,,,,,,,,,,506720.53,284779.28,595342.3,561148.06,636213.8,1222449.1,
484,213.15971201025283,2.664191,,,,,,,,,,,40149.082,287800.2,111776.266,41514.22,334201.75,38544.53,
622,213.96845570328887,4.743919,,,,18.0,,,,,,,3132329.8,3277585.8,3185317.5,3432208.5,3068391.0,3270570.8,
64,214.00627916630225,0.35204768,,,,53.0,6.0,[M+Na]+,,2.0,65;64,191.01703999999998,249565.34,153188.95,206821.92,267739.72,192765.3,371107.8,
119,214.03222136831985,0.37970874,,,,43.0,,,,,,,71468.62,350843.06,1444650.4,238570.55,903011.75,571732.9,
152,215.01616748816218,0.38784423,,,,43.0,15.0,[M+Na]+,,5.0,155;176;157;152;141,192.02698,30580146.0,40684804.0,64701976.0,33739724.0,48353760.0,47826924.0,
229,215.01617485346554,0.5284283000000001,,,,2.0,17.0,[M+Na]+,,5.0,242;229;241;246;231,192.02698999999998,114615660.0,127923090.0,204564050.0,117854630.0,151134770.0,205884110.0,
396,215.13895443963813,2.0554214,,,,,,,,,,,175573.56,515564.03,282037.97,198562.17,988596.56,239672.3,
126,216.0195166643825,0.38621700000000003,,,,,,,,,,,2557434.0,3790625.8,4713265.0,1911514.9,4005365.2,4277788.0,
443,216.10186206628475,2.3549189999999998,,,,83.0,,,,,,,5319719.0,4305966.0,5366051.0,5180499.0,5750441.5,9444457.0,
57,216.92266448535315,0.34716442,,,,,,,,,,,130673.93,100109.266,248360.61,131917.66,132023.81,284655.44,
133,217.02026072900367,0.38377675,,,,43.0,,,,,,,430580.56,501110.16,884535.94,443009.66,610574.2,699490.94,
427,217.1046626652374,2.2932212000000005,,,,52.0,22.0,[M+Na]+,,2.0,427;426,194.11542,260846.55,560656.8,214459.78,264020.44,276958.5,276977.16,
441,217.10512842985645,2.3537445,,,,83.0,,,,,,,829642.8,638846.44,788641.7,754708.25,833371.8,1332923.0,
571,217.10698655728692,3.4291822999999995,,,,,,,,,,,377281.94,535433.25,243779.66,414014.1,315392.56,378309.78,
418,217.12473124426253,2.2518267999999995,,,,19.0,,,,,,,568641.94,541719.7,531335.1,552631.5,535193.6,524716.56,
465,217.15453399533015,2.451524,,,,,,,,,,,0.0,55470.03,33355.062000000005,0.0,53743.27,0.0,
495,217.15458905584885,2.734925,,,,20.0,,,,,,,398831.94,355219.5,492228.56,408066.62,455985.44,1036852.75,
422,218.12807063805454,2.2528183,,,,19.0,,,,,,,7671792.0,7407204.5,7540837.5,7707164.0,7403971.0,7364754.0,
26,218.9835796793081,0.30911577,,,,6.0,,,,,,,963290.06,720817.44,674279.3,894538.9,743035.1,715654.7,
47,219.0827462311173,0.34308776,,,,53.0,3.0,[M+Na]+,,2.0,44;47,196.09356,456051.25,366082.75,531863.25,517638.56,454321.6,731701.8,
793,219.17431262597717,6.846889999999999,,,,,,,,,,,102405.734,28922.521,74914.445,114990.14,77528.21,361305.34,
411,220.11788030679008,2.1792073,,,,,,,,,,,601485.4,1989465.8,1258284.9,646740.25,2283518.5,901207.75,
469,221.09202112953903,2.5158682,,,,14.0,,,,,,,312195.84,152923.9,49443.13,379777.78,178213.97,420990.6,
390,221.09203375493146,1.5940145000000001,,,,,,,,,,,49689.383,209386.55,202750.95,56753.905999999995,245730.36,443026.53,
359,221.09203482207974,0.86179256,,,,,,,,,,,76376.414,101762.24,158550.08,86442.13,83706.914,381566.28,
585,224.09165476051308,3.6192875,,,,,,,,,,,47538.84,0.0,27047.867000000002,68931.69,6172.838000000001,227577.92,
450,224.09166409240643,2.3836212000000003,,,,75.0,,,,,,,433195.53,456494.72,656708.75,431773.34,577086.94,901718.44,
448,225.0869719685843,2.3692064,,,,,,,,,,,1235119.0,285742.94,113803.07,1358229.1,364551.9,1439884.2,
611,226.1801083230801,4.4239097,,,,70.0,,,,,,,1147407.1,1232857.9,1243065.6,1148428.6,1275802.9,1297287.9,
997,226.1801274038652,7.835278999999999,,,,3.0,42.0,[M+NH4]+,,2.0,988;997,208.14631,786039.7,819431.56,395108.16,511268.88,400869.44,444993.28,
980,226.18013383084042,7.7563424,,,,13.0,40.0,[M+NH4]+,,2.0,980;976,208.14631,1107256.5,1563988.5,959429.7,1078110.6,638611.2,927296.6,
54,226.95144828546924,0.34716442,,,,53.0,,,,,,,772928.3,483181.16,1075576.4,733497.75,599280.5,999678.56,
1388,226.95146192409584,9.993764,,,,,,,,,,,99869.99,294770.62,0.0,11336.645,0.0,0.0,
1452,226.9514702790398,10.276864,,,,21.0,,,,,,,1408202.2,353277.6,68933.875,435485.88,49557.973,59935.37,
639,228.19576104134205,4.8761206,,,,56.0,25.0,[M+H]+,,2.0,638;639,227.18847000000002,2834882.5,3062532.8,3103234.2,2840944.8,3306587.5,3411175.8,
979,228.1957642434791,7.755424499999999,,,,13.0,,,,,,,805242.75,1178519.2,698624.44,793879.25,491422.66,704046.56,
993,228.1957654801064,7.834392,,,,3.0,,,,,,,1658968.0,1753154.9,853509.25,1060506.2,853590.56,962078.06,
830,228.19576723486514,7.158937,,,,,,,,,,,65633.01,138178.25,168041.83,93975.14,155883.75,164970.5,
1141,228.1957840562836,8.409141,,,,48.0,,,,,,,174154.2,217707.28,67361.914,82361.32,49308.652,61105.668,
575,228.23212738645827,3.480688,,,,,,,,,,,524046.22,450829.97,382994.7,508544.84,603079.06,668825.25,
582,228.23212862404222,3.5569642,,,,,,,,,,,194626.83,181744.97,156187.3,175478.92,209576.27,261411.95,
587,228.23213945519356,3.6706064,,,,,,,,,,,2663886.2,2388358.8,2123500.5,2698654.8,3032054.5,3458397.5,
783,228.23216189595402,6.720085000000001,,,,,,,,,,,45658.203,46005.277,37467.324,49179.742,47344.023,51163.812000000005,
494,229.15459804210903,2.7290113,,,,,,,,,,,34142.855,4388.0635,41067.387,29006.225,41173.484,92024.66,
460,229.15459837426124,2.4259663,,,,,,,,,,,346424.8,1826719.5,581665.0,410834.34,2627284.8,560279.7,
640,229.1990587127924,4.8774962,,,,,,,,,,,376434.88,413078.0,402929.0,374900.4,435406.06,443264.38,
623,229.98108868784539,4.743919,,,,17.0,,,,,,,7804118.5,7793750.5,8027727.0,8275373.0,7835226.5,7922021.5,
620,230.98440248783882,4.7425690000000005,,,,,,,,,,,646758.6,637793.7,663502.8,703483.4,641525.6,682182.56,
155,230.990034433474,0.38865772,,,,43.0,15.0,[M+K]+,,7.0,155;176;153;157;152;141;140,192.02698,1040378.0,1076012.5,2430452.5,957251.2,1408463.4,1849155.4,
231,230.990049693724,0.53006953,,,,2.0,17.0,[M+K]+,,6.0,242;229;241;246;234;231,192.02698999999998,2658437.5,2841457.2,6229487.5,2867722.8,3487083.8,6782503.5,
502,231.1127175594381,2.7686481,,,,59.0,,,,,,,302784.8,367161.9,475033.7,296181.1,539696.25,814743.6,
483,231.11273540920456,2.6295986,,,,,,,,,,,622686.8,813216.3,991641.0,660240.06,1168166.5,1479742.8,
402,231.17025703712815,2.0987637,,,,,,,,,,,5944.6294,177231.89,75306.64,11004.457,201570.05,18198.502,
556,231.17026136374992,3.0721214,,,,,,,,,,,1685726.4,1580278.8,2326767.5,1807092.1,2219853.0,4376882.5,
431,231.1702643490557,2.3050403999999998,,,,73.0,,,,,,,141845.4,510677.72,1015998.94,156320.86,681557.75,258546.95,
624,231.97899661468574,4.743919,,,,17.0,,,,,,,7680762.0,7743629.0,7862803.0,8238684.0,7795767.0,7872870.0,
557,232.1736292839307,3.0721214,,,,,,,,,,,191033.78,183460.47,261764.78,192301.48,256271.14,495349.72,
626,232.98232540791682,4.743919,,,,18.0,,,,,,,646710.8,646739.94,666130.3,675164.56,658124.94,637987.9,
596,233.07836827447102,3.8422806000000005,,,,,,,,,,,568200.06,487879.56,307166.34,518698.22,497278.62,479241.47,
590,235.0865336276797,3.696769,,,,,,,,,,,301022.53,301668.44,281269.06,325772.3,347851.8,418694.75,
84,236.99811028315776,0.36750564,,,,43.0,,,,,,,5268564.5,8916304.0,14627683.0,5897050.5,10538702.0,12013516.0,
810,237.2212778854794,7.042839,,,,,,,,,,,71355.805,110718.88,207023.55,75307.94,432718.88,132411.05,
442,239.10255602848721,2.354027,,,,,,,,,,,107900.4,40978.562000000005,0.0,126989.445,66774.4,209011.16,
470,239.10260793479782,2.5158683999999996,,,,14.0,,,,,,,4043102.2,1842732.8,702134.4,4430746.5,2180709.2,4911474.5,
461,239.13897421308545,2.452207,,,,,,,,,,,71328.53,568647.94,1065961.6,85606.36,1074888.5,161235.33,
669,239.16413050603387,5.6204834,,,,,,,,,,,304043.62,59389.508,35156.04,310298.4,132179.16,371347.97,
567,240.08659090137573,3.3404220000000002,,,,,,,,,,,616992.4,187217.27,82131.19,673278.6,278990.53,1410242.0,
467,240.10594569306681,2.5136267999999995,,,,,,,,,,,462527.28,221981.88,78624.05,530153.06,254590.83,590010.6,
416,242.1862345639316,2.2391508,,,,,,,,,,,654354.25,666399.3,969938.6,718636.9,932388.56,1698891.1,
536,243.13378742621646,2.845322,,,,,,,,,,,153721.25,173023.86,169420.56,157327.81,238837.25,298563.12,
487,243.1338307058492,2.700175,,,,,,,,,,,16864.453,12557.275,32457.834,11180.056999999999,29307.941000000003,60531.594000000005,
545,243.13384633085502,2.9388745,,,,,,,,,,,35250.145,52950.098,36085.117,41450.652,69692.24,81911.53,
612,244.19064601145263,4.4239097,,,,70.0,,,,,,,809037.44,840865.5,859830.1,790912.44,892696.5,881573.9,
403,244.1906667739412,2.104429,,,,72.0,,,,,,,637374.56,547115.94,545421.8,597833.8,673209.4,1110399.5,
646,244.19067901946,5.130275,,,,,,,,,,,74583.19,63293.21,81035.05,60355.43,64418.16,163491.55,
994,244.1906939849446,7.834392,,,,3.0,41.0,[M+NH4]+,,2.0,994;988,226.15687999999997,942979.75,1026205.2,481247.53,624816.4,491456.44,540590.7,
978,244.19070064606686,7.754567599999999,,,,13.0,39.0,[M+NH4]+,,2.0,978;976,226.15687999999997,231036.73,329830.06,178935.67,216310.23,116672.06,184812.64,
468,244.2012089631619,2.5133392999999997,,,,14.0,,,,,,,367711.0,358113.4,350126.5,377230.28,350696.2,384311.47,
432,244.2012091610877,2.3050403999999998,,,,73.0,,,,,,,985130.06,983419.2,1007520.56,982838.0,946854.6,977072.94,
449,244.20121001543998,2.3714955,,,,,,,,,,,1409882.8,1314656.8,1339651.9,1384458.9,1332930.5,1344592.8,
636,244.22705289968576,4.8363476,,,,,,,,,,,62415.055,336227.16,688986.75,62042.055,305328.56,96288.695,
513,245.1857957766008,2.8072436,,,,,,,,,,,9948.447,18099.918,19037.887,8419.043,15556.273000000001,84294.234,
486,245.1858873697372,2.6810894,,,,,,,,,,,48247.883,84064.57,78824.84,63738.02,90842.74,136495.12,
568,245.18589545079567,3.3549137000000004,,,,,,,,,,,402274.28,383276.3,564001.8,443927.38,536716.5,1059616.8,
588,246.16988785261688,3.6832073,,,,,,,,,,,225424.4,200993.6,204945.52,230531.92,204127.28,201745.98,
574,246.16989606333348,3.4796772000000002,,,,,,,,,,,261324.25,229624.84,236570.64,260021.06,235236.67,238432.08,
599,246.16992320175575,3.931553,,,,,,,,,,,519800.25,772657.5,1263845.8,571127.2,1182042.8,1987819.8,
435,247.10763533946968,2.325662,,,,,,,,,,,245302.19,256697.17,380823.6,272186.88,340438.44,647664.8,
407,247.1076372017619,2.158808,,,,,,,,,,,18237.295,5729.459,70747.0,34988.437999999995,54145.895,124025.78,
617,249.1021620603191,4.597797,,,,92.0,,,,,,,517250.03,225447.64,141589.62,562867.0,279057.12,646210.5,
100,250.09929369275912,0.37157306,,,,,,,,,,,166390.44,694670.56,807721.7,138531.8,335881.75,126352.64,
1140,250.1775217979588,8.407577499999999,,,,,,,,,,,52908.54,47349.24,0.0,0.0,0.0,0.0,
638,250.17767563456692,4.874534,,,,56.0,25.0,[M+Na]+,,2.0,638;639,227.18847000000002,488450.84,525117.3,505315.34,468579.78,481180.22,548775.1,
981,250.17776432166733,7.8166647,,,,,,,,,,,134387.48,65100.38,2945.1406,32559.897999999997,0.0,4292.8784,
237,251.06957005877618,0.532516,,,,2.0,,,,,,,3445557.8,1664116.8,277562.44,3363166.8,1991977.0,2854293.0,
172,251.06966606543324,0.3902849,,,,43.0,,,,,,,974450.94,323163.5,176149.7,677790.56,330375.0,537383.75,
392,251.15019599368688,1.6603578,,,,,,,,,,,2669643.0,2605598.5,3912451.5,2818492.5,3512158.2,6262443.5,
404,251.15019920025009,2.116948,,,,72.0,,,,,,,259388.27,258847.52,408351.56,314678.3,378807.72,686335.4,
86,252.9720965846308,0.37970877,,,,,,,,,,,39080.227,375682.62,2069908.4,121674.26,190865.25,1868461.9,
713,255.2318174375568,6.0587597,,,,,,,,,,,200476.83,33111.59,12173.1,207339.34,192434.14,239841.95,
750,255.23182659561982,6.385635400000001,,,,,,,,,,,149995.81,21621.79,0.0,127645.01,60117.543,169606.2,
811,255.23183124040798,7.043753999999999,,,,,,,,,,,200303.5,318372.38,579943.25,205014.44,1209988.9,365275.7,
729,255.23183473918309,6.2699546999999995,,,,,,,,,,,63528.84,79139.02,45029.504,61847.535,231996.16,79933.28,
381,256.17668084797106,1.3970623,,,,,,,,,,,3524.993,7350.5509999999995,9095.016,6135.3027,46219.734000000004,391057.12,
395,256.1767250051039,1.9995542000000002,,,,,,,,,,,235431.27,286240.72,397067.3,283449.8,417516.9,938222.4,
663,256.2634406209547,5.5399985,,,,,,,,,,,25254.667999999998,107908.73,189848.16,23502.65,125925.125,32374.365,
653,256.26345239048584,5.252985,,,,,,,,,,,0.0,103817.08,70485.52,0.0,76399.25,0.0,
861,256.26347696260416,7.360544,,,,,,,,,,,461934.62,497708.9,481954.03,523988.44,522720.22,515872.06,
912,256.26348472283007,7.5026727,,,,,,,,,,,87025.88,9969.75,26136.397999999997,72486.16,41354.13,69697.086,
96,258.11001870786976,0.37075959999999997,,,,43.0,,,,,,,29992770.0,17775186.0,17985248.0,31318242.0,22754784.0,31742292.0,
104,259.1134835938051,0.37075959999999997,,,,,,,,,,,1378520.4,1201071.1,390440.88,350506.7,1614927.1,1015728.0,
500,259.1188494360653,2.765706,,,,59.0,,,,,,,1019742.2,273903.75,137481.61,1049702.5,412406.8,1124099.6,
428,259.1763593868519,2.2848917999999996,,,,,,,,,,,411286.16,293702.12,179722.61,449519.7,282255.97,410409.8,
508,259.22017145653143,2.8030322,,,,,,,,,,,251980.88,227730.39,237513.19,255471.78,254116.16,216753.3,
485,259.2202152956596,2.6697013,,,,,,,,,,,474022.53,482416.72,459555.9,512803.66,495265.44,515959.78,
562,260.11273059561347,3.2491817000000003,,,,,,,,,,,5937.0767,6291.757,21695.022999999997,0.0,13540.95,45518.42,
503,260.1128429271946,2.772259,,,,,,,,,,,244305.44,228965.78,316249.56,258623.98,329041.47,708528.4,
204,261.0090550929071,0.4295701,,,,,,,,,,,1887323.6,2108114.5,1230549.8,2018257.1,2098143.2,1844110.9,
533,261.1443615058524,2.829882,,,,,,,,,,,396323.4,271229.66,173764.73,432136.62,330630.62,284405.56,
453,261.14441150672656,2.4003799999999997,,,,75.0,,,,,,,435759.53,196937.2,220046.2,444116.2,247033.03,484809.75,
464,261.14441330126147,2.4549916,,,,,,,,,,,657495.06,445827.3,248687.72,669386.06,557986.9,740211.8,
406,261.14441633179104,2.1353242000000003,,,,,,,,,,,20329.218999999997,29505.702999999998,66419.58,22692.406000000003,64554.33,137899.05,
38,262.9068224010535,0.33575264,,,,,,,,,,,89815.875,224037.2,134635.61,130044.15,235940.2,137383.47,
559,267.1126726086569,3.1517031,,,,,,,,,,,32303.2,40534.508,51146.746,35546.62,49577.085999999996,94252.2,
616,267.11276023834165,4.5977974,,,,92.0,,,,,,,1547464.6,652177.56,423171.8,1677724.2,774398.3,1818042.5,
641,267.1127665280883,4.9219084,,,,,,,,,,,36088.74,0.0,0.0,44952.383,6833.205,49094.16,
734,267.1953898046186,6.3000298,,,,,,,,,,,774529.25,61671.16,53642.785,729388.8,295128.9,913515.44,
362,268.10394531337795,0.8825684000000001,,,,84.0,,,,,,,3845983.0,7335559.5,10902051.0,3171288.8,8566738.0,2691719.2,
436,270.19235541169127,2.3265884,,,,,,,,,,,274038.66,264135.53,354568.12,278203.4,366803.38,577311.75,
530,271.0712617676821,2.8246013999999997,,,,1.0,,,,,,,1407126.4,522491.78,359243.94,1142773.2,620350.7,1352678.2,
535,272.07937027740957,2.8328849999999997,,,,1.0,,,,,,,1753540.0,747423.4,575511.2,1466462.6,821989.1,1423427.9,
499,272.11278601880866,2.7631938,,,,,,,,,,,188821.77,106616.69,130793.27,215710.1,135121.1,320579.97,
534,272.1855580246069,2.8323537999999995,,,,,,,,,,,1369607.0,1254178.1,1054134.4,1608813.8,1922078.1,1651850.5,
760,272.2583702126837,6.505368700000001,,,,,,,,,,,0.0,55206.473,51614.33,0.0,70223.22,16567.465,
655,272.25838315607706,5.3551097,,,,,,,,,,,255744.25,2061395.2,3637200.5,246972.06,1698868.8,340817.9,
360,273.0760878964785,0.8782013000000001,,,,84.0,,,,,,,2392393.5,2511886.2,2410579.0,2340988.0,2271690.5,1938756.8,
580,274.1648046130177,3.5387652000000003,,,,,,,,,,,884340.7,872740.3,858736.0,887527.9,848985.56,860537.8,
605,274.1648490325778,4.203646,,,,,,,,,,,54366.617,50250.54,41826.355,53743.312000000005,54489.12,71238.83,
652,274.2740352510902,5.245272,,,,,,,,,,,25418.674,2603183.0,1722686.9,22356.107000000004,2048493.0,32236.521,
651,275.2774227128148,5.252985,,,,,,,,,,,0.0,436220.84,298270.84,0.0,352942.38,0.0,
138,277.13929742629136,0.38459,,,,43.0,,,,,,,12180562.0,9782858.0,1927559.9,12002808.0,3487342.2,1592175.4,
415,279.1338408011845,2.2377794,,,,,,,,,,,350415.66,701501.44,388661.3,387855.16,1000422.4,393689.53,
780,279.159039392676,6.703591,,,,,,,,,,,872946.9,859989.8,470180.16,589136.1,634724.7,762897.4,
346,280.0919693529021,0.77294093,,,,,,,,,,,83672.44,23162.281000000003,28758.861,102082.586,55961.85,64564.453,
66,280.0919731754837,0.35367474,,,,53.0,5.0,[M+Na]+,,2.0,63;66,257.10273,12150633.0,8880107.0,7397793.5,13519332.0,8786490.0,9677224.0,
481,280.09273200398496,2.5977773999999996,,,,77.0,,,,,,,68868.3,60397.668,39905.754,82408.72,68207.95,101642.42,
69,281.99351269496896,0.35204768,,,,,,,,,,,126158.33,65915.41,118839.2,132454.06,79617.11,183992.44,
394,282.11960316738936,2.0066617,,,,,,,,,,,1744130.2,613571.0,1195437.2,1838192.1,1269991.8,3773860.8,
573,282.1811436144246,3.4712045,,,,,,,,,,,160030.31,298720.34,351927.6,189037.98,296717.2,266495.94,
914,282.27910822764886,7.5135119999999995,,,,,,,,,,,2535828.5,2326523.5,2431655.5,2257998.8,2287785.8,2496913.5,
694,282.27926962734176,5.841278599999999,,,,,,,,,,,0.0,68496.18,67874.04,0.0,51341.58,0.0,
790,283.26310643103824,6.8542304000000005,,,,,,,,,,,327325.7,120014.06,130702.82,341317.72,575933.9,439821.22,
935,283.26311234230684,7.577478,,,,,,,,,,,165885.83,228603.38,287904.03,180368.75,448755.84,203339.77,
779,283.26311424811286,6.677532000000001,,,,,,,,,,,206249.34,29426.531000000003,17409.932,231639.86,222970.1,280108.66,
681,284.2947329042352,5.71817,,,,42.0,,,,,,,43690.957,600238.94,302401.88,47264.75,603006.1,50511.742,
705,284.29474336104937,5.896714,,,,,,,,,,,545456.25,21016.945,57681.33,0.0,37804.867,5219.823,
1028,284.2947453901771,7.909122999999999,,,,,,,,,,,339362.53,326045.7,243884.08,352613.88,309574.66,326150.53,
710,284.29475757633384,6.014863500000001,,,,,,,,,,,461362.8,612448.06,622649.25,485229.38,663849.44,616612.25,
1061,284.2947689134633,8.055322,,,,86.0,,,,,,,362306.44,85019.25,49915.13,244216.11,67502.81,119568.05,
668,286.27400675481925,5.593443,,,,,,,,,,,54385.11,339495.16,727020.94,53845.88,300518.38,77607.16,
563,288.10753734579583,3.2453072,,,,,,,,,,,33458.15,34981.47,61160.816,37812.816,57927.992,184018.23,
504,288.10767906485273,2.7738085,,,,,,,,,,,176658.17,176251.73,282640.16,204061.61,260117.75,576398.56,
408,290.0869664568322,2.165934,,,,,,,,,,,442680.16,449862.97,841059.9,471581.4,630229.06,1289858.6,
286,290.134544521904,0.6441823,,,,29.0,,,,,,,5137582.0,2618195.0,1559975.1,4896109.5,3210312.8,4398034.0,
437,292.1026124389452,2.3323002,,,,,,,,,,,1274810.6,1832569.9,1803092.4,1326961.2,1649258.8,4776365.5,
551,294.0607528502752,2.9997528,,,,,,,,,,,220183.47,154068.33,148194.39,257988.33,220317.9,599380.0,
375,294.15462165527225,0.95030046,,,,,,,,,,,502452.28,352845.1,753023.06,523809.97,563948.9,1985878.6,
800,295.22673330582353,6.918585,,,,46.0,,,,,,,762095.25,120877.836,163839.56,821368.6,507657.34,906931.8,
63,296.06588831350103,0.35286114,,,,53.0,5.0,[M+K]+,,3.0,63;61;66,257.10273,1241627.6,760411.2,842792.0,1382001.8,804530.1,1480650.8,
598,296.1181562445087,3.8609784,,,,,,,,,,,1022221.1,842160.0,651988.5,1073647.1,1038669.25,1291972.4,
459,298.0967853479113,2.4403317,,,,,,,,,,,1746409.5,6874069.5,2966804.5,1738247.2,7717506.0,1977154.0,
664,298.27400814772665,5.553932700000001,,,,,,,,,,,10740.163,290918.94,524831.5,0.0,249600.73,26002.754,
538,300.1076731295107,2.867541,,,,91.0,,,,,,,466088.62,232312.77,78275.336,513968.16,186894.38,591127.2,
493,300.1077107874308,2.7191265,,,,,,,,,,,5295564.0,1931536.1,341688.75,5358598.5,1367897.1,5115319.0,
827,300.2896678924572,7.154021000000001,,,,57.0,,,,,,,187047.8,322532.66,354631.53,242467.75,569698.1,308278.66,
657,300.2896922412294,5.443535,,,,58.0,,,,,,,33457.594,615392.7,610452.75,35496.78,562137.94,42647.633,
692,300.2897027224733,5.8259796999999995,,,,,,,,,,,4739412.5,15966339.0,19383808.0,4407179.5,16688280.0,5004230.0,
781,301.140979884438,6.7005234,,,,,,,,,,,440462.78,163062.66,130762.664,168063.36,166940.27,196709.1,
693,301.2930804282082,5.8259796999999995,,,,,,,,,,,921486.6,3175452.0,3873385.5,887758.44,3245416.8,964142.56,
542,302.149857003602,2.893574,,,,,,,,,,,141630.78,264619.88,147007.94,149536.12,423678.38,176343.08,
447,302.19613333969613,2.3616072999999997,,,,,,,,,,,746590.0,368420.12,593389.1,578019.44,808756.5,697582.6,
412,302.1961383887233,2.1804016,,,,,,,,,,,103122.414,96820.73,80976.414,132624.47,177164.62,218273.6,
680,302.305341629568,5.7167363,,,,42.0,,,,,,,1957870.0,21045574.0,11232328.0,2146134.8,21229146.0,2191752.0,
277,303.1185947822594,0.6202778,,,,,,,,,,,448620.53,256499.06,560313.6,233935.28,532218.5,1505293.2,
683,304.3117789572245,5.717817299999999,,,,,,,,,,,22131.385,409020.0,219960.73,28144.86,420717.78,24288.007999999998,
501,306.11822549640283,2.768407,,,,59.0,,,,,,,3497970.2,3349730.2,5169333.5,3774155.5,4766281.0,8868566.0,
539,306.12796741861723,2.8688142000000005,,,,91.0,,,,,,,855283.25,459860.0,282896.06,930733.06,593539.75,1364842.6,
158,307.08304951680736,0.3894715,,,,43.0,,,,,,,285381.72,506460.06,180975.03,262765.47,226559.56,9187.658000000001,
310,307.0831026021713,0.7070109,,,,71.0,,,,,,,8233083.0,12850251.0,7975219.5,8957669.0,9891065.0,2071711.9,
676,307.24782537823484,5.6774087,,,,,,,,,,,433005.2,449644.62,431182.25,448187.72,440385.2,435119.3,
308,307.5846608517731,0.70443314,,,,,,,,,,,1908670.8,2678944.2,1584438.9,1659676.9,2326355.8,305626.03,
156,308.09083482613204,0.38865778,,,,43.0,13.0,[M+H]+,,2.0,156;139,307.08366,4352099.5,3603624.5,1560752.9,3598326.8,4706484.0,3068576.8,
252,308.09097485134976,0.5425113,,,,2.0,18.0,[M+H]+,,2.0,239;252,307.08372,22507016.0,23608310.0,10098632.0,19364090.0,31459590.0,30685152.0,
251,309.09469975227444,0.5408461999999999,,,,2.0,,,,,,,1530241.1,2094248.2,310627.25,2067959.5,2773291.8,1640539.6,
1051,310.3103652069262,7.999923700000001,,,,,,,,,,,536817.75,517834.2,269669.9,264302.72,360586.8,378699.25,
552,312.0713053398552,3.0007770000000002,,,,,,,,,,,1594726.0,1106454.1,1068458.1,1809190.9,1554662.9,4077007.8,
675,312.1130884855685,5.6570535,,,,,,,,,,,1162222.2,1223546.4,847720.8,1111382.9,1400623.9,1392207.1,
757,312.32603947067645,6.4567294,,,,,,,,,,,495366.97,313282.1,231599.64,632479.06,424159.2,770466.5,
1130,312.3260421490776,8.357538,,,,,,,,,,,131107.78,184545.14,97897.92,112375.62,48372.48,73733.164,
748,312.3260629560978,6.4092603,,,,,,,,,,,613943.6,227446.48,144500.72,391213.0,9587.855,4363.787,
1161,312.32606435566464,8.498495,,,,,,,,,,,163947.53,53859.08,33630.125,121183.05,49394.402,54214.45,
775,313.14338620031344,6.6243567,,,,54.0,,,,,,,400695.94,402118.88,306935.5,477420.6,464250.6,505124.03,
365,314.09151854396333,0.904293,,,,,,,,,,,164886.64,1535827.1,373754.2,142612.52,1389038.4,26084.996,
1030,315.23176173992937,7.9322686000000004,,,,,,,,,,,98940.75,93247.79,17926.799,89666.43,54525.113,43331.6,
915,315.23176440701917,7.52049,,,,34.0,,,,,,,900064.25,836688.75,604320.9,1563505.1,1376251.6,1418581.4,
1239,315.2317653491639,9.04791,,,,,,,,,,,112454.695,60881.668,26900.629,11149.202,24161.29,22296.397999999997,
947,315.2317919139732,7.6397095,,,,8.0,37.0,[M+H]+,,2.0,947;951,314.22452999999996,1647880.6,1665491.0,836845.8,3744138.0,2180919.8,2601437.0,
498,316.2117354512528,2.7511427000000004,,,,,,,,,,,811538.75,866845.4,693091.56,943442.75,1172473.5,1022684.4,
480,316.21174770482065,2.5861099,,,,,,,,,,,341418.78,368086.25,306283.88,411806.38,516192.1,395376.2,
647,316.2845589862252,5.1886325,,,,,,,,,,,0.0,166587.14,258703.4,0.0,112941.91,0.0,
666,316.28456549253224,5.574192,,,,,,,,,,,86743.68,473673.53,826151.56,109413.36,481214.06,83383.78,
656,318.30026878386553,5.446695,,,,58.0,,,,,,,7039743.5,18617380.0,22181144.0,7434715.5,21736880.0,7826692.0,
258,319.14980180876216,0.5527021,,,,2.0,,,,,,,910120.4,1737181.8,946769.9,1104941.6,1521750.8,139275.25,
658,319.30364023411875,5.446695,,,,,,,,,,,1375030.6,3646543.8,4447476.0,1460338.2,4180837.0,1503850.0,
