row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,Yeast_HE_D5-Ctrl_a_pos_20190515_Run37.mzML Peak area,Yeast_HE_D5-Ctrl_b_pos_20190515_Run40.mzML Peak area,Yeast_HE_D5-Ctrl_c_pos_20190515_Run43.mzML Peak area,POS_D5-227-C3-a_Run274.mzML Peak area,POS_D5-227-C3-b_Run277.mzML Peak area,POS_D5-227-C3-c_Run280.mzML Peak area,
117,272.258334046362,5.1427903,,,,,,,,,,,187945.6,198759.75,187495.86,392416.47,398773.16,442113.66,
130,273.0974443792896,5.4300914,,,,,,,,,,,265238.6,237976.38,284715.2,342154.28,286614.03,335080.88,
379,273.2576543747495,7.7054515,,,,,,,,,,,305999.0,407141.72,301217.6,337351.22,371125.1,370434.62,
234,275.0831772963056,6.3744483,,,,18,,,,,,,1517280.0,1233435.2,1469369.2,1746264.9,1245258.0,1642205.2,
155,279.09926173655396,5.674023,,,,3,,,,,,,1.5139993E7,1.992936E7,2.0734506E7,2.6976228E7,2.376333E7,2.4758166E7,
387,282.2216662372709,7.743857,,,,,,,,,,,1215580.5,1264124.4,1251248.1,1656506.1,1365877.1,1645677.9,
386,283.2250044698867,7.744753,,,,,,,,,,,243014.0,255291.83,247978.2,336440.8,274709.4,333154.5,
329,283.2631241493363,7.5131974,,,,30,,,,,,,231364.78,335643.38,371229.06,250480.33,240590.44,311610.22,
250,283.26313124557737,6.8315625,,,,11,,,,,,,113243.58,148907.88,127692.81,150580.53,160698.77,182825.23,
460,283.2632284422941,7.8759766,,,,45,,,,,,,1038087.2,1192718.6,1254190.1,1077857.2,1152738.6,1179975.6,
165,284.2947447552673,5.7483253,,,,,,,,,,,577704.06,687102.5,558324.5,730748.3,748742.5,807780.06,
137,284.2947601972384,5.474476,,,,53,,,,,,,122752.555,143970.66,93965.07,150064.3,165523.86,171014.55,
434,284.29480971717186,7.8436294,,,,,,,,,,,201853.84,188995.08,203941.98,151018.73,307798.5,243306.44,
488,284.29481814425526,7.9868264,,,,24,,,,,,,505266.97,662740.4,595347.56,543656.7,489910.2,518254.94,
133,284.60544635955563,5.430095,,,,13,,,,,,,601384.6,552727.4,640882.44,808187.44,692241.6,778585.44,
149,288.253266081506,5.6304255,,,,,,,,,,,45552.113,183746.25,133952.08,32862.402,0,428954.38,
178,291.07797845833,5.948131,,,,62,,,,,,,478262.47,501012.03,493525.06,497861.72,492794.03,506529.7,
126,298.27397666178166,5.2971363,,,,,,,,,,,593503.06,598996.5,555201.94,868986.5,876749.94,866621.2,
243,298.27401859488435,6.6401763,,,,27,,,,,,,121940.21,150057.56,97908.4,94902.58,107735.26,112097.45,
206,300.0460167319678,6.10148,,,,,,,,,,,212240.47,375625.75,251712.69,212001.02,418556.4,257423.14,
77,300.11475503638746,3.900835,,,,36,,,,,,,959815.4,733447.1,1374672.9,887482.25,799911.25,787305.4,
118,300.289606247234,5.1993966,,,,,,,,,,,45915.094,24881.229,57127.92,107150.02,106240.26,120241.414,
260,300.28966093278547,7.0772724,,,,,,,,,,,140802.33,199502.31,130383.89,125391.98,150773.16,174072.33,
144,300.28972352055837,5.5732837,,,,48,,,,,,,2.32872E7,2.5048578E7,1.767537E7,2.588311E7,2.733146E7,2.896146E7,
245,301.14097334988253,6.652738,,,,54,,,,,,,1792187.2,1599049.6,1671074.6,1651155.5,1899374.6,1726878.1,
142,301.2930171205232,5.5732875,,,,,,,,,,,4367546.5,4628280.5,3324718.2,4893850.5,5445330.5,5509611.5,
69,302.130425603995,3.8009396,,,,9,,,,,,,955356.5,634986.25,1293005.6,876445.94,737092.56,764624.6,
138,302.3053075971209,5.474476,,,,53,,,,,,,4338535.0,4959930.0,3558313.5,4962578.5,5508497.5,5828975.0,
139,303.3086456290514,5.476252,,,,53,,,,,,,842388.94,950029.44,674516.3,950471.2,1071161.9,1145621.1,
136,304.29979341573176,5.4495873,,,,,,,,,,,420237.8,1600779.4,781189.0,137102.02,263755.97,1577245.1,
621,304.8940597276097,10.263716,,,,,,,,,,,203640.98,247588.03,254306.25,400662.25,475012.06,427399.0,
150,310.2352705094169,5.6304913,,,,,,,,,,,71511.22,238860.83,164867.4,65524.71,6817.475,559927.7,
487,310.310374570359,7.9204583,,,,,,,,,,,286023.66,285787.44,353732.3,128554.734,526107.9,290250.9,
521,312.32586147196906,8.334557,,,,,,,,,,,271022.06,225806.31,239779.52,184833.62,231554.72,252329.36,
534,312.3259337724572,8.434758,,,,,,,,,,,738204.8,1043701.44,812029.94,510823.34,550032.4,529111.8,
211,312.3259798590413,6.151579,,,,,,,,,,,415140.75,454608.84,374668.06,474316.2,509621.28,500239.84,
213,313.23481173363456,6.192566,,,,,,,,,,,1839281.8,1805279.5,2191061.2,2092652.4,2937213.0,3299527.8,
167,314.30519116130625,5.7861314,,,,,,,,,,,476036.06,518330.34,406002.38,454415.47,508249.22,655242.2,
41,316.2116081946058,2.51537,,,,,,,,,,,378905.0,172567.9,192132.47,30506.629,180615.03,147145.19,
43,316.21163510215104,2.6729362,,,,,,,,,,,483951.94,316461.5,108783.01,36904.562,365952.47,199004.7,
220,318.2402534419391,6.2355075,,,,,,,,,,,389548.97,387207.44,473779.84,1165605.6,1090630.4,1207862.2,
122,318.3001568702645,5.23529,,,,37,,,,,,,2385896.0,2681978.2,2260510.0,2217404.8,2318469.2,2582954.0,
156,320.12560815006617,5.674023,,,,3,,,,,,,1905326.9,2570896.2,2744408.2,3577375.2,3218555.8,3317801.2,
175,320.25585445901396,5.907313,,,,42,,,,,,,127193.19,133638.64,115363.45,344172.66,357438.34,356786.06,
190,320.25600541472505,6.0525494,,,,,,,,,,,220041.84,215092.39,130655.04,552584.3,547203.6,559146.1,
522,321.3151503777189,8.346576,,,,,,,,,,,278626.53,425720.4,345397.97,35179.676,235187.95,171206.83,
78,322.09663327350637,3.900835,,,,36,,,,,,,789315.5,610660.44,1131831.0,1025717.0,933642.2,897794.0,
68,322.0966590640382,3.767476,,,,,,,,,,,60915.984,55392.29,106577.98,88039.266,85448.086,69645.8,
143,322.2714142827518,5.5706716,,,,48,,,,,,,458712.03,531342.1,355391.0,561019.25,568982.44,567734.06,
304,323.21924036733697,7.373623,,,,2,,,,,,,498740.75,697525.8,903897.06,726550.25,734701.4,1020728.5,
70,324.11234294528987,3.8009396,,,,9,,,,,,,2224620.2,1698226.6,3029360.2,2789279.5,2395638.8,2428624.8,
82,325.1256210350367,4.2437134,,,,,,,,,,,856377.1,824488.94,809217.3,1016238.4,926815.1,966662.1,
450,327.22702837132414,7.8750916,,,,45,,,,,,,292771.03,401697.75,469093.34,486499.06,460748.72,469198.25,
181,328.32097911280454,5.983828,,,,28,,,,,,,1.216889E7,1.27578E7,1.0163997E7,1.2720072E7,1.329907E7,1.5122969E7,
624,328.9149091676082,10.31778,,,,33,,,,,,,455889.94,474251.53,533717.8,930778.75,909280.4,870347.75,
174,330.336556474332,5.8875275,,,,,,,,,,,1416246.5,1549509.8,1088510.6,1407047.8,1552682.4,1650767.9,
172,332.3310804698589,5.8722777,,,,,,,,,,,179873.08,678632.56,343547.97,64262.688,104722.09,853455.94,
287,334.2052810154352,7.3727317,,,,,,,,,,,244002.67,327465.66,331234.12,401828.44,305088.3,465538.25,
237,335.1252157844038,6.5602937,,,,,,,,,,,550699.2,348793.7,378734.2,334923.94,342419.34,383600.56,
491,336.3259449414105,8.040527,,,,,,,,,,,302088.5,532987.06,410842.88,42301.176,224380.2,214570.88,
185,337.1713845710863,5.991829,,,,28,,,,,,,2623870.0,1889774.9,2594750.2,2993760.0,2136912.0,2968044.5,
231,337.17142946617065,6.340507,,,,4,,,,,,,136896.73,94422.586,135945.48,150733.47,96177.695,145864.83,
349,337.23474423829504,7.6037364,,,,,,,,,,,16556.777,23255.67,26267.564,343651.8,414274.2,453579.5,
254,337.2348054620987,6.976408,,,,59,,,,,,,285232.38,402534.3,547119.1,377077.3,371308.16,580175.06,
128,338.2663525340813,5.388699,,,,,,,,,,,171246.66,188109.28,177548.64,474873.28,474225.3,501365.72,
229,338.2663615029702,6.3254843,,,,,,,,,,,47168.062,190405.72,160867.53,36880.094,0,458899.88,
141,338.26640565981523,5.4958344,,,,63,,,,,,,146732.7,143734.78,136945.6,469992.1,489947.03,463962.75,
523,338.3416678147875,8.348374,,,,,,,,,,,3.0027784E7,4.4236464E7,3.621617E7,7483769.5,2.5102526E7,1.977759E7,
171,339.11192405348356,5.830265,,,,22,,,,,,,547895.56,725215.44,619556.4,614596.44,775096.0,627538.4,
541,340.3572860018175,8.676168,,,,,,,,,,,360157.78,395351.1,360366.03,88917.47,126386.984,163308.69,
267,341.266169401214,7.0926337,,,,21,,,,,,,324116.12,538096.3,477364.78,447500.75,339718.4,552819.25,
247,342.24268413506724,6.7758145,,,,,,,,,,,441377.4,608914.44,399880.12,620989.06,682131.3,586739.06,
119,344.13026982662706,5.2326345,,,,37,,,,,,,716908.6,616682.4,1003180.8,871768.8,1003701.3,766662.7,
253,344.3157043987878,6.97414,,,,59,,,,,,,10400.309,106149.53,76020.24,0,0,207590.02,
166,344.315789843063,5.7681217,,,,,,,,,,,676021.5,770903.5,717970.06,578809.1,627157.2,852584.8,
146,344.3158135402791,5.6029162,,,,16,,,,,,,1565503.1,1719950.9,1235153.4,1512640.4,1653237.5,1583086.2,
53,345.151890540141,3.1342585,,,,,,,,,,,252543.84,184725.34,539637.94,288631.78,191078.27,169314.64,
66,345.1542194472958,3.6588469,,,,,,,,,,,50080.805,46512.25,134678.56,79215.91,85146.125,91358.53,
307,345.2012279343826,7.3745155,,,,2,,,,,,,284878.1,385844.47,463968.84,441847.78,441862.9,580091.44,
152,346.33148634052645,5.651888,,,,,,,,,,,4567720.0,4998122.5,4014102.8,3619203.8,4007807.0,4445600.0,
153,347.334845018504,5.6492176,,,,,,,,,,,972210.75,1045634.9,693086.06,738606.8,814185.25,902548.0,
177,349.1349583864316,5.91184,,,,42,,,,,,,63801.402,51081.07,65932.75,68485.04,48005.125,45674.375,
198,349.13515477062384,6.102368,,,,34,,,,,,,5556000.0,9163973.0,6053599.0,4684233.5,7914687.5,4603562.5,
309,350.1776625738566,7.374532,,,,2,,,,,,,1576785.4,2165822.5,2274122.0,1754352.6,1765514.6,1998939.6,
468,351.21435781666804,7.8795724,,,,45,,,,,,,347831.1,411891.94,446646.34,391328.88,412187.47,435508.88,
467,351.250575987378,7.8768806,,,,45,,,,,,,954807.4,1233496.9,1332614.5,1082919.8,1169338.4,1282558.8,
319,352.17800248214775,7.37721,,,,2,,,,,,,1112952.9,1417709.5,1552989.9,1931003.5,1943090.8,2257931.5,
567,352.33926385028735,9.082556,,,,,,,,,,,2278663.5,2067670.5,2068960.6,1070038.8,1157986.5,1108654.0,
535,352.33927583390096,8.53315,,,,,,,,,,,1.4913989E7,1.4001724E7,1.4051035E7,7564707.0,7849914.0,7782965.5,
471,352.33931731624654,7.8777695,,,,45,,,,,,,1808270.0,1893316.8,2116893.0,2030313.8,2016540.8,2205760.5,
312,354.17337323145847,7.374532,,,,2,,,,,,,395623.88,497457.9,549678.2,663702.9,682327.06,785349.0,
187,354.2848429937464,6.003427,,,,41,,,,,,,389500.53,460759.3,445157.3,351068.16,272832.6,344406.66,
217,357.2610006767518,6.2157865,,,,,,,,,,,1521307.1,2144841.0,2540760.8,2773110.8,2760768.5,2953265.8,
230,359.15332844055683,6.339609,,,,4,,,,,,,75712.38,51562.074,72971.52,92915.62,57284.7,87475.766,
184,359.1533605713255,5.990948,,,,28,,,,,,,1600124.2,1198200.2,1627965.5,2045066.8,1482518.8,2064114.0,
186,359.2401911384625,6.0034356,,,,41,,,,,,,775073.0,949466.8,942602.25,1268447.2,1010777.4,1280386.4,
410,362.3027956195095,7.7724633,,,,17,,,,,,,609177.06,268833.16,429664.03,625449.5,587550.3,607487.1,
617,362.9261126080462,10.22906,,,,10,,,,,,,506429.0,499602.03,484203.6,796752.6,856931.44,839431.1,
328,365.26610792533114,7.5106826,,,,30,,,,,,,739440.5,1173794.8,1446709.9,875835.94,861429.75,1266866.1,
489,365.2661547110365,7.9877276,,,,24,,,,,,,449623.97,636855.8,447716.22,541686.44,601114.94,471015.44,
252,366.2977133506016,6.976181,,,,,,,,,,,34644.723,195357.98,153376.34,18915.3,0,401969.22,
540,366.3728972483763,8.668749,,,,,,,,,,,672036.06,682396.2,1274133.4,1702790.0,262454.22,808006.7,
278,368.25827261481186,7.2136383,,,,,,,,,,,457054.9,593719.1,523944.75,656400.7,756834.56,740184.7,
176,371.11688188239236,5.909123,,,,42,,,,,,,120014.67,84054.51,121271.25,158153.55,120517.21,113385.49,
205,371.11713736758065,6.104124,,,,34,,,,,,,2.6425906E7,3.8862788E7,2.9274146E7,2.7548004E7,3.9993664E7,2.7654994E7,
204,372.1203395731106,6.105002,,,,34,,,,,,,6319610.5,9259321.0,7032656.0,6620063.5,8717639.0,6598465.0,
189,372.3471197108449,6.0346985,,,,,,,,,,,3556494.8,3996401.8,2820518.8,2885353.0,3407003.8,3265900.5,
469,373.2325235755455,7.8786716,,,,45,,,,,,,288056.03,366857.03,393746.16,435033.3,476112.78,510448.34,
163,377.1663520770726,5.723387,,,,46,,,,,,,1376944.8,1170561.6,1339226.5,1467106.2,1208393.5,1404871.1,
548,377.3201369926119,8.817936,,,,,,,,,,,4158353.5,4752001.0,4635601.5,3832307.2,3728881.0,3742265.2,
495,377.3201945286202,8.218287,,,,6,,,,,,,390388.2,603593.0,438621.12,300071.97,341928.7,397569.44,
553,377.3202163080122,8.964277,,,,49,,,,,,,4215079.5,4631715.0,4508707.0,2397165.0,2564776.5,2601855.5,
327,377.3202931183459,7.470955,,,,39,,,,,,,682054.6,800180.3,753559.5,1012405.4,996656.8,873794.44,
690,377.73781624881326,10.430527,,,,40,,,,,,,702159.25,543409.7,211598.34,1442236.6,1169378.4,1375221.0,
461,378.2089629741094,7.875978,,,,45,,,,,,,1604780.8,1902974.9,1778196.0,1367563.8,1324769.2,1376832.6,
549,378.32349863914357,8.822476,,,,,,,,,,,1273558.2,707867.56,677691.2,569405.9,547661.3,517033.97,
551,378.32353433215263,8.963385,,,,49,,,,,,,980374.0,1422119.9,1361969.6,605891.4,767066.6,756515.06,
556,379.3359352835089,8.966985,,,,49,,,,,,,7193674.5,7445887.0,7377834.0,6026566.5,5760625.0,5726870.5,
445,380.2092777660544,7.873291,,,,45,,,,,,,839279.0,912515.0,966003.2,1451853.2,1471973.1,1538117.8,
557,380.3391358304473,8.966989,,,,49,,,,,,,2094809.4,2213999.2,2171573.5,1765365.4,1695709.5,1691198.8,
448,382.20460391726266,7.8741837,,,,45,,,,,,,291136.53,316239.03,335388.5,503079.88,515337.3,530087.6,
576,383.18268597705213,9.640371,,,,66,,,,,,,337914.0,409138.06,545625.9,748098.9,798956.06,1160921.1,
225,385.1325807575479,6.2733006,,,,,,,,,,,214629.77,622317.56,215233.44,214227.39,587339.2,314863.84,
65,385.14668757248984,3.6552403,,,,,,,,,,,311265.3,259329.77,648033.3,440732.6,486034.34,493328.7,
272,385.29229804326604,7.103433,,,,21,,,,,,,316618.78,521795.2,446131.72,385813.0,315236.12,586143.1,
625,385.7240020067989,10.31203,,,,33,,,,,,,1612527.0,1423636.9,1569184.5,2162553.5,1755606.2,2009110.4,
209,388.6216377168433,6.1032352,,,,,,,,,,,101973.68,290964.75,143797.67,118696.56,321133.44,117769.14,
529,391.2841851932672,8.377198,,,,7,,,,,,,953992.5,841100.75,846391.3,439361.0,562607.0,624555.8,
276,392.313275698735,7.1419396,,,,,,,,,,,79182.4,357365.97,280805.06,42290.074,3485.8823,764665.06,
404,393.2197371146062,7.7706933,,,,17,,,,,,,614467.4,751194.7,727603.44,588222.2,583858.94,602013.3,
531,393.29733401527693,8.390647,,,,7,,,,,,,1295659.9,1391640.1,1666456.9,2114974.0,2518783.5,2280870.5,
546,394.3224918636208,8.750007,,,,,,,,,,,528430.2,637982.5,550920.1,270570.7,295113.75,260280.12,
268,395.2191671410785,7.0965962,,,,21,,,,,,,234889.4,292170.84,298131.25,334547.56,327731.97,356753.78,
403,395.2201755524548,7.770678,,,,17,,,,,,,468322.53,553565.75,584308.6,863766.3,867433.94,921056.1,
560,395.330720565978,8.967887,,,,49,,,,,,,736489.9,797982.8,856263.4,481789.84,554676.9,589756.75,
326,395.33072813773487,7.4682775,,,,39,,,,,,,514446.0,694074.94,659403.7,874203.1,838753.06,809237.94,
426,395.33076077709455,7.801926,,,,,,,,,,,323279.38,625791.75,427536.22,258075.72,507340.5,373256.16,
494,395.33087718430414,8.209283,,,,6,,,,,,,184385.89,273674.53,233971.42,192871.3,239489.73,233677.58,
164,399.14832660296685,5.723389,,,,46,,,,,,,3258261.8,2931925.0,3253686.2,4078446.5,3431657.0,4004197.0,
183,400.1798633057535,5.992723,,,,28,,,,,,,391462.44,288788.03,393096.47,506170.9,366408.47,515787.7,
221,401.2871645715163,6.240853,,,,,,,,,,,1438889.8,1517338.9,1878982.4,2054310.0,2044487.9,2189483.8,
258,402.258547631941,7.062814,,,,,,,,,,,65506.97,149069.34,148150.58,77720.04,46498.953,398537.94,
168,402.35744543366053,5.805533,,,,,,,,,,,139989.27,311782.38,359235.12,0,17776.305,21471.102,
372,408.30827377573775,7.6965065,,,,38,,,,,,,2298667.2,1346816.5,1779712.5,2842691.8,2449094.5,2598085.0,
409,408.30835028391726,7.7724805,,,,17,,,,,,,7784803.5,4527249.5,6539636.5,9230937.0,8841357.0,8865480.0,
240,409.19250510579565,6.6004276,,,,1,,,,,,,1062406.1,1023131.1,1065341.4,1196492.2,1005655.94,1092461.4,
430,409.2746607955794,7.8216133,,,,,,,,,,,474231.78,675851.94,595268.06,557329.7,580035.25,497565.2,
353,410.30501330374705,7.6225376,,,,,,,,,,,330351.22,440331.66,440792.5,504820.56,534601.75,557467.94,
233,411.2081605265562,6.374462,,,,18,,,,,,,455104.47,372749.9,456376.56,541792.1,373832.22,515355.16,
208,412.1434361296721,6.105883,,,,34,,,,,,,703571.25,1128885.2,852731.9,797803.94,1232414.2,828316.1,
527,413.2659575808804,8.377196,,,,7,,,,,,,3535303.8,3392231.8,3114337.2,2380244.8,2601576.0,2737100.0,
375,413.3233181097634,7.703663,,,,,,,,,,,144158.06,321925.9,252387.03,141626.27,77107.945,515055.12,
334,421.1559809345658,7.547791,,,,44,,,,,,,268314.06,274436.03,347455.12,267572.4,220987.9,269232.16,
390,421.15604762416274,7.7536445,,,,29,,,,,,,704944.6,652818.94,821900.8,695640.56,564366.6,694013.06,
504,421.2509475131712,8.219221,,,,,,,,,,,254979.75,406899.88,329974.97,245693.03,220675.89,221724.92,
542,421.28434500188376,8.69557,,,,,,,,,,,39503.242,0,544583.6,69056.32,15501.48,17024.764,
273,429.31846112271415,7.106131,,,,21,,,,,,,365406.06,680825.06,580839.56,364450.94,281352.2,1261595.6,
215,430.3887490839028,6.2007513,,,,,,,,,,,127621.22,275812.16,356671.38,0,25348.162,26355.11,
618,430.9134942649868,10.229063,,,,10,,,,,,,441608.06,446381.62,441494.3,778770.94,839952.1,822490.44,
238,431.1743392081269,6.598618,,,,1,,,,,,,599387.9,586587.75,612249.75,820831.7,677882.25,741490.7,
235,431.1744503175237,6.4319897,,,,,,,,,,,415688.78,393628.0,444809.7,483578.88,419629.97,439734.1,
232,433.1901953369245,6.3717747,,,,18,,,,,,,4424338.0,3802599.0,4402694.0,5587690.0,4164106.0,5343253.0,
76,433.2065848192995,3.8474998,,,,20,,,,,,,140299.77,108370.22,256059.61,155504.89,171598.17,151184.03,
93,433.20683673523314,4.5455456,,,,51,,,,,,,5378270.0,4720300.0,8173895.5,6283646.0,7070955.5,5574614.5,
145,437.193174053994,5.57595,,,,48,,,,,,,2009082.9,2349523.8,2140853.8,941532.0,1938981.6,2199238.2,
484,443.20459390134766,7.9039974,,,,,,,,,,,256284.84,784429.4,707211.6,0,0,0,
224,445.3132965853808,6.2534003,,,,,,,,,,,618542.56,691050.0,1103891.2,1263329.5,1242843.4,937035.7,
104,447.12707978670124,4.692436,,,,23,,,,,,,489896.84,396407.16,514181.6,497774.28,405142.5,486786.8,
436,447.30790592677835,7.853617,,,,,,,,,,,305355.22,371032.47,230527.95,348878.8,399321.94,237606.16,
116,448.20335832592167,4.899133,,,,14,,,,,,,95138.88,83090.31,121074.984,132307.83,96294.95,113509.28,
134,448.2035334092891,5.430095,,,,13,,,,,,,7044495.5,6236443.5,7188043.0,7310549.0,6194703.5,7007173.0,
179,449.18488210078834,5.948131,,,,62,,,,,,,517060.9,571628.44,560082.3,665760.0,674498.1,682702.4,
397,449.3022760313366,7.7680206,,,,17,,,,,,,410327.8,550195.75,508390.44,594962.4,604925.1,482167.8,
91,450.2335941558336,4.543798,,,,51,,,,,,,2713164.2,2280884.2,3885283.5,1369283.5,1563079.5,1184016.6,
73,451.21722614347874,3.8457005,,,,20,,,,,,,556432.06,477445.4,979511.1,622532.06,685786.75,599119.0,
575,451.2452534851671,9.640378,,,,66,,,,,,,319912.94,400998.7,530607.25,723382.25,769271.9,1109157.0,
113,455.1885275062875,4.7947183,,,,,,,,,,,384089.88,102958.77,215696.75,319879.66,211158.23,533846.0,
92,455.18874376085665,4.544661,,,,51,,,,,,,3.642624E7,3.3078956E7,4.625847E7,3.830415E7,4.1658188E7,3.547247E7,
376,457.3495884135725,7.7009864,,,,,,,,,,,201157.11,482692.44,401540.97,154867.66,82761.23,1010476.5,
441,463.2817776681593,7.8697243,,,,,,,,,,,249292.1,289551.06,183251.05,355382.56,372202.94,255162.4,
568,463.3314150419232,9.192416,,,,,,,,,,,69743.04,11934.977,844327.6,101284.97,38499.707,30477.473,
71,468.2438914679604,3.8457005,,,,,,,,,,,326846.06,266037.78,521222.72,135501.92,138577.44,127416.7,
103,469.1090843092289,4.6915517,,,,23,,,,,,,407673.62,341365.66,429135.84,509384.38,406603.75,494851.56,
115,470.185363071296,4.899133,,,,14,,,,,,,47850.35,41782.254,58176.324,69688.64,48566.344,60756.15,
135,470.18552801718175,5.430095,,,,13,,,,,,,1.297684E7,1.1808889E7,1.3135237E7,1.5504342E7,1.3574931E7,1.5019012E7,
239,472.20102799439127,6.5995235,,,,1,,,,,,,411560.8,409901.12,430027.25,578425.4,473609.62,524150.84,
74,473.1993167779572,3.8457005,,,,20,,,,,,,2087157.5,1775188.2,3451053.8,2255077.0,2433961.0,2172546.2,
274,473.34475246237906,7.104336,,,,21,,,,,,,316103.9,593680.44,494354.88,308591.78,221753.84,1185492.2,
419,476.29562519693906,7.774256,,,,,,,,,,,187298.92,104127.5,156480.08,311749.75,277165.38,301522.56,
281,478.2926448318064,7.3093047,,,,26,,,,,,,234498.33,188469.33,241368.23,338141.78,219129.7,324008.25,
277,478.2926516007442,7.169847,,,,,,,,,,,998251.8,825215.6,1032750.7,1501710.1,1011227.75,1527600.9,
219,480.30826312049794,6.22384,,,,,,,,,,,322152.88,407095.1,475879.5,320774.9,297381.94,480653.38,
343,481.2922471724414,7.5609193,,,,,,,,,,,631849.1,775738.56,662007.1,730314.2,805462.75,1084356.8,
563,481.292353650742,8.971498,,,,49,,,,,,,3224580.5,3402445.5,3630187.8,2261629.8,2489057.5,3088704.8,
325,481.29238063251654,7.45668,,,,,,,,,,,2157188.5,2751083.0,2623370.0,3251206.8,3270870.5,3028835.0,
357,483.3806389428308,7.6611366,,,,,,,,,,,209151.7,281037.47,267679.53,414914.78,370029.4,346990.6,
282,485.11236020508863,7.3156304,,,,26,,,,,,,31157.361,46246.98,55542.09,360757.7,391243.03,416068.0,
612,498.90094342052544,10.228139,,,,,,,,,,,185653.3,200455.1,187797.25,350811.34,385848.34,372337.12,
363,501.3758606257923,7.6947227,,,,,,,,,,,156947.27,396286.84,331307.38,123440.41,60937.254,785525.3,
270,512.4156303791888,7.10253,,,,,,,,,,,134268.14,254534.39,227338.36,90983.555,63779.504,381563.47,
169,517.2519495661072,5.809589,,,,,,,,,,,538624.25,740317.6,575078.3,597521.5,716713.4,461147.72,
271,517.3710402578391,7.101625,,,,21,,,,,,,284214.75,526698.3,470688.94,292442.0,223765.23,1143375.4,
577,519.3080127160887,9.636763,,,,,,,,,,,227845.66,275203.97,373357.5,500369.47,522808.66,761457.8,
212,532.2586484107117,6.1622505,,,,,,,,,,,607117.8,405210.72,584279.44,853679.0,528146.06,845018.4,
191,532.258684944953,6.0713215,,,,,,,,,,,517858.97,339406.1,506841.6,718116.75,465715.4,688511.75,
157,535.209000128802,5.674023,,,,3,,,,,,,541581.44,869413.3,919714.56,1273343.9,1056553.0,1127113.5,
580,537.3947313568775,9.792935,,,,,,,,,,,400313.9,347149.06,513985.62,203172.2,210904.02,293053.38,
362,545.4021827757502,7.6872525,,,,,,,,,,,117346.766,310210.44,267886.2,97076.06,45550.395,647126.44,
543,546.4305553202508,8.70651,,,,,,,,,,,2547870.2,3230274.2,2132130.0,2482060.8,2384353.2,1421139.6,
266,556.4418224695693,7.0955143,,,,,,,,,,,130378.7,269630.4,235265.67,89304.4,54535.336,389721.8,
333,557.2813825173572,7.546901,,,,44,,,,,,,396491.6,395436.16,506449.12,379839.75,331148.94,393091.56,
391,557.2814337109673,7.7536445,,,,29,,,,,,,601270.94,558752.3,676706.5,607803.7,489368.2,619400.8,
480,557.2815168704878,7.8984323,,,,32,,,,,,,202671.77,190055.75,233730.38,204877.81,197054.42,219957.8,
431,559.1313104563421,7.821591,,,,8,,,,,,,46020.652,60601.66,67635.61,826942.94,831423.6,926029.1,
80,561.2516185493547,4.001696,,,,,,,,,,,252184.88,131366.05,417414.56,255602.45,270212.06,250624.5,
269,561.3971976501813,7.0985675,,,,21,,,,,,,262653.78,500088.03,461249.0,272478.53,189090.5,1131258.6,
537,562.4253016716965,8.596992,,,,,,,,,,,238766.05,306745.84,392646.94,253481.44,263624.62,245367.62,
188,563.2383193412124,6.007162,,,,41,,,,,,,384757.25,374614.94,464846.44,435146.12,449796.25,385308.0,
108,568.2964158327126,4.726316,,,,64,,,,,,,768481.94,756033.0,653115.9,353634.75,282139.97,305602.62,
109,573.2518490531162,4.729881,,,,64,,,,,,,4522530.0,4588901.5,4186200.5,4982107.0,4274476.5,4758989.5,
251,577.3611725810129,6.8599753,,,,,,,,,,,1099165.6,798815.75,1054404.8,1682283.5,1032160.1,1583618.6,
482,579.2634526360115,7.901136,,,,32,,,,,,,866906.25,837409.8,983598.94,1133709.0,998933.94,1126666.5,
332,579.2634742624967,7.546,,,,44,,,,,,,2684396.0,2711241.5,3485227.0,3155097.2,2785694.8,3322581.0,
389,579.2634769206816,7.7527604,,,,29,,,,,,,3367377.5,3199290.0,3899239.5,3944523.0,3299842.5,4056766.2,
578,587.3707670215919,9.633115,,,,,,,,,,,231599.55,272103.28,365805.88,494130.1,512496.8,749605.06,
570,587.4644571685375,9.617755,,,,57,,,,,,,1608323.6,1162991.4,818069.2,606026.75,730561.75,772948.94,
361,589.4283310369601,7.6767254,,,,,,,,,,,98205.305,278783.47,244014.45,78158.47,34640.492,546390.1,
606,589.4800807810569,10.197325,,,,10,,,,,,,3322679.2,3077128.5,2157884.0,2290099.8,2340193.5,2326357.2,
264,600.4680284981679,7.08993,,,,,,,,,,,104257.06,215057.72,206866.19,73838.61,43765.28,332629.9,
265,605.4233362451256,7.0899277,,,,21,,,,,,,216554.72,424936.44,397836.62,236319.1,154008.47,946103.3,
581,610.1839160315061,9.824834,,,,,,,,,,,117245.87,139515.42,158075.06,467810.94,456425.84,471799.16,
572,613.4226370867964,9.624072,,,,57,,,,,,,8090862.0,6477231.0,7746319.0,3420978.0,3628793.0,6220590.0,
611,615.4955306190042,10.215461,,,,,,,,,,,847147.75,914513.8,969591.4,653748.4,1573705.1,534545.3,
