row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,2024_POS_Anid-TJGIp11_3_Run252.mzML Peak area,2024_POS_Anid-EV-gpdA_CTRL_2_Run208.mzML Peak area,2024_POS_Anid-EV-gpdA_CTRL_1_Run188.mzML Peak area,2024_POS_Anid-TJGIp11_2_Run205.mzML Peak area,2024_POS_Anid-EV-gpdA_CTRL_3_Run238.mzML Peak area,2024_POS_Anid-TJGIp11_1_Run167.mzML Peak area,
698,327.15278855307554,2.5351226,,,,,,,,,,,278119.75,215625.08,47165.906,99990.84,138313.8,125219.78,
559,327.1549287565159,2.359766,,,,,,,,,,,0,0,428328.97,147258.64,274777.66,226548.98,
5503,327.1800082484917,7.8490725,,,,,,,,,,,0,0,297022.22,0,130268.65,0,
2720,327.25288861042037,5.303009,,,,,,,,,,,117070.2,387193.12,151076.92,72700.49,142179.73,66395.805,
603,328.17549960113695,2.4041798,,,,,,,,,,,0,0,392445.9,203485.16,223827.9,154356.62,
753,328.1755382362654,2.5795383,,,,,,,,,,,0,0,101358.836,40619.637,53043.258,47072.887,
5151,328.28443862261196,7.555729,,,,179,,,,,,,371065.6,185683.66,468698.34,474926.25,373084.28,496452.4,
51,328.91906542019956,0.38220334,,,,,,,,,,,1482053.9,2227708.2,199333.23,480232.0,70115.72,264001.78,
3837,329.23274867804105,6.1605597,,,,,,,,,,,4919.481,0,700715.3,374525.7,208258.06,46221.586,
737,330.2384850180805,2.5836902,,,,,,,,,,,63231.31,0,261039.94,359414.0,374620.22,458329.78,
564,330.2386683869949,2.3754208,,,,10,,,,,,,297496.4,174152.47,626323.3,766103.44,1125534.8,977382.3,
3376,330.3001403093385,5.8034005,,,,,,,,,,,222939.86,250465.84,112475.664,150669.5,249519.95,395227.8,
5391,330.30016009408047,7.80702,,,,341,236,[M+NH4]+,,2,5391;5387,312.26637,138729.39,74209.234,534939.4,440100.3,279160.75,589378.8,
1187,331.18622109396426,3.2523916,,,,,,,,,,,4067.4468,37293.098,4841.176,44479.562,22639.332,98976.24,
1107,331.1862936484399,3.165572,,,,321,66,[M+H]+,,2,1071;1107,330.17904,1415552.2,2814795.0,415881.62,460132.56,1090059.0,730756.75,
1070,331.1862953348083,3.0967646,,,,,,,,,,,579844.4,909505.4,270867.84,571161.2,1133605.6,691640.94,
1736,331.2090932716361,4.012364,,,,,,,,,,,178769.25,347421.34,109917.41,181830.5,897580.25,650961.94,
5005,331.2242775239899,7.3328094,,,,279,223,[M+Na]+,,2,5013;5005,308.23506,1600854.1,1569607.2,1233261.8,850688.4,1029168.9,1239573.1,
6049,331.22431241486913,8.348163,,,,56,261,[M+Na]+,,2,6057;6049,308.2351,40893.2,47670.137,0,42842.64,57821.5,57478.74,
1785,332.11280253951094,4.1408663,,,,377,,,,,,,415775.03,0,109006.44,500911.25,263728.34,675478.75,
1394,332.1339386130034,3.5710242,,,,,,,,,,,0,0,39614.918,187856.12,60300.418,335718.22,
3261,332.31585728746444,5.716603,,,,,,,,,,,464311.84,665230.9,138554.11,402223.94,332930.44,558223.4,
3900,332.33108887426937,6.154656,,,,,,,,,,,519012.84,808477.0,1044431.0,523321.0,1575261.0,1.2979794E7,
3604,332.33113744198147,6.0176935,,,,,,,,,,,0,0,9148.47,7320.5938,19603.607,416260.72,
1932,333.0968386992496,4.422905,,,,,,,,,,,11046.641,0,144474.31,10664.326,509675.8,10437.195,
1755,333.14514171570653,4.0657215,,,,,,,,,,,68155.5,0,54845.125,391636.53,267688.75,148522.61,
1719,333.14720390482853,4.0082526,,,,,,,,,,,255577.25,118311.625,73825.664,385645.84,123607.08,560093.4,
1505,333.14759932598605,3.6961002,,,,,,,,,,,95671.79,60551.51,20214.727,103161.3,77424.83,159071.3,
1683,333.18079686553534,3.9326055,,,,,,,,,,,0,0,0,0,0,276765.06,
5163,333.2403169864518,7.5775266,,,,225,,,,,,,805225.2,387431.88,530141.06,836233.25,649695.25,1610202.6,
5323,333.241607690735,7.6625,,,,158,,,,,,,305411.47,164379.11,140050.92,307611.84,239753.31,476005.56,
4888,333.242338659369,7.2408624,,,,386,,,,,,,198460.48,187080.98,122620.66,289635.0,303230.1,535513.75,
5807,335.12782315795147,8.087367,,,,286,,,,,,,293677.62,0,12235.868,512329.28,293990.6,727343.25,
5676,335.12786475795883,7.986847,,,,11,,,,,,,230193.39,0,81908.414,333335.53,284053.3,553235.7,
1750,335.1963651923152,4.074983,,,,,,,,,,,248853.36,0,688033.9,1080203.8,813148.56,733939.94,
2086,335.1964405262361,4.683619,,,,,,,,,,,0,0,0,0,0,212442.81,
1084,335.1964877754168,3.1340559,,,,,,,,,,,0,0,40966.773,66776.7,48402.766,148994.8,
3135,335.21926292201863,5.576515,,,,172,156,[M+Na]+,,3,3135;3131;3130,312.23,167241.45,199352.89,347978.94,1141586.9,310609.1,798728.75,
2769,335.21969765910495,5.3675876,,,,177,,,,,,,12733.626,8993.361,734884.44,604829.44,408671.62,1188456.1,
5418,335.2556234946804,7.816368,,,,,,,,,,,44439.89,0,115270.875,203353.69,87729.11,497223.28,
46,335.8804257958485,0.36672023,,,,149,,,,,,,2588880.0,2217459.2,3732923.2,5729025.5,4479309.0,3415321.0,
5393,336.12295146257236,7.8154593,,,,268,,,,,,,549302.6,0,0,410368.94,264605.16,102005.31,
604,336.1916295032596,2.416641,,,,,,,,,,,16094.049,0,575257.8,388832.62,513347.78,489451.34,
4763,336.3259573250842,7.122298,,,,,,,,,,,508886.72,620985.06,426686.6,556368.1,234891.34,358633.8,
5790,336.3261213928305,8.103013,,,,,,,,,,,117569.93,86025.85,51967.375,56093.18,11999.844,64590.12,
4816,337.10693833100413,7.1803837,,,,141,,,,,,,1.0180052E7,318412.7,242147.23,3668706.2,1753816.0,6321836.0,
4475,337.10695089761924,6.7929444,,,,336,,,,,,,2268997.0,33952.082,129969.86,859646.56,860983.2,1371446.1,
1807,337.16425317090125,4.115545,,,,,,,,,,,0,22258.453,1549746.2,59988.22,1829237.2,88395.0,
1507,337.16430779014865,3.702099,,,,,,,,,,,0,0,235529.22,0,228548.88,15437.583,
860,337.1757524684147,2.7492812,,,,,,,,,,,60404.67,62358.066,124024.52,181471.06,117965.836,303528.2,
4897,337.20084963813656,7.2501235,,,,209,,,,,,,368708.3,476037.16,331848.8,370583.34,306793.0,438579.3,
3223,337.2350148594114,5.6488504,,,,66,162,[M+Na]+,,3,3224;3223;3225,314.24567,4759.341,0,470575.6,287095.28,329875.0,349296.7,
3575,337.27346730782864,5.960665,,,,192,,,,,,,441261.34,351690.7,602780.1,504893.03,580372.1,522815.22,
4978,337.2735793180029,7.31066,,,,87,,,,,,,127323.16,43110.992,426147.38,482185.16,401225.6,886994.2,
3715,337.2735835293287,6.0449576,,,,319,,,,,,,171375.11,135841.98,166082.66,193974.92,212480.48,339340.12,
4368,337.27360259556275,6.6193004,,,,,,,,,,,648921.75,501963.0,373875.1,1467788.0,515595.6,1397026.9,
4257,337.2736039428857,6.57426,,,,120,,,,,,,348713.22,220178.02,1167453.6,777506.8,1584298.8,1072335.8,
4874,337.2736111315776,7.238189,,,,246,,,,,,,90916.45,33362.863,256704.47,329046.47,278972.28,533813.94,
5380,337.27363078290085,7.785109,,,,,,,,,,,109072.46,111291.17,68900.53,68862.56,67473.58,110010.18,
4153,337.2736664815156,6.4900975,,,,,,,,,,,119535.91,148328.25,342949.56,4317.9717,449216.0,22846.457,
4804,338.11024823631243,7.1795373,,,,,,,,,,,2173925.8,63766.848,15310.8125,812038.06,392830.34,1397532.0,
4476,338.11037699170924,6.7954683,,,,336,,,,,,,456233.56,0,9260.731,179013.22,167482.67,276184.72,
2733,338.13855117514123,5.299507,,,,,,,,,,,140754.92,22271.547,511200.34,118798.18,462888.0,185001.25,
2518,338.1385616758445,5.1257205,,,,,,,,,,,0,0,93632.625,19741.547,125838.3,52976.766,
1618,338.149849168722,3.8304245,,,,,,,,,,,30044.875,0,205267.72,222152.05,287879.0,361775.8,
5093,338.1499322208093,7.4660897,,,,,,,,,,,0,0,12770.592,36990.234,47531.875,70069.71,
1767,338.1679037467136,4.1175914,,,,,,,,,,,0,0,314733.8,0,348756.16,0,
5523,338.3416423194073,7.872631,,,,,,,,,,,132048.23,54123.72,16568.709,102139.51,12416.7705,94915.38,
6093,338.3417111606032,8.407181,,,,,,,,,,,6863110.5,5860930.5,2087358.9,4731940.5,1712724.4,6007427.5,
196,339.1159949553517,0.60038084,,,,,,,,,,,479397.56,1221352.9,28075.969,50151.85,47003.316,68970.516,
5702,339.1222316511965,8.016054,,,,,,,,,,,372982.78,0,130761.32,439639.3,193187.92,417447.34,
4306,339.12253710368594,6.6103745,,,,52,,,,,,,370876.16,0,97538.7,302954.8,256249.36,422563.47,
4733,339.1225690015079,7.0747366,,,,,,,,,,,87202.305,0,75583.26,197261.25,179220.38,307359.8,
4629,339.12257242197376,6.952799,,,,,,,,,,,0,0,8045.7563,44639.785,24213.574,79427.516,
4951,339.1226204898414,7.2951326,,,,54,,,,,,,226783.31,0,17351.432,187258.0,177318.83,342799.5,
5554,339.1226297790935,7.89592,,,,,,,,,,,447205.4,0,63809.914,971371.3,264938.28,1769210.1,
973,339.1524829967823,2.9207566,,,,106,61,[M+Na]+,,4,973;970;974;969,316.16333,2.3937942E7,3.0069194E7,1.7351118E7,1.5733435E7,2.6428092E7,2.605705E7,
895,339.15268172122893,2.80974,,,,314,53,[M+Na]+,,2,894;895,316.1634,358103.25,727629.94,105783.22,233614.58,281989.47,510631.3,
1204,339.15273432843316,3.2819035,,,,,,,,,,,260235.8,513594.12,106889.99,137181.4,430919.5,274357.53,
1836,339.1591021261042,4.24309,,,,48,,,,,,,1425931.1,3831858.0,443794.03,435775.44,615440.7,933853.56,
1820,339.17958579295765,4.235073,,,,,,,,,,,0,23230.406,539683.4,20644.178,608200.2,25316.258,
6091,339.3450379541666,8.407181,,,,,,,,,,,1612687.5,1368674.4,488538.9,1129499.4,405223.34,1421081.0,
989,340.1560117775293,2.9199007,,,,106,58,[M+Na]+,,2,966;989,317.16661,3617821.8,4118256.0,2589676.8,2253812.8,3621925.2,3926256.5,
508,340.1864136791981,2.26761,,,,,,,,,,,34692.043,0,276561.28,713964.2,344550.9,395442.97,
731,341.1110781867926,2.5738084,,,,23,41,[M+K]+,,5,722;716;731;726;728,302.14771,680589.2,770174.94,274879.84,212392.97,627041.4,565587.06,
4160,341.1381479980599,6.453073,,,,,,,,,,,7308.024,0,18426.715,147520.19,29555.059,187729.8,
2139,341.1381544403581,4.756668,,,,,,,,,,,0,0,54980.49,124735.14,88853.36,177107.33,
4564,341.13819050016366,6.8858414,,,,46,209,[M+H]+,,3,4564;4572;4566,340.1309,789943.1,0,4363399.5,7551283.5,3349354.5,5417063.5,
5920,341.13820159928537,8.165919,,,,,,,,,,,55932.535,0,3663.9348,229669.56,391705.34,967720.2,
3243,341.1382044623543,5.6714935,,,,370,,,,,,,42025.21,0,36687.785,119153.9,83691.45,132822.5,
5662,341.13821663525096,7.9828296,,,,11,,,,,,,9022207.0,245240.61,7450923.0,1.4953471E7,1.1393525E7,1.9219814E7,
5804,341.13824266337184,8.057524,,,,,,,,,,,558515.75,0,176837.36,1075298.0,1687674.9,1856042.8,
6053,341.1382546268651,8.307243,,,,,,,,,,,56098.51,0,0,161511.81,112642.76,1125880.1,
983,341.157394962311,2.92169,,,,,,,,,,,428526.47,569342.5,179511.05,276722.4,160104.02,163524.97,
406,341.1681632357768,2.0253818,,,,127,13,[2M+Na]+,,2,407;406,159.08948,26966.87,56089.18,469735.88,583407.8,761235.56,452119.16,
936,341.16820561872726,2.8772268,,,,160,56,[M+Na]+,,2,937;936,318.17899,908938.56,832703.6,406424.38,321627.2,785972.9,568863.3,
3062,341.24332152127766,5.520573,,,,,,,,,,,1038657.9,1385782.9,0,0,24045.473,7154.946,
4545,342.26369712809264,6.8846707,,,,30,,,,,,,190857.39,352589.44,294915.44,84139.37,178626.05,93407.19,
4680,342.26371711905426,7.008589,,,,251,,,,,,,600626.5,1193028.1,939673.7,326487.44,450653.44,307376.47,
3181,343.2266052570372,5.6158943,,,,73,,,,,,,120778.695,532725.7,591141.8,378812.3,829015.3,434690.75,
5121,343.284195643168,7.4938703,,,,,,,,,,,312013.4,686239.9,418592.12,189681.56,224463.39,303003.75,
929,344.2277484060881,2.858673,,,,,,,,,,,311871.6,381991.06,388808.4,397041.34,580808.44,574585.9,
4345,344.2793874224729,6.6480656,,,,80,204,[M+NH4]+,,3,4345;4336;4344,326.24559,2672162.2,4464017.5,3880338.8,1229761.9,3055890.5,2274338.5,
3971,344.2793942748797,6.2611213,,,,151,192,[M+NH4]+,,3,3966;3973;3971,326.24558,1874111.5,3125062.5,3061984.5,1543031.5,2309788.2,1465288.9,
3480,344.31576222853596,5.891153,,,,,,,,,,,892822.0,576961.4,1176485.2,1356048.2,2186319.2,1721318.4,
1024,345.14428985708537,2.9963334,,,,0,,,,,,,119360.336,5056.251,421771.9,918647.94,689024.3,912892.1,
1775,345.1476835368766,4.132627,,,,,,,,,,,57924.688,35570.83,3188.1094,113985.53,24445.137,176193.44,
1315,345.2018581156754,3.4651566,,,,,,,,,,,135537.89,333560.62,106516.91,34237.836,259745.53,42920.42,
57,345.90920214683257,0.37160137,,,,149,,,,,,,4130867.0,4418583.0,2421674.5,2991946.5,2452998.8,2482713.2,
3830,346.3313709698698,6.1642127,,,,306,,,,,,,714895.2,981165.06,149802.84,361335.9,935867.75,649746.9,
3537,346.3314393111486,5.9332547,,,,88,,,,,,,1.7997278E7,2.650065E7,5691514.0,1.5670043E7,1.1295171E7,1.9786546E7,
6039,346.3314641775305,8.342943,,,,56,,,,,,,223939.53,184966.36,0,135510.38,120778.91,210759.31,
1912,347.16338897762824,4.3879538,,,,,,,,,,,271855.88,152921.8,191030.14,447735.25,234486.47,631225.75,
4433,347.2190789393772,6.7468123,,,,,,,,,,,223043.75,251720.03,131340.73,81355.086,96023.7,67605.586,
4559,347.2191621361125,6.887165,,,,,,,,,,,514920.8,430142.06,243354.4,152452.42,167208.38,123530.72,
4679,347.2192676045018,7.0085073,,,,,,,,,,,205524.75,207593.12,112246.64,73303.016,76585.93,84350.266,
5629,347.2579483079089,7.962244,,,,204,,,,,,,651811.4,1051366.9,646738.1,685328.6,1024043.94,1089309.1,
5273,347.25794958026245,7.62587,,,,380,,,,,,,567057.9,596026.44,211613.58,929057.7,848967.8,2111134.5,
3529,347.33486454840255,5.9337,,,,88,,,,,,,4039241.5,5907650.0,923803.6,3318956.0,2471326.0,4399187.0,
3666,347.3349673019298,6.0186725,,,,,,,,,,,112370.51,135735.9,1249169.8,126769.09,2445656.5,111543.34,
112,348.0042092145186,0.38952634,,,,149,,,,,,,84519.664,112279.125,1265057.5,997071.2,1086185.6,1012265.3,
2094,348.10761962221306,4.6830726,,,,,,,,,,,23890.11,0,156797.12,238676.47,162153.08,320993.94,
419,348.1915833664098,2.0639334,,,,,,,,,,,376808.97,0,189201.48,1448901.8,625488.75,1838999.2,
383,348.19160050102136,1.7435277,,,,,,,,,,,87856.08,0,19818.557,691044.94,364160.62,205917.28,
5279,348.26135725417004,7.6249638,,,,,,,,,,,129088.305,137706.58,27261.928,224515.22,197541.69,504803.16,
5691,349.14289848095785,7.9947624,,,,,,,,,,,93019.61,0,72852.1,127374.336,120589.664,166967.25,
4753,349.1433301478297,7.0976667,,,,,,,,,,,38548.625,0,76604.47,263285.75,199107.39,400131.34,
5168,349.143365278496,7.585696,,,,125,,,,,,,122519.9,0,115791.19,498473.44,325939.22,694486.5,
3966,349.2347654049781,6.26112,,,,151,192,[M+Na]+,,3,3966;3973;3971,326.24558,126184.27,194331.45,164027.77,100073.47,118165.04,124500.58,
4344,349.2348224880725,6.6472054,,,,80,204,[M+Na]+,,2,4345;4344,326.24559,1034605.7,1614990.1,796403.9,479099.6,733292.6,489451.8,
853,352.10237492676606,2.7352593,,,,,,,,,,,0,0,0,52469.52,4158.704,130401.41,
943,352.10254891423745,2.8854473,,,,,,,,,,,0,0,103666.83,421679.3,137997.47,938965.0,
758,352.10256723870623,2.6004515,,,,,,,,,,,0,0,87784.375,294754.62,56679.21,739183.8,
2108,352.1177610901011,4.723602,,,,,,,,,,,2265964.5,8067.172,47527.22,977447.9,806885.9,785288.8,
1778,352.1964695647525,4.1352754,,,,180,,,,,,,443117.7,468131.28,558688.2,471972.22,286145.44,325044.3,
6044,352.2845490031206,8.351762,,,,,,,,,,,1635441.1,91533.586,0,48653.324,1392789.6,0,
1071,353.16827165339964,3.152847,,,,321,66,[M+Na]+,,2,1071;1107,330.17904,368837.66,752010.7,135501.89,152287.31,358739.34,258015.1,
3586,353.268507351258,5.968226,,,,,,,,,,,155876.83,54422.32,1284699.0,1181591.4,1371300.0,1325410.6,
4644,353.2686031354747,6.9684234,,,,,,,,,,,40935.05,0,43847.418,54433.918,50170.156,121578.55,
884,354.1116233980863,2.7843304,,,,261,,,,,,,309700.78,0,817941.25,673644.3,1134239.5,778608.8,
2717,354.13344566110226,5.301015,,,,133,,,,,,,2715681.2,0,84781.516,1119288.4,942003.4,810633.75,
5018,354.2998023600784,7.345127,,,,,,,,,,,101889.09,213089.62,3019.9463,0,0,3258.9492,
6191,354.3001281256371,8.610853,,,,,,,,,,,1550881.2,272401.4,0,26014.383,724931.6,0,
5567,354.3001353770381,7.923327,,,,,,,,,,,147655.17,380282.72,250417.48,42666.25,240889.02,202288.69,
974,355.12621878297153,2.9208128,,,,106,61,[M+K]+,,5,973;970;974;969;985,316.16333,1002457.5,1162805.9,614683.5,543191.6,1110749.6,927323.25,
4876,355.28413953963644,7.2402344,,,,246,,,,,,,268652.1,125258.516,663102.75,764389.2,646852.8,1370987.8,
4979,355.28417246190656,7.31066,,,,87,,,,,,,486588.16,176079.75,1594767.6,1585557.6,1519328.1,3029054.8,
2855,356.14906209698466,5.401682,,,,330,,,,,,,5110846.5,16454.428,436990.97,7335913.0,9686749.0,2297420.2,
1094,356.2906957048806,3.1546865,,,,,,,,,,,33345.477,0,127673.67,94053.57,93161.94,79389.23,
549,357.12887067969547,2.3455384,,,,,,,,,,,198122.98,544839.3,110282.57,59253.055,67313.72,17658.2,
2851,357.1525149341493,5.402457,,,,,,,,,,,1083804.9,0,96562.65,1601892.6,2092888.5,487337.9,
3568,357.26340679873283,5.9567313,,,,192,,,,,,,117763.94,361929.28,122682.07,0,38081.0,0,
4490,357.2634205612074,6.7448597,,,,24,206,[M+H]+,,2,4427;4490,356.25608,1741144.5,3149921.8,1631851.4,295258.75,767551.0,280849.56,
4616,357.2634717790418,6.934547,,,,259,212,[M+H]+,,2,4621;4616,356.25615,335778.03,458037.78,321159.12,72226.36,201925.4,64691.848,
5172,357.2998464987424,7.6208024,,,,7,,,,,,,32563.863,16074.059,248414.45,235489.31,285105.5,445479.94,
5319,357.2998621722135,7.667832,,,,,,,,,,,56039.88,17892.469,457341.38,175169.98,394562.38,510977.8,
795,358.11328412180154,2.6209767,,,,,,,,,,,220726.6,474705.28,73494.516,3919.415,43332.688,5462.169,
2847,358.15528274920877,5.4039617,,,,,,,,,,,137121.58,0,0,203085.28,280751.53,27678.879,
509,358.19715412012175,2.2609484,,,,8,,,,,,,132994.34,3738.665,482946.9,1199604.8,596848.1,619630.94,
1065,358.1972882969454,3.085514,,,,,,,,,,,58776.586,59233.2,38328.438,167286.66,139090.2,242237.88,
4428,358.2674816581704,6.7466006,,,,,,,,,,,235381.97,613576.7,226295.42,47840.492,98475.48,43612.125,
3991,358.33139674403645,6.289869,,,,,,,,,,,883209.06,1114219.0,275700.44,689772.0,827156.8,1381537.0,
1771,359.14642812887257,4.155409,,,,,,,,,,,0,10366.77,378929.94,15193.0,410210.0,5431.8193,
1816,359.1464547981238,4.21021,,,,,,,,,,,0,12750.857,463791.38,25853.734,556143.4,51417.55,
2784,359.2215356557995,5.350038,,,,,,,,,,,113363.48,374332.2,94863.21,68104.695,135972.23,87863.69,
2462,359.25388976995504,5.069987,,,,298,,,,,,,791822.5,624397.4,443005.2,289955.12,608714.6,457992.72,
100,359.3013904247578,0.39113542,,,,149,,,,,,,715470.6,9160.024,2193905.2,2411598.5,2237388.5,2067242.1,
305,359.3015178573625,1.0282588,,,,,,,,,,,15125.686,0,235270.38,1383615.8,233038.42,1184480.5,
652,359.67173601774056,2.485386,,,,71,33,[M+H]+,,2,659;652,358.66442,1993841.0,1053698.0,3537040.8,3254005.5,4351033.0,4490474.0,
322,360.1498925391259,1.173761,,,,,,,,,,,283264.25,4779217.0,5903015.5,281983.97,769772.6,61023.793,
658,360.1735664738444,2.4865675,,,,,,,,,,,685745.6,348375.12,698977.94,1299939.4,1503743.4,1957809.6,
4214,360.3622861472388,6.5517693,,,,,,,,,,,36966.152,30325.746,6548.705,18638.803,23252.258,5305863.0,
4084,360.36241086975855,6.3837323,,,,,,,,,,,0,0,0,0,0,160873.16,
2050,361.1756937404143,4.637962,,,,,,,,,,,69815.49,0,0,326882.03,284300.28,144475.39,
979,362.2170500778857,2.9240036,,,,,,,,,,,70409.97,18615.793,147532.52,97673.64,699638.3,136630.1,
2539,362.2323771912447,5.1459565,,,,240,,,,,,,0,0,671528.75,309491.8,280506.0,285409.12,
2725,362.2899765181647,5.3030515,,,,129,135,[M+NH4]+,,3,2725;2740;2724,344.25613,2253646.5,4821130.5,3274503.5,1376511.0,2739468.8,1506964.4,
61,362.89935841546077,0.3740423,,,,149,,,,,,,3106410.5,1882617.4,5062188.0,3813776.8,2725253.2,1497645.6,
4572,363.12014154708055,6.88575,,,,46,209,[M+Na]+,,4,4567;4564;4565;4572,340.1309,97937.57,0,224436.1,657423.3,202485.86,471325.1,
6051,363.25050260963724,8.348335,,,,56,,,,,,,441337.38,597369.1,0,513461.28,440642.53,825259.06,
4667,363.25287961933867,6.99373,,,,171,,,,,,,299692.94,524996.44,419992.1,372386.03,531424.6,406312.72,
41,365.0697810780186,0.3626524,,,,,,,,,,,128085.2,230457.78,929170.9,164887.53,857976.94,293530.75,
77,365.105145097939,0.3862493,,,,149,,,,,,,1.0791619E7,2.1007282E7,1.224569E7,6133081.0,9520544.0,5469758.5,
3472,366.1697379489564,5.8851776,,,,,,,,,,,17774.574,11393.506,599882.9,132722.33,541614.06,220450.56,
2898,367.18985182038733,5.4257216,,,,,,,,,,,82957.97,295716.34,216879.67,86364.54,409772.44,137167.11,
2740,367.2452886736587,5.3239336,,,,129,135,[M+Na]+,,3,2725;2740;2724,344.25613,668576.75,1329655.5,854862.06,103537.5,621680.56,474107.4,
1945,367.2688276718092,4.4456077,,,,,,,,,,,144307.4,277047.53,327120.2,222382.84,816346.8,506703.72,
4882,368.4248537414617,7.26967,,,,,,,,,,,59770.23,40653.03,26659.967,109411.04,63330.96,381939.44,
5276,369.23987817805966,7.621943,,,,,,,,,,,153296.81,90845.484,29124.018,364368.94,207497.16,1013597.6,
4132,369.38352431008,6.3851714,,,,,,,,,,,21536.998,5018.7446,22673.795,28577.291,432437.53,52457.266,
2748,370.12825345111094,5.3559165,,,,,,,,,,,183302.66,0,3139.287,150145.19,376549.66,96050.25,
3170,370.1647084547838,5.606733,,,,291,,,,,,,1300944.0,0,475594.2,2524607.0,1634410.4,2499004.8,
5955,371.1009753128079,8.26059,,,,295,,,,,,,29473.994,91232.6,0,77213.63,101675.84,128030.44,
5037,371.1009920786884,7.3785987,,,,245,,,,,,,111912.98,240329.89,177381.4,247569.12,241314.67,380994.75,
5535,371.1010070547184,7.8770127,,,,61,,,,,,,338049.72,781766.6,497904.3,829223.94,669076.2,1129318.4,
4444,371.1010234984057,6.7574234,,,,372,,,,,,,39617.08,87472.25,63686.08,61823.668,103049.66,139884.72,
3172,371.168091168386,5.604574,,,,,,,,,,,300061.8,0,94793.68,560739.94,363385.34,554918.9,
2569,371.1847544428429,5.166858,,,,,,,,,,,55796.773,148354.6,27917.574,20783.523,30218.701,48443.305,
2061,371.184943519069,4.741647,,,,,,,,,,,83220.04,299118.2,5181.3,0,5051.1455,16632.146,
2371,372.1439814595295,4.99692,,,,368,,,,,,,179199.45,0,16534.137,231905.52,241974.86,126246.12,
2230,372.1439873157957,4.870517,,,,,,,,,,,704781.56,0,31389.021,823528.56,998728.8,399851.72,
2025,372.1439920623161,4.5827246,,,,162,,,,,,,183847.75,0,0,88887.71,99373.75,48419.812,
2500,372.143992721868,5.1147294,,,,155,,,,,,,1100963.6,0,74520.94,1632643.4,2133108.5,789266.94,
2078,372.1440066965154,4.627406,,,,,,,,,,,158788.83,0,0,66909.84,95298.73,54013.637,
669,372.1915714505606,2.5011144,,,,,,,,,,,72348.36,0,1756465.1,409307.0,611458.94,359235.47,
4123,372.3469851409056,6.372192,,,,,,,,,,,1293326.4,1007127.5,2003414.6,2515459.8,3473009.5,27468.447,
4020,372.3470281138719,6.329642,,,,,,,,,,,2626292.8,2011420.1,3985.2527,4833842.5,2121183.8,6779156.5,
673,373.1950811791336,2.5011673,,,,,,,,,,,3912.3984,0,384577.88,89440.42,122711.63,65983.625,
2327,373.2734081267784,4.9446254,,,,,,,,,,,323933.34,364222.6,104736.516,109774.82,193270.81,145648.94,
4427,374.28984740530615,6.7447686,,,,24,206,[M+NH4]+,,2,4427;4490,356.25608,1413510.9,3239988.2,1662697.5,418206.97,758307.5,340526.6,
4509,374.28989604820345,6.83013,,,,,,,,,,,1452087.9,2606321.8,1488470.2,722815.4,823893.44,793790.4,
4621,374.2899288961182,6.9475193,,,,259,212,[M+NH4]+,,2,4621;4616,356.25615,2992047.0,3722865.0,2902072.2,1243185.1,1730085.9,1049201.5,
73,375.02320268432504,0.38543585,,,,149,,,,,,,1445035.0,894017.7,2543414.8,1615816.5,1962451.8,2435073.0,
1381,375.19104219715234,3.5466433,,,,,,,,,,,0,0,88099.766,141956.69,87474.4,152160.55,
2338,375.1914708421564,4.956713,,,,,,,,,,,106156.836,0,10385.365,445245.9,419730.6,219750.44,
5713,375.30429935374974,8.033611,,,,264,,,,,,,349764.25,50039.938,74188.74,768027.1,691146.75,1417664.2,
5462,375.304404550048,7.8043284,,,,,,,,,,,69065.08,79448.0,63114.33,73035.984,190708.17,269609.06,
5002,375.30442931989273,7.3317227,,,,21,,,,,,,385968.2,312449.53,265465.03,478544.47,527876.8,805004.25,
5303,375.3044566422529,7.6620584,,,,126,,,,,,,1925344.9,351014.4,1593731.5,2255124.8,2918299.5,4680477.0,
6169,375.304457094168,8.555647,,,,,,,,,,,572909.7,519906.5,0,818754.94,404698.88,1410589.6,
3220,375.30446336453247,5.6563296,,,,73,,,,,,,242715.53,291873.66,34933.062,91100.05,153801.44,266130.94,
6240,375.30446532795213,8.734079,,,,296,,,,,,,96231.96,154895.84,0,92634.234,304594.84,110197.875,
6265,375.3044743499578,8.816574,,,,,,,,,,,193328.47,109933.1,0,67430.0,180860.69,224794.73,
5070,375.30447678443426,7.4142876,,,,308,,,,,,,111697.055,18885.66,215162.14,98619.92,100991.45,181196.03,
6002,375.30448957000715,8.287399,,,,143,260,[M-2H2O+H]+,,2,6002;5995,410.31837,686670.5,684660.25,0,691919.8,851867.3,1289018.6,
5156,375.30458179560225,7.5594172,,,,,,,,,,,102061.875,50260.625,35878.777,177949.19,103963.33,401507.66,
4608,375.30482946406255,6.929507,,,,148,,,,,,,459724.94,337493.38,372380.66,593599.9,880664.2,670455.1,
1979,376.1861582681315,4.518951,,,,93,,,,,,,44938.66,100313.266,82576.555,93611.14,126194.55,141245.44,
940,376.1864575598602,2.8527737,,,,,,,,,,,312491.2,19699.33,198557.02,463899.22,297143.8,512155.28,
888,376.1864903157554,2.7944946,,,,,,,,,,,1022615.0,19699.33,201070.38,910127.7,796766.0,820856.7,
