row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,Anid_HE_TJG15pt3_EV_alcA_CTRL_3_YT_pos_20210511_Run212.mzML Peak area,Anid_HE_TJG15pt3_EV_alcA_CTRL_1_YT_pos_20210511_Run46.mzML Peak area,POS_TJGIp2_3_Run191.mzML Peak area,Anid_HE_TJG15pt3_EV_alcA_CTRL_2_YT_pos_20210511_Run102.mzML Peak area,POS_TJGIp2_1_Run52.mzML Peak area,POS_TJGIp2_2_Run120.mzML Peak area,
3315,227.12748020896368,7.7980733,,,,111,,,,,,,365225.5,257699.56,410169.7,622690.8,1240473.4,775522.56,
1020,227.1276950784902,3.9915679,,,,248,78,[M+H]+,,1,1021,226.12038,136688.1,299052.12,267797.97,233133.73,299763.0,332348.5,
844,227.12775050926822,3.3659086,,,,221,66,[M-2H2O+H]+,,2,844;845,262.14154,177092.11,341443.25,355892.28,391436.28,452770.84,341640.0,
993,227.12775852399162,3.8734658,,,,116,75,[M+H]+,,1,991,226.12044,32744.115,122967.43,117213.71,68419.86,131111.9,78215.78,
611,227.13895412856368,2.8404052,,,,,,,,,,,471472.5,516816.8,730855.44,503657.34,468260.28,696805.0,
530,227.13896687252088,2.653273,,,,,,,,,,,325382.5,404592.1,1142024.0,613979.6,328028.84,945162.94,
964,227.17531344207535,3.765886,,,,,,,,,,,1312822.0,1541105.0,2411590.0,1664062.1,1970408.1,1900478.1,
3119,227.20024088893476,7.6581383,,,,1,,,,,,,1318059.6,744065.8,827552.1,881961.44,741858.56,612432.8,
1431,228.11992433424737,5.3578415,,,,88,,,,,,,795317.06,687816.7,437545.3,1093777.4,528317.6,379571.62,
3239,228.19556900817722,7.7165704,,,,101,,,,,,,526138.2,276318.25,166297.36,390423.88,261317.55,402616.8,
1219,228.19568605184068,4.7854133,,,,197,89,[M+H]+,,2,1217;1219,227.18838,2061807.5,2220335.2,1057931.4,1865758.8,1642909.0,1688597.6,
2192,228.23219218737646,6.599943,,,,169,,,,,,,985756.0,704144.3,676013.4,787502.8,511166.53,748298.5,
918,228.2322039483436,3.5977275,,,,,,,,,,,144871.16,185243.6,162827.17,162301.78,179826.11,169317.7,
1269,228.62257913228953,4.9559035,,,,,,,,,,,251645.66,203075.22,323140.0,240927.97,286579.66,306881.1,
1596,229.08772744037682,5.6780133,,,,57,,,,,,,1192748.4,1136826.8,712516.6,557445.44,1089256.2,806501.5,
1140,229.08784975264564,4.4616704,,,,225,,,,,,,216596.25,91548.54,117517.54,275359.66,319643.78,381332.88,
137,229.1180396595541,0.3839711,,,,26,23,[M-H+2Na]+,,2,137;82,184.14651,210483.9,198614.5,241247.94,177224.52,223277.58,185210.4,
473,229.1184150102449,2.4343665,,,,,,,,,,,969446.25,1152212.8,1754745.8,986576.9,1148792.2,1376882.5,
444,229.11844296311497,2.3526795,,,,5,,,,,,,1938658.0,2472978.0,2535125.8,2108107.0,2392682.8,2175427.8,
3428,229.14316611067218,7.977965,,,,32,,,,,,,252460.78,131018.02,94817.49,439299.44,608351.0,151479.36,
3654,229.14317551949537,8.1795435,,,,272,,,,,,,663158.56,888495.75,608290.56,1618997.5,1341163.4,1015915.6,
1110,229.14327578260955,4.338077,,,,75,,,,,,,286506.03,342388.84,346720.28,324278.5,356002.97,539105.94,
920,229.14340989511103,3.6004546,,,,102,71,[M-H2O+H]+,,2,921;920,246.14666,913668.9,1200021.4,1181675.2,1402067.1,1551946.9,1208161.8,
900,229.14343466925993,3.5024302,,,,188,68,[M-H2O+H]+,,1,899,246.14666,74916.64,288011.22,264030.47,313941.06,368167.22,269555.2,
446,229.15463562943842,2.365555,,,,301,,,,,,,6118693.0,1.2922668E7,2.0926344E7,1.4750199E7,1.1543591E7,1.1597131E7,
521,229.15463699698822,2.62601,,,,120,,,,,,,1528752.8,1860461.4,2135859.5,1984703.4,1959292.6,1968693.6,
1183,229.98107657236767,4.6193013,,,,124,,,,,,,4740833.0,4014343.2,4636895.5,4339778.0,3681417.5,4270927.0,
1652,230.09553426913942,5.764588,,,,81,,,,,,,9710894.0,3000049.5,6238955.0,3008706.5,2803110.0,3272075.0,
1574,230.09555919529933,5.65268,,,,57,,,,,,,1098348.5,3570060.8,409728.88,2435392.2,3946090.5,2625433.0,
1774,230.1174131530469,5.93998,,,,2,,,,,,,378192.38,386438.03,452362.03,478584.47,436471.72,479862.16,
1168,230.11747274321905,4.5776324,,,,177,,,,,,,536679.6,742131.44,943439.06,701400.5,767400.6,726876.6,
1089,230.11751468395718,4.248544,,,,217,,,,,,,33987.043,38791.21,80270.4,49409.246,55946.883,91222.99,
888,230.11753803034125,3.467844,,,,255,,,,,,,3310015.5,4087323.2,4604618.5,3580174.5,4087202.0,4201158.0,
445,230.15787153847398,2.3452885,,,,,,,,,,,597843.3,675004.75,2443737.8,1456918.4,1158346.0,1164154.5,
1180,230.98430724578506,4.619257,,,,124,,,,,,,388311.3,321857.6,379531.97,353237.5,302498.2,341693.0,
511,231.12024095313504,2.6094508,,,,,,,,,,,136761.31,0,8507.35,22953.455,26802.229,65450.316,
1453,231.17004976959618,5.4006257,,,,53,,,,,,,337858.56,511825.8,482988.44,364087.2,614433.2,416162.0,
425,231.17021329474335,2.2780077,,,,,,,,,,,1768226.1,3577227.8,5489090.0,4399265.5,2847850.2,2975911.5,
472,231.17022554384462,2.4653394,,,,268,,,,,,,660314.25,1354788.4,1862048.6,1667485.8,1063281.9,1177455.5,
702,231.17023394356514,3.0119352,,,,,,,,,,,290667.06,318384.62,318212.66,251252.58,301567.06,325576.1,
926,231.17025993998357,3.6754081,,,,,,,,,,,2858985.2,3639135.0,3703944.5,3022359.0,3232233.2,3257651.8,
1184,231.9789191751131,4.6193013,,,,124,,,,,,,4610809.5,3930066.0,4541417.5,4285233.0,3629588.5,4184805.0,
395,232.15425860213418,2.111195,,,,135,,,,,,,4195066.5,2883095.2,3891612.5,2189403.2,3330219.0,3252729.2,
466,232.17349251430633,2.420822,,,,,,,,,,,42009.16,137974.42,295688.38,183503.6,106879.5,129585.586,
1185,232.982160916079,4.6201377,,,,124,,,,,,,382401.94,320937.25,370863.06,352635.7,296759.94,343504.22,
4410,233.0780939405577,10.836904,,,,,,,,,,,1654870.9,326015.38,450615.4,340924.44,123037.125,211633.95,
945,233.07832501829424,3.7239819,,,,,,,,,,,595649.2,276100.88,388329.94,361024.44,345738.5,376114.84,
1260,233.1534830026409,4.9276643,,,,,,,,,,,327679.84,716736.6,298811.44,364031.9,377113.16,256289.81,
1559,233.6328396889943,5.6023326,,,,,,,,,,,257195.42,179173.62,279103.5,222274.84,214399.16,224632.81,
225,235.11874331769275,0.69899815,,,,,,,,,,,945632.8,1067430.5,1603646.5,1387405.6,1055688.0,1203053.0,
62,235.16489706795164,0.3728576,,,,26,,,,,,,8922957.0,7350883.0,5778742.5,6024830.0,7865979.0,8646767.0,
13,236.07929221768268,0.33635446,,,,16,0,[M+K]+,,2,14;13,197.1162,781872.4,705563.25,752929.06,508141.5,726833.25,942694.0,
983,236.12803032652184,3.855444,,,,100,,,,,,,279126.78,369487.22,475421.28,338283.94,401681.06,366846.5,
968,237.13848551145108,3.7772388,,,,89,,,,,,,597984.1,713109.44,696911.3,1248787.0,856541.44,975356.2,
736,240.18043033568736,3.0887883,,,,31,53,[M+NH4]+,,3,735;734;736,222.14658,3404021.0,1668030.5,385367.47,1142444.0,1369086.1,883054.7,
643,241.09704438928551,2.9192142,,,,254,,,,,,,304296.56,410733.47,416391.16,641159.94,411516.2,472685.56,
715,241.15447854877365,3.0221443,,,,,,,,,,,381348.8,187727.44,245693.9,151719.1,268272.94,302272.66,
550,241.15456311187447,2.6838806,,,,,,,,,,,811137.06,504816.75,420732.2,540234.25,471346.84,482541.47,
1484,241.1771563885013,5.470123,,,,238,,,,,,,1329598.1,1120747.4,502058.0,939876.5,983734.06,310523.75,
3116,241.21581919010714,7.6573853,,,,1,,,,,,,1440156.1,768314.0,889464.1,972692.2,825224.75,671369.2,
2624,241.21591569368243,7.14114,,,,15,,,,,,,265028.94,96983.93,108844.664,135162.12,98510.97,62768.918,
394,242.09978381724588,2.110568,,,,135,33,[M+Na]+,,2,396;394,219.11063,1249365.2,1761321.8,1690936.8,1258452.6,1810719.6,1455185.2,
1461,242.17472568036524,5.403904,,,,53,,,,,,,182780.2,301579.5,283997.5,209353.58,372701.38,261574.89,
1273,242.1748407707482,4.9558697,,,,78,,,,,,,780601.56,1068444.5,1051230.1,944010.25,1485484.5,1252432.4,
1139,242.17487730761198,4.4588857,,,,,,,,,,,184585.98,234435.64,455812.97,249272.67,406619.44,321180.1,
1162,242.1748795948334,4.551827,,,,211,86,[M-H2O+H]+,,2,1162;1164,259.17818,272540.12,390006.4,539794.3,323050.0,618165.9,516935.9,
408,242.18616192176026,2.1943266,,,,132,,,,,,,4120439.2,3949589.8,5191967.0,3631734.5,3973082.8,4740990.0,
2463,242.24768622553972,6.927406,,,,72,,,,,,,807771.06,548172.8,718143.7,730170.94,543578.8,541705.8,
1147,242.2840204455894,4.4850235,,,,,,,,,,,65379.38,243457.25,108854.99,83580.95,64484.734,723726.94,
863,243.07673848004083,3.439615,,,,237,,,,,,,406163.84,301796.6,436627.25,265330.62,510066.12,521170.75,
874,243.08750948212594,3.4507735,,,,54,,,,,,,963684.9,1152510.2,1327749.1,1361381.0,1199471.0,1630411.9,
2679,243.08880868820253,7.1846175,,,,,,,,,,,163055.97,164958.23,191893.03,59761.98,155320.38,126192.484,
584,243.13384193486797,2.7658453,,,,276,,,,,,,2082188.0,2944900.8,2885665.0,2402313.5,2844611.0,2448166.0,
526,243.13388431088597,2.644418,,,,24,,,,,,,1360186.2,1657313.9,1895855.0,1471748.9,1770887.8,1657629.1,
620,243.13390153627589,2.8554714,,,,94,,,,,,,4099227.0,5380444.0,5561861.5,4386810.0,5266502.5,4811793.5,
973,243.18143654686654,3.8083375,,,,36,74,[M+H]+,,2,973;971,242.17412,1658776.4,2135104.8,1674727.0,2200035.0,2060226.1,2129073.0,
531,244.13724570904446,2.6469014,,,,,,,,,,,60109.33,173281.19,182383.98,148584.45,180346.1,165640.19,
1124,244.19051106087446,4.3588552,,,,75,85,[M+H]+,,2,1122;1124,243.18323,606520.3,621209.94,356930.03,496032.06,414490.72,581172.7,
1519,244.2269032752512,5.5491147,,,,,,,,,,,225664.88,262724.6,385052.28,168196.39,335302.06,243951.0,
1606,245.08240302327954,5.701011,,,,,,,,,,,265857.62,340334.38,226828.52,359311.28,290361.56,194944.19,
709,245.08962139925407,3.0204966,,,,223,51,[M+Na]+,,3,706;709;705,222.10043,6561697.5,5032410.5,6936764.0,6102556.0,8354846.0,7407586.5,
818,245.12846215295642,3.2796538,,,,56,,,,,,,1192132.9,1710432.2,3045377.5,2396784.8,1631703.9,1893238.1,
776,245.12849449239835,3.1699352,,,,194,,,,,,,1186731.6,1221227.4,1739982.0,1425210.1,1254674.2,1392707.6,
735,245.13571964495893,3.0844383,,,,31,53,[M+Na]+,,3,735;734;736,222.14658,7975173.5,1430411.8,914260.7,1510822.6,426356.9,1526277.4,
825,245.13773500518877,3.3048198,,,,56,63,[M-H2O+H]+,,1,815,262.14127,332243.72,111920.04,132634.5,133287.17,910156.6,105965.53,
3299,245.13800750955764,7.791509,,,,111,,,,,,,469147.12,285600.47,601575.2,716705.44,1283147.4,963346.25,
843,245.1381807579444,3.3650157,,,,,,,,,,,377703.78,637735.25,725772.25,787551.94,908914.7,678065.7,
420,245.14944330934398,2.2461224,,,,,,,,,,,347812.16,768418.56,538359.25,509280.06,565474.3,464973.4,
821,245.1858391282561,3.2849643,,,,156,,,,,,,377266.56,386529.97,416104.4,303831.75,412268.9,452189.5,
571,245.18583970575636,2.7444608,,,,171,,,,,,,934440.6,1787108.5,2549308.5,1977160.1,1615978.1,1568778.0,
612,245.18584978515946,2.826362,,,,,,,,,,,795464.25,693580.3,1151068.1,849321.9,714975.0,695532.0,
512,245.18591057354698,2.6211555,,,,,,,,,,,945779.4,2159339.8,3666885.8,2612254.8,1873182.1,1939901.1,
1608,246.09049245105197,5.6977506,,,,23,,,,,,,107224.38,372255.3,168193.33,421125.56,324359.3,397768.03,
1507,246.09050958646188,5.5217133,,,,,,,,,,,882059.8,732705.4,652314.2,639118.94,898373.75,1210868.6,
286,246.10985345442592,0.92236495,,,,,,,,,,,1222779.5,677443.5,316013.94,662978.5,76180.92,372524.66,
738,246.13920271404152,3.0853746,,,,,,,,,,,839873.2,121032.63,25233.309,133354.39,36790.04,48408.055,
710,246.16973908011687,3.0229578,,,,223,,,,,,,268080.56,372656.47,292159.28,199395.33,280740.66,293816.34,
1084,246.1698848369358,4.2259755,,,,273,,,,,,,64667.137,87420.13,66850.34,77227.19,70734.51,67517.31,
500,246.16993662412287,2.5684338,,,,138,,,,,,,7187780.0,7546119.5,7855882.0,5569598.5,9395797.0,8402108.0,
532,246.18899500408725,2.6202786,,,,,,,,,,,55911.46,292848.4,457743.5,360027.7,262995.47,250423.55,
499,247.10759166708064,2.5682395,,,,138,,,,,,,327483.44,437258.16,591252.25,466195.53,464704.53,438105.72,
787,247.10766192315347,3.2054234,,,,230,,,,,,,722819.5,916355.1,981480.56,693199.25,1140017.9,964396.06,
908,247.14405587091855,3.5474627,,,,,,,,,,,488906.12,624461.56,883384.5,647446.5,735634.94,716157.4,
4185,247.14786958036382,9.615775,,,,,,,,,,,48456.562,184071.75,103638.65,121200.625,389392.12,164987.66,
392,249.0844531591932,2.0956652,,,,,,,,,,,485191.47,434928.22,749566.06,477852.84,349350.75,493929.72,
135,249.10775340811816,0.38393426,,,,26,25,[M-2H2O+NH4]+,,2,135;120,267.09569,512681.0,288777.62,237571.28,158215.5,240552.34,363478.94,
1021,249.10955198876715,3.9924755,,,,248,78,[M+Na]+,,2,1020;1021,226.12038,362877.1,350474.62,399881.3,365014.53,342496.84,552904.75,
991,249.1096188264568,3.8716612,,,,116,75,[M+Na]+,,2,993;991,226.12044,239832.25,346686.5,452286.8,311680.28,390126.34,322230.0,
673,249.1208296165681,2.9643939,,,,,,,,,,,470925.78,513118.06,407951.25,415673.1,296611.25,300804.8,
505,249.1232133538117,2.5926774,,,,,,,,,,,287143.44,356498.94,284100.53,243375.53,349435.56,313342.34,
4251,249.1634198056107,10.081347,,,,,,,,,,,81021.98,407820.28,186005.6,182714.38,586108.94,170548.33,
3468,249.16344653223464,8.000786,,,,,,,,,,,478513.53,219238.75,190741.55,337038.38,326358.9,197025.31,
987,250.14124500779178,3.8689404,,,,,,,,,,,159575.08,211684.9,196476.45,270261.25,227682.05,359659.62,
1217,250.1775679542192,4.785379,,,,197,89,[M+Na]+,,2,1217;1219,227.18838,1115123.5,723255.06,454774.1,857098.2,509375.8,676028.2,
941,250.18002584400259,3.7108498,,,,,,,,,,,73584.13,122339.22,112881.82,61275.074,101092.445,121047.63,
719,251.1364494015182,3.0507505,,,,242,,,,,,,411854.0,515764.97,369092.47,568398.4,495063.06,457997.72,
777,251.13647677710586,3.1699352,,,,194,,,,,,,151429.31,191597.89,181475.75,221176.52,168770.55,176063.47,
451,251.13655205796582,2.3756797,,,,,,,,,,,62672.76,205376.36,309517.22,201258.56,195329.77,152305.31,
4246,251.17906950096116,10.075028,,,,,,,,,,,54731.938,444493.72,138819.02,129835.375,371884.94,130460.125,
3557,251.1790717677318,8.129926,,,,174,,,,,,,667771.25,392765.5,334101.53,736180.1,517846.12,566419.94,
1671,251.17913310423538,5.788685,,,,67,,,,,,,304486.94,218877.72,229996.03,171199.31,137606.17,242722.3,
3993,251.17916076887613,8.747726,,,,77,,,,,,,40840.652,552716.5,250683.9,372154.94,787678.9,162468.38,
1908,251.17918349684558,6.107508,,,,,,,,,,,239591.11,71485.4,162585.12,243964.08,137737.78,728565.3,
2473,251.17926408694748,6.9344983,,,,72,,,,,,,134967.64,104121.55,192218.16,87449.41,135999.02,187189.67,
962,252.09058661150462,3.7559521,,,,29,,,,,,,609794.25,484254.22,716561.75,563172.1,553570.5,779629.4,
788,252.15932212728376,3.2181885,,,,96,,,,,,,687238.2,409173.3,313951.4,251134.78,371684.84,552761.6,
588,253.11573717553236,2.770087,,,,,,,,,,,342421.16,480738.4,550166.1,376341.5,521230.38,455920.0,
523,253.11574820019715,2.6461353,,,,,,,,,,,109273.15,393380.8,225418.4,157237.88,227938.25,184487.11,
823,253.11577625532132,3.2971156,,,,,,,,,,,31052.592,54090.26,111512.03,58198.87,73409.56,116199.97,
1191,253.1180986959861,4.673933,,,,22,,,,,,,521712.28,609483.94,773643.75,561801.25,589391.1,581988.56,
429,254.14976024766221,2.298289,,,,,,,,,,,564067.5,817623.3,677116.4,579913.6,837271.3,547705.4,
590,254.1596625749687,2.7752123,,,,241,38,[M+NH4]+,,2,592;590,236.12584,195704.58,527872.06,313424.34,347709.84,533593.25,358590.1,
322,254.16095086271093,1.0800894,,,,,,,,,,,445549.47,563318.8,1008001.25,475781.97,570265.56,401740.47,
355,254.16097720993935,1.5776669,,,,,,,,,,,348913.6,865844.3,1576561.8,542003.94,891738.5,361515.22,
1023,254.1748708648487,4.002724,,,,,,,,,,,243205.5,305003.66,350335.34,176699.2,378784.9,393859.53,
2345,254.24774966737638,6.7944984,,,,164,,,,,,,434724.28,388445.22,408813.53,550175.56,316118.94,491808.66,
848,255.08374480207786,3.3747842,,,,,,,,,,,166723.5,156076.34,447025.8,215449.64,266181.8,114996.125,
663,255.13139365937096,2.9553738,,,,201,44,[M+Na]+,,3,669;663;668,232.14227,281099.47,584550.06,569395.06,516484.78,763616.2,749950.56,
575,255.1701480299574,2.7494323,,,,161,,,,,,,1091143.8,685155.1,1138345.6,390720.4,1255485.0,1200064.2,
887,255.17016827492353,3.4636936,,,,255,,,,,,,631233.0,827625.4,705851.7,452932.75,865197.1,685448.0,
916,255.1701940283392,3.5968444,,,,102,70,[M-H2O+H]+,,2,915;916,272.17344,495312.53,668725.5,698772.5,557443.2,730730.75,1049695.6,
3121,255.23145089820204,7.6581397,,,,1,,,,,,,1542779.6,832041.8,960909.2,1015752.1,865009.2,745787.2,
1791,255.23163342236728,5.97341,,,,123,,,,,,,182933.97,250446.23,370652.3,387183.25,222346.61,305916.25,
1452,255.64579491586505,5.3998017,,,,53,,,,,,,642313.44,435804.8,657127.25,525138.44,471437.2,524730.06,
4394,255.94361636800178,10.5853615,,,,,,,,,,,882358.44,285103.75,516032.8,520250.03,150629.67,543651.5,
591,256.106593366096,2.7734787,,,,241,,,,,,,263648.16,287518.44,350380.38,303199.62,297280.66,309321.5,
1216,256.190496606586,4.7749434,,,,197,,,,,,,353809.28,414718.38,827655.25,452650.0,756824.3,639209.75,
1255,256.1905001026617,4.913335,,,,125,,,,,,,176045.16,246084.3,288333.78,222148.58,357500.53,307014.38,
2717,256.2632320345579,7.2384543,,,,79,,,,,,,7172159.0,7706059.5,8684890.0,8624187.0,5106730.5,1.0730083E7,
1512,256.29960032939965,5.582524,,,,,,,,,,,87715.74,907875.1,69268.9,528067.56,863097.9,410805.1,
179,257.14673254114405,0.4993446,,,,,,,,,,,429905.03,339518.06,486742.03,783807.2,268556.97,102752.26,
34,257.14676761904275,0.35519147,,,,26,3,[2M+Na]+,,2,34;26,117.07878,4656773.0,5563395.0,6616244.0,7002431.0,5324746.0,3769398.5,
727,257.14927721249757,3.0906515,,,,,,,,,,,80341.58,481900.94,678825.8,496628.75,34024.543,430385.72,
623,257.1494342792258,2.8651297,,,,291,41,[M+H]+,,1,626,256.14219,105036.97,152147.2,221823.9,98868.164,153422.7,201375.78,
1109,258.075883014731,4.338375,,,,75,,,,,,,554067.2,413423.53,534034.25,300640.72,612739.6,600138.7,
1135,258.07590525098607,4.4270363,,,,282,,,,,,,194543.39,289169.66,285499.1,114697.58,380179.28,282636.5,
49,258.10964982640047,0.3684368,,,,26,,,,,,,1769511.6,974450.2,806878.44,734567.75,974945.6,1354373.2,
1522,258.20614528998976,5.549156,,,,19,,,,,,,636779.3,719187.44,1573632.5,644103.1,1266988.1,993128.9,
1815,258.6233496188672,5.998489,,,,,,,,,,,405668.6,261928.98,274581.0,266112.47,264754.72,364301.47,
478,259.11505082813034,2.498233,,,,,,,,,,,50019.14,136263.38,156733.55,208081.7,105156.43,90901.336,
592,259.1150646439274,2.7760718,,,,241,38,[M+Na]+,,2,592;590,236.12584,3063713.2,3411354.2,4281626.5,3343077.8,3793004.5,3526638.0,
952,259.1228217503855,3.7492876,,,,,,,,,,,329201.53,493115.16,482688.94,717012.7,489166.47,522455.84,
222,259.12858578144255,0.66941386,,,,,,,,,,,605967.7,305505.44,235615.72,120238.49,237433.34,397348.62,
568,259.1650454780246,2.740227,,,,171,,,,,,,841327.94,938122.94,940938.5,748224.1,955954.1,951817.56,
695,259.16508798152057,2.9872265,,,,243,50,[M+H]+,,1,696,258.15779,45062.58,80176.09,78844.97,61206.234,86331.02,63296.22,
804,259.1651401835525,3.2606113,,,,,,,,,,,714674.06,1207527.9,1636782.9,1086914.6,1215427.0,1242095.6,
1637,259.16649115741365,5.742555,,,,,,,,,,,680248.25,369873.97,456924.16,474961.28,335315.5,511836.75,
749,259.1762869043367,3.1335964,,,,,,,,,,,390363.34,624667.56,358744.12,498254.0,381139.12,366966.22,
1234,260.0914818571373,4.8228354,,,,27,,,,,,,303515.78,406232.28,401994.28,264276.97,547156.0,449914.16,
565,260.1028611415361,2.7304916,,,,176,,,,,,,463081.34,475113.06,542631.1,546018.2,502679.53,536694.8,
1163,260.1854847974603,4.551827,,,,211,86,[M+H]+,,2,1164;1163,259.17818,1126818.2,1438455.0,2130906.5,1245756.1,2332765.0,2042375.1,
1159,261.1095276974925,4.545641,,,,,,,,,,,865714.8,324023.03,607525.75,386674.1,365273.97,458495.6,
733,261.1096166626429,3.0835495,,,,,,,,,,,262299.34,25537.52,20189.582,50614.9,28984.69,46915.414,
488,261.12326391458515,2.531916,,,,182,,,,,,,706009.9,886098.7,1267877.0,1145650.6,890738.44,914417.06,
115,261.14409183810966,0.38097215,,,,26,18,[2M+K]+,,3,71;83;115,111.09139,353457.47,307520.12,243097.77,213282.44,307424.16,354024.94,
572,261.1443072064701,2.7460842,,,,171,37,[M+H]+,,2,573;572,260.13702,358925.0,443198.62,499884.2,363670.62,502062.28,450954.0,
280,261.14432082294087,0.9112813,,,,265,,,,,,,1396828.6,788679.4,907673.1,486251.84,737672.6,1085118.8,
463,261.14433275142795,2.412998,,,,277,36,[M+H]+,,2,464;463,260.13706,1371593.2,1602788.1,1367699.9,1066808.6,1725797.4,1552147.5,
984,261.15960641306225,3.85727,,,,100,,,,,,,763806.9,928553.5,1382766.0,923896.5,1197219.5,1092921.5,
111,261.1804748145229,0.38023463,,,,26,,,,,,,989090.8,877611.3,907173.1,678214.2,1316582.4,1449750.4,
654,262.0973681202076,2.9375947,,,,76,,,,,,,215466.69,274245.5,498331.12,301005.22,580513.94,655690.44,
1515,263.08123389795685,5.5393186,,,,19,,,,,,,566446.6,561239.44,683813.5,536165.7,595131.44,529411.0,
540,263.13884217868764,2.6892688,,,,290,,,,,,,1673697.1,2789428.8,4919801.5,2863609.5,3218773.8,3111846.2,
2948,263.2365422364829,7.4474607,,,,128,,,,,,,330739.4,315524.0,220441.11,294503.5,280108.28,440683.6,
2662,263.2366761790928,7.157763,,,,15,,,,,,,230722.28,201651.06,173076.42,265633.72,224017.98,206599.17,
2519,263.23675772861765,7.0019727,,,,11,153,[M+H]+,,2,2519;2518,262.22947,1184170.6,1144875.6,989576.3,1515801.0,996765.6,1537134.9,
772,265.1157078079957,3.156514,,,,,,,,,,,332340.28,407353.12,334096.22,334127.12,223106.45,240354.16,
625,265.1158362519036,2.827171,,,,,,,,,,,310472.78,409688.28,518031.28,351345.34,156965.95,159853.16,
971,265.1632998475821,3.8083122,,,,36,74,[M+Na]+,,2,973;971,242.17412,692227.1,863429.3,584874.7,955733.56,738798.9,809842.7,
1122,266.1723943468887,4.357981,,,,75,85,[M+Na]+,,3,1123;1122;1124,243.18323,702450.06,509491.94,257272.19,446077.62,311187.97,510725.8,
618,267.1313737098596,2.851944,,,,94,,,,,,,267098.56,489709.88,590558.44,349667.38,426302.2,356191.88,
454,267.1315244985932,2.4055626,,,,,,,,,,,293589.94,452099.22,1268136.0,734854.1,168950.94,401819.06,
421,267.13153231726164,2.247839,,,,,,,,,,,431292.25,1034247.4,987524.25,626639.1,1004742.44,816206.9,
1905,267.173022295267,6.142061,,,,86,,,,,,,425428.12,334879.7,510297.56,581796.5,258244.14,1008924.0,
2990,267.1738996206472,7.5040417,,,,213,,,,,,,481912.2,186913.97,132163.97,178185.0,439415.4,632379.6,
3464,267.17393882546446,8.001714,,,,99,,,,,,,534006.75,217693.31,190371.84,366894.2,315447.78,197719.62,
2872,267.1739474666264,7.3994317,,,,34,,,,,,,336343.44,276708.6,266706.47,215695.69,288886.53,500103.94,
1680,267.1739758531209,5.7903934,,,,67,,,,,,,601933.94,562089.0,687384.06,407172.28,607552.06,639248.6,
1831,267.1740493518535,6.0730286,,,,,,,,,,,140643.8,390279.06,149989.05,344644.72,462184.0,565993.3,
3889,267.17412304106966,8.524805,,,,,,,,,,,162066.66,408693.44,254513.44,436001.62,610982.44,221251.7,
2474,267.17415151152005,6.9317365,,,,72,,,,,,,124303.375,174399.16,142174.12,154180.33,183874.47,161180.2,
809,267.1800657579649,3.269455,,,,,,,,,,,870716.06,169491.86,100081.0,141056.23,139486.39,795967.4,
1088,268.08426111280403,4.2559533,,,,217,,,,,,,293804.6,315982.38,606911.56,466403.22,356806.6,413486.06,
881,268.0854743417356,3.4540148,,,,54,,,,,,,449464.66,371325.72,521816.72,406630.84,388445.7,530665.0,
120,268.1035950978087,0.38171765,,,,26,25,[M+H]+,,2,135;120,267.09569,9155299.0,1.2254433E7,1.6444491E7,1.3218182E7,1.0743046E7,1.2002202E7,
270,268.1038050481145,0.88409716,,,,45,,,,,,,2.9787556E7,3.8566684E7,4.7471876E7,3.508461E7,3.2997602E7,3.530768E7,
376,268.1038281670104,2.0147293,,,,,,,,,,,161000.48,214579.5,393086.9,288999.16,250405.8,309548.22,
274,269.10724481416975,0.88327146,,,,,,,,,,,1925852.2,2263010.0,4924366.0,2190318.5,1858203.6,2215849.0,
899,269.1358122366843,3.5124567,,,,188,68,[M+Na]+,,2,899;900,246.14666,240641.89,277669.25,280068.4,730971.44,340886.97,266298.53,
921,269.13583420691594,3.6022441,,,,102,71,[M+Na]+,,2,920;921,246.14666,1324743.8,1130480.9,1301001.1,2094993.4,1383415.2,1324928.5,
3109,269.24704173311824,7.6565557,,,,1,,,,,,,1410619.5,789717.2,893737.06,950605.94,807832.06,660352.7,
426,270.19226718290537,2.2868612,,,,58,,,,,,,2914346.8,3154053.2,3903983.0,2997062.0,3384062.8,3277236.8,
1552,270.20601562799135,5.597345,,,,158,,,,,,,226039.27,307277.53,329602.5,236547.33,389625.66,311848.25,
1150,270.2060768884634,4.48832,,,,,,,,,,,0,84506.516,14520.233,14706.393,0,32059.592,
3000,270.2786750923946,7.4640503,,,,,,,,,,,269845.53,278741.4,223614.05,230911.36,223889.8,313352.84,
634,271.1650332014989,2.9009173,,,,,,,,,,,100103.25,311577.78,405084.84,205669.06,384383.78,253862.25,
792,271.1650566888206,3.2260406,,,,96,61,[M+H]+,,1,790,270.15776,495446.12,825723.2,952707.56,585234.56,859422.8,633254.3,
579,272.1853719975527,2.7708223,,,,44,,,,,,,417144.5,509642.97,437080.25,479653.22,516920.84,487073.94,
32,273.12057942632936,0.3522463,,,,26,3,[2M+K]+,,2,32;28,117.07878,665471.8,696299.56,340311.4,762398.7,675765.06,741218.06,
867,273.16712110436345,3.4516258,,,,,,,,,,,583118.3,501309.94,402656.94,386188.12,454015.44,294768.9,
