row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,Anid_HE_TJG15pt3_EV_alcA_CTRL_3_YT_pos_20210511_Run212.mzML Peak area,POS_TJGIp1_3_Run179.mzML Peak area,POS_TJGIp1_1_Run49.mzML Peak area,Anid_HE_TJG15pt3_EV_alcA_CTRL_1_YT_pos_20210511_Run46.mzML Peak area,POS_TJGIp1_2_Run105.mzML Peak area,Anid_HE_TJG15pt3_EV_alcA_CTRL_2_YT_pos_20210511_Run102.mzML Peak area,
3167,227.12752053487267,7.7933717,,,,,,,,,,,365225.5,685538.25,359768.4,257699.56,272767.62,622690.8,
998,227.1276901221992,3.9910204,,,,,,,,,,,136688.1,228073.16,326840.03,299052.12,273677.84,233133.73,
831,227.12777455925166,3.3660467,,,,,,,,,,,177092.11,254549.25,250801.19,341443.25,336785.34,391436.28,
511,227.13892622190255,2.64852,,,,,,,,,,,325382.5,362866.9,448148.4,410605.38,1163780.2,581225.4,
591,227.13893076118902,2.842805,,,,,,,,,,,463941.84,387787.12,470820.34,509977.8,826330.5,503657.34,
407,227.13899833334892,2.2507915,,,,,,,,,,,243507.77,294088.16,231730.78,217848.48,359526.0,301012.78,
946,227.17532777877213,3.7661674,,,,,,,,,,,1312822.0,1772268.8,1556621.8,1541105.0,2016454.8,1664062.1,
2981,227.20027404567873,7.658369,,,,37,,,,,,,1318059.6,1031731.75,389210.38,744065.8,849276.1,881961.44,
1380,228.11994976777976,5.3588967,,,,116,,,,,,,795317.06,652396.7,237778.33,687816.7,615243.9,1093777.4,
393,228.13428377914252,2.1805103,,,,,,,,,,,521412.88,803379.25,489092.7,437869.78,792008.5,523553.4,
3111,228.19560694527055,7.717489,,,,111,,,,,,,526138.2,466475.84,240542.36,276318.25,133272.88,390423.88,
1178,228.1956410482284,4.786773,,,,104,,,,,,,2061807.5,1889693.2,1391154.6,2220335.2,1024999.1,1865758.8,
2111,228.23214207832766,6.599936,,,,146,,,,,,,985756.0,535105.75,570892.1,704144.3,669338.25,787502.8,
905,228.2322216996873,3.598121,,,,,,,,,,,144871.16,145137.62,179309.62,185243.6,192666.64,162301.78,
1221,228.622556934011,4.955908,,,,,,,,,,,251645.66,242134.95,257652.9,203075.22,319623.6,240927.97,
1591,229.08775165070776,5.708229,,,,,,,,,,,1192748.4,1028207.94,50286.492,56024.723,339051.62,154899.47,
1508,229.0877784410559,5.6441827,,,,64,,,,,,,273753.53,398230.22,1518095.9,1136826.8,806727.56,557445.44,
1104,229.08785586669606,4.4616704,,,,191,,,,,,,216596.25,199348.23,352780.9,91548.54,339884.56,275359.66,
457,229.1183810025292,2.4645364,,,,136,,,,,,,969446.25,1021603.25,1264454.9,1152212.8,1234500.1,986576.9,
430,229.11844570215376,2.3558295,,,,186,,,,,,,1938658.0,2077678.6,2213268.2,2472978.0,2607493.0,2108107.0,
3529,229.1431744994704,8.180013,,,,59,,,,,,,663158.56,992886.5,987806.1,888495.75,966917.75,1618997.5,
3284,229.14320037918253,7.9782715,,,,60,,,,,,,252460.78,422946.8,128486.016,131018.02,171617.12,439299.44,
1075,229.1432930603157,4.3372993,,,,61,,,,,,,286506.03,353259.9,401026.44,342388.84,417504.0,324278.5,
883,229.14339737905252,3.5199566,,,,,,,,,,,74916.64,219912.2,216510.4,288011.22,738924.6,313941.06,
908,229.14342635140352,3.6033795,,,,92,,,,,,,913668.9,1097214.5,962516.56,1200021.4,1490060.5,1402067.1,
496,229.15459506650777,2.6220422,,,,29,,,,,,,1528752.8,2153632.0,1855474.8,1860461.4,2382504.8,1984703.4,
434,229.15462741476344,2.367822,,,,202,,,,,,,6118693.0,1.1633369E7,1.2561933E7,1.2922668E7,2.1206772E7,1.4750199E7,
1140,229.9810888457862,4.61912,,,,89,,,,,,,4740833.0,4353344.0,4025474.0,4014343.2,4339513.0,4339778.0,
1586,230.09557538494553,5.7603574,,,,257,,,,,,,9710894.0,8923190.0,3848883.2,3000049.5,3901968.8,3008706.5,
1509,230.09563156234654,5.6509895,,,,64,,,,,,,1125193.1,1554020.8,5053374.0,3570060.8,2978614.2,2435392.2,
1712,230.11741225858066,5.939636,,,,112,,,,,,,378192.38,369027.3,380176.38,386438.03,455253.6,478584.47,
1129,230.117495115602,4.577396,,,,12,,,,,,,536679.6,661077.5,709288.6,742131.44,892571.94,701400.5,
874,230.11754339726255,3.466319,,,,185,,,,,,,3310015.5,3764337.2,3492710.0,4087323.2,4361609.0,3580174.5,
431,230.1578637707452,2.356145,,,,,,,,,,,594089.1,1112191.9,648347.44,675004.75,2438613.5,1463927.5,
1142,230.98431922671548,4.619079,,,,89,,,,,,,388311.3,359949.4,323813.97,321857.6,354834.94,353237.5,
492,231.12015928103406,2.6099038,,,,,,,,,,,136761.31,3602.7397,5046.1104,0,83542.88,22953.455,
1312,231.14897594457963,5.245931,,,,,,,,,,,108573.625,138309.98,416713.34,131394.8,321635.03,125121.305,
1398,231.1700625623556,5.4017677,,,,108,,,,,,,337858.56,354119.22,413680.6,511825.8,475141.22,364087.2,
456,231.17020967585677,2.4627657,,,,136,,,,,,,660314.25,1347093.1,1319825.1,1354788.4,2187098.2,1667485.8,
678,231.17022264274271,3.0107336,,,,,,,,,,,290667.06,373800.25,331615.16,318384.62,385372.88,251252.58,
413,231.17022408215072,2.2915652,,,,,,,,,,,1768226.1,3492956.8,3440293.2,3577227.8,5699540.5,4399265.5,
913,231.17028151362265,3.673132,,,,,,,,,,,2858985.2,4020911.2,3544057.8,3639135.0,3578046.2,3022359.0,
1141,231.97892933744296,4.61912,,,,89,,,,,,,4610809.5,4249320.5,3946312.2,3930066.0,4255144.0,4285233.0,
384,232.15425582849434,2.1115096,,,,270,,,,,,,4195066.5,4287521.0,3269109.0,2883095.2,3208948.5,2189403.2,
451,232.17347735869393,2.396046,,,,,,,,,,,42009.16,167884.23,148318.36,137974.42,401976.97,183503.6,
1139,232.98217235835878,4.619068,,,,89,,,,,,,382401.94,351431.3,315923.44,320937.25,343787.8,352635.7,
4271,233.0780443037534,10.848992,,,,,,,,,,,1654870.9,288527.12,328467.5,326015.38,311542.53,340924.44,
931,233.07834586659757,3.721782,,,,,,,,,,,595649.2,370923.0,268300.72,276100.88,320962.2,361024.44,
1213,233.15346018550164,4.929037,,,,,,,,,,,327679.84,392671.0,425428.16,716736.6,425458.7,364031.9,
1494,233.63289614716834,5.600886,,,,,,,,,,,257195.42,276396.0,160137.05,179173.62,269865.28,222274.84,
222,235.11877568334282,0.7038691,,,,,,,,,,,945632.8,1828751.4,963082.56,1067430.5,1440748.8,1387405.6,
62,235.16492964091046,0.37203255,,,,13,,,,,,,8922957.0,7769946.0,7082597.5,7350883.0,7012487.5,6024830.0,
8,236.07934843133444,0.3341776,,,,6,,,,,,,781872.4,708634.44,556552.9,705563.25,676444.44,508141.5,
963,236.12802475286387,3.8555698,,,,263,,,,,,,279126.78,376862.0,339727.5,369487.22,436038.03,338283.94,
947,237.13851542039458,3.7757924,,,,8,,,,,,,597984.1,558918.9,808279.94,713109.44,782270.7,1248787.0,
715,240.1804356804366,3.0912316,,,,233,,,,,,,3404021.0,528527.0,1642742.6,1668030.5,884413.7,1142444.0,
616,241.09703651575785,2.9211895,,,,70,,,,,,,304296.56,334610.47,389360.94,410733.47,466707.25,641159.94,
688,241.1544696322228,3.0223033,,,,,,,,,,,381348.8,251253.67,251076.27,187727.44,235439.6,151719.1,
517,241.1545270035165,2.6824205,,,,,,,,,,,811137.06,551417.06,480045.6,537576.75,824238.5,552207.44,
806,241.1546228919938,3.293512,,,,,,,,,,,182430.03,155153.72,277273.44,301257.88,373315.5,115608.36,
1430,241.17716384942216,5.469194,,,,294,,,,,,,1329598.1,811225.75,872663.75,1120747.4,240266.61,939876.5,
2976,241.21585390666124,7.6575737,,,,37,,,,,,,1440156.1,1166443.9,424346.1,768314.0,929729.7,972692.2,
2517,241.2158881366955,7.1420608,,,,31,,,,,,,265028.94,136296.6,29449.436,96983.93,100656.46,135162.12,
383,242.09977875262268,2.1113148,,,,270,,,,,,,1249365.2,1399722.4,1633687.0,1761321.8,1632412.2,1258452.6,
1406,242.17473959422156,5.4050255,,,,108,,,,,,,182780.2,188557.78,257112.92,301579.5,283653.06,209353.58,
1225,242.1748263794436,4.956667,,,,77,,,,,,,780601.56,941663.2,1281309.2,1068444.5,1204890.8,944010.25,
1103,242.17488662888084,4.4589176,,,,,,,,,,,184585.98,220588.47,246081.98,234435.64,316244.97,249272.67,
1126,242.17491233588783,4.552303,,,,46,,,,,,,272540.12,342015.3,441368.66,390006.4,513975.88,323050.0,
394,242.18617618407657,2.1924658,,,,292,,,,,,,4120439.2,4983046.5,4097945.5,3949589.8,5106894.0,3631734.5,
2357,242.24762290862728,6.927482,,,,130,,,,,,,807771.06,618214.9,320596.66,548172.8,623888.8,730170.94,
848,243.0767789234437,3.4394972,,,,,,,,,,,406163.84,300284.22,370335.38,301796.6,443151.88,265330.62,
856,243.08752489757043,3.449931,,,,24,,,,,,,963684.9,1031520.3,1329656.6,1152510.2,1392220.6,1361381.0,
2561,243.08876332976945,7.1859756,,,,11,,,,,,,163055.97,184042.95,200051.06,164958.23,156311.53,59761.98,
564,243.13379970339358,2.7682583,,,,195,,,,,,,2082188.0,2398613.2,2645544.5,2944900.8,3008181.2,2402313.5,
507,243.13384317768362,2.6518877,,,,,,,,,,,1360186.2,1523663.9,1545999.0,1657313.9,1805515.6,1471748.9,
598,243.13388057962155,2.8563442,,,,179,,,,,,,4099227.0,4617202.0,4923696.5,5380444.0,5398040.5,4386810.0,
955,243.1814411893727,3.8070304,,,,99,,,,,,,1658776.4,1979296.4,2496454.0,2135104.8,2761313.0,2200035.0,
1090,244.19052684948397,4.358025,,,,61,,,,,,,606520.3,531419.8,379837.4,621209.94,287753.0,496032.06,
1461,244.22695250111596,5.5468,,,,,,,,,,,225664.88,341849.12,217621.17,262724.6,280128.7,168196.39,
1545,245.0824607838155,5.700052,,,,,,,,,,,265857.62,268315.1,279291.06,340334.38,308024.3,359311.28,
685,245.08961391992761,3.0223606,,,,201,,,,,,,6561697.5,5499152.0,6206667.5,5032410.5,7959306.0,6102556.0,
804,245.12847202193583,3.279712,,,,164,,,,,,,1192132.9,2162609.5,1558118.6,1710432.2,2794648.0,2396784.8,
755,245.1284976910765,3.1718252,,,,27,,,,,,,1186731.6,1641348.0,1084866.5,1221227.4,1738670.2,1425210.1,
713,245.13575291482047,3.0885665,,,,233,,,,,,,7975173.5,916786.6,2074543.8,1430411.8,1249491.9,1510822.6,
3163,245.13806123378666,7.790835,,,,106,,,,,,,469147.12,807760.75,431899.72,285600.47,352371.62,716705.44,
832,245.13819066407655,3.3643494,,,,,,,,,,,332243.72,548900.3,373455.06,641432.0,660232.94,787551.94,
405,245.14946820369764,2.245055,,,,,,,,,,,347812.16,372819.4,529896.1,768418.56,567302.6,509280.06,
547,245.18579234731916,2.7449481,,,,149,,,,,,,934440.6,1755295.0,1808834.1,1787108.5,2772935.2,1977160.1,
588,245.18581409442416,2.7932882,,,,,,,,,,,834559.06,2274993.2,829492.5,693580.3,1212864.2,1324332.0,
808,245.18586367253852,3.2902336,,,,291,,,,,,,377266.56,462512.12,458487.2,386529.97,486647.84,303831.75,
493,245.18587289317338,2.6180274,,,,,,,,,,,945779.4,2102144.8,2251221.0,2159339.8,3652130.5,2612254.8,
2404,245.226160240824,7.0009856,,,,,,,,,,,224365.61,175986.52,387474.75,246556.22,267813.88,314290.12,
1452,246.09053610921399,5.5191865,,,,,,,,,,,882059.8,728693.44,901588.5,732705.4,827310.2,639118.94,
1543,246.09055949001655,5.6942077,,,,76,,,,,,,107224.38,317192.75,356342.78,372255.3,414893.66,421125.56,
272,246.10989272838415,0.95491695,,,,,,,,,,,1222779.5,664259.6,520193.9,677443.5,715431.44,662978.5,
717,246.13924553587006,3.0911922,,,,,,,,,,,839873.2,56531.305,155025.5,121032.63,98926.25,133354.39,
686,246.16973298228757,3.023121,,,,201,,,,,,,268080.56,218058.33,286356.75,372656.47,244120.39,199395.33,
1053,246.16985988768633,4.2278795,,,,96,,,,,,,64667.137,79089.445,80421.266,87420.13,90719.14,77227.19,
484,246.16991468290982,2.5685854,,,,241,,,,,,,7187780.0,7938988.5,8796813.0,7546119.5,8420884.0,5569598.5,
495,246.1889676615632,2.6180084,,,,,,,,,,,55911.46,132580.16,277539.06,297558.12,459307.6,360027.7,
486,247.1075672028156,2.5704188,,,,241,,,,,,,327483.44,409452.94,417212.94,437258.16,547559.5,466195.53,
764,247.1076469759935,3.2041357,,,,276,,,,,,,722819.5,757461.3,1119527.1,916355.1,1142235.1,693199.25,
893,247.1440611068116,3.5476348,,,,,,,,,,,488906.12,667793.1,668107.4,624461.56,870880.75,647446.5,
999,249.1095455131974,3.9910285,,,,,,,,,,,362877.1,413199.03,448916.34,350474.62,442055.78,365014.53,
972,249.10959650529662,3.8716695,,,,,,,,,,,239832.25,275213.38,223468.38,346686.5,271057.4,311680.28,
654,249.1208101836288,2.964531,,,,132,,,,,,,470925.78,511940.78,353546.03,513118.06,484940.25,419021.8,
489,249.12317955858893,2.598262,,,,,,,,,,,299643.16,437818.84,308479.38,356498.94,443157.4,243375.53,
4117,249.1633831121428,10.082768,,,,,,,,,,,81021.98,114202.74,521403.8,407820.28,311626.1,182714.38,
2858,249.16343802172898,7.506298,,,,,,,,,,,242342.83,335812.34,119136.7,125219.02,310469.0,72597.89,
3327,249.16346772337283,8.004674,,,,,,,,,,,478513.53,580856.9,96523.84,219238.75,109322.84,337038.38,
1165,249.62780888404507,4.7317433,,,,,,,,,,,299207.1,341486.8,215857.61,192231.08,272131.2,242851.69,
1176,250.17752017775206,4.783294,,,,104,,,,,,,1115123.5,900907.56,471919.47,723255.06,396366.56,857098.2,
928,250.1800402659735,3.7112663,,,,,,,,,,,73584.13,93294.74,99047.4,122339.22,123946.4,61275.074,
696,251.13644074024614,3.053417,,,,45,,,,,,,411854.0,446260.56,496934.47,515764.97,494749.6,568398.4,
756,251.1364867185664,3.1718252,,,,27,,,,,,,151429.31,151802.67,173665.69,191597.89,240958.45,221176.52,
4107,251.17903027482805,10.071948,,,,,,,,,,,54731.938,90777.25,397896.16,444493.72,223146.72,129835.375,
3419,251.17906521735628,8.130202,,,,23,,,,,,,667771.25,854080.06,471810.0,392765.5,446396.28,736180.1,
1617,251.1791711758265,5.7870955,,,,189,,,,,,,304486.94,314103.47,181124.45,218877.72,259580.58,171199.31,
3853,251.1791797867164,8.744988,,,,3,,,,,,,40840.652,72376.78,616474.75,552716.5,299329.8,372154.94,
2366,251.17919505049915,6.934569,,,,130,,,,,,,134967.64,150438.92,76001.85,104121.55,150050.94,87449.41,
944,252.09060424647103,3.7528484,,,,,,,,,,,609794.25,602460.44,519739.12,484254.22,542739.7,563172.1,
767,252.1593078433525,3.2161868,,,,213,,,,,,,687238.2,349936.4,330148.7,409173.3,382868.62,251134.78,
562,253.11568682821317,2.7716281,,,,,,,,,,,342421.16,401452.6,478368.84,480738.4,523255.06,376341.5,
504,253.11570325847654,2.6483908,,,,,,,,,,,109273.15,137873.34,202784.8,393380.8,230948.05,157237.88,
1149,253.11808701731425,4.6731052,,,,127,,,,,,,521712.28,670679.9,557872.8,609483.94,732050.06,561801.25,
414,254.14977260389654,2.298671,,,,21,,,,,,,564067.5,624526.06,712704.6,817623.3,762876.75,593159.1,
568,254.15963000536036,2.7783916,,,,142,,,,,,,195704.58,337368.78,555526.56,527872.06,439696.34,347709.84,
345,254.16096937137536,1.5877486,,,,,,,,,,,384090.6,420319.75,864026.8,865844.3,1261641.6,720295.7,
309,254.16097224543842,1.1064582,,,,,,,,,,,450199.12,577341.0,524185.88,563318.8,744456.06,499949.75,
2254,254.2476939305909,6.794764,,,,52,,,,,,,434724.28,353262.34,491810.03,388445.22,476890.62,550175.56,
642,255.13137823776142,2.9555147,,,,132,,,,,,,281099.47,351149.38,624915.2,584550.06,493894.0,516484.78,
551,255.17009516308164,2.7509134,,,,149,,,,,,,1091143.8,933002.9,715783.44,685155.1,1014342.3,390720.4,
873,255.17018213120488,3.4646432,,,,185,,,,,,,631233.0,632708.06,947674.7,827625.4,938606.4,452932.75,
903,255.17020633018947,3.598048,,,,92,,,,,,,495312.53,594088.75,843132.56,668725.5,850610.3,557443.2,
2982,255.2314863160196,7.6583686,,,,37,,,,,,,1542779.6,1223858.5,458523.47,832041.8,1001284.9,1015752.1,
1734,255.23163076443745,5.972944,,,,32,,,,,,,182933.97,285347.28,205494.2,250446.23,329345.53,387183.25,
1399,255.6458090168686,5.401794,,,,108,,,,,,,642313.44,605196.4,365217.88,435804.8,575719.1,525138.44,
4259,255.9435767021374,10.577233,,,,,,,,,,,882358.44,670745.56,136607.72,285103.75,298779.84,520250.03,
569,256.106556554394,2.7783413,,,,142,,,,,,,263648.16,328770.9,299400.66,287518.44,411833.1,303199.62,
1175,256.19044831732566,4.773731,,,,104,,,,,,,353809.28,419803.56,459078.03,414718.38,554064.56,452650.0,
1210,256.19047803747566,4.913161,,,,259,,,,,,,176045.16,202458.48,279954.66,246084.3,283156.3,222148.58,
2598,256.2631943242646,7.2389245,,,,102,,,,,,,7172159.0,5844523.5,7017995.0,7706059.5,8457425.0,8624187.0,
1456,256.2996494642645,5.5783443,,,,,,,,,,,87715.74,125022.125,922851.75,907875.1,504160.72,528067.56,
27,257.1468028856123,0.35288858,,,,13,,,,,,,4656773.0,5926673.5,6538444.0,5563395.0,7004524.0,7002431.0,
723,257.14935576034424,3.1171722,,,,163,,,,,,,80341.58,406918.8,491337.78,481900.94,570384.1,360391.4,
1072,258.0758908582447,4.3372936,,,,61,,,,,,,554067.2,594319.2,529393.8,413423.53,575285.94,300640.72,
1100,258.0759221830522,4.4270687,,,,105,,,,,,,194543.39,237309.52,283681.9,289169.66,303483.6,114697.58,
47,258.1096902706023,0.36613572,,,,13,,,,,,,1769511.6,1436459.4,919980.6,974450.2,1063862.0,734567.75,
1463,258.20619314509537,5.548488,,,,256,,,,,,,636779.3,776879.9,764091.8,719187.44,996398.6,644103.1,
1752,258.6233361139063,5.998057,,,,50,,,,,,,405668.6,375807.22,353661.12,261928.98,351465.25,266112.47,
570,259.115022086575,2.7783413,,,,142,,,,,,,3063713.2,3545900.8,3978666.0,3411354.2,4020081.5,3343077.8,
461,259.1150327914775,2.5002463,,,,,,,,,,,50019.14,108638.555,124692.55,136263.38,179069.64,208081.7,
933,259.12285635119923,3.7451422,,,,,,,,,,,319125.56,359632.8,449928.8,493115.16,532488.3,717012.7,
217,259.12862354862204,0.66902494,,,,,,,,,,,605967.7,240954.0,167501.44,305505.44,196579.66,120238.49,
546,259.16500286202063,2.741645,,,,149,,,,,,,841327.94,930843.5,1000110.06,938122.94,1083079.2,748224.1,
784,259.16515426741734,3.2463167,,,,,,,,,,,714674.06,1011673.0,1167587.4,1207527.9,1452549.6,1086914.6,
1577,259.16656017291143,5.73386,,,,,,,,,,,680248.25,685793.5,97619.74,369873.97,282745.34,474961.28,
732,259.17629086027654,3.1349154,,,,,,,,,,,395019.8,548909.44,562471.94,624667.56,492599.38,498254.0,
1193,260.0914383564937,4.8244643,,,,28,,,,,,,303515.78,431833.97,438407.75,406232.28,454521.25,264276.97,
542,260.1028108327357,2.7319033,,,,149,,,,,,,463081.34,503817.7,449656.88,471749.06,542529.94,546018.2,
1127,260.1855138983237,4.552303,,,,46,,,,,,,1126818.2,1389889.6,1666735.5,1438455.0,1993501.2,1245756.1,
1125,261.1095669752708,4.545286,,,,,,,,,,,865714.8,461722.44,350432.9,320637.66,386084.5,385358.9,
712,261.10968665331603,3.0953026,,,,,,,,,,,262299.34,23535.639,46139.133,25537.52,20897.287,50614.9,
470,261.12323879669685,2.5323765,,,,293,,,,,,,697699.2,1468549.4,785861.1,886098.7,1301427.1,1145650.6,
447,261.14431324055096,2.4128006,,,,7,,,,,,,1371593.2,1390312.1,1565475.4,1602788.1,1525975.4,1066808.6,
269,261.1443400566509,0.93386364,,,,95,,,,,,,1396828.6,1082283.2,703662.56,788679.4,775511.8,486251.84,
965,261.159601961927,3.8556283,,,,263,,,,,,,763806.9,977210.75,908502.94,928553.5,1187719.1,923896.5,
104,261.18051204313036,0.3786606,,,,13,,,,,,,989090.8,831050.06,1114037.2,877611.3,1131323.1,678214.2,
629,262.09734649419977,2.9370534,,,,,,,,,,,215466.69,278274.8,564460.56,274245.5,471855.47,301005.22,
1459,263.0812752920339,5.5394096,,,,256,,,,,,,566446.6,643235.06,520823.78,561239.44,620886.25,536165.7,
526,263.13879738890677,2.696739,,,,5,,,,,,,1673697.1,2765235.0,3110523.8,2789428.8,4609275.0,2863609.5,
2819,263.23658364340844,7.4478874,,,,62,,,,,,,330739.4,346302.34,522317.38,315524.0,414841.56,294503.5,
2545,263.23662844940077,7.157848,,,,31,,,,,,,230722.28,279721.16,268615.8,201651.06,255452.11,265633.72,
2406,263.2366937266786,7.001826,,,,121,,,,,,,1184170.6,1054652.1,1730879.2,1144875.6,1434120.4,1515801.0,
2311,263.23678752809263,6.819426,,,,,,,,,,,770926.2,673578.75,645079.56,485142.72,780731.0,617131.6,
565,265.1156938917117,2.7999637,,,,,,,,,,,212169.52,410357.03,377795.9,398841.6,450475.75,356395.06,
749,265.1157222996394,3.1560824,,,,,,,,,,,332340.28,454581.22,240518.23,407353.12,338937.2,334127.12,
952,265.16330498897463,3.8045998,,,,99,,,,,,,692227.1,706355.2,1031351.56,863429.3,1037014.5,955733.56,
1089,266.1724114166299,4.3588357,,,,61,,,,,,,702450.06,489581.88,350931.3,509491.94,203868.38,446077.62,
597,267.1313443551665,2.854553,,,,179,,,,,,,270380.03,406434.38,300890.44,489709.88,505648.06,349667.38,
406,267.1315596905221,2.245031,,,,,,,,,,,431292.25,774868.8,740254.9,1034247.4,809979.25,626639.1,
1843,267.17293285332795,6.139692,,,,228,,,,,,,425428.12,503883.88,274811.2,334879.7,766488.9,581796.5,
2852,267.1739290278083,7.50268,,,,171,,,,,,,481912.2,263413.22,441587.9,186913.97,194852.45,178185.0,
3315,267.17395835372685,8.001228,,,,36,,,,,,,534006.75,823139.94,140081.98,217693.31,184039.34,366894.2,
2732,267.17397645212924,7.4007716,,,,113,,,,,,,336343.44,473867.9,262745.2,276708.6,363663.53,215695.69,
1620,267.17401346910555,5.7879124,,,,189,,,,,,,601933.94,656010.1,594635.3,562089.0,637553.9,407172.28,
1775,267.17402813049483,6.082894,,,,,,,,,,,140643.8,336167.94,468668.75,390279.06,441064.1,338161.66,
3758,267.1740969717594,8.5175085,,,,78,,,,,,,162066.66,195362.34,584691.94,408693.44,380360.6,436001.62,
793,267.1800809564006,3.2704697,,,,,,,,,,,870716.06,149469.61,179081.12,169491.86,1074625.4,141056.23,
1059,268.08424994397257,4.2610927,,,,145,,,,,,,293804.6,463671.66,307550.7,315982.38,535121.6,466403.22,
863,268.0854869857509,3.4531689,,,,24,,,,,,,449464.66,465996.94,377904.34,371325.72,432828.78,406630.84,
118,268.1036353208652,0.37940088,,,,13,,,,,,,9155299.0,1.1564039E7,1.0916536E7,1.2254433E7,1.3908616E7,1.3218182E7,
367,268.1038089389094,2.0099056,,,,,,,,,,,161000.48,365332.56,192969.11,214579.5,323674.84,288999.16,
265,268.1038322646444,0.9076538,,,,133,,,,,,,2.9787556E7,3.993647E7,3.2200398E7,3.8566684E7,4.2275896E7,3.508461E7,
907,269.1358475840543,3.6007614,,,,92,,,,,,,1324743.8,1559589.1,940471.1,1130480.9,1570060.9,2094993.4,
2889,269.1895873371924,7.5633893,,,,,,,,,,,266858.8,514388.3,330007.7,331452.66,276200.22,124323.31,
2975,269.2470846907891,7.6575694,,,,37,,,,,,,1410619.5,1137187.1,409958.8,789717.2,920202.75,950605.94,
410,270.1922796626075,2.282962,,,,,,,,,,,2914346.8,3246841.8,3054626.5,3154053.2,3599942.5,2997062.0,
1117,270.20606181500625,4.4898615,,,,,,,,,,,0,0,30587.807,84506.516,6699.2383,14706.393,
1492,270.20608650945877,5.599149,,,,93,,,,,,,226039.27,267971.44,298554.78,307277.53,345464.72,236547.33,
612,271.16500267106863,2.9006233,,,,,,,,,,,100103.25,185314.64,272131.56,311577.78,288293.1,205669.06,
774,271.165061298887,3.227317,,,,213,,,,,,,495446.12,602506.7,759047.06,825723.2,906010.5,585234.56,
558,272.18532025601513,2.7713726,,,,226,,,,,,,417144.5,411243.84,487363.84,509642.97,525728.94,479653.22,
851,273.1671429774208,3.44831,,,,,,,,,,,583118.3,396953.22,442375.56,501309.94,340452.5,386188.12,
827,273.18068726661494,3.358185,,,,84,,,,,,,265038.44,312288.56,453163.94,427078.22,522450.56,334743.28,
904,273.18072121903225,3.598048,,,,92,,,,,,,2793688.5,3338156.0,4407668.0,3353390.5,4620021.5,2966452.8,
1209,274.20099156508905,4.9122834,,,,259,,,,,,,260810.03,425016.47,547721.2,471563.1,570093.0,455518.97,
577,275.1387771528002,2.796148,,,,,,,,,,,384818.28,459297.38,440894.3,474295.66,586316.9,467685.75,
2528,275.27299092540494,7.142874,,,,,,,,,,,510193.84,269189.1,77098.234,211571.45,215313.4,286894.16,
1403,276.15914323821363,5.4025702,,,,108,,,,,,,740113.44,701513.8,492044.56,575214.06,697516.3,640281.94,
674,277.11807086112907,2.9938564,,,,43,,,,,,,1018903.6,1128672.5,1230148.9,1347875.2,1351848.1,1089481.5,
1364,277.22714077300293,5.3313375,,,,,,,,,,,0,0,52005.62,472704.75,0,0,
1565,278.2473859866947,5.7256165,,,,257,,,,,,,655595.56,367264.03,695686.5,827364.56,428311.84,672320.6,
2142,278.2476618576955,6.648693,,,,87,,,,,,,161937.0,110901.555,274865.7,172141.12,166017.83,271382.66,
725,279.1313521330179,3.12315,,,,163,,,,,,,219303.48,318619.8,364348.88,434319.1,834577.9,655412.4,
604,279.13140837204634,2.8659465,,,,138,,,,,,,233049.92,260345.38,349931.5,335033.84,368144.0,255859.11,
392,279.13370933543007,2.18498,,,,292,,,,,,,154509.67,247588.92,211447.61,214923.39,392159.94,214585.88,
3617,279.15862001261036,8.296383,,,,55,,,,,,,1997115.6,1960874.4,2482613.2,2623364.8,2277585.0,2950793.2,
2073,279.15891957602753,6.551666,,,,72,,,,,,,1979681.0,1023099.9,564538.1,1188991.5,781494.9,1230146.9,
692,279.1700476510281,3.0215683,,,,201,,,,,,,227745.88,471081.3,433407.12,382727.94,649860.6,382825.8,
626,279.1701133562851,2.9293091,,,,70,,,,,,,354801.25,689046.44,698666.3,655834.5,1076043.1,782260.5,
1866,279.23154698442664,6.170378,,,,212,,,,,,,6614197.0,5855299.5,6953389.5,7971848.5,5415524.0,5178386.5,
1799,279.23156332008244,6.099737,,,,,,,,,,,616585.5,718843.2,984802.44,396425.53,2072558.4,558479.6,
2122,279.231660997848,6.6213975,,,,274,,,,,,,363887.56,365758.8,700104.3,502358.38,604805.3,697788.4,
1849,279.64666427029175,6.146669,,,,228,,,,,,,993375.5,1103933.8,937482.5,855180.06,1084687.4,1004734.0,
1784,279.646701253434,6.0447936,,,,69,,,,,,,777035.7,829936.8,575470.6,599349.0,762130.25,715230.7,
1151,280.154089991655,4.676187,,,,127,,,,,,,395092.66,470472.38,449603.22,484421.94,503927.34,842861.7,
1868,280.23485248426863,6.171135,,,,212,,,,,,,1260063.2,1116091.6,1342103.2,1546518.5,1032688.9,1072626.4,
1748,280.2632047215031,5.9935336,,,,,,,,,,,551736.0,404399.66,410920.12,473347.7,368080.34,419728.3,
2405,280.26321957978,7.0009933,,,,121,,,,,,,1.0549646E7,9409910.0,1.4731675E7,9137668.0,1.2604967E7,1.3604238E7,
1044,281.1444877249435,4.168094,,,,,,,,,,,140201.94,69722.414,198707.36,87808.57,117310.63,74314.31,
