"","filter","2024_POS_Anid-EV-SA-OA_CTRL_1_Run173.mzML","2024_POS_Anid-EV-SA-OA_CTRL_2_Run217.mzML","2024_POS_Anid-EV-SA-OA_CTRL_3_Run244.mzML","2024_POS_Anid-SA-OA_1_Run170.mzML","2024_POS_Anid-SA-OA_2_Run191.mzML","2024_POS_Anid-SA-OA_3_Run235.mzML"
"1420/266.1596mz/3.19min",132874.175,145150.12,379747.06,99521.875,199246.83,68385.445,120598.23
"1421/271.1152mz/3.19min",200776.63,217567.23,372413.9,103999.53,246134.19,174918.33,183986.03
"1423/550.2368mz/3.19min",213996.39,160003.75,39548.54,453518.03,81982.82,303286.56,267989.03
"1424/285.1444mz/3.19min",795378.07,960384.2,1131241.4,618240.6,1599334.6,245664.22,630371.94
"1426/487.2398mz/3.2min",44029.7485,80321.06,1394133.1,3601.017,257902.77,720.2034,7738.437
"1429/331.1863mz/3.2min",43614.663,373221.7,211223.56,22614.963,26537.713,4522.9926,60691.613
"1430/458.2284mz/3.2min",542308.75,549325.1,294457.3,535292.4,375700.38,857838.3,763421.1
"1431/589.3076mz/3.21min",1285733.15,1791705.8,1244257.2,1291164.9,1732553.5,805871.94,1280301.4
"1432/509.2212mz/3.2min",17663.0544,29438.424,486879.7,5887.6848,109141.83,5887.6848,5887.6848
"1434/611.2893mz/3.21min",643965.475,965184.25,559839.3,628970.7,1251364.5,421147.4,658960.25
"1435/100.0756mz/3.2min",18940.70575,5027.7715,864.6121,200739.7,4323.0605,96045.86,32853.64
"1437/346.2124mz/3.21min",219140.775,195671.64,156606.75,227186.19,212554.19,277870.5,225727.36
"1438/216.063mz/3.22min",476639.23,617457.3,122347.51,461874.06,188115.2,491404.4,642567.2
"1439/387.1549mz/3.22min",3932128,5558934,464606.78,4105682.8,936364.2,3758573.2,6199183
"1440/194.0812mz/3.22min",28934189,37469644,8748835,29560128,13369717,28308250,35960988
"1442/211.06mz/3.23min",188244.795,186810.75,189678.84,129562.125,90711.61,508909.53,402141.28
"1444/882.3297mz/3.22min",316559.21,692750.06,243542.61,332974.72,188002.47,300143.7,484335.06
"1446/193.0495mz/3.23min",468327.405,474795.78,298291.38,461859.03,150501.69,706119.2,495219.97
"1447/593.2788mz/3.23min",1859421.1,1097463.2,1094680.4,2024805.2,2051998.5,1975939.2,1742903
"1449/915.3458mz/3.23min",316533.8,450722.47,217767.66,283994.66,200670.83,349072.94,412469.12
"1452/211.1439mz/3.24min",319262.95,278025.34,321554.06,322902.75,343219.6,316971.84,273935.7
"1454/555.3008mz/3.24min",233857.09,120574.125,91039.88,585098.4,291114.38,176599.8,358870.03
"1457/609.2738mz/3.24min",12996438.5,15842558,12985410,12297079,13910473,13007467,12559097
"1460/610.277mz/3.24min",3884539.5,4808316,3876447.2,3788331.2,4270608,3892631.8,3814391.8
"1463/590.3003mz/3.25min",980380.28,1341269.5,959695.5,918060.4,808838.06,1010121.44,1001065.06
"1465/1173.5769mz/3.25min",515577.45,787677.75,640688.5,472571.34,470800.16,430369.66,558583.56
"1467/173.092mz/3.25min",62843.278,144545,61334.156,60578.58,136472.47,64352.4,52841.785
"1469/589.2978mz/3.25min",6665014.5,9603866,7782475,6379339.5,6230224.5,6188998,6950689.5
"1470/573.3023mz/3.25min",518617.065,230896.62,342282.72,594460.8,541964.4,513097.25,524136.88
"1474/625.2462mz/3.25min",634659.05,728530.94,624920.1,576252.56,673638.7,644398,589499.94
"1475/571.2969mz/3.25min",8507100.75,6072902,5862603.5,9953203,9176431,8724558,8289643.5
"1476/587.292mz/3.25min",106338877,147283660,116637940,99728640,106401224,95199550,106276530
"1477/238.1073mz/3.25min",2622485.25,1897656,1816605,2959401.5,3835125.8,2901262.5,2343708
"1479/294.1497mz/3.25min",3567367.65,5720527.5,4007007.5,2697690.2,4290354.5,2900278.8,3127727.8
"1484/476.2425mz/3.25min",326186.15,589970.06,361536.6,255122.5,427203,272000.47,290835.7
"1488/475.2396mz/3.25min",1545942,2663127.5,1757165,1237883.9,2061752,1220887.9,1334719
"1492/588.2951mz/3.25min",32342635,45214624,35344064,30145794,32056088,29160876,32629182
"1494/303.1548mz/3.25min",293140.365,487798.06,386572.44,276694.53,309586.2,225632.75,199502.44
"1496/201.07mz/3.25min",183272.55,228415.58,137292.58,173115.48,193429.62,172986.42,205213.31
"1498/113.0596mz/3.25min",671024.9,1190573.1,844402.1,581073.7,760976.1,388841.25,443899.2
"1499/286.1524mz/3.25min",448360.135,345031.94,340663.78,536857.94,530708.06,428762.3,467957.97
"1500/585.2767mz/3.26min",248466.625,295752.53,184711.5,783573.75,24966.566,255217.52,241715.73
"1501/640.2037mz/3.26min",473086.97,672850.44,525693.94,398953.72,563346.7,369032.16,420480
"1502/245.1284mz/3.26min",373686.92,343305.78,434696.72,374790.4,457694.94,372583.44,325158.94
"1503/233.092mz/3.27min",153727.735,219649.23,343375.78,162375.36,145080.11,121031.086,132634.17
"1504/454.2181mz/3.28min",71280.449,112019.13,2188837.2,30541.768,223744.08,5107.4124,25537.062
"1505/494.2104mz/3.28min",24876.86125,42532.91,729632.3,7220.8125,109276.516,1444.1625,1444.1625
"1508/441.2212mz/3.34min",682915.65,479754.25,506922.9,567821.9,798009.4,1768182.6,850034.8
"1510/296.1128mz/3.28min",447707.58,397850.88,231166.03,541907.94,322268.88,545981.5,497564.28
"1511/440.2177mz/3.28min",2625570.6,1869969.9,718421.44,2758572,2492569.2,3537065.2,3223598.8
"1516/253.0706mz/3.29min",627901.045,1245815.6,994547.9,1923697.9,108894.66,198269.27,261254.19
"1517/235.06mz/3.29min",313653.365,754571.8,484972.03,1020696.9,67242.56,109591.21,142334.7
"1520/324.1077mz/3.29min",805109.75,652028.25,475287.72,964771.56,719946.8,1031387.5,890272.7
"1521/275.0526mz/3.29min",86463.935,203188.48,143329.47,325837.47,4104.216,29432.809,29598.4
"1523/607.2585mz/3.28min",45083.6825,52477.46,23311.459,299194.62,12170.342,40282.74,49884.625
"1526/317.1705mz/3.25min",5832.66165,9209.265,410110.97,5539.3545,6125.9688,1107.8709,1107.8709
"1527/279.0862mz/3.3min",2392625.2,2102361.2,3047181.2,2154466.5,3078416,2267039.2,2518211.2
"1529/829.4182mz/3.3min",1479401.15,2102155.5,1141935.9,1182864.8,1602294.8,1517914.4,1440887.9
"1530/280.0896mz/3.3min",341025.425,282963.56,422975.47,323241.1,457340.62,319996.22,358809.75
"1532/229.0971mz/3.3min",159216.62,168626.34,104221.47,214320.86,542936.94,149806.9,145703.3
"1533/269.0896mz/3.31min",165647.085,153441.45,177852.72,196852.44,488708.47,150218.56,131966.48
"1534/201.1022mz/3.3min",312897.535,293246.1,332548.97,376390.88,986709.7,212002.11,243264.42
"1535/247.1077mz/3.3min",2468681.85,2132282.2,2805081.5,2948469.5,6736936.5,1998237.6,1932303.8
"1537/188.0705mz/3.3min",217654.05,197114.1,238194,255202.53,656290.8,164401.16,159984.42
"1538/248.1111mz/3.3min",335904.73,279590.84,392218.62,416154.9,946876.5,277182.2,263019.72
"1539/205.0971mz/3.3min",81251.4825,69345.945,93157.02,94626.38,248985.83,62684.137,54719.527
"1541/567.2654mz/3.3min",38860.952,48193.793,35253.684,408262.66,17875.549,30515.26,42468.22
"1542/206.081mz/3.3min",73339.4675,72015.695,43140.242,74663.24,43028.258,109735.97,92187.3
"1543/260.1518mz/3.31min",768006.845,787834.25,133087.28,748179.44,637585.4,1346926.9,1288463.5
"1545/252.0866mz/3.31min",1613398.8,1537960.4,1246136.9,1688837.2,1230483,2669291.2,2102728
"1548/853.418mz/3.32min",535314.93,616770.56,625387.7,342048.22,740835.2,453859.3,451117.6
"1549/569.281mz/3.32min",124810.748,131141.73,114645.586,214691.05,118479.766,91196.59,132004.48
"1550/258.0509mz/3.32min",73421.9055,271842.88,389647.75,5854.7372,117570.125,5854.7372,29273.686
"1551/469.2289mz/3.32min",26076.1008,43460.168,285670.28,8692.0336,89909.23,8692.0336,8692.0336
"1552/516.2704mz/3.32min",15301.928,76509.64,460795.62,15301.928,15301.928,15301.928,15301.928
"1554/897.3351mz/3.32min",3806481.8,4128437.8,3161969.5,3748638.8,3342220,4109867.2,3864324.8
"1556/421.1964mz/3.34min",20023.01135,31967.55,74799.234,8078.4727,205375.53,6544.668,3782.1223
"1557/896.3397mz/3.32min",508866.185,553768.4,430342.3,505740.47,453476.22,540189.4,511991.9
"1558/895.3393mz/3.32min",358866.885,383190.66,306052.97,344776.3,330849.22,388793.75,372957.47
"1561/442.2238mz/3.35min",211747.165,241673,122280.22,260939.16,181821.33,420029.7,121917.695
"1563/584.333mz/3.34min",6068.6282,117408.98,1296625,3924.0454,784.80908,784.80908,8213.211
"1565/275.1422mz/3.33min",147073.98,503613.12,417066.62,130905.8,163242.16,24206.748,50174.008
"1566/370.2072mz/3.33min",73733.692,97519.63,82277.7,65189.684,280143.66,33005.23,41578.773
"1567/205.0495mz/3.33min",198155.265,733877.56,16446.268,7018706,8358.106,215808,180502.53
"1569/500.2597mz/3.34min",243423.61,205096.56,301391.7,320440.72,127808.09,168831.19,281750.66
"1570/310.1283mz/3.34min",266089.245,198204.62,271226.1,330403.03,246061.66,277813.9,260952.39
"1571/543.281mz/3.34min",139995.095,222454.02,571533.9,73771.91,132550.75,109230.67,147439.44
"1572/957.2995mz/3.36min",31017.5975,28802.605,3799.2258,33232.59,1478657.9,37724.39,18996.129
"1573/538.2368mz/3.35min",604059,875229.6,1176488.1,642248.94,333548.84,565869.06,564513.1
"1574/516.2545mz/3.35min",1818159.8,2305098.2,2847634.8,2016376.6,853275.4,1519846.4,1619943
"1575/472.2077mz/3.35min",109682.815,90393.53,73537.266,107841.88,111523.75,162307.6,142556.14
"1577/517.2578mz/3.35min",477653.64,600088.44,740468.44,534006.44,214738.62,394632.62,421300.84
"1584/308.1127mz/3.37min",122154.75,107357.77,34657.566,264526.1,136951.73,94216.625,146378.52
"1586/182.0811mz/3.35min",2448246.85,2208212.5,4617570,90904.375,2077103.6,2841616.2,2688281.2
"1588/737.1538mz/3.36min",445955.825,468997.78,270819.75,409904.1,479759.94,426470.53,465441.12
"1589/164.0706mz/3.35min",346577.12,322277.9,647435.1,3681.814,284543.97,379827.66,370876.34
"1590/734.154mz/3.36min",307033.72,320479.38,184532.92,271248.88,327235.88,293588.06,323784.3
"1591/709.1728mz/3.36min",932735.73,990947.1,509431.88,961997.9,903473.56,823069.5,985870.1
"1592/715.1719mz/3.36min",1810347.95,1907660.1,975128.56,1863388.1,1757307.8,1584841.5,1938041.6
"1593/713.1716mz/3.36min",1372425.1,1472704.6,762851.25,1430066.2,1314784,1230906.8,1502589.6
"1594/269.1572mz/3.37min",340366.57,375986.44,103471.56,304746.7,174541.08,759541.4,715740.7
"1595/732.1983mz/3.36min",302871.78,299331.06,194062.44,336356.72,279487.62,306412.5,358700.84
"1596/735.1538mz/3.36min",355744.74,361667.1,207197.17,322163.7,377222.66,349822.38,369428.28
"1597/712.1722mz/3.36min",1200424.1,1249523,664233.4,1271427.9,1151325.2,1065964.4,1296852.9
"1599/730.1982mz/3.36min",230766.25,163895.98,132448.83,254150.52,217087.03,244445.47,278348.72
"1601/731.1545mz/3.36min",230693.915,249888.11,143185.34,221914.86,251237.47,225264.44,236123.39
"1602/216.123mz/3.35min",203554.325,230769.27,162654.22,50361.062,463204.72,176339.38,249867.55
"1604/360.1439mz/3.35min",88118.76,100258.7,15195.764,296969.97,15195.764,75978.82,124280.555
"1605/440.2178mz/3.37min",6227046.75,6073473.5,3097709.2,6380620,4590066.5,10276432,9188845
"1606/276.1448mz/3.35min",229685.57,137026.02,59829.305,35077.016,996394.8,322345.12,411314.66
"1611/165.0546mz/3.38min",457780.5,638201.6,526635.2,388925.8,804175.4,269190.22,304853.66
"1612/182.1903mz/3.38min",404666.47,435723.5,462890.16,290236.25,373609.44,300519.62,437644.1
"1613/183.065mz/3.36min",150462.175,302347.66,173454.98,45102.918,129910.08,171014.27,54376.863
"1614/292.1179mz/3.38min",321081.63,296461.7,559704.6,339814.88,644966.9,302348.38,278506.03
"1615/528.2543mz/3.38min",379682.135,242170.89,39064.668,517193.38,27974.158,531226.9,524325.75
"1616/918.3383mz/3.39min",187972.025,78024.41,68291.59,324730.2,674628.94,226727.86,149216.19
"1617/919.3418mz/3.39min",120016.17,64817.617,51208.996,325349.06,383992.16,153928.58,86103.76
"1618/779.3427mz/3.38min",302790.285,393487.38,350235.38,159139.88,380322.94,229044.45,255345.19
"1620/585.2761mz/3.38min",41362.7735,82156.84,39311.305,315838.22,5639.8975,40868.203,41857.344
"1621/245.1284mz/3.39min",249818.82,262849.3,235924.42,260328.56,291468.97,239309.08,223060.03
"1622/757.3608mz/3.39min",976848.825,1247595.1,1125294.2,609571.44,1103722.4,727249.1,849975.25
"1627/303.1549mz/3.41min",268679.22,310791.03,308244.94,229113.5,353062.03,171530.03,191130.4
"1631/417.2112mz/3.41min",304807.41,313799.94,323412.6,333112.22,295814.88,271981.8,269681.12
"1632/415.2073mz/3.41min",10275984,10607647,11177669,11189433,9944321,9134626,9067142
"1633/437.1892mz/3.41min",1593973.7,1604648.5,1855578.9,1583298.9,1661292.5,1422672,1349639
"1635/896.3896mz/3.42min",2978504.5,3802912.2,2363960.5,2942947.2,2487162.8,3014061.8,3024273.8
"1637/266.1022mz/3.42min",673713.75,583783.4,453198.3,708932.25,638495.25,955403.2,757187.44
"1638/601.3076mz/3.42min",399425.52,588599.75,854056.75,319423.34,378606.1,341955.12,420244.94
"1639/895.3867mz/3.42min",6548946.25,8422958,5308326.5,6478453.5,5401910,6637898,6619439
"1640/912.4132mz/3.42min",3804271.35,4492290,3060354.8,3690723.5,2965230.2,4034074.2,3917819.2
"1641/569.281mz/3.44min",181311.645,223888.9,138734.39,3243029.8,3082789.8,99643.08,130862.33
"1642/917.3686mz/3.42min",4489497,6110617,3882107.5,3988547,4314568.5,4930527.5,4664425.5
"1645/918.3747mz/3.42min",1701314,2440652.2,1591642.8,1256847.2,1390642.5,1810985.2,1881171.8
"1646/421.1942mz/3.42min",40998.575,15565.009,43455.92,348367,54801.676,38541.23,35408.926
"1647/623.2895mz/3.45min",104280.847,116797.21,173482.69,91764.484,75229.984,71807.43,154984.81
"1649/399.2124mz/3.42min",280635.78,194930.05,278957.62,2097488.2,508618.9,282313.94,274167.7
"1650/919.3788mz/3.42min",470410.81,696414.7,446301.12,304791.1,157211.3,494520.5,519351.44
"1652/217.107mz/3.43min",341085.275,367396.3,474152.75,446753.56,314774.25,269801.66,240891.92
"1653/234.1336mz/3.43min",59453.334,71296.5,80148.17,77438.08,47610.168,43754.38,41071.254
"1655/192.0655mz/3.44min",6792.5466,2264.1822,2264.1822,31725.889,2264.1822,76918.234,11320.911
"1656/224.0917mz/3.44min",118058.333,84261.836,21508.236,257195.31,30430.082,451036.56,151854.83
"1657/516.2701mz/3.46min",2034.86544,109081.11,1109809.8,3391.4424,678.28848,678.28848,678.28848
"1661/855.4327mz/3.44min",23403.781,34275.277,2506.457,12532.285,2506.457,123332,45940.242
"1662/742.3501mz/3.44min",769752.905,849709.9,810873.06,1041764.8,607252.44,634917.8,728632.75
"1663/285.1443mz/3.44min",105193.51,163846.14,136535.73,96597.27,100214.11,106515.37,103871.65
"1664/724.3395mz/3.44min",1739014,2397372.8,1780900.5,2477617.2,1590019.6,1444356.1,1697127.5
"1665/764.3319mz/3.45min",891218.94,1152005.2,914775.44,1081754.9,867662.44,780742.8,862061.8
"1668/603.3229mz/3.45min",32194.038,53656.73,391030.4,10731.346,98842.336,10731.346,10731.346
"1673/294.1335mz/3.45min",1195464.9,1069057.4,1697313.6,1166197.9,2060291.4,1210027.6,1180902.2
"1675/295.137mz/3.45min",185277.02,160349.38,263258.56,147383.88,307685.06,182685.23,187868.81
"1677/316.1155mz/3.46min",96488.418,71932.16,123426.31,73897.94,177542.52,100981.32,91995.516
"1678/218.1387mz/3.46min",186580.105,141852.4,163557.33,209602.88,152975.64,271111.62,232020.4
"1679/566.1441mz/3.46min",58421.58,134561.78,19473.86,19473.86,19473.86,97369.3,132531.48
"1680/609.2734mz/3.46min",113976.4175,149126.88,120483.39,46525.848,153304.78,95938.09,107469.445
"1681/319.1287mz/3.46min",125437.63,121780.42,146648.77,122513.2,128362.06,139321.55,109527.68
"1685/214.1074mz/3.46min",96002.375,103530.016,125748.22,60953.727,166383.7,45446.39,88474.734
"1687/349.1392mz/3.46min",315432.19,203414.33,143083.3,327011.1,303853.28,489564.22,340939.53
"1691/308.1127mz/3.47min",180734.65,169812.45,54393.207,536724.94,208257.48,179755.61,181713.69
"1692/291.0499mz/3.47min",4227690.25,4641478,4681915.5,4119516.5,3608267.5,4335864,3734192
"1696/553.2865mz/3.47min",395342,533693.25,281223.47,524678.3,280760.34,299228.28,491455.72
"1697/195.0652mz/3.48min",1083235.9,2719526.8,616410.6,2227094.2,571058.06,1203388.4,963083.4
"1699/585.3123mz/3.5min",94104.7515,139576.39,1450270,13694.764,339935.97,2738.9528,48633.113
"1700/586.3114mz/3.48min",21688.0585,15264.963,488308.5,8192.763,87302.03,8637.355,28111.154
"1701/591.2633mz/3.48min",895609.42,2219402,872051.8,894353.9,977810.8,701067.1,896864.94
"1702/569.2814mz/3.48min",4160661.5,9787028,4234816.5,4433646.5,3666558,3115309.5,4086506.5
"1703/571.2873mz/3.48min",199203.875,510022.16,217735.47,201747.42,187537.97,145379.47,196660.33
"1707/962.2962mz/3.49min",122061.397,179692.17,75192.18,126220.06,69323.08,117902.734,147416.88
"1708/228.2321mz/3.49min",464360.705,590016.6,484525.75,444195.66,425590.94,386641.06,545073
"1710/603.3138mz/3.5min",193754.165,318420.94,2557855.8,35242.36,557959.9,3944.8862,69087.39
"1711/946.3223mz/3.49min",2627585.25,3601594,1435597.6,2674891,2196909.5,2580279.5,2925979.8
"1712/489.2551mz/3.5min",25063.7904,41772.984,449833.47,8354.5968,102873.76,8354.5968,8354.5968
"1714/437.1915mz/3.5min",478801.3,942130.44,284817.16,617658,524494.9,247027.98,433107.7
"1715/939.3711mz/3.5min",167536.305,270502.47,107751.75,150725.19,123847.28,184347.42,225459.86
"1717/623.2895mz/3.49min",588737.95,963990.9,6953079,125419.016,2117091.8,68884.734,213485
"1718/714.3552mz/3.5min",275337.585,317691.6,90028.88,674668.9,292042.2,258632.97,209279.6
"1719/924.34mz/3.5min",3254092.6,4656434.5,2169632.2,4001689.5,2316251.8,2750041,3758144.2
"1720/941.367mz/3.5min",3711754.85,4924377.5,2145396.2,4100590,2195815.5,3397735.5,4025774.2
"1722/601.3077mz/3.5min",2887091.8,4721687.5,37121156,649644.94,8263053,336504.97,1052496.1
"1724/155.0703mz/3.48min",13710.6045,5214.627,32587.686,4616.673,278140.97,3591.056,22206.582
"1727/500.2595mz/3.5min",128855.515,359769.66,107265.125,92409.055,136754.58,120956.45,185806.52
"1730/604.3167mz/3.5min",20307.2838,33845.473,376874.4,6769.0946,83783.37,6769.0946,6769.0946
"1731/625.2958mz/3.5min",33097.35,55162.25,485482.88,11032.45,139399.86,11032.45,11032.45
"1733/433.1127mz/3.53min",106701.58,186140.1,65192.477,494156.2,94732.26,91335.805,118670.9
"1734/317.1706mz/3.52min",12365.0425,6449.2236,413877.38,9428.433,38223.664,15301.652,4276.7295
"1735/273.0393mz/3.52min",122584.66,128442.26,254792.62,78823.42,2079156.1,92299.21,116727.06
"1737/354.1335mz/3.52min",12306.931,12548.225,43943.383,153599.98,2273.9548,12065.637,11369.774
"1740/287.142mz/3.52min",158552.735,639855.44,281440.28,171670.2,145435.27,7300.48,36502.4
"1741/871.4286mz/3.55min",223453.33,54206424,103092.35,138084.44,255486.16,191420.5,38178330
"1742/283.0811mz/3.55min",76112.3975,129936.21,2316442,3621.3818,125948.93,3247.3794,26275.865
"1745/322.1284mz/3.53min",7357230.75,5997687,6175161,8260748,12432767,7559527.5,7154934
"1747/324.1341mz/3.53min",140559.565,119099.73,130644.01,164554.9,265547.8,150475.12,111414.77
"1748/643.2494mz/3.53min",461340.325,267488.25,287787.84,517694.28,1212374.8,493138.03,429542.62
"1751/344.1103mz/3.53min",354476.45,288215.5,275579.72,365834.1,563818.94,370746.5,343118.8
"1752/253.0705mz/3.53min",906.4996,4532.498,906.4996,222159.17,906.4996,906.4996,906.4996
"1753/328.1175mz/3.52min",20165.129,24388.41,15941.848,323801.12,3188.3696,55019.7,3188.3696
"1754/176.0706mz/3.53min",179668.965,215057.66,259131.48,128166.75,391334.56,144280.27,140347.94
"1758/191.0913mz/3.55min",1819.7114,1819.7114,136019.92,1819.7114,9098.557,1819.7114,1819.7114
"1760/873.4386mz/3.58min",2589976.8,3947025.5,2166575.8,3013377.8,5115290,477193.56,464444.12
"1763/571.2967mz/3.55min",107489.075,199400.02,87323.14,158992.56,125345.42,50950.77,89632.73
"1764/243.0875mz/3.55min",131671.3,338470.7,732477.75,77422.25,154493.97,88556.266,108848.63
"1766/279.0862mz/3.54min",36786.415,38585.55,88342.2,17194.914,242130.84,31269.969,34987.28
"1767/553.2864mz/3.54min",71921.0575,43173.06,12860.926,100669.055,184516.64,41585.426,433373.5
"1768/236.0554mz/3.55min",6917.6166,60620.87,2305.8722,321955.94,2305.8722,11529.361,2305.8722
"1770/585.2763mz/3.55min",248053.085,300219.8,185463.81,219191.38,245037.33,362321.78,251068.84
"1777/850.3683mz/3.56min",230557.295,218541.25,111009.04,405059.8,58304.363,390295.4,242573.34
"1780/828.3865mz/3.56min",1239364.55,1132577.9,660843.94,2045058.2,312110.94,1994805.1,1346151.2
"1782/273.1672mz/3.57min",847377.32,748600.94,1470596.2,1011172.8,946153.7,541817.25,613880.25
"1785/228.2322mz/3.57min",148363.23,175440.34,142890.3,153836.16,121820.66,120134.06,163156.67
"1787/439.1919mz/3.57min",3846601.65,4238087.5,3038753,3767915.8,4473331,3925287.5,3694097.8
"1788/877.3755mz/3.57min",14273013,15246552,11126421,14455537,14090489,14491834,12976321
"1790/931.3834mz/3.57min",36498.36085,103541.49,1371836.8,1315.74834,66417.98,1315.74834,6578.7417
"1791/879.3816mz/3.57min",1799178.7,1922654.8,1484291,1867261.6,869159.7,1878600.1,1731095.8
"1793/251.1853mz/3.57min",2174392.15,1964717.1,3659419,2597209.5,2384067.2,1506455.8,1612067.8
"1794/164.107mz/3.57min",1817606.65,2015100.2,2395653.8,1622723.1,2012490.2,1591907,1534267.5
"1798/926.4285mz/3.58min",63240.987,108026.54,2096799.4,9268.916,403591.06,1853.7832,18455.434
"1799/314.1022mz/3.55min",42433.0025,152746.92,43273.63,246147.02,34508.477,41592.375,34594.918
"1802/901.3302mz/3.59min",221354.7,14169.583,162001.4,280708,805521.1,286179.03,133356.98
"1805/909.402mz/3.57min",24322.205,24116.117,2809281.2,3299.5166,625275.25,24528.293,9321.187
"1806/857.4401mz/3.58min",595514.85,412630.7,317728.12,621784.1,569245.6,839340.7,647647.1
"1807/303.1548mz/3.58min",186700.12,366793.84,165853.14,173556.97,341801.66,176272.84,197127.4
"1808/893.4104mz/3.58min",3601021.85,5139016.5,3385667.5,3531116.2,4300630,3670927.5,3480866.5
"1810/855.4336mz/3.59min",4112595.6,2724044,2297147.5,4209445,4015746.2,6364640,4740325
"1811/871.4287mz/3.59min",44174549,60760156,39096930,42134244,53433020,45275788,43073310
"1812/900.3643mz/3.59min",2679370.4,3685870.2,2365508.8,2664223,2694517.8,2854269.2,2637628
"1814/839.4391mz/3.59min",115886.9525,68929.125,24157.86,340152.53,162844.78,40905.848,252945.81
"1817/436.2181mz/3.59min",33396467,44142190,28486906,31177484,42252780,33997130,32795804
"1818/436.7196mz/3.59min",15338858.5,20187036,13080513,14163782,19091856,15588724,15088993
"1819/900.3256mz/3.59min",232654.64,21505.942,139787.9,325521.38,1269620.4,364162.53,107529.71
"1820/759.3762mz/3.59min",162571.75,262329.06,162129.77,149413.6,246987.12,163013.73,159534.55
"1821/925.3435mz/3.53min",1248925.72,2005237.6,175487.98,1569690.1,192362.98,1006428.44,1491423
"1823/899.3578mz/3.59min",7285151.25,8787447,5950643,7130529,7974297,7439773.5,6492725.5
"1824/437.2214mz/3.59min",4744605,6439602,4322962.5,4527189.5,6717532.5,4854858.5,4634351.5
"1827/569.2813mz/3.54min",622653.93,4594286.5,181115.02,621779.56,378302.62,623528.3,843185.06
"1828/901.3679mz/3.59min",684225.15,1105993.9,617662.4,634427.5,488360.3,752969.1,734022.8
"1829/874.4393mz/3.59min",1719332.65,2228797.2,1386626.9,1543155.9,2077104.2,1529681.1,1895509.4
"1830/201.0701mz/3.59min",171594.195,171086.12,159218.34,163241.4,172102.27,188891.66,185416.34
"1832/873.4354mz/3.59min",6526517.25,9303049,5783378,6253200.5,8258882,6567845.5,6485189
"1841/875.4438mz/3.59min",359102.315,447840.47,168693.06,403067.16,418665.47,255863.52,315137.47
"1842/208.0969mz/3.59min",133529.053,128756.336,36044.766,174176.84,143951.48,103329.1,138301.77
"1847/536.2599mz/3.6min",4564.1535,3618.2285,4705.599,432914.4,67880.17,723.6457,4422.708
"1852/771.3763mz/3.6min",3509.1144,3509.1144,331690.53,3509.1144,17545.572,3509.1144,3509.1144
"1853/570.2638mz/3.6min",372294.72,357747.06,506370.88,416181.7,386842.38,212774.84,266960.16
"1855/896.4091mz/3.6min",1897262.7,1973644,1439066.6,1861367.6,1950197.6,1933157.8,1756043.8
"1858/894.4033mz/3.6min",14274078.5,15715642,11422933,14351144,14197013,14660130,13426113
"1859/895.4061mz/3.6min",6286973.5,6780921.5,4959949.5,6321870.5,6252076.5,6568787.5,5889578
"1862/552.2548mz/3.61min",1912937.45,1946093.4,2418547,1879781.5,2122309.5,1070436.6,1259787.6
"1864/236.1128mz/3.62min",309156.61,340550.38,65976.51,285138.1,313886.72,308658.44,309654.78
"1865/554.2613mz/3.62min",65547.1635,114945.61,127651.11,42721.973,82842.05,29453.97,48252.277
"1866/592.2471mz/3.62min",443798.75,459738.7,567676.5,427858.8,468352.53,233766.73,114667.64
"1867/498.2595mz/3.62min",103090.787,112048.44,50558.527,106774.16,26165.805,99407.414,131645.1
"1872/203.1178mz/3.63min",935571.905,1028453.25,1279894.2,826694.2,1232731.1,842690.56,747901.4
"1873/220.0969mz/3.63min",70196.645,44911.574,68155.05,90548.81,40789.46,87279.24,72238.24
"1875/266.1022mz/3.63min",1239154,1216533.1,1070378.4,1261774.9,780873.7,1624485.9,1433340.1
"1876/869.4128mz/3.63min",433275.845,433889.44,265322.72,972825.44,432662.25,690797.3,375613.94
"1877/209.0809mz/3.63min",149942.035,662656.6,172966.98,1801819.6,35155.67,108923.22,126917.09
"1878/852.4057mz/3.63min",180978.555,186292.83,133276.86,341965.47,229218.77,175664.28,143441.31
"1880/518.2381mz/3.64min",88390.0025,40957.535,294528.4,89892.445,8191.507,107449.67,86887.56
"1881/851.4025mz/3.64min",481304.955,448299.75,309069.56,765484.25,514310.16,691718.94,364618.28
"1882/853.4166mz/3.64min",286807.55,294211.66,167605.66,313555.44,989537.25,279403.44,154482.34
"1883/480.2161mz/3.65min",122012.37,40670.79,40670.79,40670.79,355846.75,203353.95,204558.6
"1885/891.3948mz/3.64min",229578.9,234362.22,145926.06,380780.88,224795.58,345171.84,195539.75
"1889/235.0964mz/3.65min",237256.105,234162.05,502051.72,240350.16,41071.884,262726.28,205359.42
"1890/281.1019mz/3.61min",256227.875,297796.06,420484.2,318058.44,135180.38,212187.83,214659.69
"1891/167.0703mz/3.64min",145344.96,445770.22,40822.797,1088035.1,142371.53,130155.6,148318.39
"1892/738.3558mz/3.65min",54784.79175,118582.77,1043858.44,5158.301,102829.27,1031.6602,6740.3135
"1893/778.3478mz/3.65min",4388.37216,7313.9536,241911.19,1462.79072,30330.396,1462.79072,1462.79072
