row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,POS_TJGI2pt1_EV_gpdA_CTRL_3_Run194.mzML Peak area,POS_TJGIp7_3_Run155.mzML Peak area,POS_TJGI2pt1_EV_gpdA_CTRL_2_Run143.mzML Peak area,POS_TJGIp7_2_Run140.mzML Peak area,POS_TJGIp7_1_Run16.mzML Peak area,POS_TJGI2pt1_EV_gpdA_CTRL_1_Run13.mzML Peak area,
2825,284.3307893888556,6.13846,,,,,,,,,,,1265417.0,199494.64,765006.0,1016739.6,0,0,
2464,284.33081762454566,5.7565517,,,,,,,,,,,0,0,0,0,1432393.9,3841697.8,
453,285.13075191273913,3.3015707,,,,215,,,,,,,702592.25,90908.26,115287.766,1136761.2,144824.98,114972.98,
470,285.13077940776566,3.3638592,,,,56,,,,,,,1560354.9,1782226.2,1620793.2,1940215.4,1595095.8,1314347.8,
671,285.1693508691801,4.152242,,,,136,,,,,,,1134168.1,1200634.4,1265453.5,1380370.4,1506995.6,1260048.9,
621,285.16946948863716,4.078156,,,,53,,,,,,,154980.69,160879.16,174274.2,185206.14,169246.44,150932.5,
4964,285.1845424550251,7.9456344,,,,245,,,,,,,35826.086,362245.97,417583.38,385988.5,608755.3,822586.3,
3982,285.1845786569432,7.328407,,,,178,,,,,,,555739.5,830040.0,736888.25,1146750.4,1050989.4,1025630.7,
94,287.19613103059936,0.42295882,,,,,,,,,,,187150.72,276386.22,234679.5,239302.44,218619.44,833000.0,
693,287.19622777898275,4.21409,,,,90,,,,,,,244641.67,388592.4,311044.34,400183.7,285272.3,235457.42,
6078,287.20006590641924,8.782871,,,,,,,,,,,34624.957,44437.484,54968.48,36800.727,274726.6,686694.3,
4870,288.18022465932205,7.882317,,,,,,,,,,,20226.205,302563.8,121152.805,521281.56,318506.1,293580.1,
1911,288.21661795752703,5.2877245,,,,221,,,,,,,1302972.9,1510521.2,1099894.9,1241287.2,938014.94,1772392.9,
452,289.1619216075542,3.2698727,,,,215,,,,,,,9561840.0,7475299.0,8008495.5,9334553.0,3175785.5,2389022.5,
957,290.10389475109906,4.6312695,,,,36,,,,,,,504302.3,507875.6,498328.06,485746.75,429218.1,392077.8,
2678,290.1747809665517,5.971863,,,,19,,,,,,,476125.3,519436.44,412554.66,452378.88,264882.25,422354.1,
2714,291.1950870950645,5.991491,,,,176,,,,,,,438865.3,400480.12,405850.53,273473.8,439221.94,342165.88,
4114,291.2315278741447,7.4232993,,,,233,,,,,,,678519.75,776537.4,792849.9,954056.44,661793.44,534845.7,
3604,291.2315627171993,7.016331,,,,42,,,,,,,330348.03,298314.06,248964.56,458950.0,570466.3,613989.44,
1451,293.13797811177346,4.9977155,,,,,,,,,,,464084.4,378174.75,422617.5,565703.1,546874.25,392812.1,
689,293.1721841019468,4.2011247,,,,100,,,,,,,811556.94,923338.4,734672.5,946530.06,477117.78,319832.5,
576,293.1723269166709,3.8479059,,,,,,,,,,,342774.2,177129.2,336490.97,361376.66,106269.01,86060.445,
3280,293.2108231823283,6.7205715,,,,26,,,,,,,276533.16,359346.66,279076.4,637956.75,476906.34,394761.47,
3564,293.2471889762471,6.9945984,,,,42,,,,,,,7519551.0,1.0193082E7,7206070.0,1.4415848E7,9113724.0,8829906.0,
3752,293.2835977868399,7.139502,,,,229,,,,,,,1247834.1,1458191.0,1483203.1,1668098.6,1108587.5,1037831.8,
550,294.13332783345237,3.6854875,,,,82,,,,,,,612502.4,809922.94,509388.03,833169.0,978885.5,642691.44,
1799,294.2789287923975,5.2348223,,,,,,,,,,,0,0,0,0,578914.8,326921.84,
2954,295.22649299571407,6.3623157,,,,31,,,,,,,1484796.6,1311265.5,1294158.2,1469507.8,1814627.0,2654272.5,
5426,295.262831165321,8.205894,,,,,,,,,,,312443.12,416172.62,368994.06,529750.44,90597.32,120647.734,
2842,296.2580661330557,6.115664,,,,,,,,,,,279834.8,341330.75,277178.66,258131.8,275593.34,1381720.9,
3853,297.08215090276025,7.214806,,,,213,,,,,,,811118.06,1071082.0,1294583.8,1360541.0,2464436.8,2636099.2,
3140,297.08217002222204,6.592484,,,,,,,,,,,133312.98,124259.805,220011.44,116731.71,251339.17,361853.7,
5676,297.0822077193111,8.428102,,,,231,,,,,,,260169.19,307683.7,314247.34,326240.25,512258.66,313731.28,
640,297.1482065031007,4.131924,,,,195,,,,,,,4801438.5,4961817.0,4312765.0,4640158.0,3631005.0,4529953.0,
936,297.1668399930334,4.618903,,,,36,,,,,,,395763.4,325842.2,340653.47,504233.16,191347.4,79074.53,
591,297.16730746567004,3.9360516,,,,,,,,,,,153796.17,151746.28,183806.89,188384.88,83534.51,63388.484,
3569,297.23983913085976,6.997761,,,,42,,,,,,,172398.25,224245.69,257598.12,296942.1,241110.25,161059.58,
3167,297.2420887690481,6.6015987,,,,220,,,,,,,856785.3,788868.3,802245.75,1402394.0,856918.9,1199175.4,
630,298.1014117412033,4.1177077,,,,195,,,,,,,673037.44,650437.25,167878.69,602730.5,253608.69,423779.56,
6639,299.2364828762119,10.086583,,,,,,,,,,,229752.97,187437.6,183432.1,268327.3,622142.3,726988.1,
3624,300.28937200162125,7.0228176,,,,42,,,,,,,320728.28,354839.97,305760.12,480761.3,280318.84,361769.03,
4048,300.28938557348897,7.3885684,,,,249,,,,,,,546287.8,657315.7,790825.8,757372.5,534727.44,472979.22,
3070,301.1407684459835,6.5273776,,,,244,,,,,,,647202.8,606942.6,855970.25,1017576.1,601625.9,519538.6,
896,301.14294691792264,4.5728736,,,,99,,,,,,,643183.1,621914.1,550595.25,565466.8,424070.56,568894.25,
970,301.28449874257035,4.6535177,,,,,,,,,,,0,0,0,0,125533.74,438058.66,
4917,302.15355530899313,7.9026165,,,,28,,,,,,,176478.94,560258.75,550638.6,565703.9,221868.03,199250.53,
401,303.1412731753999,3.025459,,,,70,,,,,,,384830.38,447566.34,368192.66,640828.06,96068.2,133668.62,
4418,303.3042209553027,7.650108,,,,11,,,,,,,796374.4,960192.44,931703.4,946289.94,531685.9,480588.44,
1068,304.28401944601876,4.7373967,,,,,,,,,,,0,0,0,0,35296.793,679634.6,
1674,304.2842192433199,5.1532693,,,,,,,,,,,2734729.8,400946.97,1467625.4,331811.2,0,0,
1223,304.28425517396386,4.8853073,,,,,,,,,,,0,0,2796.454,0,192638.72,959400.94,
1980,304.29950401997854,5.336789,,,,,,,,,,,0,0,0,0,1094683.0,2380257.0,
2382,304.29951354467573,5.665203,,,,,,,,,,,1237846.6,1137647.9,1110411.5,969768.44,0,0,
998,305.1528999938192,4.6681175,,,,253,,,,,,,656441.5,701992.4,624595.2,679712.4,541330.8,621408.25,
1666,305.17198949989046,5.1398444,,,,116,,,,,,,561872.6,567696.44,457168.1,493895.1,189433.39,134764.98,
2217,306.2423936296414,5.5302463,,,,,,,,,,,35858.086,7798.1465,19320.66,2954.4194,182644.98,385069.12,
1504,307.18759111241525,5.0285416,,,,93,,,,,,,3497756.8,3748365.5,2763839.0,3552394.5,1038959.9,1048277.06,
2858,307.22627665038726,6.1701026,,,,122,,,,,,,401746.44,377590.78,386842.28,410610.2,496741.53,604207.6,
2708,307.2263669255092,5.9857955,,,,19,,,,,,,247753.33,237162.3,263120.12,368896.94,699616.2,1020184.4,
3433,307.22649547940324,6.8701987,,,,,,,,,,,252869.84,319565.72,288853.66,603984.44,596104.1,681133.56,
70,309.17797963905656,0.3782053,,,,33,,,,,,,1349807.8,1586493.8,897057.56,1268655.4,313766.62,590713.44,
691,309.1780858210372,4.2131925,,,,90,,,,,,,131500.39,213728.39,192824.12,207206.56,152766.78,109720.78,
2868,309.2055448517013,6.192267,,,,187,,,,,,,594103.94,482418.72,574998.44,370479.34,500865.0,412654.03,
2816,309.2420416156372,6.108065,,,,120,,,,,,,237870.27,258480.36,233568.28,361644.0,376955.47,352315.12,
3619,309.2420417130957,7.0204854,,,,42,,,,,,,587778.06,558334.75,407108.97,842352.0,1118359.2,1324431.4,
3030,309.24204680535917,6.4916816,,,,190,,,,,,,468657.06,571738.4,493690.3,905448.0,1111018.8,988698.06,
4024,309.24205848138143,7.3598666,,,,198,,,,,,,274627.75,526635.5,404617.6,873180.4,1142355.1,923870.06,
5432,309.24207454634376,8.208371,,,,209,,,,,,,86673.19,150289.08,260981.5,380586.53,348327.97,211100.95,
3813,309.24209539525316,7.184733,,,,147,,,,,,,6112658.5,9478071.0,7366112.5,1.6607457E7,1.7181512E7,1.6527344E7,
3812,310.2454054174047,7.183927,,,,147,,,,,,,1241489.0,1954480.8,1540653.4,3423237.0,3509751.8,3363249.0,
4877,310.31000613023633,7.8822384,,,,162,,,,,,,1720314.4,1628625.4,3157815.0,1579226.2,399978.8,2002142.6,
2212,310.6698223634203,5.5122075,,,,132,,,,,,,1787279.8,1599997.1,1543435.2,1567429.1,624199.9,594270.56,
4122,311.2576877321254,7.4317546,,,,233,,,,,,,1878927.4,2891845.2,2186734.2,4639358.5,4033467.8,4209109.5,
3753,311.29404280088255,7.139502,,,,229,,,,,,,3788940.2,4268095.5,4431848.5,5013875.5,3352282.2,3161589.0,
1756,312.2892639212985,5.2134433,,,,,,,,,,,127095.76,146768.48,110559.19,116025.164,1449957.5,834828.7,
2330,312.28932500270156,5.603347,,,,,,,,,,,1726811.0,1586365.2,1579028.4,1409029.4,0,0,
3756,312.2974068859417,7.139502,,,,229,,,,,,,789018.6,891160.94,914053.1,1055589.0,691524.94,643500.56,
5483,312.32566093998565,8.260747,,,,,,,,,,,1850748.6,1670456.6,2773250.0,2410482.2,685613.75,1303215.5,
5619,312.3257124859263,8.376151,,,,27,,,,,,,184485.69,182203.34,234189.34,501286.03,353203.6,306890.12,
2861,312.36190859611463,6.181444,,,,,,,,,,,0,0,0,0,411719.16,868298.8,
3016,313.1430364967318,6.4672,,,,,,,,,,,399939.9,282306.84,479153.16,343178.3,651371.2,1354979.5,
6613,313.2730915302147,10.015939,,,,,,,,,,,3319.259,3503.2632,17624.137,7216.134,628404.6,971799.25,
6324,313.2731832192332,9.205717,,,,,,,,,,,0,0,0,0,220927.06,599563.7,
5369,313.2731886562451,8.173857,,,,6,,,,,,,96923.43,86093.0,440092.94,254873.1,877205.25,1172435.2,
3929,313.27328237570856,7.297377,,,,141,,,,,,,192711.73,218382.44,807294.5,273610.3,150678.55,125479.56,
4078,313.2733463859683,7.3990765,,,,249,,,,,,,533362.75,578816.44,645081.7,736724.25,495521.0,331094.66,
6214,315.2314477542488,8.939696,,,,124,,,,,,,319299.1,418275.34,672050.7,445494.88,1.0540616E7,1.321067E7,
4826,315.2314571766747,7.8569336,,,,,,,,,,,909544.5,1650654.0,1671464.2,1570473.4,1035222.94,739658.75,
4031,315.2315262448526,7.3639903,,,,198,,,,,,,1005197.94,1694750.8,1291020.1,1835598.6,4327795.0,4316498.0,
4217,315.23152628556016,7.4845977,,,,174,,,,,,,1911263.0,3356797.5,2573275.8,3911878.5,1.0199266E7,9759059.0,
3680,315.23152933437746,7.083485,,,,146,,,,,,,625898.6,764227.0,761377.3,899698.5,890185.8,853059.56,
4165,315.32538580613056,7.4437003,,,,233,,,,,,,400062.88,523239.25,542147.6,649450.75,125893.375,268222.25,
359,316.21164740587733,2.669233,,,,,,,,,,,752257.75,981355.44,794296.56,845103.2,963268.8,877010.6,
128,317.1340653601035,0.6154217,,,,,,,,,,,371355.47,503107.8,209178.78,491409.56,273174.97,185796.7,
374,317.1705627923821,2.8499498,,,,159,,,,,,,930216.6,1047306.94,972389.8,1585363.9,1188092.5,387205.53,
2959,317.208882402812,6.366546,,,,31,,,,,,,243586.39,258097.42,274123.1,317722.12,231692.06,307717.12,
4730,317.2106945073289,7.7731833,,,,145,,,,,,,188003.72,297583.97,295687.9,287348.2,445232.6,542645.5,
3954,317.24713539705675,7.3201613,,,,178,,,,,,,908839.0,1043410.56,1212884.5,1520506.5,1744301.6,1569374.4,
2374,317.67758005928175,5.6831493,,,,84,,,,,,,1.2770817E7,1.1836326E7,1.2732403E7,9160632.0,7649416.5,6795726.5,
2639,317.67767321101195,5.9283466,,,,9,,,,,,,512181.3,417241.94,485802.12,413811.88,234360.44,166787.33,
2230,318.29991993498624,5.5027237,,,,,,,,,,,4331285.0,5220208.5,4473140.0,3775056.5,246741.17,89212.61,
1664,318.2999566758111,5.1980867,,,,,,,,,,,26835.205,88885.195,100785.13,16258.59,4477313.5,3944346.2,
588,318.6263160060546,3.9187,,,,91,,,,,,,377400.88,445703.94,358421.8,450257.12,207221.69,162770.05,
1798,319.15177416139676,5.234801,,,,221,,,,,,,1339830.4,1477993.0,1158717.6,1365352.0,709474.56,768887.8,
3586,319.2839258414769,7.0088444,,,,42,,,,,,,239722.39,263393.0,344440.66,389692.75,1121201.9,906130.7,
4603,321.11172355182174,7.6951823,,,,11,,,,,,,385729.5,166695.67,245513.94,634382.3,278210.28,1824084.6,
1122,321.1479923210335,4.776392,,,,142,,,,,,,2571120.2,2614510.5,2456438.5,2549672.8,2196985.2,2388507.2,
3957,321.2056753071611,7.323549,,,,178,,,,,,,207426.61,329993.78,294202.4,460633.03,528740.94,517017.75,
3396,321.24159925118164,6.82676,,,,,,,,,,,61459.914,126944.87,154575.56,131818.56,491744.6,745300.0,
3486,321.24198700085464,6.921333,,,,,,,,,,,292808.22,276584.0,298493.97,320423.56,360767.5,344800.12,
4422,321.3148171768493,7.650881,,,,11,,,,,,,9202347.0,1.1152555E7,1.0886656E7,1.1093402E7,6330208.5,5791423.0,
5539,321.3149299056441,8.310187,,,,237,,,,,,,192132.22,140627.67,403974.3,196132.64,150017.27,81680.14,
3858,322.0773338163376,7.2132554,,,,,,,,,,,110792.21,139893.38,186402.77,191196.4,375354.53,389230.16,
5684,322.0773794877438,8.428182,,,,,,,,,,,80218.805,110787.65,169745.22,162921.69,300083.22,207945.23,
4779,323.1273133521509,7.813001,,,,24,,,,,,,1746672.2,2547552.5,2755882.2,9884019.0,8668475.0,1.51417E7,
5462,323.12736967531885,8.227184,,,,209,,,,,,,0,0,9908.757,144904.9,48845.34,368373.88,
3674,323.1274541304933,7.075935,,,,,,,,,,,59484.723,33813.1,31992.527,205506.0,489588.72,2859294.0,
3267,323.1274685313165,6.7165046,,,,26,,,,,,,301714.78,175778.9,247703.16,567244.94,413022.12,1067456.1,
999,323.163572337273,4.668167,,,,253,,,,,,,1080932.4,1118508.4,1015704.8,1103694.5,944122.9,1075689.5,
774,323.1826430771876,4.430673,,,,,,,,,,,411391.3,484041.5,362459.88,420680.75,207079.02,176710.2,
602,323.1829028150091,3.9977539,,,,,,,,,,,187781.69,225739.34,127129.734,153748.66,74626.52,226247.06,
726,324.2319469608082,4.3122125,,,,,,,,,,,1010556.44,889022.3,939429.56,847390.8,97668.23,0,
685,324.2319958899684,4.1832952,,,,,,,,,,,0,0,0,0,1641987.2,825546.06,
2596,324.6853991752087,5.87931,,,,13,,,,,,,6890573.5,6009299.5,6614787.0,6039966.0,3731560.2,3487030.2,
2774,324.6854730139607,6.069116,,,,12,,,,,,,1447362.9,1242361.0,1396597.4,1198625.6,737763.2,816266.7,
675,325.1618185518874,4.153873,,,,136,,,,,,,1019465.7,1084257.2,1183508.9,1190103.2,875612.94,616783.2,
622,325.1619849069733,4.078156,,,,53,,,,,,,88180.375,90930.125,106994.79,104569.54,67524.375,48529.4,
849,325.1793821008855,4.547253,,,,99,,,,,,,416972.4,475416.25,413901.66,426296.84,431811.25,429951.7,
2690,325.23699302509317,5.974255,,,,19,,,,,,,128119.32,74846.68,93273.445,125827.62,402626.62,805899.75,
3274,325.2370240546019,6.7189355,,,,26,,,,,,,720608.8,864857.7,702325.75,1513872.6,1163129.4,914300.25,
3421,325.2370927678019,6.8443947,,,,211,,,,,,,130171.375,173230.3,137554.3,350538.1,350811.8,330612.38,
4095,325.30971994200985,7.4046903,,,,249,,,,,,,420714.72,537757.1,547167.6,580701.2,358706.53,349773.56,
4980,325.3461146590409,7.9563293,,,,245,,,,,,,533805.7,1256968.9,1422826.9,1507597.2,549147.3,550495.9,
5336,326.3413354609297,8.156344,,,,,,,,,,,281254.1,249806.9,700279.4,650108.3,345898.84,306566.03,
2710,326.37770726379586,5.9948297,,,,,,,,,,,0,0,0,0,163615.47,456161.9,
3325,327.20114765498005,6.7425466,,,,,,,,,,,596001.06,537269.6,357119.16,345590.72,242504.84,257131.8,
4433,327.26779820754956,7.6547914,,,,11,,,,,,,698712.06,869993.44,1006405.56,864232.4,745795.3,515733.53,
4358,328.3206371362673,7.6032605,,,,,,,,,,,212112.23,289178.1,226945.33,463242.72,181681.84,268578.47,
2050,329.1743189806905,5.3711667,,,,10,,,,,,,2521118.0,2497843.0,2281233.5,2382676.0,1746718.2,2097835.2,
1700,329.2107069753998,5.165234,,,,116,,,,,,,728571.6,701436.94,642787.2,647903.7,512710.9,679302.8,
1636,329.3159675087992,5.1222982,,,,,,,,,,,0,0,0,0,115811.26,492293.5,
1846,330.2788041633877,5.2535954,,,,,,,,,,,0,0,0,0,831271.25,462967.53,
2341,330.27880545027085,5.608165,,,,,,,,,,,983217.2,602721.56,408655.12,1194107.2,0,0,
2548,330.29981122867434,5.8277783,,,,201,,,,,,,1533343.8,1059681.2,2681554.8,1483472.1,0,0,
2651,330.2998472484255,5.874888,,,,,,,,,,,1202690.8,1410487.6,971032.94,740587.3,0,0,
2157,330.29986179541345,5.449792,,,,,,,,,,,0,0,0,0,1283888.4,1516596.5,
2796,330.685463374169,6.0881143,,,,167,,,,,,,497136.44,408022.1,491255.88,420148.28,266784.03,254603.86,
2683,330.6854698854022,5.973412,,,,19,,,,,,,369603.53,318026.3,359723.84,323797.28,143180.58,105703.76,
1120,331.15352718856576,4.7756696,,,,142,,,,,,,991742.4,974516.06,922556.6,998976.7,861538.56,930509.5,
3806,331.22405772068345,7.1763535,,,,147,,,,,,,3456070.8,5632648.5,4436054.5,9710479.0,4570513.5,4014433.8,
4023,331.22437559387544,7.3583026,,,,198,,,,,,,123139.0,258801.23,214510.98,430461.3,263859.8,213965.47,
5099,331.2627966433505,8.003444,,,,,,,,,,,24334.883,139112.02,187368.16,223871.28,268808.34,521479.47,
5826,331.26289841779777,8.542792,,,,,,,,,,,67919.46,105819.86,88403.81,84390.82,327336.5,321937.3,
4062,331.2839085287443,7.3982587,,,,,,,,,,,272560.62,157970.67,411272.88,466162.06,287446.75,229043.42,
2909,331.6932374415642,6.2930546,,,,,,,,,,,8583359.0,6984912.5,8155485.5,7520070.0,5291419.5,4845355.5,
2611,332.13889705676127,5.899544,,,,,,,,,,,13993.262,4460.874,15881.879,72636.6,44544.35,391224.3,
6164,332.25793354602143,8.923082,,,,,,,,,,,0,0,32816.156,0,1179537.6,1501832.8,
4223,332.2580148216852,7.4829917,,,,,,,,,,,84063.1,263388.22,164536.52,253484.1,1119278.4,1059799.8,
2473,332.33070174075704,5.76153,,,,,,,,,,,0,0,0,0,544849.0,1295916.8,
3558,333.2398366588124,6.989617,,,,42,,,,,,,191937.11,314117.34,218742.8,449696.3,165797.67,202006.3,
4148,333.24079450406145,7.4388027,,,,233,,,,,,,733602.9,1087402.6,1806156.6,3224785.2,4758502.0,2053852.9,
3679,333.24203879691663,7.0818367,,,,146,,,,,,,997173.56,1198860.6,1210172.1,1346408.1,1109811.6,1091813.2,
6208,333.2420579957775,8.937135,,,,124,,,,,,,77563.484,121315.13,202502.0,127447.05,2994237.5,3877553.2,
2331,333.69074998347963,5.6038146,,,,192,,,,,,,649760.9,625996.6,579223.1,715300.3,214389.31,141996.58,
989,335.14819452077603,4.666439,,,,253,,,,,,,790331.3,786169.1,755592.56,778965.2,640136.8,735238.5,
1186,335.16361671898943,4.803682,,,,142,,,,,,,1088770.8,1134264.5,1018184.5,1097846.0,977282.44,985926.4,
2161,335.2191488003523,5.4528337,,,,86,,,,,,,790901.44,688686.94,673343.56,455675.2,393290.44,329797.12,
5427,336.2892823965751,8.208211,,,,209,,,,,,,381681.6,528968.75,548815.06,857368.94,495088.66,343797.38,
3596,336.31055804828276,7.0114098,,,,,,,,,,,105208.74,121535.31,161265.45,201670.47,690102.94,555847.44,
3568,336.3256830739574,6.9961877,,,,,,,,,,,301157.25,152862.33,223389.95,150691.22,225550.72,1138943.8,
5026,336.3257487342376,7.9872684,,,,,,,,,,,213162.39,135382.7,454927.84,252713.28,323011.5,72446.96,
3288,337.10672850343644,6.725367,,,,,,,,,,,10619.59,0,3211.2126,82357.34,47803.63,472026.2,
1134,337.1428651112014,4.7779565,,,,142,,,,,,,2584556.2,2598612.0,2435431.2,2536397.8,2245194.8,2417856.0,
2355,337.2346255941737,5.6190686,,,,192,,,,,,,665940.06,623594.3,561768.25,482210.34,181240.44,192375.31,
6464,337.27320826376507,9.584641,,,,,,,,,,,0,0,0,3583.2422,426523.78,805942.7,
2722,337.2732236579324,5.9350834,,,,,,,,,,,549426.4,326554.25,276799.8,840743.0,55150.812,13639.091,
3783,337.2733167671229,7.155047,,,,147,,,,,,,785417.94,990980.7,777289.5,1072275.1,613751.4,483061.47,
3261,337.2733522201526,6.6749587,,,,,,,,,,,594044.94,468283.1,474965.5,2060468.1,222799.03,175729.83,
3669,337.2733659817812,7.0701013,,,,41,,,,,,,305714.9,410537.4,302524.72,508872.25,236374.06,286213.66,
3072,337.27336943159014,6.5710115,,,,,,,,,,,1489771.5,1769472.8,230094.8,747548.44,0,0,
3196,337.2733709638661,6.6298256,,,,,,,,,,,520352.75,277347.4,1191964.2,776310.06,228804.53,0,
4196,337.3206842569734,7.4566154,,,,233,,,,,,,160655.4,225165.3,246786.2,353481.16,371319.16,360115.84,
5731,338.3050307760094,8.478063,,,,,,,,,,,200125.69,415057.66,249701.48,539343.3,328986.56,202015.56,
5540,338.34136229038165,8.311826,,,,237,,,,,,,1.760375E7,1.2570723E7,3.3140206E7,1.6903588E7,1.308786E7,8020996.0,
2987,338.70116170965923,6.4172783,,,,16,,,,,,,2488036.5,2040808.2,2309390.0,2152325.5,1436491.8,1337584.6,
4783,339.12217011029094,7.815352,,,,24,,,,,,,96633.89,249765.33,242550.25,885605.3,834379.56,1366522.2,
4705,339.12225836078346,7.7627616,,,,1,,,,,,,67148.74,128550.91,128057.22,549622.56,310788.56,1024200.75,
3008,339.1224272502311,6.48798,,,,152,,,,,,,295087.2,77725.9,124047.86,193341.81,141063.52,1414875.5,
375,339.15250702524173,2.8537161,,,,159,,,,,,,971326.75,1134023.9,1079069.4,1694965.1,784233.3,243144.8,
1130,339.15863281559837,4.777215,,,,142,,,,,,,3403940.0,3537610.5,3239087.2,3346686.5,2948870.8,2744384.0,
645,339.15879915845596,4.132696,,,,195,,,,,,,2.2615338E7,2.4000746E7,2.0571282E7,2.1800994E7,1.702872E7,2.1995448E7,
3397,339.25282582377287,6.818306,,,,,,,,,,,41375.28,49306.547,61154.316,55169.223,441335.75,652758.06,
6888,339.32528014005237,10.86792,,,,140,,,,,,,40175.195,234836.3,126559.82,280315.75,7312.5757,3645.87,
4423,339.32544883628674,7.650881,,,,11,,,,,,,3.3220064E7,3.9377384E7,3.8515932E7,3.945257E7,2.1701666E7,2.0029448E7,
3430,339.32558810721775,6.8607154,,,,111,,,,,,,258067.31,314594.88,333215.1,436078.78,725261.25,782805.94,
5915,340.3571708218082,8.658962,,,,226,,,,,,,191915.6,304441.8,520832.8,253707.69,947656.4,1167277.1,
3109,340.39346240999424,6.57054,,,,,,,,,,,0,0,0,0,647376.0,873023.56,
4776,341.13789978499085,7.8122196,,,,24,,,,,,,416316.72,587014.56,674968.75,2487122.0,2146527.2,3784435.2,
5601,341.2430503398098,8.36721,,,,27,,,,,,,102391.31,121432.67,94757.67,272901.9,537528.06,1123431.6,
2099,341.24309313304946,5.402761,,,,5,,,,,,,9147528.0,1.1036845E7,7702124.5,1.0008053E7,1.0672099E7,1.8944354E7,
6038,341.243543999217,8.739723,,,,,,,,,,,3488.5417,12313.568,0,29924.998,309174.1,504565.62,
3253,341.26601132649586,6.706854,,,,89,,,,,,,628574.4,710069.8,653233.56,608492.0,320996.4,250575.84,
3585,341.26603174877806,7.0096784,,,,42,,,,,,,423124.78,418832.94,549422.5,612938.7,537564.1,401391.75,
1136,343.1534027585728,4.778729,,,,142,,,,,,,970872.2,935194.1,859579.2,914320.4,850318.06,935666.3,
943,343.15347666150933,4.622124,,,,36,,,,,,,1028934.6,1039043.56,895021.6,926193.1,804749.94,1014480.75,
2965,343.15371296667223,6.373539,,,,31,,,,,,,54752.65,75079.7,76058.04,61402.844,380321.1,400253.38,
1191,343.18990586834025,4.805285,,,,142,,,,,,,707692.4,961404.4,838050.6,914743.25,849563.06,620097.9,
1406,343.2950616776878,4.960004,,,,,,,,,,,520638.03,321705.47,310907.94,298059.2,321615.66,893840.94,
4985,343.3567383081375,7.9579587,,,,245,,,,,,,2115232.5,4800331.5,5388627.0,5752707.5,2126680.0,2137773.2,
369,344.22771816521566,2.7754898,,,,,,,,,,,134993.17,109159.22,135761.78,136231.39,291324.56,389971.7,
2819,344.2792009718228,6.108906,,,,,,,,,,,107323.7,142193.62,135612.42,223171.66,422996.62,356775.03,
2214,344.3156237742213,5.515563,,,,,,,,,,,0,0,0,0,444863.6,359041.9,
4551,346.3311371699988,7.700188,,,,,,,,,,,424550.94,498308.12,777930.3,477745.22,1169653.8,1064401.0,
5262,346.33114054047707,8.140517,,,,175,,,,,,,383014.9,521931.97,1815820.4,655527.25,2164804.2,1405282.8,
2952,346.33118631409394,6.365791,,,,,,,,,,,1639036.4,1075209.2,941862.8,793231.25,496934.28,475188.66,
2813,346.33120052948874,6.0176873,,,,,,,,,,,9440433.0,9075358.0,9688935.0,7488399.5,852021.5,429825.6,
2249,346.33122090873877,5.5808816,,,,,,,,,,,27282.791,185253.19,305614.25,14167.729,8771401.0,6899628.0,
714,347.1632333896619,4.2713118,,,,,,,,,,,120068.41,80532.34,110962.44,136748.14,75404.1,20257.934,
2002,347.16380241827295,5.3504276,,,,10,,,,,,,1532113.8,1550234.0,1361022.1,1440409.0,1216156.0,1451793.6,
3269,347.21908282277565,6.7181296,,,,26,,,,,,,446586.12,566424.75,497498.9,1031968.1,417128.6,318318.75,
3420,347.21917646465954,6.844431,,,,211,,,,,,,304345.4,378897.72,338284.7,756886.3,328476.38,265248.53,
4767,347.25766607848055,7.805907,,,,24,,,,,,,2028698.5,2689157.5,2654558.8,3016168.8,1543299.5,1015040.94,
4203,347.25779148379246,7.460624,,,,233,,,,,,,275469.06,558453.6,468754.12,953414.75,1042615.5,684972.4,
4382,347.31527978733294,7.619175,,,,228,,,,,,,271927.03,337752.72,376251.4,456529.34,957637.25,847616.2,
1927,349.17956167881147,5.2969565,,,,221,,,,,,,396200.5,563697.44,401188.94,587231.44,564959.44,718900.94,
4167,349.2346185769256,7.4461665,,,,233,,,,,,,22117.13,62422.65,62339.098,146469.44,178939.06,374719.3,
3036,349.2347473304256,6.4941163,,,,190,,,,,,,970736.8,1174657.9,1082869.5,2071396.9,598003.44,590757.9,
2815,349.23475779232405,6.108906,,,,120,,,,,,,189495.78,182774.72,187722.75,262234.8,144675.02,154944.58,
5138,349.3460834272046,8.091636,,,,20,,,,,,,253166.38,329805.38,601434.94,561118.06,227211.98,206693.34,
1758,351.19506918231053,5.2141814,,,,221,,,,,,,447709.97,469693.38,389952.12,440895.53,477010.84,670150.0,
2697,351.25253806436103,5.97673,,,,,,,,,,,332933.84,243653.62,301042.75,385800.97,579667.75,703514.1,
607,352.19644609372546,4.0062833,,,,,,,,,,,103055.08,108597.13,131667.8,139958.28,396599.03,363199.97,
3793,352.32063058632025,7.1501784,,,,,,,,,,,354503.8,308355.03,389056.47,227208.4,312453.1,909814.94,
6049,352.33892040449206,8.759417,,,,,,,,,,,476110.3,487622.44,661477.2,570702.6,7195819.0,7529007.5,
