row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,POS_TJGI2pt1_EV_gpdA_CTRL_3_Run194.mzML Peak area,POS_TJGI2pt1_EV_gpdA_CTRL_2_Run143.mzML Peak area,POS_TJGIp7_3_Run155.mzML Peak area,POS_TJGIp7_2_Run140.mzML Peak area,POS_TJGIp7_1_Run16.mzML Peak area,POS_TJGI2pt1_EV_gpdA_CTRL_1_Run13.mzML Peak area,
4494,315.23140324183163,7.653648,,,,11,263,[2M+H]+,,2,4536;4494,157.11235,102688.516,76911.766,145280.67,219569.83,293934.1,312674.03,
6214,315.2314477542488,8.939696,,,,125,,,,,,,319299.1,672050.7,418275.34,445494.88,1.0540616E7,1.321067E7,
4826,315.2314571766747,7.856934,,,,,,,,,,,909544.5,1671464.2,1650654.0,1570473.4,1035222.94,739658.75,
4031,315.23152624485255,7.3639903,,,,198,,,,,,,1005197.94,1291020.1,1694750.8,1835598.6,4327795.0,4316498.0,
4217,315.23152628556016,7.484598,,,,172,,,,,,,1911263.0,2573275.8,3356797.5,3911878.5,1.0199266E7,9759059.0,
3680,315.23152933437746,7.083485,,,,143,,,,,,,625898.6,761377.3,764227.0,899698.5,890185.8,853059.56,
4165,315.32538580613056,7.4437003,,,,234,,,,,,,400062.88,542147.6,523239.25,649450.75,125893.375,268222.25,
359,316.2116474058773,2.669233,,,,,,,,,,,752257.75,794296.56,981355.44,845103.2,963268.8,877010.6,
128,317.1340653601035,0.6154217,,,,,,,,,,,371355.47,209178.78,503107.8,491409.56,273174.97,185796.7,
374,317.1705627923821,2.84995,,,,161,15,[M+H]+,,2,375;374,316.16329,930216.6,972389.8,1047306.94,1585363.9,1188092.5,387205.53,
2959,317.2088824028119,6.366545,,,,31,182,[M+Na]+,,3,2954;2953;2959,294.21938,243586.39,274123.1,258097.42,317722.12,231692.06,307717.12,
4730,317.2106945073289,7.7731833,,,,146,,,,,,,188003.72,295687.9,297583.97,287348.2,445232.6,542645.5,
3954,317.24713539705675,7.3201613,,,,182,,,,,,,908839.0,1212884.5,1043410.56,1520506.5,1744301.6,1569374.4,
2374,317.67758005928175,5.68315,,,,86,,,,,,,1.2770817E7,1.2732403E7,1.1836326E7,9160632.0,7649416.5,6795726.5,
2639,317.677673211012,5.9283466,,,,9,,,,,,,512181.3,485802.12,417241.94,413811.88,234360.44,166787.33,
2230,318.2999199349862,5.502724,,,,,,,,,,,4331285.0,4473140.0,5220208.5,3775056.5,246741.17,89212.61,
1664,318.2999566758111,5.1980863,,,,,,,,,,,26835.205,100785.13,88885.195,16258.59,4477313.5,3944346.2,
588,318.6263160060546,3.9187,,,,91,,,,,,,377400.88,358421.8,445703.94,450257.12,207221.69,162770.05,
1798,319.1517741613967,5.234801,,,,220,106,[M+Na]+,,2,1807;1798,296.16229,1339830.4,1158717.6,1477993.0,1365352.0,709474.56,768887.8,
3586,319.2839258414769,7.0088444,,,,42,229,[M+H]+,,1,3585,318.27673,239722.39,344440.66,263393.0,389692.75,1121201.9,906130.7,
3259,319.2839479736471,6.706852,,,,89,204,[M+H]+,,1,3253,318.27673,13135.408,33856.64,35966.152,47105.06,124854.164,117159.47,
4603,321.11172355182174,7.695183,,,,11,,,,,,,385729.5,245513.94,166695.67,634382.3,278210.28,1824084.6,
1122,321.1479923210335,4.776392,,,,147,,,,,,,2571120.2,2456438.5,2614510.5,2549672.8,2196985.2,2388507.2,
3957,321.2056753071611,7.323549,,,,182,,,,,,,207426.61,294202.4,329993.78,460633.03,528740.94,517017.75,
3396,321.24159925118164,6.826761,,,,,,,,,,,61459.914,154575.56,126944.87,131818.56,491744.6,745300.0,
3486,321.24198700085464,6.921333,,,,,,,,,,,292808.22,298493.97,276584.0,320423.56,360767.5,344800.12,
4422,321.31481717684926,7.650881,,,,11,,,,,,,9202347.0,1.0886656E7,1.1152555E7,1.1093402E7,6330208.5,5791423.0,
5539,321.3149299056441,8.310187,,,,238,311,[M+H]+,,1,5540,320.3076,192132.22,403974.3,140627.67,196132.64,150017.27,81680.14,
3858,322.07733381633767,7.2132554,,,,,,,,,,,110792.21,186402.77,139893.38,191196.4,375354.53,389230.16,
5684,322.0773794877438,8.428182,,,,,,,,,,,80218.805,169745.22,110787.65,162921.69,300083.22,207945.23,
4779,323.1273133521509,7.813001,,,,24,,,,,,,1746672.2,2755882.2,2547552.5,9884019.0,8668475.0,1.51417E7,
5462,323.12736967531885,8.227183,,,,210,,,,,,,0,9908.757,0,144904.9,48845.34,368373.88,
3674,323.1274541304933,7.075935,,,,,,,,,,,59484.723,31992.527,33813.1,205506.0,489588.72,2859294.0,
3267,323.1274685313165,6.7165046,,,,26,,,,,,,301714.78,247703.16,175778.9,567244.94,413022.12,1067456.1,
999,323.163572337273,4.6681676,,,,252,,,,,,,1080932.4,1015704.8,1118508.4,1103694.5,944122.9,1075689.5,
774,323.18264307718755,4.430673,,,,,,,,,,,411391.3,362459.88,484041.5,420680.75,207079.02,176710.2,
602,323.1829028150091,3.9977539,,,,,,,,,,,187781.69,127129.734,225739.34,153748.66,74626.52,226247.06,
726,324.2319469608083,4.3122125,,,,,,,,,,,1010556.44,939429.56,889022.3,847390.8,97668.23,0,
685,324.2319958899684,4.1832952,,,,,,,,,,,0,0,0,0,1641987.2,825546.06,
2596,324.6853991752087,5.8793106,,,,13,,,,,,,6890573.5,6614787.0,6009299.5,6039966.0,3731560.2,3487030.2,
2774,324.6854730139607,6.069116,,,,12,,,,,,,1447362.9,1396597.4,1242361.0,1198625.6,737763.2,816266.7,
675,325.16181855188734,4.1538734,,,,137,40,[M+Na]+,,3,674;675;671,302.17263,1019465.7,1183508.9,1084257.2,1190103.2,875612.94,616783.2,
622,325.16198490697326,4.078156,,,,53,34,[M+Na]+,,2,621;622,302.17276,88180.375,106994.79,90930.125,104569.54,67524.375,48529.4,
849,325.17938210088545,4.5472527,,,,99,,,,,,,416972.4,413901.66,475416.25,426296.84,431811.25,429951.7,
3151,325.236918356013,6.5915084,,,,221,199,[M+H]+,,2,3151;3165,324.22981,161501.52,182428.88,181126.39,382040.28,446865.88,471102.1,
3612,325.23697591125944,7.018032,,,,42,231,[M+H]+,,1,3602,324.22977,90973.07,46357.703,86297.88,179549.3,338555.72,358816.2,
2690,325.23699302509317,5.9742546,,,,19,,,,,,,128119.32,93273.445,74846.68,125827.62,402626.62,805899.75,
3274,325.23702405460193,6.7189355,,,,26,205,[M+H]+,,2,3269;3274,324.22981,720608.8,702325.75,864857.7,1513872.6,1163129.4,914300.25,
3421,325.2370927678019,6.8443947,,,,212,216,[M+H]+,,2,3421;3420,324.22989,130171.375,137554.3,173230.3,350538.1,350811.8,330612.38,
4095,325.3097199420099,7.4046903,,,,249,,,,,,,420714.72,547167.6,537757.1,580701.2,358706.53,349773.56,
4980,325.3461146590409,7.9563293,,,,244,,,,,,,533805.7,1422826.9,1256968.9,1507597.2,549147.3,550495.9,
5336,326.3413354609297,8.156344,,,,,,,,,,,281254.1,700279.4,249806.9,650108.3,345898.84,306566.03,
2710,326.37770726379586,5.9948297,,,,,,,,,,,0,0,0,0,163615.47,456161.9,
3325,327.20114765498005,6.7425466,,,,,,,,,,,596001.06,357119.16,537269.6,345590.72,242504.84,257131.8,
4433,327.26779820754956,7.6547914,,,,11,261,[2M-2H2O+K]+,,2,4407;4433,162.16358,698712.06,1006405.56,869993.44,864232.4,745795.3,515733.53,
4358,328.3206371362673,7.6032615,,,,,,,,,,,212112.23,226945.33,289178.1,463242.72,181681.84,268578.47,
2050,329.1743189806905,5.371166,,,,10,,,,,,,2521118.0,2281233.5,2497843.0,2382676.0,1746718.2,2097835.2,
1700,329.2107069753998,5.1652336,,,,113,,,,,,,728571.6,642787.2,701436.94,647903.7,512710.9,679302.8,
1636,329.3159675087992,5.1222982,,,,,,,,,,,0,0,0,0,115811.26,492293.5,
1846,330.2788041633877,5.2535954,,,,,,,,,,,0,0,0,0,831271.25,462967.53,
2341,330.27880545027085,5.6081643,,,,,,,,,,,983217.2,408655.12,602721.56,1194107.2,0,0,
2548,330.29981122867434,5.827778,,,,201,,,,,,,1533343.8,2681554.8,1059681.2,1483472.1,0,0,
2651,330.2998472484255,5.8748884,,,,,,,,,,,1202690.8,971032.94,1410487.6,740587.3,0,0,
2157,330.29986179541345,5.449792,,,,,,,,,,,0,0,0,0,1283888.4,1516596.5,
2796,330.68546337416893,6.0881143,,,,168,,,,,,,497136.44,491255.88,408022.1,420148.28,266784.03,254603.86,
2683,330.6854698854022,5.973412,,,,19,,,,,,,369603.53,359723.84,318026.3,323797.28,143180.58,105703.76,
1120,331.1535271885658,4.7756696,,,,147,,,,,,,991742.4,922556.6,974516.06,998976.7,861538.56,930509.5,
3806,331.22405772068345,7.1763535,,,,148,239,[M+Na]+,,3,3813;3806;3785,308.23483,3456070.8,4436054.5,5632648.5,9710479.0,4570513.5,4014433.8,
5437,331.2241091496588,8.209169,,,,210,306,[M+Na]+,,3,5432;5445;5437,308.23483,6888.352,106298.83,11362.007,150432.78,101968.94,28518.863,
4023,331.22437559387544,7.358303,,,,198,246,[M+Na]+,,2,4023;4024,308.23497,123139.0,214510.98,258801.23,430461.3,263859.8,213965.47,
5099,331.2627966433505,8.003445,,,,,,,,,,,24334.883,187368.16,139112.02,223871.28,268808.34,521479.47,
5826,331.26289841779777,8.542792,,,,,,,,,,,67919.46,88403.81,105819.86,84390.82,327336.5,321937.3,
4062,331.28390852874423,7.3982587,,,,,,,,,,,272560.62,411272.88,157970.67,466162.06,287446.75,229043.42,
2909,331.6932374415642,6.2930546,,,,,,,,,,,8583359.0,8155485.5,6984912.5,7520070.0,5291419.5,4845355.5,
2611,332.13889705676127,5.899544,,,,,,,,,,,13993.262,15881.879,4460.874,72636.6,44544.35,391224.3,
6164,332.25793354602143,8.923083,,,,,,,,,,,0,32816.156,0,0,1179537.6,1501832.8,
4223,332.2580148216852,7.482992,,,,,,,,,,,84063.1,164536.52,263388.22,253484.1,1119278.4,1059799.8,
2473,332.33070174075704,5.76153,,,,,,,,,,,0,0,0,0,544849.0,1295916.8,
3558,333.2398366588124,6.9896164,,,,42,226,[M+Na]+,,2,3558;3564,310.25055,191937.11,218742.8,314117.34,449696.3,165797.67,202006.3,
4148,333.2407945040614,7.4388027,,,,234,,,,,,,733602.9,1806156.6,1087402.6,3224785.2,4758502.0,2053852.9,
3679,333.24203879691663,7.081836,,,,143,,,,,,,997173.56,1210172.1,1198860.6,1346408.1,1109811.6,1091813.2,
6208,333.24205799577743,8.937136,,,,125,,,,,,,77563.484,202502.0,121315.13,127447.05,2994237.5,3877553.2,
2331,333.69074998347963,5.6038136,,,,194,,,,,,,649760.9,579223.1,625996.6,715300.3,214389.31,141996.58,
989,335.14819452077603,4.666439,,,,252,,,,,,,790331.3,755592.56,786169.1,778965.2,640136.8,735238.5,
1186,335.16361671898943,4.8036823,,,,147,,,,,,,1088770.8,1018184.5,1134264.5,1097846.0,977282.44,985926.4,
2161,335.21914880035234,5.452833,,,,85,139,[M+Na]+,,3,2161;2158;2160,312.22981,790901.44,673343.56,688686.94,455675.2,393290.44,329797.12,
1955,335.21985465873337,5.315747,,,,220,122,[M+Na]+,,2,1954;1955,312.23019,423227.8,270021.25,314032.9,303846.06,131251.03,179551.39,
5427,336.2892823965751,8.20821,,,,210,,,,,,,381681.6,548815.06,528968.75,857368.94,495088.66,343797.38,
3596,336.31055804828276,7.0114098,,,,,,,,,,,105208.74,161265.45,121535.31,201670.47,690102.94,555847.44,
3568,336.3256830739574,6.9961886,,,,,,,,,,,301157.25,223389.95,152862.33,150691.22,225550.72,1138943.8,
5026,336.3257487342376,7.9872684,,,,,,,,,,,213162.39,454927.84,135382.7,252713.28,323011.5,72446.96,
3288,337.10672850343644,6.7253675,,,,,,,,,,,10619.59,3211.2126,0,82357.34,47803.63,472026.2,
1134,337.1428651112014,4.777956,,,,147,,,,,,,2584556.2,2435431.2,2598612.0,2536397.8,2245194.8,2417856.0,
2355,337.2346255941737,5.6190686,,,,194,154,[M+Na]+,,2,2356;2355,314.24543,665940.06,561768.25,623594.3,482210.34,181240.44,192375.31,
6464,337.27320826376507,9.584641,,,,,,,,,,,0,0,0,3583.2422,426523.78,805942.7,
2722,337.2732236579324,5.9350834,,,,,,,,,,,549426.4,276799.8,326554.25,840743.0,55150.812,13639.091,
3783,337.2733167671229,7.155047,,,,148,,,,,,,785417.94,777289.5,990980.7,1072275.1,613751.4,483061.47,
3261,337.2733522201526,6.674959,,,,,,,,,,,594044.94,474965.5,468283.1,2060468.1,222799.03,175729.83,
3669,337.27336598178124,7.0701013,,,,41,,,,,,,305714.9,302524.72,410537.4,508872.25,236374.06,286213.66,
3072,337.27336943159014,6.5710115,,,,,,,,,,,1489771.5,230094.8,1769472.8,747548.44,0,0,
3196,337.2733709638661,6.6298256,,,,,,,,,,,520352.75,1191964.2,277347.4,776310.06,228804.53,0,
4196,337.3206842569734,7.4566154,,,,234,,,,,,,160655.4,246786.2,225165.3,353481.16,371319.16,360115.84,
5731,338.3050307760094,8.478062,,,,,,,,,,,200125.69,249701.48,415057.66,539343.3,328986.56,202015.56,
5540,338.3413622903816,8.311826,,,,238,311,[M+NH4]+,,2,5540;5539,320.3076,1.760375E7,3.3140206E7,1.2570723E7,1.6903588E7,1.308786E7,8020996.0,
2987,338.7011617096593,6.4172783,,,,16,,,,,,,2488036.5,2309390.0,2040808.2,2152325.5,1436491.8,1337584.6,
4783,339.1221701102909,7.815352,,,,24,,,,,,,96633.89,242550.25,249765.33,885605.3,834379.56,1366522.2,
4705,339.1222583607835,7.762762,,,,1,,,,,,,67148.74,128057.22,128550.91,549622.56,310788.56,1024200.75,
3008,339.1224272502311,6.48798,,,,153,,,,,,,295087.2,124047.86,77725.9,193341.81,141063.52,1414875.5,
375,339.15250702524185,2.8537166,,,,161,15,[M+Na]+,,2,375;374,316.16329,971326.75,1079069.4,1134023.9,1694965.1,784233.3,243144.8,
1130,339.15863281559837,4.777215,,,,147,,,,,,,3403940.0,3239087.2,3537610.5,3346686.5,2948870.8,2744384.0,
645,339.15879915845596,4.132696,,,,195,,,,,,,2.2615338E7,2.0571282E7,2.4000746E7,2.1800994E7,1.702872E7,2.1995448E7,
3397,339.25282582377287,6.8183064,,,,,,,,,,,41375.28,61154.316,49306.547,55169.223,441335.75,652758.06,
6888,339.3252801400524,10.867921,,,,141,,,,,,,40175.195,126559.82,234836.3,280315.75,7312.5757,3645.87,
4423,339.32544883628674,7.650881,,,,11,,,,,,,3.3220064E7,3.8515932E7,3.9377384E7,3.945257E7,2.1701666E7,2.0029448E7,
3430,339.3255881072178,6.8607154,,,,108,,,,,,,258067.31,333215.1,314594.88,436078.78,725261.25,782805.94,
5915,340.35717082180827,8.658962,,,,227,,,,,,,191915.6,520832.8,304441.8,253707.69,947656.4,1167277.1,
3109,340.39346240999424,6.57054,,,,,,,,,,,0,0,0,0,647376.0,873023.56,
4776,341.13789978499085,7.812219,,,,24,,,,,,,416316.72,674968.75,587014.56,2487122.0,2146527.2,3784435.2,
5601,341.2430503398098,8.367211,,,,27,,,,,,,102391.31,94757.67,121432.67,272901.9,537528.06,1123431.6,
2099,341.24309313304946,5.40276,,,,5,,,,,,,9147528.0,7702124.5,1.1036845E7,1.0008053E7,1.0672099E7,1.8944354E7,
6038,341.24354399921697,8.739722,,,,,,,,,,,3488.5417,0,12313.568,29924.998,309174.1,504565.62,
3253,341.26601132649586,6.706854,,,,89,204,[M+Na]+,,2,3259;3253,318.27673,628574.4,653233.56,710069.8,608492.0,320996.4,250575.84,
3585,341.26603174877806,7.0096784,,,,42,229,[M+Na]+,,2,3585;3586,318.27673,423124.78,549422.5,418832.94,612938.7,537564.1,401391.75,
1136,343.1534027585728,4.778729,,,,147,,,,,,,970872.2,859579.2,935194.1,914320.4,850318.06,935666.3,
943,343.1534766615094,4.622124,,,,36,,,,,,,1028934.6,895021.6,1039043.56,926193.1,804749.94,1014480.75,
2965,343.1537129666722,6.373539,,,,31,183,[M+H]+,,1,2963,342.14642,54752.65,76058.04,75079.7,61402.844,380321.1,400253.38,
1191,343.18990586834025,4.805285,,,,147,,,,,,,707692.4,838050.6,961404.4,914743.25,849563.06,620097.9,
1406,343.2950616776878,4.960004,,,,,,,,,,,520638.03,310907.94,321705.47,298059.2,321615.66,893840.94,
4985,343.35673830813744,7.9579597,,,,244,,,,,,,2115232.5,5388627.0,4800331.5,5752707.5,2126680.0,2137773.2,
369,344.2277181652157,2.7754898,,,,,,,,,,,134993.17,135761.78,109159.22,136231.39,291324.56,389971.7,
2819,344.2792009718227,6.108906,,,,,,,,,,,107323.7,135612.42,142193.62,223171.66,422996.62,356775.03,
2214,344.3156237742213,5.515563,,,,,,,,,,,0,0,0,0,444863.6,359041.9,
4551,346.3311371699988,7.7001877,,,,,,,,,,,424550.94,777930.3,498308.12,477745.22,1169653.8,1064401.0,
5262,346.331140540477,8.140518,,,,176,,,,,,,383014.9,1815820.4,521931.97,655527.25,2164804.2,1405282.8,
2952,346.3311863140939,6.36579,,,,,,,,,,,1639036.4,941862.8,1075209.2,793231.25,496934.28,475188.66,
2813,346.33120052948874,6.0176873,,,,,,,,,,,9440433.0,9688935.0,9075358.0,7488399.5,852021.5,429825.6,
2249,346.33122090873877,5.5808816,,,,,,,,,,,27282.791,305614.25,185253.19,14167.729,8771401.0,6899628.0,
714,347.1632333896619,4.2713113,,,,,,,,,,,120068.41,110962.44,80532.34,136748.14,75404.1,20257.934,
2002,347.163802418273,5.3504276,,,,10,,,,,,,1532113.8,1361022.1,1550234.0,1440409.0,1216156.0,1451793.6,
3602,347.21905359820767,7.0171065,,,,42,231,[M+Na]+,,2,3602;3612,324.22977,99316.59,96225.99,140727.3,277316.84,163204.78,97372.72,
3269,347.21908282277565,6.7181296,,,,26,205,[M+Na]+,,2,3269;3274,324.22981,446586.12,497498.9,566424.75,1031968.1,417128.6,318318.75,
3420,347.2191764646595,6.844431,,,,212,216,[M+Na]+,,2,3421;3420,324.22989,304345.4,338284.7,378897.72,756886.3,328476.38,265248.53,
3165,347.2191880943924,6.5983295,,,,221,199,[M+Na]+,,2,3151;3165,324.22981,129850.32,147980.53,124704.35,203208.28,115296.64,125172.22,
4767,347.25766607848067,7.805907,,,,24,,,,,,,2028698.5,2654558.8,2689157.5,3016168.8,1543299.5,1015040.94,
4203,347.25779148379246,7.4606247,,,,234,251,[M+H]+,,2,4199;4203,346.25048,275469.06,468754.12,558453.6,953414.75,1042615.5,684972.4,
4382,347.31527978733305,7.619175,,,,224,259,[M+H]+,,2,4381;4382,346.30808,271927.03,376251.4,337752.72,456529.34,957637.25,847616.2,
1927,349.17956167881135,5.2969565,,,,220,,,,,,,396200.5,401188.94,563697.44,587231.44,564959.44,718900.94,
4167,349.23461857692547,7.4461656,,,,234,,,,,,,22117.13,62339.098,62422.65,146469.44,178939.06,374719.3,
3036,349.2347473304256,6.4941173,,,,190,188,[M+Na]+,,2,3036;3030,326.24543,970736.8,1082869.5,1174657.9,2071396.9,598003.44,590757.9,
2815,349.234757792324,6.108906,,,,120,176,[M+Na]+,,2,2816;2815,326.24544,189495.78,187722.75,182774.72,262234.8,144675.02,154944.58,
3598,349.23476725048346,7.016266,,,,42,232,[M+Na]+,,3,3619;3598;3604,326.24543,94476.56,106754.37,145151.06,313127.66,148423.6,250258.33,
5138,349.3460834272046,8.091636,,,,20,,,,,,,253166.38,601434.94,329805.38,561118.06,227211.98,206693.34,
1758,351.19506918231053,5.2141814,,,,220,,,,,,,447709.97,389952.12,469693.38,440895.53,477010.84,670150.0,
2697,351.252538064361,5.97673,,,,,,,,,,,332933.84,301042.75,243653.62,385800.97,579667.75,703514.1,
607,352.19644609372546,4.0062833,,,,,,,,,,,103055.08,131667.8,108597.13,139958.28,396599.03,363199.97,
3793,352.3206305863203,7.1501775,,,,,,,,,,,354503.8,389056.47,308355.03,227208.4,312453.1,909814.94,
6049,352.338920404492,8.759416,,,,,,,,,,,476110.3,661477.2,487622.44,570702.6,7195819.0,7529007.5,
5116,352.3389625380593,8.060525,,,,,,,,,,,29682.629,1260378.4,118767.31,1062353.9,45477.156,20602.945,
4963,352.338998610881,7.9736676,,,,,,,,,,,53538.656,205141.4,418475.62,225634.64,122878.84,51503.62,
5476,352.3390292337454,8.245084,,,,,,,,,,,609600.75,992683.8,601833.7,896350.8,191307.47,44737.25,
6260,352.33906018788997,8.982005,,,,,,,,,,,488303.03,738318.4,524511.5,598273.06,2434145.8,2483256.5,
5655,352.3391358422095,8.461827,,,,,,,,,,,3995304.5,3867143.5,482106.1,1486749.5,919746.94,452326.8,
5828,352.3391681148681,8.558585,,,,,,,,,,,1725199.0,353016.6,3508146.8,2452619.5,2372737.2,2062970.9,
1189,353.1741948965701,4.8044586,,,,147,,,,,,,655209.4,487551.38,666430.06,657352.5,584466.3,454973.44,
678,353.17434513967373,4.1664786,,,,14,,,,,,,91668.33,87671.02,118815.26,122299.47,107715.836,88858.78,
2600,353.2681919538418,5.883618,,,,22,,,,,,,945091.4,912486.2,1040564.75,1155590.5,1445414.1,1969649.4,
4869,353.34115747732653,7.881445,,,,167,,,,,,,228650.67,1024379.7,802599.8,754001.1,515543.3,311885.12,
4195,354.2998650394813,7.456635,,,,234,,,,,,,258051.86,401165.22,407081.12,887049.1,563030.7,1062755.9,
2500,354.98309242692903,5.7899446,,,,,,,,,,,0,0,0,219247.16,0,23118.166,
843,354.9832045916981,4.543039,,,,,,,,,,,0,0,0,363457.78,0,0,
3417,354.9833388261696,6.844345,,,,,,,,,,,10974.527,53638.76,15661.066,1541973.2,0,100286.664,
6527,355.06944623581325,9.7014265,,,,94,,,,,,,53500.02,170574.03,63699.64,78524.97,425310.88,386617.56,
6222,355.06946565326734,8.948526,,,,,,,,,,,7599.7676,65192.06,24676.443,50943.285,419611.6,326667.72,
6375,355.06946585218003,9.268481,,,,35,,,,,,,62064.023,124420.05,83545.016,92681.94,607668.9,464907.66,
5172,355.069467786511,8.114032,,,,39,,,,,,,306928.34,876074.4,386506.28,521778.5,652595.5,365271.44,
4661,355.0694694759928,7.7223325,,,,1,,,,,,,787626.2,1274149.6,1129793.0,1247188.2,1979141.6,1815223.1,
3850,355.0694800867684,7.2140446,,,,209,,,,,,,79931.47,147140.33,121922.93,153842.33,275100.94,319466.7,
5674,355.0695751428345,8.4289665,,,,230,,,,,,,373722.62,621122.3,427315.88,596911.4,938315.06,658821.06,
2502,355.1170923837152,5.794028,,,,,,,,,,,0,0,0,0,0,313038.44,
3100,355.11739888956265,6.555134,,,,,,,,,,,28986.89,0,0,32403.283,133206.61,1127345.5,
1067,355.15329301678986,4.7307205,,,,252,,,,,,,665522.56,712710.44,689356.5,680401.8,422244.22,539927.2,
1235,355.18993359247503,4.840218,,,,110,,,,,,,1098188.5,925614.5,1121761.4,1111028.9,1178080.1,1523994.1,
853,355.19015676912613,4.548883,,,,99,,,,,,,76285.625,79302.984,109872.734,146715.5,201956.3,160172.03,
3133,355.2475361638147,6.5865865,,,,221,198,[M+H]+,,1,3137,354.24026,245383.3,288263.47,426756.97,474320.6,513186.97,240680.03,
3667,355.2830352673487,7.069277,,,,41,,,,,,,541330.25,544905.06,701102.6,754362.44,455395.28,360687.38,
3781,355.28342876002847,7.154265,,,,148,,,,,,,1614978.2,1687151.4,2053788.6,2105457.5,1260653.9,987475.9,
4185,355.3203014088336,7.4526615,,,,234,,,,,,,203833.89,335960.97,299505.8,474950.72,710722.1,729705.56,
5182,356.06923771477597,8.113276,,,,39,301,[M+H]+,,2,5182;5175,355.06264,65585.625,166549.08,79137.02,137859.78,140954.47,83101.414,
5671,356.0694023727319,8.427318,,,,230,316,[M+H]+,,2,5671;5675,355.06279,83726.66,153375.33,94019.945,154700.28,249011.92,162917.25,
606,357.15181295849857,4.008704,,,,,,,,,,,375591.4,409351.53,350743.4,391253.7,195511.94,177007.77,
919,357.16911723578943,4.5885797,,,,99,,,,,,,1651889.5,1558359.2,1665254.9,1544363.0,1204806.0,1352870.5,
639,357.1692082755894,4.131912,,,,195,,,,,,,1110214.1,967660.94,1138924.8,1045489.8,776002.8,1041529.3,
1382,357.16929272261746,4.928622,,,,129,,,,,,,470919.0,454741.62,497696.28,486782.6,734506.1,857110.44,
2011,357.1693155942481,5.3527455,,,,10,130,[M-H2O+H]+,,3,2011;1999;2008,374.17266,1097475.1,1044149.3,1110634.5,1060075.1,934691.25,1090502.2,
1322,357.2055662529668,4.8888264,,,,129,,,,,,,856437.7,798920.0,859727.06,747391.5,850102.25,1222667.0,
4430,357.3358372499997,7.651712,,,,11,,,,,,,2105873.2,2423478.0,2479703.8,2496709.2,1236307.1,1185086.2,
2619,358.33106179561923,5.916649,,,,,,,,,,,0,0,0,0,3558003.0,3571782.2,
3018,358.33124204601665,6.4733305,,,,,,,,,,,8314691.0,7654784.5,7218985.0,5848391.5,0,0,
1133,359.14838890530496,4.7779374,,,,147,,,,,,,3263397.2,3060522.5,3285615.5,3272670.5,2843455.8,3030720.5,
2033,359.2212053704004,5.3612213,,,,10,133,[2M+Na]+,,2,2045;2033,168.11545,789085.6,770264.56,885706.7,873690.06,560680.3,632777.2,
1782,359.2212415850192,5.2197347,,,,220,,,,,,,3034831.5,2676198.5,2924340.8,2872827.5,2900178.8,3649624.2,
778,359.2212962835193,4.443021,,,,115,,,,,,,228121.94,212906.61,284444.2,222119.23,226691.83,258861.81,
623,359.22133802592407,4.08361,,,,53,,,,,,,494461.78,565201.4,428718.94,337105.22,535738.3,512947.47,
1413,359.253552675061,4.9551263,,,,30,78,[M+H]+,,2,1414;1413,358.24626,2115830.2,1713775.1,2337831.5,1822017.5,1641816.0,2480082.0,
109,360.14955047945483,0.4662342,,,,,,,,,,,36012.113,17560.305,74742.42,84570.78,293139.12,240245.22,
5102,360.32571611071876,8.059066,,,,226,,,,,,,449755.94,1068813.0,682207.0,1265125.6,510049.16,575721.6,
16,362.92582118315573,0.33182403,,,,,,,,,,,70328.85,89316.4,74338.664,72326.195,218652.16,237064.06,
6751,362.92582473998607,10.301049,,,,,,,,,,,0,0,0,0,49663.55,96311.53,
174,363.18860294924434,0.85300046,,,,,,,,,,,126948.48,98955.48,78744.99,52587.723,10100.261,62746.742,
198,363.18867195977856,0.9261444,,,,,,,,,,,242232.08,98955.48,70224.016,344306.72,22694.008,65005.82,
5430,363.2501743943989,8.20836,,,,210,,,,,,,243013.55,779346.5,372628.1,1026921.25,774631.9,344456.03,
3413,363.2526430342454,6.8307767,,,,179,,,,,,,108445.61,118847.93,158008.27,234161.56,282305.25,228649.69,
3615,363.31027293643007,7.018791,,,,42,233,[M+H]+,,3,3615;3617;3613,362.30296,316754.06,403187.28,291567.06,392147.56,906611.56,833334.7,
3281,363.31029930128017,6.7205415,,,,26,206,[M+H]+,,3,3277;3278;3281,362.30297,391335.72,355343.88,482903.5,364402.2,624918.25,622070.6,
4376,364.3417740380526,7.616814,,,,,,,,,,,151336.03,259891.34,228528.4,279924.8,835542.3,778623.4,
67,365.1049189092701,0.37670493,,,,33,8,[M+Na]+,,2,67;63,342.11566,3722066.5,2307764.2,5179134.0,5103260.0,3539493.5,3250555.5,
2963,365.13562254131733,6.3707657,,,,31,183,[M+Na]+,,2,2963;2965,342.14642,667202.06,816425.94,764796.44,635567.6,920817.7,854265.94,
1998,365.17439809852385,5.3481517,,,,10,,,,,,,3060539.5,2653592.0,3057338.5,2846150.0,2392357.5,2924982.8,
5416,365.31990118744096,8.200966,,,,6,,,,,,,200781.94,936848.75,419255.75,850922.2,1556457.0,720397.75,
3968,365.3199650387092,7.326776,,,,182,245,[2M+H]+,,2,3985;3968,182.15642,126077.71,175011.66,179737.0,366208.6,325142.3,315644.9,
