row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,2024_NEG_CC-Nam_2_Run45.mzML Peak area,2024_NEG_CC_2_Run48.mzML Peak area,2024_NEG_CC-Nam_1_Run33.mzML Peak area,2024_NEG_CC_3_Run62.mzML Peak area,2024_NEG_CC_1_Run21.mzML Peak area,2024_NEG_CC-Nam_3_Run68.mzML Peak area,Unnamed: 19
65,421.0055692145054,3.8610067000000003,,,,,,,,,,,425004.97,480279.0,571800.25,452269.94,512986.97,482505.47,
50,421.0055822770593,3.4121742,,,,,,,,,,,3099122.2,2830852.0,2907648.2,2806243.8,3235767.2,2943560.0,
69,421.18665064898875,4.151936,,,,,,,,,,,867417.2,804098.2,958261.1,977752.5,1159734.9,1782893.8,
232,421.2264333461226,7.2169,,,,60.0,,,,,,,1426306.1,1348720.8,1419185.2,1459535.8,1746980.5,1459665.5,
82,422.9767838972069,4.559179,,,,16.0,,,,,,,755502.06,751914.5,741256.8,766555.3,861216.7,739097.0,
108,424.2467589709858,5.158625,,,,,,,,,,,81503.29,87859.62,94018.86,134665.64,162407.5,139571.72,
112,424.24680675174693,5.2087235,,,,,,,,,,,65070.17,83637.05,82433.27,161953.9,174595.0,120249.04,
117,424.2468406857493,5.553636599999999,,,,,,,,,,,394970.53,500993.0,455375.25,756293.56,804076.6,700296.8,
125,424.24685357573935,5.6625595,,,,,,,,,,,1714608.9,2058347.2,1795615.4,3118588.8,3059949.2,2733305.2,
99,426.96779224686816,4.9753537,,,,38.0,,,,,,,7801170.0,10561936.0,9125583.0,9637257.0,10754062.0,8554769.0,
59,426.99247391833677,3.6186917000000003,,,,,,,,,,,333153.84,312807.34,318507.53,313388.1,365205.97,340837.03,
100,428.96241604889417,4.976675,,,,38.0,,,,,,,304022.66,396905.7,337221.1,366830.4,403793.75,325251.34,
262,430.31721715634217,7.442158,,,,,,,,,,,187846.88,269242.6,140648.98,276016.75,272284.72,236483.2,
270,430.3172237161932,7.5201497,,,,,,,,,,,157814.06,239915.45,257425.98,319809.8,476947.94,399507.78,
71,447.02127496115713,4.211393,,,,,,,,,,,341451.97,316512.9,321235.28,332371.66,339719.78,309849.94,
260,447.307470470729,7.4567619999999994,,,,,,,,,,,90583.555,111865.5,110383.95,174851.34,169792.36,130752.22,
271,447.3074728192543,7.527786,,,,,,,,,,,147951.23,214176.55,254974.38,308145.88,421367.6,415426.1,
140,452.2781727142448,6.238339,,,,,,,,,,,3525802.5,3698379.8,3960167.5,5394294.0,5552533.5,5566262.5,
137,452.2781740162718,6.128507599999999,,,,,,,,,,,596265.25,628842.3,707480.7,912900.4,930154.94,998814.7,
514,452.92262049287484,10.276439,,,,0.0,,,,,,,181182.69,159320.69,160875.16,149829.62,170887.42,125208.875,
5,452.9226686706074,0.33444116,,,,7.0,,,,,,,575659.25,584415.06,411837.22,660201.6,661190.7,568065.6,
284,455.2105494106502,7.681366000000001,,,,25.0,,,,,,,323677.75,546547.8,381772.78,801581.94,1022370.25,798763.9,
462,465.2676074104905,9.009631,,,,37.0,,,,,,,734908.6,692886.8,703612.06,640698.25,799605.2,619177.7,
23,467.14204269454376,0.38001105,,,,30.0,,,,,,,888828.56,939862.0,537011.2,876873.7,935687.5,868436.6,
477,467.2832599359797,9.436946,,,,,,,,,,,382053.62,285434.88,492733.03,336049.3,772931.6,540584.0,
141,478.29390135941003,6.301336,,,,31.0,,,,,,,1202472.0,1575212.0,1399807.6,2638266.0,3028820.2,2355799.2,
149,478.29390652193,6.406248000000001,,,,59.0,,,,,,,5020031.5,6233555.0,5692740.0,10607851.0,11101540.0,8487895.0,
151,480.29891209690317,6.406248000000001,,,,,,,,,,,188332.25,241661.5,188290.17,375621.4,410062.38,314218.4,
143,480.29891785813413,6.3012843,,,,,,,,,,,37696.35,53516.062000000005,44310.7,92865.33,110371.08,81965.2,
174,480.309542112524,6.709442,,,,17.0,,,,,,,159146.16,170661.86,211880.34,255503.1,286617.2,307681.47,
188,480.3095617540466,6.8256855,,,,18.0,,,,,,,1039709.6,1111156.0,1286654.8,1604569.0,1841383.1,1920848.4,
97,481.0421035033812,4.9230404000000005,,,,49.0,,,,,,,4497560.5,4070791.8,4172483.5,5142831.0,3987698.8,4627694.0,
187,481.3129172338233,6.825962,,,,,,,,,,,240555.12,273035.9,316626.22,376125.8,435096.6,445198.44,
176,481.3129943185058,6.707256299999999,,,,,,,,,,,24257.611,29706.722999999998,49247.39,54680.31,64564.203,67961.44,
103,484.2681193274041,5.032351,,,,13.0,,,,,,,762120.75,797769.3,931694.94,1249536.9,1311657.5,1438897.8,
109,484.2681271992454,5.1427407,,,,43.0,,,,,,,2846678.0,2537889.0,2728010.0,3780737.5,3616339.8,4178841.2,
277,484.36437630392965,7.5960865,,,,36.0,,,,,,,562344.44,590624.4,993299.7,917544.1,1209560.2,1487124.5,
317,485.0687574986403,7.881468300000001,,,,,,,,,,,131120.44,147465.42,202196.27,229652.33,306508.16,313739.28,
76,497.0370937081272,4.44332,,,,,,,,,,,961451.75,917589.7,837354.8,1010404.8,1045720.06,873967.25,
87,497.0371087968374,4.674254400000001,,,,,,,,,,,1504999.5,1395156.0,1445533.0,1874843.0,1315325.6,1527351.5,
420,499.3752827740445,8.63782,,,,,,,,,,,334497.0,437859.8,627267.4,756183.06,902901.0,912821.8,
104,501.2582398511802,5.032351,,,,13.0,,,,,,,165694.1,156216.22,196423.6,254273.72,270422.0,288057.22,
110,501.2582785051876,5.1427407,,,,43.0,,,,,,,566030.25,487320.1,534662.44,743505.94,690669.44,798132.25,
476,501.3545121010946,9.418563,,,,,,,,,,,47718.977,44429.785,43256.01,48119.17,66738.61,39390.348,
276,501.35464290839036,7.594703699999999,,,,36.0,,,,,,,1302648.0,1496521.6,2609522.0,2334772.8,2889139.2,3897029.2,
201,506.3251803907448,6.9541509999999995,,,,,,,,,,,159919.22,155509.84,184223.67,330003.3,350362.84,310622.4,
160,506.3251907506689,6.56389,,,,,,,,,,,33262.33,42075.996,53238.85,93380.98,93383.7,88171.16,
192,506.3252003087028,6.8442664,,,,,,,,,,,22971.542999999998,29290.664,31839.832000000002,67937.4,73450.65,65582.08,
118,512.2994166828212,5.6017013,,,,,,,,,,,83411.2,76161.95,97876.414,122300.74,128773.26,133791.27,
126,512.2994482538423,5.712681,,,,,,,,,,,389648.2,375007.28,412094.12,535724.9,519598.2,626565.2,
354,512.3956845456033,8.078822,,,,23.0,,,,,,,260203.17,219883.14,404724.28,325990.62,432822.66,531464.75,
170,520.3045400439383,6.680235400000001,,,,9.0,,,,,,,117451.98,116308.875,170192.75,434940.44,619270.9,408336.78,
508,520.9102245732266,10.273547,,,,0.0,,,,,,,103581.8,93001.99,90188.28,86445.55,97404.24,70057.16,
6,520.9102818402422,0.33444116,,,,7.0,,,,,,,424059.66,463503.2,298585.44,495341.94,500453.53,443496.25,
351,529.3859418035844,8.068121000000001,,,,23.0,,,,,,,722172.06,752821.75,1534237.4,1209784.9,1635350.4,2188665.2,
139,540.3308008782845,6.186098599999999,,,,,,,,,,,136530.39,98026.41,133670.94,145578.94,141203.97,187930.78,
142,540.330855462698,6.301336,,,,31.0,,,,,,,901789.75,768470.1,916115.0,1034304.5,962392.06,1298031.4,
98,544.0379579930323,4.92471,,,,49.0,,,,,,,1904151.2,1655809.9,1724856.9,2149699.5,1574437.8,1781617.5,
446,545.4537005792782,8.899516,,,,,,,,,,,1178896.0,1087611.9,1270704.9,1925045.2,1887433.6,1474579.0,
331,556.4219824448082,7.941266499999999,,,,,,,,,,,41943.605,47899.11,152579.52,82268.17,172564.75,253971.67,
472,556.4947987149933,9.312305,,,,12.0,,,,,,,682611.25,760710.94,950206.8,940245.2,1175858.1,986311.06,
80,560.9989942384408,4.5089135,,,,,,,,,,,100983.25,100456.695,29948.924,22223.762000000002,86153.47,60166.863,
55,560.9990384457046,3.5397307999999996,,,,2.0,0.0,[M+H]+,,2.0,55;54,559.99175,3922678.8,3811020.2,3707231.2,3745378.5,4224123.0,3490351.0,
544,560.9990786264881,10.610549,,,,61.0,,,,,,,72582.336,69895.4,71971.01,65125.71,90768.02,63254.316,
129,562.0038471753619,5.831619,,,,,,,,,,,73590.734,56904.168,58162.41,71395.22,59231.617,60643.105,
217,565.2822478982409,7.0738807,,,,40.0,,,,,,,2374574.8,3070236.8,2647481.0,3672834.5,4275468.5,3654894.2,
189,565.2873169079012,6.8259563,,,,18.0,,,,,,,45506.87,40421.87,42804.92,62948.715,63614.79,84957.6,
145,566.3465472585922,6.3658395,,,,,,,,,,,246359.39,244704.3,276046.44,382524.7,405563.7,425844.03,
153,566.3465708848989,6.471623,,,,,,,,,,,1403443.5,1302038.1,1481017.0,2015869.9,2011159.4,2258033.0,
320,567.4016682610243,7.9280740000000005,,,,,,,,,,,278217.9,375720.56,380493.2,402892.1,644376.44,377005.6,
156,573.1293478667043,6.502259,,,,19.0,,,,,,,262995.94,294492.62,295531.53,291222.03,354637.03,367704.84,
168,573.1293716026795,6.678799000000001,,,,9.0,,,,,,,700837.1,713468.5,765805.94,713067.56,941699.8,940759.6,
475,573.4848745883962,9.422999,,,,,,,,,,,59807.94,59993.105,102863.52,72964.734,65062.6,83890.24,
471,573.4849961914102,9.308369,,,,12.0,,,,,,,1125093.2,1153599.8,1512925.8,1560145.2,2120806.0,1628501.0,
305,578.3829176311092,7.8369193,,,,,,,,,,,153332.39,281214.78,164585.69,451221.06,537635.8,289128.66,
54,582.980963183501,3.5370696,,,,2.0,0.0,[M+Na]+,,2.0,55;54,559.99175,730586.75,682728.9,668685.6,655657.0,787449.2,664126.0,
146,583.3365352326012,6.3655534000000005,,,,,,,,,,,37109.117,40772.14,50386.867,61590.41,66194.15,67485.85,
154,583.3366259937291,6.4743557,,,,,,,,,,,242081.44,226656.56,241445.75,344063.2,340255.9,381056.03,
405,583.432989058609,8.510908,,,,58.0,,,,,,,276240.56,339381.62,561461.5,489031.56,606330.1,705623.2,
512,588.8977823884106,10.274994,,,,0.0,,,,,,,69016.64,68378.39,63915.37,47522.773,69614.266,37460.395,
7,588.8978926927753,0.33444116,,,,7.0,,,,,,,358658.6,392047.75,250901.84,427487.0,440027.72,364467.78,
179,590.119573595232,6.7421690000000005,,,,,,,,,,,396300.8,423334.53,344589.22,358289.6,490574.34,449907.53,
157,590.1196126840116,6.5032697,,,,19.0,,,,,,,551745.44,581986.1,546481.94,543353.6,698235.94,654142.75,
440,591.4381209965402,8.769072,,,,,,,,,,,373453.12,464032.3,479524.75,453577.44,739451.3,517067.3,
70,603.0099632390177,4.174762,,,,,,,,,,,324288.75,308302.4,310570.75,342897.6,387478.75,314193.03,
469,604.4949688656312,9.20953,,,,39.0,,,,,,,874642.6,925126.75,1034091.56,974919.8,1165879.9,1113786.1,
67,605.0258075851016,4.0694056000000005,,,,,,,,,,,710020.0,670023.4,664899.9,738648.9,890392.4,659705.06,
518,606.4143495028542,10.291889999999999,,,,,,,,,,,1069661.0,2085172.5,1444334.0,3214635.0,4827875.0,2187075.5,
455,607.4694827199463,8.962511,,,,,,,,,,,408620.06,557690.94,397012.47,561870.75,694066.5,421164.84,
473,618.5104810808457,9.3662,,,,52.0,,,,,,,1589977.6,2199139.5,1740271.6,2239133.5,2906701.2,2156608.8,
468,621.4849945604486,9.204522,,,,39.0,,,,,,,1563704.0,1529012.5,1946770.8,1690155.2,2462108.0,1969785.1,
215,628.2778657937146,7.070683,,,,40.0,,,,,,,334267.66,399700.44,348023.03,474629.47,541845.3,455892.2,
486,632.5261601749454,9.695283,,,,29.0,,,,,,,709381.0,752782.06,922542.56,901870.6,1273757.9,1135332.1,
183,634.4455599349591,6.7698884,,,,,,,,,,,224686.12,495835.03,215030.3,2177745.5,1081319.0,560400.4,
172,634.4455626367686,6.7128224,,,,,,,,,,,769166.25,1579137.0,1241264.9,649102.44,561584.6,1678831.0,
197,634.4455715185517,6.883335000000001,,,,,,,,,,,30466.092,367107.66,144192.25,741169.1,2215181.0,450498.0,
318,634.4456171791667,7.900396000000001,,,,,,,,,,,7562189.0,9653180.0,8751092.0,14152182.0,17272704.0,12044479.0,
178,635.4489230118678,6.7483580000000005,,,,,,,,,,,6185.276,481375.47,58662.863,798919.9,249874.19,572263.0,
474,635.5007458469778,9.370768,,,,52.0,,,,,,,1760830.1,2225450.5,1967446.5,2079208.9,2906184.5,2018778.5,
95,637.0305408188652,4.7822824,,,,41.0,,,,,,,4761741.0,4042159.5,3907874.5,5572367.5,4013649.8,4903600.5,
205,637.1418609754093,7.013147,,,,28.0,,,,,,,310308.53,303270.38,355715.8,297694.16,378073.94,415905.16,
191,637.1419049171395,6.841511200000001,,,,50.0,,,,,,,804334.6,879505.8,1002473.1,864786.06,1089877.2,1217224.6,
164,637.1419131340792,6.6356015,,,,,,,,,,,582762.7,601160.5,680274.2,607186.3,742697.44,854201.4,
489,646.5418835375855,9.903779,,,,57.0,,,,,,,1744727.4,2371206.0,1969873.4,2447901.5,3339945.8,2473072.5,
389,648.4606580251782,8.385276,,,,,,,,,,,252945.03,327589.84,407020.56,405531.06,443367.1,394619.88,
506,648.4612462888738,10.26084,,,,,,,,,,,177436.84,359858.78,299526.94,598411.5,1655254.9,268695.66,
485,649.5163588666468,9.693782,,,,29.0,,,,,,,508921.47,539713.06,795325.7,762257.25,1325754.4,870039.94,
373,650.5002027458382,8.281707,,,,,,,,,,,57733.195,66065.734,175182.95,148996.69,374424.53,403918.62,
426,651.4955638729149,8.732932,,,,10.0,,,,,,,416503.38,458840.16,468463.25,494360.16,607114.94,865131.4,
355,652.5160052150914,8.079747,,,,,,,,,,,198761.5,153865.92,226847.16,212090.19,322104.06,354667.0,
402,652.5163282535242,8.482068,,,,,,,,,,,90687.54,74929.375,126687.67,137143.22,184652.77,179211.88,
105,653.0254032335475,5.04145,,,,,,,,,,,66489.15,58481.97,60167.89,78698.12,54784.625,66285.7,
85,653.025482935133,4.572423000000001,,,,34.0,,,,,,,663140.56,624998.6,588932.44,842026.56,551684.56,758554.06,
207,654.132092967021,7.015732000000001,,,,28.0,,,,,,,477235.38,417368.72,392031.28,394387.34,494623.3,471104.25,
162,654.1321197762562,6.6167026,,,,26.0,,,,,,,458590.8,503467.03,427037.62,456634.3,581853.06,543026.1,
186,654.1321371616708,6.8206162,,,,50.0,,,,,,,1825916.1,1920280.2,1689858.5,1705146.6,2064544.8,2062302.2,
423,655.5634268025195,8.679671,,,,,,,,,,,2016537.8,2980280.8,3036561.2,4364645.5,5740539.5,4157650.8,
3,656.8853564140727,0.33264765,,,,,,,,,,,226682.31,231489.42,146544.12,271044.44,294596.12,249623.98,
519,660.4612607673768,10.293738000000001,,,,,,,,,,,156183.55,355051.9,202551.17,634573.6,1012343.6,369458.03,
356,660.4613179339043,8.098374,,,,,,,,,,,2596264.8,4180439.0,3099641.8,5830251.0,6925559.0,3975241.2,
516,661.4649271132954,10.286249,,,,,,,,,,,5138.1953,75774.53,0.0,143267.97,338493.34,52340.055,
482,662.4766193468116,9.499158,,,,,,,,,,,159185.81,120076.7,148352.45,142361.53,850454.4,100871.836,
461,662.4767066915117,9.0059595,,,,,,,,,,,69821.18,193675.34,100657.14,152641.75,190316.08,104511.92,
504,662.4768811287955,10.23997,,,,,,,,,,,310688.44,600198.94,488025.3,1793104.1,2839854.0,579696.7,
490,663.5321163409244,9.906375,,,,57.0,,,,,,,781982.6,989504.7,896082.4,1046262.3,1717784.8,1003227.8,
406,665.4748384933376,8.485939,,,,58.0,,,,,,,270096.53,307513.88,98499.29,90336.664,118517.43,111616.0,
398,665.4749405471548,8.435864,,,,,,,,,,,278478.62,315234.78,451660.16,430254.75,560801.0,639348.25,
488,666.6044804535733,9.805327,,,,11.0,,,,,,,490262.28,551415.06,648561.56,759469.8,1034950.25,794672.9,
395,667.4895597158848,8.399682,,,,21.0,,,,,,,109358.06,130336.23,89821.5,237981.03,140776.92,169669.19,
386,667.4906252790813,8.274569999999999,,,,42.0,,,,,,,787438.0,913566.8,1128352.9,966859.6,1188587.5,1351744.1,
422,667.4904167714078,8.671874,,,,,,,,,,,244163.83,26995.27,82367.664,95361.625,42845.32,82346.484,
454,667.4905965925515,8.951694999999999,,,,,,,,,,,189241.95,33553.504,126032.875,150272.58,0.0,82642.055,
359,667.4909239615347,8.206031,,,,53.0,,,,,,,163598.45,165385.25,215964.89,208250.97,287403.12,314843.28,
328,668.5110863549095,7.9431076,,,,15.0,,,,,,,208569.06,173843.86,476976.66,257369.77,517202.06,672219.94,
304,668.5112433338224,7.859450999999999,,,,,,,,,,,0.0,0.0,27695.91,29438.342,52516.176,120761.62,
352,669.5060844250448,8.072158,,,,23.0,,,,,,,313275.56,311647.12,456092.12,449642.0,649242.75,721751.6,
403,669.5063525287743,8.483172,,,,,,,,,,,849780.44,840940.1,1388688.6,1372063.6,1815548.1,1898324.8,
517,674.4017037049215,10.28337,,,,,,,,,,,146453.25,324789.34,230835.73,448522.8,647736.8,313954.12,
396,683.4851571712678,8.413072,,,,,,,,,,,133505.53,107201.21,160241.47,205609.45,170900.12,246478.22,
358,683.4854086475493,8.178655000000001,,,,,,,,,,,388579.47,440251.56,629040.3,592989.5,891626.9,957319.0,
382,683.4854442267733,8.294731,,,,1.0,,,,,,,238708.72,304177.78,356629.2,341733.22,476523.2,492132.28,
412,683.5215835378507,8.5888605,,,,,,,,,,,140934.7,169439.0,399296.03,366309.2,432212.72,447699.25,
451,683.5217807487043,8.924094,,,,,,,,,,,191885.23,207491.06,348532.9,395998.4,371122.66,399653.4,
487,683.5944962906882,9.806016,,,,11.0,,,,,,,383171.28,422051.44,605177.5,648173.44,978145.5,653587.1,
323,685.5010594593164,7.9308047,,,,15.0,,,,,,,925821.75,1021663.5,1181799.2,1071591.6,1384855.6,1347387.1,
314,685.5010754119097,7.8574367,,,,,,,,,,,118913.67,118310.266,189154.17,140590.67,196996.38,284259.66,
435,693.5061889598587,8.752504,,,,,,,,,,,470080.0,660783.75,894992.44,785434.06,1649538.6,1302481.2,
264,694.4669092995543,7.436942599999999,,,,46.0,,,,,,,7788259.0,8635586.0,9800158.0,15176437.0,17336508.0,15395499.0,
521,694.4690924901674,10.360639,,,,,,,,,,,13315.117,58941.043,6159.408,116028.77,204268.67,97585.94,
437,694.5093740444295,8.753484,,,,,,,,,,,171138.36,264723.72,346931.94,271715.28,697547.75,560054.8,
434,695.5201565192134,8.749673,,,,,,,,,,,132055.38,218527.86,290606.97,308606.53,571011.0,478006.5,
416,695.5218157638925,8.616721,,,,,,,,,,,349809.06,577640.75,489340.34,677596.1,1005657.6,665142.25,
417,697.5366586180841,8.621196000000001,,,,,,,,,,,371745.12,372323.44,573141.56,529036.4,706354.06,583070.9,
399,697.5374119164012,8.454741499999999,,,,,,,,,,,323295.5,346648.7,434549.06,445378.47,615398.6,651579.7,
442,697.5375648763693,8.81836,,,,,,,,,,,1548569.8,1577013.2,2338583.8,2515630.8,3654560.5,3347030.0,
250,701.1543387669323,7.3269114,,,,6.0,,,,,,,161347.61,165374.25,156526.75,139067.83,192599.95,185793.84,
219,701.1543961809024,7.0862255,,,,24.0,,,,,,,600455.3,594818.6,754090.06,503871.22,633211.5,707076.44,
175,701.1544058748766,6.709442,,,,17.0,,,,,,,357462.84,379687.0,401649.06,414025.75,494174.22,557898.44,
198,701.1544115209152,6.9350333,,,,,,,,,,,981618.94,1087938.4,1266135.2,1153093.6,1460637.8,1585777.8,
312,703.5631751629062,7.8894020000000005,,,,8.0,,,,,,,70549.06,126549.28,69899.44,147436.88,204662.1,80133.1,
340,703.5631777065214,7.9509683,,,,,,,,,,,231630.61,234166.16,69899.44,306740.06,318556.75,240270.77,
367,703.563306108808,8.273672999999999,,,,42.0,,,,,,,606163.2,1413211.8,548710.1,1662352.1,2041118.4,1822616.8,
119,705.3283597713095,5.628923,,,,,,,,,,,246929.6,264946.7,304365.2,327699.4,489167.97,394156.4,
430,709.5012036147895,8.74295,,,,,,,,,,,140349.84,222327.19,261726.81,272709.4,697393.6,420805.62,
397,711.4569345768382,8.414887,,,,,,,,,,,210897.8,289699.66,228744.05,446058.9,418797.16,322334.2,
266,711.456944282565,7.434219000000001,,,,46.0,,,,,,,670464.6,752771.25,782857.44,1987839.0,2306088.8,1969100.1,
427,711.5162548903483,8.734322,,,,10.0,,,,,,,144536.05,156473.5,245312.83,209729.77,340811.53,320680.38,
407,711.516731303635,8.537875999999999,,,,,,,,,,,466643.38,655353.0,842268.06,801634.9,1094673.4,1187504.9,
481,711.6259082858433,9.475404,,,,,,,,,,,250374.62,1023639.94,1140324.6,143445.05,0.0,105950.54,
387,713.532345615482,8.346160000000001,,,,,,,,,,,217405.89,235356.27,472716.9,409271.78,491007.72,899083.6,
513,716.5234754486626,10.28974,,,,,,,,,,,6767.493,549673.5,243136.14,59530.176,0.0,5820.8936,
283,716.5239394221437,7.6741314,,,,,,,,,,,13694.354,11403737.0,12316206.0,126901.13,0.0,0.0,
272,717.5272213609917,7.5448885,,,,,,,,,,,0.0,1728892.9,5381545.5,0.0,0.0,0.0,
425,717.5791329637585,8.723252,,,,,,,,,,,266009.8,883646.2,393699.53,713159.9,1205468.6,509878.3,
177,718.1445348309979,6.719935,,,,,,,,,,,480038.4,511589.5,388045.72,432678.16,480480.12,440996.9,
220,718.1445478410518,7.1041546,,,,24.0,,,,,,,986655.06,944577.1,886862.7,920326.56,1018797.2,1031100.0,
196,718.1446011114914,6.918361,,,,,,,,,,,1971251.6,1988720.1,1833829.5,1797253.2,2079944.8,2085891.9,
345,720.4822015241548,7.970115700000001,,,,,,,,,,,11862.854,6244.365,41321.598,121732.8,80359.63,48284.23,
299,720.4824016948413,7.7980595,,,,,,,,,,,471836.25,565953.06,605904.8,890286.0,601669.75,846582.56,
456,735.5515262778786,8.953412,,,,,,,,,,,6157.23,19590.271,34511.586,41078.19,64852.88,61968.816,
444,735.5532867781712,8.855358,,,,,,,,,,,148386.78,153338.45,210850.81,221369.4,388489.8,321342.38,
523,744.5543618369903,10.404124000000001,,,,,,,,,,,1926256.9,24997.17,1230516.1,0.0,0.0,596579.6,
294,744.5550109139923,7.681242,,,,,,,,,,,1764332.4,0.0,1140875.6,7758.741999999999,0.0,7414923.5,
237,744.5553638336297,7.264977,,,,,,,,,,,9722048.0,4821.8706,5709635.0,0.0,0.0,1584851.2,
234,750.5291846758156,7.1967583,,,,,,,,,,,0.0,5020343.5,4419800.5,55678.727,0.0,0.0,
467,751.5842977211505,9.083917999999999,,,,,,,,,,,24914.033,9553.113000000001,36360.965,25838.979,46816.63,42046.7,
470,751.5843350096434,9.239154,,,,,,,,,,,134870.2,147468.19,267851.47,285917.28,417955.16,362038.75,
443,751.5851118538277,8.822032,,,,,,,,,,,81004.766,102876.125,97828.24,119608.805,179192.11,142600.8,
256,765.1668020015735,7.363637400000001,,,,,,,,,,,237718.25,327568.9,362529.22,251471.95,308910.38,362774.56,
225,765.1668355047583,7.147939,,,,22.0,,,,,,,614513.6,658899.6,1005163.56,569113.25,842092.8,881451.4,
200,765.1668509540657,6.952456,,,,,,,,,,,909510.44,978850.2,1138851.1,1051485.1,1274761.0,1411167.8,
185,765.1669119940234,6.8097367,,,,54.0,,,,,,,125589.52,148000.11,170253.03,137694.28,172986.48,199244.75,
113,779.3651590127629,5.2955955999999995,,,,,,,,,,,379709.94,432716.03,446469.47,565327.4,772023.94,724027.2,
184,782.156953518643,6.8030887,,,,54.0,,,,,,,401523.75,453937.53,356641.88,381696.1,445723.06,436637.75,
204,782.1569835612369,6.991401700000001,,,,,,,,,,,1505690.6,1502992.6,1272641.2,1321836.4,1539943.1,1450116.5,
224,782.1569963666567,7.143165600000001,,,,22.0,,,,,,,1307737.2,1154045.8,1177579.2,1226037.1,1433329.9,1337686.2,
257,782.1570062021879,7.366314,,,,,,,,,,,146787.12,117734.69,100403.04,146332.42,182637.08,112394.195,
77,793.0186124490666,4.491203,,,,4.0,,,,,,,750425.94,643447.2,576252.94,961622.25,598263.5,841758.44,
441,797.5535186723012,8.788568,,,,,,,,,,,342292.06,438320.84,421908.34,474782.56,625299.4,410797.66,
60,811.0291431098758,3.616389,,,,32.0,,,,,,,376230.66,313384.12,321532.97,323123.25,370601.94,335453.7,
259,829.1793150053622,7.3998694,,,,,,,,,,,329405.06,332707.75,513026.25,217189.1,359697.16,485912.12,
214,829.1793161626582,7.057882000000001,,,,,,,,,,,542334.5,697226.44,756194.5,516600.7,560772.94,711456.44,
229,829.1793365818297,7.2333508,,,,,,,,,,,338043.4,810228.7,979259.3,601849.06,712441.4,836336.94,
212,846.1693235632808,7.052372500000001,,,,51.0,,,,,,,1279879.4,1181344.4,995488.9,1034757.06,1345833.6,1321478.8,
228,846.1693532015926,7.197756299999999,,,,55.0,,,,,,,1082085.1,1027176.0,1023373.6,1102724.8,1189718.9,1138486.0,
194,846.1693710387183,6.895703,,,,,,,,,,,234593.7,259154.84,211625.31,210270.86,264970.97,235195.33,
258,846.1694198130302,7.398600999999999,,,,,,,,,,,194696.1,171629.27,148780.81,204489.31,240288.77,179794.77,
465,856.6885012573074,9.023566,,,,,,,,,,,1099683.0,1042322.06,1514594.1,1384980.5,601245.1,713871.5,
466,873.678650997088,9.065354,,,,,,,,,,,1126898.6,923472.4,1422366.1,1279657.4,1609922.9,1255421.6,
265,893.1917275585205,7.4445853,,,,,,,,,,,407896.06,463943.2,485844.0,394202.44,486137.25,532867.6,
238,893.1917715014183,7.276082499999999,,,,,,,,,,,911253.8,949905.25,1014570.9,798476.25,959961.4,982498.56,
221,893.1917901236594,7.1057262,,,,24.0,,,,,,,328995.72,359201.22,470036.38,329077.0,406572.78,451064.38,
202,893.1921157279309,6.963576,,,,,,,,,,,69336.17,88092.734,106339.38,101601.46,130107.67,141261.95,
222,910.1819549131247,7.1082350000000005,,,,24.0,,,,,,,952119.6,970170.44,807186.4,921434.94,1033536.75,1002275.25,
236,910.1819577948668,7.2478156,,,,,,,,,,,705025.1,670823.94,644765.4,695453.3,812440.2,551549.2,
261,910.1820094128776,7.428284,,,,,,,,,,,194097.8,194867.58,132801.05,191937.72,245553.72,190169.95,
281,957.20377328163,7.630267599999999,,,,,,,,,,,24833.314,47020.35,54403.585999999996,38138.668,46966.133,64879.176,
267,957.2040264600251,7.4616084,,,,,,,,,,,453436.6,509992.34,536487.44,492055.88,577123.25,581968.4,
249,957.2040528548068,7.322030499999999,,,,,,,,,,,925692.2,949056.3,910104.0,790959.75,986759.4,970731.0,
226,957.2040770291147,7.1558204,,,,22.0,,,,,,,196607.36,227653.95,307574.88,191187.2,243276.08,268377.62,
150,957.5952484995032,6.4062269999999994,,,,59.0,,,,,,,107178.92,162516.58,140897.84,467697.62,480843.44,278053.44,
263,974.1940796807506,7.423458599999999,,,,,,,,,,,171823.44,147046.16,134977.34,117270.92,148274.03,139224.92,
241,974.1942097517641,7.2974334,,,,,,,,,,,181641.36,403348.22,433328.34,248745.39,526122.8,493832.9,
227,974.194244957771,7.155585,,,,22.0,,,,,,,535968.6,544151.2,479679.3,601519.94,637664.1,685406.2,
210,974.1943753917537,7.0407224,,,,,,,,,,,105351.09,105920.06,65245.027,79763.15,107611.22,117789.83,
282,1021.2162817553716,7.6533837,,,,,,,,,,,43666.734000000004,49001.37,62357.7,35558.46,64254.15,60436.35,
269,1021.2165075253884,7.4816720000000005,,,,,,,,,,,429766.1,440395.12,463189.16,415731.0,537783.75,534301.44,
251,1021.2165212671963,7.331075,,,,6.0,,,,,,,604183.3,698108.94,745693.7,589618.4,734050.25,747289.56,
230,1021.216599558013,7.200458,,,,55.0,,,,,,,104396.37,126281.734,147366.34,104691.37,94627.56,130554.87,
