row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,Yeast_HE_D5-Ctrl_a_pos_20190515_Run37.mzML Peak area,POS_D5-227-C3-a_Run274.mzML Peak area,POS_D5-227-C3-b_Run277.mzML Peak area,Yeast_HE_D5-Ctrl_b_pos_20190515_Run40.mzML Peak area,POS_D5-227-C3-c_Run280.mzML Peak area,Yeast_HE_D5-Ctrl_c_pos_20190515_Run43.mzML Peak area,
418,250.1778275091123,7.774256,,,,13,39,[M+Na]+,,2,414;418,227.18865,1942089.2,2132787.8,2018340.6,1096949.4,2078686.2,1587470.6,
84,255.05454880169,4.3646903,,,,56,7,[M+Na]+,,2,84;83,232.06537,429370.25,725520.6,554453.7,324965.4,719616.3,696547.7,
61,255.0545537522912,3.559371,,,,66,3,[M+Na]+,,2,60;61,232.06536,103437.08,168768.94,112831.92,40652.473,151675.98,154486.44,
255,255.2319032097718,6.976404,,,,60,,,,,,,106372.5,144259.6,136306.88,163349.73,238299.73,220949.2,
316,255.23195333369713,7.37542,,,,2,,,,,,,1208793.4,1586878.4,1576851.0,1477349.6,1950357.8,1789242.0,
226,255.24315131055377,6.301966,,,,50,,,,,,,816054.1,1269649.1,997261.7,1000481.7,1206419.5,987189.6,
201,255.58458154656327,6.103247,,,,32,,,,,,,744731.94,851155.25,1435232.2,1270634.2,884254.56,886366.75,
279,256.26352246234626,7.290424,,,,,,,,,,,294529.97,247251.72,662432.94,274400.44,387803.0,275916.84,
129,256.2999133853523,5.418255,,,,14,,,,,,,1.1307937E7,4290950.0,4146500.5,1.1312143E7,4064173.2,1.1063268E7,
47,257.099518713898,2.7993162,,,,,,,,,,,635531.0,857233.75,945464.0,551323.1,860893.2,1194898.0,
131,264.09214033464264,5.42816,,,,14,,,,,,,458984.72,588490.3,524777.0,392724.38,564767.6,472174.56,
330,265.25260516890074,7.515337,,,,30,,,,,,,119325.67,118644.07,122475.016,172764.45,150856.34,186790.73,
459,265.2527062846793,7.875976,,,,45,42,[M-H2O+H]+,,2,450;459,282.25594,550402.7,559240.75,578061.94,593038.0,601321.9,659578.25,
85,266.17266549414904,4.3746204,,,,61,8,[M+Na]+,,3,87;86;85,243.18349,88478.78,100561.09,101501.555,83416.31,448373.1,90807.68,
369,266.17267620467527,7.6956134,,,,36,36,[M+Na]+,,3,366;368;369,243.1835,164987.2,201476.36,193041.5,89703.375,177560.75,128692.23,
420,266.17273223460114,7.7751393,,,,13,40,[M+Na]+,,3,413;415;420,243.18354,955077.4,1112046.6,1034653.7,537600.0,1074660.5,786402.1,
106,269.07019338724695,4.705777,,,,59,12,[M+Na]+,,2,105;106,246.08101,414863.53,546722.44,546971.0,436035.22,558046.2,552757.1,
114,270.14647179933473,4.8522716,,,,,,,,,,,496937.72,669120.56,518940.3,353035.2,682790.25,666895.4,
45,272.18554269723535,2.748649,,,,,,,,,,,457010.9,96813.5,545248.56,316054.78,287876.5,286595.44,
117,272.258334046362,5.1427903,,,,,,,,,,,187945.6,392416.47,398773.16,198759.75,442113.66,187495.86,
130,273.0974443792896,5.4300904,,,,,,,,,,,265238.6,342154.28,286614.03,237976.38,335080.88,284715.2,
379,273.2576543747495,7.7054515,,,,,,,,,,,305999.0,337351.22,371125.1,407141.72,370434.62,301217.6,
234,275.0831772963056,6.374449,,,,18,,,,,,,1517280.0,1746264.9,1245258.0,1233435.2,1642205.2,1469369.2,
155,279.09926173655396,5.674024,,,,3,,,,,,,1.5139993E7,2.6976228E7,2.376333E7,1.992936E7,2.4758166E7,2.0734506E7,
387,282.2216662372709,7.743857,,,,,,,,,,,1215580.5,1656506.1,1365877.1,1264124.4,1645677.9,1251248.1,
386,283.2250044698867,7.744753,,,,,,,,,,,243014.0,336440.8,274709.4,255291.83,333154.5,247978.2,
329,283.26312414933625,7.5131974,,,,30,,,,,,,231364.78,250480.33,240590.44,335643.38,311610.22,371229.06,
250,283.26313124557737,6.8315625,,,,12,,,,,,,113243.58,150580.53,160698.77,148907.88,182825.23,127692.81,
460,283.2632284422941,7.875976,,,,45,42,[M+H]+,,2,450;460,282.25594,1038087.2,1077857.2,1152738.6,1192718.6,1179975.6,1254190.1,
165,284.2947447552673,5.748326,,,,,,,,,,,577704.06,730748.3,748742.5,687102.5,807780.06,558324.5,
137,284.2947601972384,5.474476,,,,54,,,,,,,122752.555,150064.3,165523.86,143970.66,171014.55,93965.07,
434,284.29480971717186,7.84363,,,,,,,,,,,201853.84,151018.73,307798.5,188995.08,243306.44,203941.98,
488,284.2948181442553,7.9868264,,,,25,,,,,,,505266.97,543656.7,489910.2,662740.4,518254.94,595347.56,
133,284.60544635955563,5.430095,,,,14,,,,,,,601384.6,808187.44,692241.6,552727.4,778585.44,640882.44,
149,288.25326608150607,5.6304255,,,,,,,,,,,45552.113,32862.402,0,183746.25,428954.38,133952.08,
178,291.07797845833,5.94813,,,,63,,,,,,,478262.47,497861.72,492794.03,501012.03,506529.7,493525.06,
126,298.27397666178166,5.2971363,,,,,,,,,,,593503.06,868986.5,876749.94,598996.5,866621.2,555201.94,
243,298.2740185948843,6.6401763,,,,28,31,[M+H]+,,1,242,297.26669,121940.21,94902.58,107735.26,150057.56,112097.45,97908.4,
140,298.27409117056965,5.478766,,,,64,20,[M-H2O+H]+,,1,141,315.27728,41599.316,140166.12,145139.92,31181.154,138060.84,36423.59,
206,300.0460167319679,6.10148,,,,,,,,,,,212240.47,212001.02,418556.4,375625.75,257423.14,251712.69,
77,300.11475503638746,3.900835,,,,39,6,[M+H]+,,2,77;78,299.10745,959815.4,887482.25,799911.25,733447.1,787305.4,1374672.9,
118,300.289606247234,5.199396,,,,,,,,,,,45915.094,107150.02,106240.26,24881.229,120241.414,57127.92,
260,300.2896609327854,7.0772724,,,,,,,,,,,140802.33,125391.98,150773.16,199502.31,174072.33,130383.89,
144,300.28972352055837,5.573284,,,,47,21,[M+H]+,,2,144;143,299.28232,2.32872E7,2.588311E7,2.733146E7,2.5048578E7,2.896146E7,1.767537E7,
245,301.1409733498826,6.652738,,,,55,,,,,,,1792187.2,1651155.5,1899374.6,1599049.6,1726878.1,1671074.6,
142,301.2930171205232,5.573288,,,,,,,,,,,4367546.5,4893850.5,5445330.5,4628280.5,5509611.5,3324718.2,
69,302.130425603995,3.8009396,,,,9,4,[M+H]+,,2,69;70,301.12314,955356.5,876445.94,737092.56,634986.25,764624.6,1293005.6,
138,302.3053075971209,5.474476,,,,54,,,,,,,4338535.0,4962578.5,5508497.5,4959930.0,5828975.0,3558313.5,
139,303.3086456290514,5.476252,,,,54,,,,,,,842388.94,950471.2,1071161.9,950029.44,1145621.1,674516.3,
136,304.29979341573176,5.4495873,,,,,,,,,,,420237.8,137102.02,263755.97,1600779.4,1577245.1,781189.0,
621,304.8940597276097,10.263717,,,,,,,,,,,203640.98,400662.25,475012.06,247588.03,427399.0,254306.25,
150,310.2352705094169,5.6304913,,,,,,,,,,,71511.22,65524.71,6817.475,238860.83,559927.7,164867.4,
487,310.31037457035893,7.9204583,,,,,,,,,,,286023.66,128554.734,526107.9,285787.44,290250.9,353732.3,
521,312.325861471969,8.334557,,,,,,,,,,,271022.06,184833.62,231554.72,225806.31,252329.36,239779.52,
534,312.3259337724571,8.434758,,,,,,,,,,,738204.8,510823.34,550032.4,1043701.44,529111.8,812029.94,
211,312.3259798590413,6.1515794,,,,,,,,,,,415140.75,474316.2,509621.28,454608.84,500239.84,374668.06,
213,313.23481173363456,6.192566,,,,,,,,,,,1839281.8,2092652.4,2937213.0,1805279.5,3299527.8,2191061.2,
167,314.30519116130625,5.7861314,,,,,,,,,,,476036.06,454415.47,508249.22,518330.34,655242.2,406002.38,
41,316.2116081946058,2.51537,,,,,,,,,,,378905.0,30506.629,180615.03,172567.9,147145.19,192132.47,
43,316.21163510215104,2.6729362,,,,,,,,,,,483951.94,36904.562,365952.47,316461.5,199004.7,108783.01,
220,318.24025344193905,6.235508,,,,,,,,,,,389548.97,1165605.6,1090630.4,387207.44,1207862.2,473779.84,
122,318.3001568702645,5.23529,,,,40,,,,,,,2385896.0,2217404.8,2318469.2,2681978.2,2582954.0,2260510.0,
156,320.12560815006617,5.674024,,,,3,,,,,,,1905326.9,3577375.2,3218555.8,2570896.2,3317801.2,2744408.2,
175,320.25585445901396,5.9073124,,,,46,,,,,,,127193.19,344172.66,357438.34,133638.64,356786.06,115363.45,
242,320.25585897258867,6.637493,,,,28,31,[M+Na]+,,2,243;242,297.26669,60939.316,64969.363,66515.29,75790.61,68553.53,52815.027,
190,320.256005414725,6.05255,,,,,,,,,,,220041.84,552584.3,547203.6,215092.39,559146.1,130655.04,
522,321.3151503777189,8.346576,,,,,,,,,,,278626.53,35179.676,235187.95,425720.4,171206.83,345397.97,
78,322.0966332735064,3.900835,,,,39,6,[M+Na]+,,2,77;78,299.10745,789315.5,1025717.0,933642.2,610660.44,897794.0,1131831.0,
68,322.09665906403814,3.767476,,,,,,,,,,,60915.984,88039.266,85448.086,55392.29,69645.8,106577.98,
143,322.2714142827518,5.5706716,,,,47,21,[M+Na]+,,2,144;143,299.28232,458712.03,561019.25,568982.44,531342.1,567734.06,355391.0,
304,323.2192403673369,7.3736234,,,,2,34,[M+H]+,,2,307;304,322.21199,498740.75,726550.25,734701.4,697525.8,1020728.5,903897.06,
70,324.11234294528987,3.8009396,,,,9,4,[M+Na]+,,2,69;70,301.12314,2224620.2,2789279.5,2395638.8,1698226.6,2428624.8,3029360.2,
82,325.1256210350368,4.2437134,,,,,,,,,,,856377.1,1016238.4,926815.1,824488.94,966662.1,809217.3,
450,327.22702837132414,7.875091,,,,45,42,[M-H+2Na]+,,3,450;459;460,282.25594,292771.03,486499.06,460748.72,401697.75,469198.25,469093.34,
181,328.32097911280454,5.983828,,,,27,,,,,,,1.216889E7,1.2720072E7,1.329907E7,1.27578E7,1.5122969E7,1.0163997E7,
624,328.9149091676082,10.31778,,,,31,,,,,,,455889.94,930778.75,909280.4,474251.53,870347.75,533717.8,
174,330.336556474332,5.8875275,,,,,,,,,,,1416246.5,1407047.8,1552682.4,1549509.8,1650767.9,1088510.6,
172,332.3310804698589,5.8722777,,,,,,,,,,,179873.08,64262.688,104722.09,678632.56,853455.94,343547.97,
287,334.2052810154352,7.3727317,,,,,,,,,,,244002.67,401828.44,305088.3,327465.66,465538.25,331234.12,
237,335.12521578440374,6.5602937,,,,,,,,,,,550699.2,334923.94,342419.34,348793.7,383600.56,378734.2,
491,336.3259449414105,8.040528,,,,,,,,,,,302088.5,42301.176,224380.2,532987.06,214570.88,410842.88,
185,337.1713845710863,5.9918303,,,,27,24,[M+H]+,,2,184;185,336.16413,2623870.0,2993760.0,2136912.0,1889774.9,2968044.5,2594750.2,
231,337.17142946617065,6.340506,,,,4,28,[M+H]+,,2,230;231,336.16413,136896.73,150733.47,96177.695,94422.586,145864.83,135945.48,
349,337.2347442382951,7.6037354,,,,,,,,,,,16556.777,343651.8,414274.2,23255.67,453579.5,26267.564,
254,337.2348054620987,6.9764075,,,,60,,,,,,,285232.38,377077.3,371308.16,402534.3,580175.06,547119.1,
128,338.26635253408136,5.388699,,,,,,,,,,,171246.66,474873.28,474225.3,188109.28,501365.72,177548.64,
229,338.2663615029702,6.3254843,,,,,,,,,,,47168.062,36880.094,0,190405.72,458899.88,160867.53,
141,338.26640565981523,5.4958344,,,,64,20,[M+Na]+,,2,141;140,315.27728,146732.7,469992.1,489947.03,143734.78,463962.75,136945.6,
523,338.3416678147875,8.348374,,,,,,,,,,,3.0027784E7,7483769.5,2.5102526E7,4.4236464E7,1.977759E7,3.621617E7,
171,339.1119240534835,5.830265,,,,24,,,,,,,547895.56,614596.44,775096.0,725215.44,627538.4,619556.4,
541,340.35728600181756,8.6761675,,,,,,,,,,,360157.78,88917.47,126386.984,395351.1,163308.69,360366.03,
267,341.2661694012139,7.092634,,,,21,,,,,,,324116.12,447500.75,339718.4,538096.3,552819.25,477364.78,
247,342.2426841350671,6.7758145,,,,,,,,,,,441377.4,620989.06,682131.3,608914.44,586739.06,399880.12,
119,344.130269826627,5.2326345,,,,40,,,,,,,716908.6,871768.8,1003701.3,616682.4,766662.7,1003180.8,
253,344.3157043987877,6.9741397,,,,60,,,,,,,10400.309,0,0,106149.53,207590.02,76020.24,
166,344.315789843063,5.7681217,,,,,,,,,,,676021.5,578809.1,627157.2,770903.5,852584.8,717970.06,
146,344.3158135402791,5.6029162,,,,17,,,,,,,1565503.1,1512640.4,1653237.5,1719950.9,1583086.2,1235153.4,
53,345.151890540141,3.1342585,,,,,,,,,,,252543.84,288631.78,191078.27,184725.34,169314.64,539637.94,
66,345.1542194472958,3.6588469,,,,,,,,,,,50080.805,79215.91,85146.125,46512.25,91358.53,134678.56,
307,345.2012279343826,7.374516,,,,2,34,[M+Na]+,,2,307;304,322.21199,284878.1,441847.78,441862.9,385844.47,580091.44,463968.84,
152,346.33148634052645,5.651888,,,,,,,,,,,4567720.0,3619203.8,4007807.0,4998122.5,4445600.0,4014102.8,
153,347.3348450185039,5.649218,,,,,,,,,,,972210.75,738606.8,814185.25,1045634.9,902548.0,693086.06,
177,349.1349583864316,5.91184,,,,46,23,[M+H]+,,1,176,348.12767,63801.402,68485.04,48005.125,51081.07,45674.375,65932.75,
198,349.1351547706238,6.102368,,,,32,27,[M+H]+,,3,202;205;198,348.12792,5556000.0,4684233.5,7914687.5,9163973.0,4603562.5,6053599.0,
309,350.1776625738566,7.374532,,,,2,,,,,,,1576785.4,1754352.6,1765514.6,2165822.5,1998939.6,2274122.0,
468,351.21435781666804,7.8795724,,,,45,,,,,,,347831.1,391328.88,412187.47,411891.94,435508.88,446646.34,
467,351.250575987378,7.87688,,,,45,43,[M+H]+,,2,467;469,350.2433,954807.4,1082919.8,1169338.4,1233496.9,1282558.8,1332614.5,
319,352.17800248214775,7.377209,,,,2,,,,,,,1112952.9,1931003.5,1943090.8,1417709.5,2257931.5,1552989.9,
567,352.33926385028735,9.082557,,,,,,,,,,,2278663.5,1070038.8,1157986.5,2067670.5,1108654.0,2068960.6,
535,352.33927583390096,8.53315,,,,,,,,,,,1.4913989E7,7564707.0,7849914.0,1.4001724E7,7782965.5,1.4051035E7,
471,352.33931731624654,7.8777695,,,,45,,,,,,,1808270.0,2030313.8,2016540.8,1893316.8,2205760.5,2116893.0,
312,354.17337323145847,7.374532,,,,2,,,,,,,395623.88,663702.9,682327.06,497457.9,785349.0,549678.2,
187,354.28484299374645,6.0034275,,,,41,25,[M+NH4]+,,2,187;186,336.251,389500.53,351068.16,272832.6,460759.3,344406.66,445157.3,
217,357.2610006767518,6.2157865,,,,,,,,,,,1521307.1,2773110.8,2760768.5,2144841.0,2953265.8,2540760.8,
230,359.1533284405569,6.339609,,,,4,28,[M+Na]+,,2,230;231,336.16413,75712.38,92915.62,57284.7,51562.074,87475.766,72971.52,
184,359.1533605713255,5.990949,,,,27,24,[M+Na]+,,2,184;185,336.16413,1600124.2,2045066.8,1482518.8,1198200.2,2064114.0,1627965.5,
186,359.2401911384625,6.0034356,,,,41,25,[M+Na]+,,2,187;186,336.251,775073.0,1268447.2,1010777.4,949466.8,1280386.4,942602.25,
410,362.3027956195095,7.7724633,,,,13,,,,,,,609177.06,625449.5,587550.3,268833.16,607487.1,429664.03,
617,362.9261126080462,10.22906,,,,10,,,,,,,506429.0,796752.6,856931.44,499602.03,839431.1,484203.6,
328,365.266107925331,7.510683,,,,30,,,,,,,739440.5,875835.94,861429.75,1173794.8,1266866.1,1446709.9,
489,365.2661547110365,7.9877276,,,,25,,,,,,,449623.97,541686.44,601114.94,636855.8,471015.44,447716.22,
252,366.29771335060167,6.976181,,,,,,,,,,,34644.723,18915.3,0,195357.98,401969.22,153376.34,
540,366.3728972483763,8.66875,,,,,,,,,,,672036.06,1702790.0,262454.22,682396.2,808006.7,1274133.4,
278,368.2582726148119,7.2136383,,,,,,,,,,,457054.9,656400.7,756834.56,593719.1,740184.7,523944.75,
176,371.1168818823924,5.909123,,,,46,23,[M+Na]+,,2,176;177,348.12767,120014.67,158153.55,120517.21,84054.51,113385.49,121271.25,
205,371.1171373675807,6.104124,,,,32,27,[M+Na]+,,3,193;205;198,348.12792,2.6425906E7,2.7548004E7,3.9993664E7,3.8862788E7,2.7654994E7,2.9274146E7,
204,372.1203395731106,6.105002,,,,32,,,,,,,6319610.5,6620063.5,8717639.0,9259321.0,6598465.0,7032656.0,
189,372.34711971084477,6.0346985,,,,,,,,,,,3556494.8,2885353.0,3407003.8,3996401.8,3265900.5,2820518.8,
469,373.2325235755455,7.8786716,,,,45,43,[M+Na]+,,2,467;469,350.2433,288056.03,435033.3,476112.78,366857.03,510448.34,393746.16,
163,377.1663520770726,5.723387,,,,49,22,[M+H]+,,2,163;164,376.15909,1376944.8,1467106.2,1208393.5,1170561.6,1404871.1,1339226.5,
548,377.32013699261194,8.817936,,,,,,,,,,,4158353.5,3832307.2,3728881.0,4752001.0,3742265.2,4635601.5,
495,377.3201945286202,8.218287,,,,5,,,,,,,390388.2,300071.97,341928.7,603593.0,397569.44,438621.12,
553,377.3202163080123,8.964276,,,,48,,,,,,,4215079.5,2397165.0,2564776.5,4631715.0,2601855.5,4508707.0,
327,377.3202931183459,7.470955,,,,37,,,,,,,682054.6,1012405.4,996656.8,800180.3,873794.44,753559.5,
690,377.73781624881326,10.430528,,,,38,,,,,,,702159.25,1442236.6,1169378.4,543409.7,1375221.0,211598.34,
461,378.20896297410945,7.875978,,,,45,,,,,,,1604780.8,1367563.8,1324769.2,1902974.9,1376832.6,1778196.0,
549,378.32349863914357,8.822476,,,,,,,,,,,1273558.2,569405.9,547661.3,707867.56,517033.97,677691.2,
551,378.32353433215263,8.963384,,,,48,,,,,,,980374.0,605891.4,767066.6,1422119.9,756515.06,1361969.6,
556,379.3359352835089,8.966985,,,,48,,,,,,,7193674.5,6026566.5,5760625.0,7445887.0,5726870.5,7377834.0,
445,380.20927776605436,7.873291,,,,45,,,,,,,839279.0,1451853.2,1471973.1,912515.0,1538117.8,966003.2,
557,380.33913583044733,8.966989,,,,48,,,,,,,2094809.4,1765365.4,1695709.5,2213999.2,1691198.8,2171573.5,
448,382.2046039172626,7.8741837,,,,44,,,,,,,291136.53,503079.88,515337.3,316239.03,530087.6,335388.5,
576,383.182685977052,9.64037,,,,67,,,,,,,337914.0,748098.9,798956.06,409138.06,1160921.1,545625.9,
225,385.1325807575479,6.2733006,,,,,,,,,,,214629.77,214227.39,587339.2,622317.56,314863.84,215233.44,
65,385.14668757248995,3.65524,,,,,,,,,,,311265.3,440732.6,486034.34,259329.77,493328.7,648033.3,
272,385.29229804326604,7.103432,,,,21,,,,,,,316618.78,385813.0,315236.12,521795.2,586143.1,446131.72,
625,385.7240020067989,10.312029,,,,31,,,,,,,1612527.0,2162553.5,1755606.2,1423636.9,2009110.4,1569184.5,
209,388.6216377168433,6.1032352,,,,,,,,,,,101973.68,118696.56,321133.44,290964.75,117769.14,143797.67,
529,391.2841851932673,8.377198,,,,7,45,[M+H]+,,2,529;527,390.27682,953992.5,439361.0,562607.0,841100.75,624555.8,846391.3,
276,392.313275698735,7.1419406,,,,,,,,,,,79182.4,42290.074,3485.8823,357365.97,764665.06,280805.06,
404,393.21973711460606,7.7706933,,,,13,,,,,,,614467.4,588222.2,583858.94,751194.7,602013.3,727603.44,
531,393.29733401527693,8.390649,,,,7,,,,,,,1295659.9,2114974.0,2518783.5,1391640.1,2280870.5,1666456.9,
546,394.3224918636208,8.750007,,,,,,,,,,,528430.2,270570.7,295113.75,637982.5,260280.12,550920.1,
268,395.2191671410786,7.096596,,,,21,,,,,,,234889.4,334547.56,327731.97,292170.84,356753.78,298131.25,
403,395.22017555245475,7.770678,,,,13,,,,,,,468322.53,863766.3,867433.94,553565.75,921056.1,584308.6,
560,395.33072056597797,8.967886,,,,48,,,,,,,736489.9,481789.84,554676.9,797982.8,589756.75,856263.4,
326,395.33072813773487,7.468277,,,,37,,,,,,,514446.0,874203.1,838753.06,694074.94,809237.94,659403.7,
426,395.33076077709455,7.801927,,,,,,,,,,,323279.38,258075.72,507340.5,625791.75,373256.16,427536.22,
494,395.33087718430414,8.209285,,,,5,,,,,,,184385.89,192871.3,239489.73,273674.53,233677.58,233971.42,
164,399.14832660296685,5.723389,,,,49,22,[M+Na]+,,2,163;164,376.15909,3258261.8,4078446.5,3431657.0,2931925.0,4004197.0,3253686.2,
183,400.17986330575354,5.9927235,,,,27,,,,,,,391462.44,506170.9,366408.47,288788.03,515787.7,393096.47,
221,401.2871645715163,6.2408524,,,,,,,,,,,1438889.8,2054310.0,2044487.9,1517338.9,2189483.8,1878982.4,
258,402.258547631941,7.0628147,,,,,,,,,,,65506.97,77720.04,46498.953,149069.34,398537.94,148150.58,
168,402.3574454336605,5.8055334,,,,,,,,,,,139989.27,0,17776.305,311782.38,21471.102,359235.12,
372,408.3082737757377,7.696506,,,,36,,,,,,,2298667.2,2842691.8,2449094.5,1346816.5,2598085.0,1779712.5,
409,408.30835028391726,7.7724805,,,,13,,,,,,,7784803.5,9230937.0,8841357.0,4527249.5,8865480.0,6539636.5,
240,409.19250510579565,6.6004276,,,,1,30,[M+H]+,,2,240;238,408.18518,1062406.1,1196492.2,1005655.94,1023131.1,1092461.4,1065341.4,
430,409.2746607955794,7.821613,,,,,,,,,,,474231.78,557329.7,580035.25,675851.94,497565.2,595268.06,
353,410.305013303747,7.6225376,,,,,,,,,,,330351.22,504820.56,534601.75,440331.66,557467.94,440792.5,
233,411.2081605265562,6.374462,,,,18,29,[M+H]+,,2,233;232,410.20093,455104.47,541792.1,373832.22,372749.9,515355.16,456376.56,
208,412.1434361296721,6.105883,,,,32,,,,,,,703571.25,797803.94,1232414.2,1128885.2,828316.1,852731.9,
527,413.26595758088047,8.377196,,,,7,45,[M+Na]+,,2,529;527,390.27682,3535303.8,2380244.8,2601576.0,3392231.8,2737100.0,3114337.2,
375,413.3233181097634,7.703663,,,,,,,,,,,144158.06,141626.27,77107.945,321925.9,515055.12,252387.03,
334,421.15598093456583,7.547791,,,,43,,,,,,,268314.06,267572.4,220987.9,274436.03,269232.16,347455.12,
390,421.15604762416274,7.7536435,,,,29,,,,,,,704944.6,695640.56,564366.6,652818.94,694013.06,821900.8,
504,421.2509475131712,8.21922,,,,,,,,,,,254979.75,245693.03,220675.89,406899.88,221724.92,329974.97,
542,421.28434500188376,8.695569,,,,,,,,,,,39503.242,69056.32,15501.48,0,17024.764,544583.6,
273,429.3184611227141,7.10613,,,,21,,,,,,,365406.06,364450.94,281352.2,680825.06,1261595.6,580839.56,
215,430.3887490839028,6.2007513,,,,,,,,,,,127621.22,0,25348.162,275812.16,26355.11,356671.38,
618,430.9134942649868,10.229063,,,,10,,,,,,,441608.06,778770.94,839952.1,446381.62,822490.44,441494.3,
238,431.17433920812687,6.598618,,,,1,30,[M+Na]+,,2,240;238,408.18518,599387.9,820831.7,677882.25,586587.75,741490.7,612249.75,
235,431.1744503175237,6.431989,,,,,,,,,,,415688.78,483578.88,419629.97,393628.0,439734.1,444809.7,
232,433.19019533692443,6.3717747,,,,18,29,[M+Na]+,,2,233;232,410.20093,4424338.0,5587690.0,4164106.0,3802599.0,5343253.0,4402694.0,
76,433.2065848192995,3.8475,,,,20,5,[M-H2O+H]+,,2,76;74,450.20997,140299.77,155504.89,171598.17,108370.22,151184.03,256059.61,
93,433.20683673523314,4.545546,,,,51,9,[M+H]+,,3,93;91;92,432.19962,5378270.0,6283646.0,7070955.5,4720300.0,5574614.5,8173895.5,
145,437.19317405399397,5.57595,,,,47,,,,,,,2009082.9,941532.0,1938981.6,2349523.8,2199238.2,2140853.8,
484,443.20459390134766,7.9039974,,,,,,,,,,,256284.84,0,0,784429.4,0,707211.6,
224,445.31329658538067,6.2534003,,,,,,,,,,,618542.56,1263329.5,1242843.4,691050.0,937035.7,1103891.2,
104,447.12707978670136,4.6924357,,,,22,11,[M+H]+,,2,104;103,446.11984,489896.84,497774.28,405142.5,396407.16,486786.8,514181.6,
436,447.30790592677823,7.853617,,,,,,,,,,,305355.22,348878.8,399321.94,371032.47,237606.16,230527.95,
116,448.20335832592167,4.899133,,,,15,16,[M+H]+,,2,115;116,447.19611,95138.88,132307.83,96294.95,83090.31,113509.28,121074.984,
134,448.20353340928904,5.430095,,,,14,18,[M+H]+,,3,134;135;132,447.19626,7044495.5,7310549.0,6194703.5,6236443.5,7007173.0,7188043.0,
179,449.18488210078823,5.94813,,,,63,,,,,,,517060.9,665760.0,674498.1,571628.44,682702.4,560082.3,
397,449.3022760313366,7.7680206,,,,13,,,,,,,410327.8,594962.4,604925.1,550195.75,482167.8,508390.44,
91,450.23359415583354,4.543797,,,,51,9,[M+NH4]+,,3,93;91;92,432.19962,2713164.2,1369283.5,1563079.5,2280884.2,1184016.6,3885283.5,
73,451.21722614347874,3.845701,,,,20,5,[M+H]+,,2,74;73,450.20997,556432.06,622532.06,685786.75,477445.4,599119.0,979511.1,
575,451.2452534851671,9.640378,,,,67,,,,,,,319912.94,723382.25,769271.9,400998.7,1109157.0,530607.25,
113,455.1885275062875,4.7947183,,,,,,,,,,,384089.88,319879.66,211158.23,102958.77,533846.0,215696.75,
92,455.18874376085665,4.544661,,,,51,9,[M+Na]+,,3,93;91;92,432.19962,3.642624E7,3.830415E7,4.1658188E7,3.3078956E7,3.547247E7,4.625847E7,
376,457.34958841357246,7.7009864,,,,,,,,,,,201157.11,154867.66,82761.23,482692.44,1010476.5,401540.97,
441,463.28177766815924,7.869724,,,,,,,,,,,249292.1,355382.56,372202.94,289551.06,255162.4,183251.05,
568,463.3314150419232,9.192415,,,,,,,,,,,69743.04,101284.97,38499.707,11934.977,30477.473,844327.6,
71,468.2438914679604,3.845701,,,,,,,,,,,326846.06,135501.92,138577.44,266037.78,127416.7,521222.72,
103,469.1090843092288,4.6915517,,,,22,11,[M+Na]+,,2,104;103,446.11984,407673.62,509384.38,406603.75,341365.66,494851.56,429135.84,
115,470.1853630712961,4.8991337,,,,15,16,[M+Na]+,,2,116;115,447.19611,47850.35,69688.64,48566.344,41782.254,60756.15,58176.324,
135,470.18552801718187,5.430095,,,,14,18,[M+Na]+,,2,134;135,447.19626,1.297684E7,1.5504342E7,1.3574931E7,1.1808889E7,1.5019012E7,1.3135237E7,
239,472.20102799439115,6.5995235,,,,1,,,,,,,411560.8,578425.4,473609.62,409901.12,524150.84,430027.25,
74,473.1993167779572,3.845701,,,,20,5,[M+Na]+,,3,76;74;73,450.20997,2087157.5,2255077.0,2433961.0,1775188.2,2172546.2,3451053.8,
274,473.34475246237906,7.104336,,,,21,,,,,,,316103.9,308591.78,221753.84,593680.44,1185492.2,494354.88,
419,476.295625196939,7.774256,,,,,,,,,,,187298.92,311749.75,277165.38,104127.5,301522.56,156480.08,
281,478.29264483180646,7.3093047,,,,26,,,,,,,234498.33,338141.78,219129.7,188469.33,324008.25,241368.23,
277,478.2926516007442,7.169847,,,,,,,,,,,998251.8,1501710.1,1011227.75,825215.6,1527600.9,1032750.7,
219,480.30826312049794,6.2238407,,,,,,,,,,,322152.88,320774.9,297381.94,407095.1,480653.38,475879.5,
343,481.2922471724415,7.5609193,,,,,,,,,,,631849.1,730314.2,805462.75,775738.56,1084356.8,662007.1,
563,481.292353650742,8.971497,,,,48,,,,,,,3224580.5,2261629.8,2489057.5,3402445.5,3088704.8,3630187.8,
325,481.29238063251654,7.45668,,,,,,,,,,,2157188.5,3251206.8,3270870.5,2751083.0,3028835.0,2623370.0,
357,483.3806389428309,7.661137,,,,,,,,,,,209151.7,414914.78,370029.4,281037.47,346990.6,267679.53,
282,485.11236020508863,7.3156304,,,,26,,,,,,,31157.361,360757.7,391243.03,46246.98,416068.0,55542.09,
