row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,GF_MC_RCG_Ctrl_2_neg_20210511_Run147.mzML Peak area,GF_MC_RCG_Ctrl_1_neg_20210511_Run68.mzML Peak area,GF_MC_RCG_Ctrl_3_neg_20210511_Run159.mzML Peak area,GF_S4_MC_RCG_3_neg_20210511_Run171.mzML Peak area,GF_S4_MC_RCG_2_neg_20210511_Run91.mzML Peak area,GF_S4_MC_RCG_1_neg_20210511_Run71.mzML Peak area,
2531,228.16046404481142,4.5626884,,,,,,,,,,,475015.72,566873.2,551525.2,576655.06,514663.78,632345.2,
161,229.0828626446859,0.46012843,,,,72,,,,,,,1471926.9,1350533.4,1641504.9,2127746.2,1985662.2,2971528.5,
404,229.08289826399482,0.74655247,,,,22,,,,,,,3501972.0,3016802.5,3205054.2,4981095.5,4760384.0,5398034.5,
2499,229.1444613508011,4.5188937,,,,129,,,,,,,2381615.5,3197024.5,5316116.0,1.0833345E7,1.2000073E7,1.1872314E7,
1250,229.15553615205218,2.3545063,,,,,,,,,,,5843318.0,5678225.5,2661090.2,3086289.0,650379.25,2457967.5,
1189,229.15558379314243,2.311508,,,,118,,,,,,,4792619.0,7514756.5,1917073.5,3947666.5,1.2523992E7,8787213.0,
1057,229.15559326063226,2.1152637,,,,103,,,,,,,3.2023446E7,3.93361E7,4.680472E7,1.52934E7,3699213.5,3878709.5,
945,229.1556024595477,2.0766602,,,,157,,,,,,,1.0921768E7,1.6651161E7,2.1087484E7,3.6423132E7,3.7356772E7,3.8176132E7,
1556,229.15566264593852,2.6558402,,,,,,,,,,,39610.188,253482.25,224891.58,399719.7,428666.66,3823931.5,
1768,229.155700337683,2.895583,,,,,,,,,,,556470.94,1038433.6,1718654.8,1554165.8,94669.59,719674.5,
2791,229.1807645871122,6.094234,,,,,,,,,,,50031.15,74686.42,83618.055,67464.58,62563.902,59443.04,
2750,229.18076821078827,5.8023686,,,,,,,,,,,2997531.2,3792888.5,4189339.8,2308927.2,2270820.2,2173489.5,
2622,229.1808004463398,5.0175223,,,,,,,,,,,0,0,7734.828,201819.44,237695.19,313020.7,
2537,229.9644921268197,4.613397,,,,94,,,,,,,1001924.2,808810.1,708925.25,464427.62,470111.97,487388.38,
948,230.01269482756206,2.008946,,,,,,,,,,,0,56985.754,204566.61,592691.3,525948.3,711803.3,
118,230.06453740399004,0.40519717,,,,72,,,,,,,25611.137,44327.85,47585.52,1572332.9,1579978.8,1584254.0,
1524,230.1032635948196,2.6320837,,,,,,,,,,,100838.12,521188.75,118377.516,691140.56,835623.8,590363.6,
2196,230.10341577283134,3.4854593,,,,73,,,,,,,1735677.4,2939698.8,3815442.2,4333455.5,4614517.0,3445019.2,
1221,230.15884840784244,2.3471928,,,,,,,,,,,618571.3,749741.8,279723.9,818282.4,75385.97,493654.75,
1054,230.1588603136391,2.1209767,,,,103,,,,,,,3766477.5,4644459.5,5567962.0,1818476.1,424245.3,246180.6,
947,230.1588645048666,2.075091,,,,157,,,,,,,993289.06,1980037.2,2326811.5,4561493.0,4428582.5,4483833.0,
2381,231.0333552230962,3.9043503,,,,,,,,,,,137489.42,225544.08,281523.6,471134.3,442971.62,469495.16,
1923,231.07743861970576,3.101227,,,,40,,,,,,,701901.9,929866.7,1295083.8,348558.25,330902.6,293544.25,
755,231.09854590014018,1.2275953,,,,,,,,,,,0,0,3790.7803,3527970.2,3420853.8,3004861.8,
837,231.0985743391822,1.4867157,,,,,,,,,,,0,0,0,909041.4,916861.8,708003.75,
935,231.13483541477456,2.0478594,,,,,,,,,,,439765.03,290655.2,592471.25,274854.9,1072694.8,950204.56,
731,231.13488495253173,1.1741697,,,,58,,,,,,,3157501.0,6142592.5,9173697.0,4326792.0,4475132.0,5502682.0,
615,231.13489135859334,1.1129676,,,,86,,,,,,,1205239.9,2065574.8,4200766.0,1.6666919E7,1.6312915E7,1.747692E7,
372,231.13490590036807,0.65420693,,,,146,,,,,,,8043640.0,1.0202137E7,1.6925416E7,4.1105676E7,3.548582E7,3.928528E7,
865,231.1349129090206,1.7049154,,,,,,,,,,,453783.34,816192.44,831655.56,904745.56,576206.7,431076.62,
2449,232.00738964282326,4.151974,,,,116,,,,,,,2279041.8,2449076.0,3380081.2,469635.6,511065.34,431190.5,
964,232.0283449341971,2.0544562,,,,157,,,,,,,0,110514.98,100885.81,1111256.2,865602.25,987921.75,
809,232.02847058288918,1.393598,,,,,,,,,,,34738.098,121949.484,127971.555,1829687.5,1543732.8,1494966.1,
688,232.05898012350454,1.1048309,,,,,,,,,,,1149739.1,612782.2,204113.34,655466.4,3079983.8,225706.56,
767,232.0590027453048,1.2119242,,,,,,,,,,,1499137.1,345987.22,349875.44,378745.16,206138.11,112470.125,
586,232.05901511155287,1.0303379,,,,,,,,,,,851574.2,2219409.0,4027518.0,3167843.5,126697.67,2357916.8,
2589,232.13427797741747,4.875995,,,,,,,,,,,285045.12,371706.7,513061.53,376164.5,349627.62,329702.7,
373,232.13819753306714,0.6535923,,,,146,,,,,,,246944.83,820428.75,1726963.5,4386447.0,3748383.8,4160893.5,
613,232.13831497653348,1.0969298,,,,86,,,,,,,20456.434,69560.97,69902.016,1496781.1,1540555.9,1611620.5,
17,233.0280713892669,0.34800074,,,,,,,,,,,16654.412,27465.947,49954.293,761496.3,704958.44,724995.1,
326,233.1042437407564,0.6046996,,,,135,,,,,,,1.6141952E8,2.6798248E8,1.9490757E8,1.9790387E8,1.397429E8,1.9192693E8,
778,233.10426380418335,1.2736226,,,,,,,,,,,1.780312E7,7511501.0,3.2699116E7,1.0116839E8,1.8942635E8,8.165891E7,
88,233.10427515548963,0.48179457,,,,,,,,,,,5.087415E7,3.0855258E7,1.3849817E7,3067470.8,2903871.2,6134206.5,
327,234.107444320523,0.60393125,,,,135,,,,,,,1.9155734E7,2.9972882E7,2.3010738E7,1.2441577E7,1.6471372E7,2.2609236E7,
785,234.10748879363567,1.27683,,,,147,,,,,,,2075561.5,789081.3,4050914.5,1.1795795E7,2.5750088E7,2.8374542E7,
81,234.10754832171128,0.470937,,,,,,,,,,,5863175.5,3441236.2,1500470.8,299721.97,292071.66,710477.94,
2464,234.11362715983043,4.2262764,,,,93,,,,,,,225183.45,264444.75,349510.88,16065.427,7182.7812,11351.162,
2351,234.11363948494144,3.851762,,,,12,,,,,,,2758033.0,3277582.5,3065867.2,1968301.0,1808076.0,2022315.8,
384,235.11977401458753,0.66763145,,,,,,,,,,,3884700.5,3562592.8,4029603.8,3283618.2,2370898.0,1755621.4,
2025,236.0928386650834,3.221055,,,,62,,,,,,,380235.88,516759.28,500832.8,511357.12,450930.47,481047.06,
1216,236.0928443890475,2.3706954,,,,,,,,,,,156816.25,261725.34,437067.6,1237593.0,1241138.5,863479.25,
1825,236.0928679186875,2.9961665,,,,,,,,,,,608099.0,668050.2,1299110.4,41416.23,121762.11,41749.42,
2642,236.10535274891274,5.124087,,,,44,,,,,,,309880.75,421635.72,718480.3,584954.06,550943.4,588942.4,
2075,237.06696931406998,3.2696316,,,,,,,,,,,238117.69,247529.55,329920.62,637277.3,210113.44,567374.4,
1991,237.0669715697735,3.17768,,,,,,,,,,,126447.34,378073.6,565112.0,520228.94,85660.36,423364.53,
25,238.9316386710877,0.34564173,,,,70,,,,,,,550410.9,587119.75,465395.3,321386.16,252912.7,167601.64,
2786,239.06731944065874,6.027579,,,,,,,,,,,299495.53,1887747.8,142542.11,617312.9,50419.25,179490.52,
87,240.04890580076093,0.39984068,,,,72,,,,,,,353534.4,511738.34,557136.06,2921834.2,3135172.2,2913087.0,
1262,240.1354107981974,2.4186695,,,,,,,,,,,1.5941681E7,1.9493982E7,1.8197536E7,1.7070664E7,2.0605984E7,1.2880643E7,
702,241.0829054365942,1.1678096,,,,,,,,,,,2959010.8,80568.89,201304.94,707039.06,2007773.4,2385608.0,
874,241.08294471875638,1.8417038,,,,219,,,,,,,2744866.5,6389132.5,6173294.5,7806796.0,5944842.5,5073274.5,
1702,241.11941097388925,2.8491633,,,,24,,,,,,,3.3049416E7,6.4003196E7,6.844831E7,8.323266E7,9.452907E7,7.611976E7,
1483,241.11941901883745,2.6222012,,,,,,,,,,,1.858302E7,1.9890682E7,2.0839634E7,2.235816E7,2.5496568E7,2.1743502E7,
1208,242.01627018857292,2.4181376,,,,,,,,,,,3083.086,55929.863,1467722.9,0,0,0,
2454,242.07591449587645,4.1871405,,,,,,,,,,,0,0,0,100174.49,115168.555,94028.82,
217,242.0782139588362,0.5217617,,,,88,,,,,,,581928.5,1030042.25,1226441.0,1536663.8,1427239.6,1548721.0,
2585,242.13983288051497,4.8627048,,,,140,,,,,,,2770942.0,3656042.8,4749122.0,3206732.5,3121793.5,2726127.8,
2485,242.17623901198212,4.3568215,,,,169,,,,,,,513863.94,539223.2,489750.66,366457.28,463462.84,604106.44,
301,243.06199193272428,0.6246724,,,,148,,,,,,,3430956.0,4348493.0,5707580.5,1.5384131E7,1.2712006E7,1.4410972E7,
83,243.06204706709545,0.4020816,,,,72,,,,,,,883908.0,619952.94,1677566.2,2855485.5,2823208.2,2929213.0,
2578,243.16005145386657,4.840896,,,,139,,,,,,,258941.78,245091.11,324316.8,628108.9,850895.0,949278.94,
1624,243.17126528217125,2.7156448,,,,,,,,,,,1625173.5,2361082.2,2191246.5,1023621.9,1864007.1,1622159.0,
1568,243.17128768874525,2.6707306,,,,,,,,,,,2003796.9,3534793.8,3390699.8,1632813.8,2406311.2,1863060.9,
1438,243.17129693533602,2.5745504,,,,,,,,,,,1898544.0,2455640.0,2213238.0,2173553.8,5342360.5,2143424.8,
1337,243.17134634600606,2.5101194,,,,,,,,,,,1237888.9,2336888.8,2156139.0,1442566.0,1748833.0,1273428.2,
2811,243.19643667096022,6.2118974,,,,165,,,,,,,8882738.0,9247052.0,1.011774E7,2079821.2,2432868.2,2097671.8,
2744,243.19643811687465,5.7684097,,,,,,,,,,,20899.023,32256.61,33852.465,158076.69,159333.12,139844.83,
2841,243.19644819027496,6.435247,,,,220,,,,,,,600654.3,724601.1,794092.5,669684.56,714231.3,621827.94,
1335,244.02843182225016,2.500182,,,,,,,,,,,1071502.8,441849.1,5835.7705,223793.77,104648.9,249798.69,
2060,244.08260502937756,3.2752192,,,,,,,,,,,1076306.5,1907139.5,2640891.8,2781946.2,3082387.5,2458041.2,
229,244.13004923388806,0.53905636,,,,88,,,,,,,3973896.0,5437517.0,8400506.0,1.2358125E7,1.2082885E7,1.2216235E7,
709,244.13011481891044,1.1444423,,,,,,,,,,,1482389.1,2174990.5,3655680.0,1352717.1,546360.94,576747.25,
546,244.1301294892563,0.97299504,,,,210,,,,,,,355162.66,686031.25,1003958.8,5125070.5,4796487.5,5047301.5,
347,245.11404270674169,0.6404292,,,,146,,,,,,,1996552.6,1763758.4,2315740.8,6602771.0,5599121.5,6434323.5,
214,245.1140543654177,0.5362713,,,,,,,,,,,561885.7,1372299.5,1194468.8,2018417.0,2156849.8,4002513.2,
577,245.11406805954763,1.0365788,,,,,,,,,,,26887.473,134137.56,95931.66,6933237.5,2248495.8,7338417.5,
819,245.11408691481043,1.4769425,,,,,,,,,,,49812.484,206615.25,272835.94,2231372.0,2322133.0,2303543.0,
1166,245.11418559579025,2.3411198,,,,,,,,,,,308671.8,496280.47,1615445.1,1577365.2,2685577.8,2014595.2,
2475,248.12924967373905,4.2402434,,,,35,,,,,,,2072379.8,3511564.8,2982521.2,107259.484,91886.38,111284.445,
3529,248.9603608599239,10.276599,,,,,,,,,,,65649.61,0,25469.523,0,0,29641.219,
30,248.96041939847066,0.3400928,,,,70,,,,,,,636147.6,747231.0,702015.06,305409.38,57733.926,79264.32,
671,249.1355416192571,1.0996025,,,,,,,,,,,3.0863414E7,1.5953744E7,5035592.0,2.2771274E7,1.4229189E7,5360564.0,
537,249.13555420200814,0.97933626,,,,,,,,,,,8306432.0,3.5106456E7,1.9076046E7,7.660491E7,3.524888E7,3.5560656E7,
889,249.13561210692976,1.89046,,,,,,,,,,,2902113.5,1.065581E7,8794204.0,6363720.5,6047989.0,5200883.5,
918,249.13562394125555,1.9266559,,,,,,,,,,,5220834.0,3935163.0,2186959.2,4344865.0,4325070.0,4242986.0,
2808,249.14951127577652,6.1878347,,,,,,,,,,,0,26192.207,56208.5,204472.9,325648.0,226353.1,
2767,249.14952398229767,5.899639,,,,,,,,,,,148576.67,134540.36,128696.984,83276.36,92437.33,76573.09,
2864,249.14961186051778,6.6202564,,,,,,,,,,,222928.84,520010.66,254568.83,376724.9,256597.61,514860.12,
878,251.1036695667777,1.8994483,,,,,,,,,,,5350.947,155702.08,297478.16,383297.7,1662825.4,1785527.8,
452,251.10375012169993,0.83933234,,,,,,,,,,,44969.246,81103.76,293933.22,579209.8,708144.2,885058.75,
2551,251.1037909617377,4.6688356,,,,,,,,,,,128969.125,193551.62,361927.34,278206.06,320300.5,259075.75,
617,252.14644475460742,1.0649339,,,,,,,,,,,299413.2,2552240.5,722472.4,2547907.5,462332.9,134571.28,
90,252.14644985553517,0.42521307,,,,,,,,,,,684873.75,544927.0,408079.72,125768.33,115701.09,198060.56,
711,252.14647046690547,1.2069659,,,,,,,,,,,2085553.2,434963.1,266640.94,7560889.0,1333198.0,488755.94,
781,252.14647058196897,1.2946962,,,,,,,,,,,4413106.0,60770.91,3609618.0,2922334.5,4246252.0,2221999.2,
495,252.14647216673185,0.8778203,,,,,,,,,,,4742827.5,1917643.5,4201118.0,3416174.8,3234453.5,997858.3,
422,252.14647471976548,0.78034425,,,,,,,,,,,2493266.8,5665911.5,4014789.2,3429250.8,2764723.5,5145324.5,
844,252.14647677820167,1.4834241,,,,,,,,,,,1487280.8,588907.25,623928.1,1828459.9,935572.5,6063521.5,
1827,255.12386248209668,2.9492729,,,,184,,,,,,,294875.56,421138.75,708329.56,2232098.8,2298198.0,2676064.0,
1865,255.13502473712063,3.0161598,,,,36,,,,,,,1316959.5,1995819.8,2032785.0,1431464.8,1765229.9,1285785.8,
2290,255.13525118825595,3.7140453,,,,181,,,,,,,184658.69,213952.34,142785.0,0,3357.2788,3227.1648,
3539,255.822111835565,10.378163,,,,,,,,,,,381973.75,0,217315.8,58357.406,0,0,
277,256.09376506491895,0.60157466,,,,146,,,,,,,1455514.0,1755446.5,1933636.4,2396812.5,2271172.5,2827234.0,
449,256.0938085520152,0.7653034,,,,,,,,,,,518401.84,125950.69,106867.78,123815.08,305374.88,140860.03,
2671,256.1917916117796,5.304893,,,,,,,,,,,426294.5,610049.94,658976.1,735638.4,592828.3,683347.8,
680,257.07779171444446,1.1639661,,,,,,,,,,,69848.73,118080.31,274555.4,1345210.0,1395946.1,1455035.4,
402,257.0778229741675,0.73642033,,,,22,,,,,,,2889384.5,3221875.5,3806459.0,6070967.0,5425590.0,5748459.5,
158,257.0778287405146,0.4751669,,,,72,,,,,,,571200.5,806345.3,1042320.8,661655.0,602286.8,693078.5,
116,257.11182735979895,0.41528082,,,,,,,,,,,54133.53,99850.79,169817.36,1023162.3,1121136.8,965897.7,
822,257.11426966823035,1.3951235,,,,,,,,,,,0,0,16879.078,1315917.5,240806.45,1317360.8,
861,257.1142982306804,1.7146211,,,,,,,,,,,0,0,0,81198.74,700103.7,35475.86,
791,257.1142993643344,1.2872341,,,,,,,,,,,3130.0527,13745.37,64369.297,189123.19,1574511.9,380818.03,
1892,257.11434154854857,3.0454867,,,,108,,,,,,,983146.3,1736045.0,2152312.0,1762611.4,1950990.2,1421478.6,
2026,257.1507453775425,3.2243834,,,,62,,,,,,,902021.2,1164298.2,1087575.0,2852210.2,2720237.5,2420260.2,
2626,257.17584893847487,5.04059,,,,212,,,,,,,222130.5,314704.34,496453.62,1072813.6,1137615.4,1109736.4,
2648,257.1758524150783,5.151731,,,,174,,,,,,,163800.03,247896.44,258501.62,548279.4,562015.94,584354.4,
2730,257.2121922688145,5.6650777,,,,,,,,,,,0,13896.371,20152.398,106520.26,94825.56,70091.016,
2847,257.2122197022511,6.5141506,,,,,,,,,,,3095564.8,3132429.8,3677736.2,981031.2,536843.1,495471.3,
2830,257.2122308930255,6.330185,,,,99,,,,,,,54130.754,77725.32,92874.57,58826.566,54267.855,46020.035,
2878,257.21228454824615,6.699468,,,,,,,,,,,596049.0,662710.06,1521442.1,546258.9,574330.3,995668.5,
3540,257.8190795403629,10.376338,,,,,,,,,,,380994.94,0,221541.47,60167.4,0,0,
1873,258.09824195772,3.0911713,,,,,,,,,,,377648.22,377509.03,911652.6,870885.4,2370737.0,676066.3,
2133,258.098286316631,3.360398,,,,195,,,,,,,2994349.2,4919247.0,7198555.0,1.1474792E7,1.0671782E7,1.0095323E7,
299,258.1456809024049,0.6233179,,,,135,,,,,,,2945538.0,3826285.2,6533260.5,1.394847E7,1.3670986E7,1.3626435E7,
219,258.1819756849905,0.54400593,,,,119,,,,,,,192049.98,823012.06,1279821.1,1913876.2,1959127.8,1785584.1,
354,258.18199657931467,0.6916771,,,,,,,,,,,535565.5,474410.8,628004.2,490576.53,1111826.5,1183202.8,
419,258.182001995089,0.73804694,,,,,,,,,,,274990.78,580521.5,906511.25,1342850.9,807200.75,472564.2,
849,259.0756152692329,1.5624838,,,,,,,,,,,608272.94,639125.6,1732142.4,390958.62,236776.48,269221.94,
519,259.0756274904152,0.9621127,,,,,,,,,,,190697.83,103306.37,1530886.6,27950.477,21065.355,6990.56,
2139,259.1016168290554,3.360288,,,,,,,,,,,270361.8,349803.4,422419.94,985027.2,1123364.9,764495.1,
1864,259.10178219237673,3.058582,,,,,,,,,,,0,0,7487.383,25200.004,92214.47,9650.069,
1877,259.1087455297356,2.9584322,,,,,,,,,,,815483.75,533218.9,687598.75,321146.28,217507.25,1154879.9,
1593,259.1087652916048,2.6595128,,,,,,,,,,,2895411.5,1885562.0,4624958.0,5583837.5,2955720.2,1.1773508E7,
1339,259.1088038927638,2.4793177,,,,47,,,,,,,3.19283E7,4.3207904E7,4.3250804E7,2.9919252E7,4.3931484E7,2.3620906E7,
1468,259.1296225871356,2.605361,,,,115,,,,,,,1389436.9,1936179.2,2814577.8,5325423.5,6348068.5,5024571.0,
629,259.12970213291123,1.1219057,,,,,,,,,,,66668.59,322116.94,488978.6,7485109.5,5624046.5,7525753.5,
218,259.1297307990862,0.5291672,,,,135,,,,,,,328293.44,1196204.5,1035995.1,6926810.0,5250997.5,8125258.5,
406,259.1297309275995,0.74752957,,,,,,,,,,,3298190.8,3257443.0,2168563.2,4991190.0,1.0308281E7,5114938.0,
854,259.12974971059475,1.6945127,,,,,,,,,,,0,30892.516,253470.5,1154913.6,1483932.5,1772400.0,
956,259.12979456944066,2.0220232,,,,,,,,,,,448204.94,369170.2,474251.12,741165.06,1046006.94,892713.2,
1332,260.1120958897431,2.4833415,,,,,,,,,,,2347545.0,6549639.5,3069275.5,2210958.0,1330281.0,1192659.8,
230,260.12499207938555,0.5255512,,,,,,,,,,,795251.1,1134931.2,1709590.0,293287.38,365267.94,250984.22,
2528,262.10844717494774,4.5382333,,,,,,,,,,,852502.3,997197.56,1148885.0,524338.3,234936.42,428251.97,
2540,262.1448803603659,4.630255,,,,,,,,,,,1266419.6,1555197.4,1510827.5,1630357.0,1475310.0,1704224.0,
1369,263.14004647492084,2.5006979,,,,101,,,,,,,753522.75,847041.2,848389.75,1833686.2,2386730.2,1824339.9,
1513,263.1400653343798,2.5769017,,,,,,,,,,,1621936.9,2353641.5,2161941.0,1164264.8,2066170.2,153610.06,
541,265.1192623146774,0.9790494,,,,,,,,,,,73508.484,293360.9,119902.016,1037345.94,873276.9,911705.25,
643,265.1192913070965,1.0968305,,,,,,,,,,,106076.664,409622.97,1059039.4,315988.28,119701.5,37695.49,
3512,265.14775908210004,10.222835,,,,,,,,,,,100568.336,151962.02,132889.44,179203.25,163023.55,101288.445,
3532,265.14777348616065,10.300555,,,,,,,,,,,82483.945,66928.7,91108.73,92574.84,71395.56,52313.934,
2768,265.14781459772905,5.95231,,,,229,,,,,,,5316541.5,5010490.0,8514779.0,1.0620202E7,9489893.0,1.1235466E7,
457,266.08936992987276,0.82394034,,,,54,,,,,,,1846484.8,1789317.0,1963786.6,0,0,0,
1375,266.1145901464569,2.511536,,,,69,,,,,,,773353.5,1130986.0,1420715.4,962998.2,1058671.9,853366.06,
475,267.0732961211151,0.8513704,,,,21,,,,,,,572779.0,843956.5,1305458.8,1.2493552E7,1.2284083E7,1.2164584E7,
109,267.096158413085,0.4120725,,,,72,,,,,,,76388.33,414189.84,653820.25,843481.06,916241.75,838161.94,
288,267.14610431404634,0.53786916,,,,119,,,,,,,2090526.4,3141177.2,4765083.0,4721192.5,4971579.5,4282039.5,
2469,268.0979784524616,4.268909,,,,35,,,,,,,541729.3,567332.6,639307.6,63927.1,68925.234,64515.742,
235,269.0809242355475,0.5430299,,,,88,,,,,,,1206595.5,2826682.5,2740123.5,6094488.5,5806254.0,6728516.0,
70,269.08125936769716,0.45590687,,,,,,,,,,,1038508.9,616442.4,227361.52,0,0,0,
1829,269.1143017011879,2.9788833,,,,184,,,,,,,0,2963.3394,13425.326,938305.94,634024.5,706728.5,
1950,269.15071716523795,3.140435,,,,,,,,,,,976040.25,1434297.0,1369521.2,355794.22,752718.94,313606.47,
2656,269.1757946879939,5.2267184,,,,,,,,,,,0,3263.1052,81714.59,225313.89,220478.19,231225.34,
2604,269.1758366320932,4.93816,,,,,,,,,,,84914.016,133657.12,250227.97,593350.94,673198.8,603456.56,
2754,269.2121514850429,5.833098,,,,,,,,,,,511700.3,526000.7,744949.44,491655.0,472171.6,447346.66,
2733,269.2121610775768,5.7781568,,,,,,,,,,,171834.39,105531.89,178461.28,180372.12,185678.28,269091.97,
2856,269.2122156386576,6.574513,,,,,,,,,,,222713.0,261938.55,299108.0,176537.75,189320.84,201467.33,
2832,269.2122307161632,6.4238133,,,,,,,,,,,58671.71,81279.1,88542.86,35175.234,40668.082,33018.766,
2869,269.21225793084824,6.6555266,,,,166,,,,,,,525204.25,573877.44,667751.8,252329.33,451232.0,314590.2,
2891,269.2122595304433,6.810641,,,,,,,,,,,448943.34,549618.6,584803.3,436894.25,470767.66,256724.03,
646,270.14579236509,1.1011704,,,,,,,,,,,78948.5,413677.5,687389.7,1.3489425E7,1.2777809E7,1.3837589E7,
850,270.14580078925394,1.6264814,,,,,,,,,,,0,11693.307,195385.36,1896631.6,2261984.0,2379694.5,
860,270.1458397107038,1.696406,,,,,,,,,,,5381.782,180691.48,223940.12,3237406.2,964334.9,35158.074,
224,271.07790690948417,0.54136777,,,,88,,,,,,,175346.28,908872.0,853427.7,1914391.9,1818143.0,2186276.5,
2258,271.1664119650023,3.6821234,,,,227,,,,,,,257512.19,340341.16,346699.2,203685.27,209328.44,195281.6,
2125,271.16641934470596,3.350485,,,,195,,,,,,,814793.75,1035270.44,1183167.2,607476.3,654589.3,483138.72,
2294,271.1664762966595,3.717625,,,,,,,,,,,355379.62,493049.9,550559.8,193888.11,216659.06,166932.44,
2675,271.1914465993147,5.3326497,,,,,,,,,,,186971.39,158890.84,154215.72,128237.555,159694.1,164792.27,
2701,271.19145849126954,5.453207,,,,,,,,,,,300504.94,361445.2,462533.66,1266192.4,1357403.8,1423960.6,
3361,271.1914729912434,8.522645,,,,75,,,,,,,1051881.2,288238.56,690302.7,282992.3,272460.7,743322.94,
2815,271.22780732101535,6.241335,,,,,,,,,,,107249.67,139073.6,141654.14,127775.04,153041.61,116339.086,
2781,271.22781729303153,5.9971757,,,,,,,,,,,1121663.4,1459926.9,1617769.8,1672747.0,1603961.9,1449907.0,
2829,271.2278467225488,6.3283806,,,,99,,,,,,,103636.266,124251.63,160083.27,101074.125,100744.74,99412.63,
2842,271.2278496609392,6.437962,,,,220,,,,,,,290844.88,348845.53,398118.62,209271.66,218364.61,205067.6,
2897,271.2278670086176,6.8628564,,,,117,,,,,,,7332669.5,6763681.0,7951292.5,2824218.5,3122977.0,3053826.8,
2929,271.22787465136145,7.0683026,,,,,,,,,,,8276757.5,7714282.0,9648310.0,9306950.0,8638444.0,7683779.5,
194,271.9902475684606,0.5389119,,,,,,,,,,,877994.6,265566.5,332222.5,13875.121,2948.6992,3054.8608,
311,271.9902664074815,0.6328775,,,,,,,,,,,420212.7,929067.1,1825190.6,849879.75,309891.5,303261.3,
1118,272.1252131702488,2.2725823,,,,206,,,,,,,620944.8,529080.25,475518.75,3468273.8,3850986.0,3106097.2,
1720,273.08809504108325,2.8552806,,,,,,,,,,,144927.39,250052.55,487077.12,1221038.9,1319215.0,1241918.4,
1020,273.1092267951981,2.113149,,,,,,,,,,,113081.19,106751.54,125150.77,638769.8,734088.7,320441.2,
1648,273.1455795993866,2.7801492,,,,,,,,,,,256738.58,416467.7,502800.2,788228.75,923770.06,478875.5,
697,273.1566668682281,1.1382955,,,,,,,,,,,1104018.9,202228.22,179195.86,250287.06,38875.934,32316.977,
514,273.1567364151896,0.940708,,,,,,,,,,,1382187.6,465419.66,1577847.4,1162412.8,918416.0,889541.6,
418,273.1567368152146,0.7791713,,,,128,,,,,,,659241.25,871922.0,949045.3,600669.25,447712.16,484664.3,
598,273.1567395099924,1.0174812,,,,,,,,,,,159118.28,1244328.9,1026527.7,253880.75,164297.08,26273.752,
2373,274.10877732898035,3.9433548,,,,,,,,,,,39109.13,56432.46,60806.383,159891.08,154465.84,263816.72,
1427,274.11979534556866,2.5625684,,,,101,,,,,,,5042443.0,6166284.0,5349343.0,3577202.2,4356327.0,3167610.8,
1285,274.1198176901597,2.4400377,,,,,,,,,,,8407115.0,8098633.0,6615888.5,5013604.5,4834447.5,5122408.0,
361,275.0705804063853,0.6885306,,,,130,,,,,,,835530.7,758747.6,679501.4,701818.5,635456.2,646841.94,
1570,275.1037777442411,2.6842804,,,,,,,,,,,588607.4,706471.3,805893.94,787881.1,1138999.9,743821.25,
1843,275.10379790643555,2.9919956,,,,5,,,,,,,5970804.0,6835072.5,7411920.5,8950747.0,9542140.0,8946459.0,
1416,276.0004934776654,2.5864506,,,,,,,,,,,0,23503.674,1191623.2,0,0,0,
2590,276.1240822885463,4.875088,,,,198,,,,,,,1119660.9,1528984.4,1979810.6,1463688.5,1366247.0,1312313.2,
1033,277.0498580103411,2.1310701,,,,,,,,,,,255734.06,416335.97,746792.0,0,0,0,
938,277.11912770333123,2.069192,,,,,,,,,,,29555.447,42955.777,108927.51,3626837.8,3983774.5,4653484.0,
1795,277.15566448159115,2.9298162,,,,3,,,,,,,756419.44,996221.1,939413.9,790358.25,697986.44,781287.56,
1723,277.15568169324257,2.882884,,,,3,,,,,,,550049.4,777455.2,636408.0,809678.9,723891.3,1008838.8,
1652,277.15568557364264,2.8246262,,,,,,,,,,,418177.4,738896.9,618923.5,397289.38,413052.5,371716.66,
264,279.03875316607855,0.5941549,,,,135,,,,,,,101046.1,156649.03,227406.36,6340229.5,6211642.5,4662538.5,
303,279.0594757178904,0.62719184,,,,148,,,,,,,487061.47,293387.62,256408.19,238096.31,206043.97,190273.77,
103,279.05962753524756,0.41368294,,,,72,,,,,,,833072.3,1170864.8,1291713.4,660921.1,679169.5,660454.2,
273,279.1096547022516,0.59504896,,,,135,,,,,,,9128119.0,9724062.0,1.0971583E7,3290539.0,7317987.5,5243637.5,
761,279.109692286566,1.213388,,,,,,,,,,,63677.367,389141.56,342850.72,660751.8,3616416.5,1325813.4,
681,279.13480881954627,1.1746287,,,,,,,,,,,0,63069.67,83803.55,1845115.6,1859084.8,1922743.0,
251,281.0357201204723,0.52600163,,,,135,,,,,,,48360.195,46719.8,71074.86,1873399.5,1850558.4,1956124.2,
1362,281.124424549375,2.4934416,,,,69,,,,,,,1257416.5,1728601.4,1680599.4,6548.8633,3272.5964,0,
