row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,POS_TJGIp8_3_Run206.mzML Peak area,POS_TJGI2pt1_EV_gpdA_CTRL_2_Run143.mzML Peak area,POS_TJGI2pt1_EV_gpdA_CTRL_3_Run194.mzML Peak area,POS_TJGIp8_1_Run19.mzML Peak area,POS_TJGIp8_2_Run84.mzML Peak area,POS_TJGI2pt1_EV_gpdA_CTRL_1_Run13.mzML Peak area,Unnamed: 19
981,251.1636726306006,4.680825700000001,,,,,,,,,,,23920.125,17988.433999999997,22690.1,682626.3,676785.5,30220.324,
6866,251.17904936477225,10.070383,,,,180.0,,,,,,,229597.58,110189.64,183685.55,421801.0,336054.78,782641.75,
6417,251.17913919848584,8.923985,,,,127.0,,,,,,,189992.34,78404.445,106415.44,566481.8,296730.06,529705.2,
6269,251.17917439228145,8.728841000000001,,,,108.0,,,,,,,650267.44,190251.88,422695.84,1024180.6,450648.12,1108345.8,
4487,251.17918275267502,7.5601449999999994,,,,252.0,,,,,,,112452.32,439889.34,301324.0,520276.1,634194.0,683037.3,
5440,251.1792023802623,8.124171,,,,13.0,,,,,,,3656279.8,3237998.8,993206.44,3995800.5,5288830.5,5581566.0,
5933,251.17927712889409,8.442772999999999,,,,94.0,,,,,,,751549.1,318289.2,291004.47,270083.3,649417.0,256217.75,
257,254.13852742731697,1.8150511999999999,,,,,,,,,,,110702.1,45487.695,109830.22,429992.3,260884.9,325918.84,
278,254.13853168822803,2.0829817999999998,,,,,,,,,,,331013.6,234368.27,365766.44,589753.8,545135.6,492422.66,
3397,255.06505999306708,6.7153234,,,,,,,,,,,75479.93,119023.83,139151.77,0.0,162663.39,374723.84,
1247,255.15868071366933,4.831673,,,,109.0,,,,,,,494788.2,477964.6,416455.62,374588.3,414961.06,331546.53,
4600,255.2315403723376,7.6508613,,,,104.0,,,,,,,700201.56,784496.0,633816.94,587406.8,1076912.4,431668.75,
2176,255.64582013344287,5.4122596,,,,26.0,,,,,,,1152722.2,875768.06,977316.1,580904.06,970817.75,609039.7,
4015,256.26325518427774,7.2369027,,,,69.0,,,,,,,7851443.5,9475939.0,12566745.0,5736403.5,8159971.0,9630789.0,
2021,256.299568127779,5.320853,,,,,,,,,,,0.0,0.0,0.0,989140.1,0.0,1013978.25,
2335,256.2996570291969,5.612019,,,,,,,,,,,43246.223,397474.9,178421.81,0.0,791434.9,0.0,
44,257.14678543778047,0.36714897,,,,44.0,3.0,[2M+Na]+,,2.0,48;44,117.07883000000001,11644531.0,14892908.0,15546471.0,7025539.5,10887851.0,9376044.0,
126,257.14685643805217,0.56596416,,,,,,,,,,,135470.39,234862.78,131280.8,55589.113,181569.28,284093.62,
221,257.1468936852261,1.1500431,,,,,,,,,,,34462.11,69945.83,68515.31,66468.32,6055.6094,61661.344000000005,
203,257.14693652523846,0.9801745000000001,,,,,,,,,,,53399.405999999995,165591.94,118709.84,88776.125,6055.6094,103110.164,
4909,257.1897189526005,7.7736135,,,,,,,,,,,131391.03,161195.77,99877.39,270562.72,451992.1,374295.06,
111,258.109760020404,0.45601463,,,,44.0,,,,,,,1149199.2,961529.5,1105374.0,1308912.8,1003604.44,904141.25,
817,258.16978060454466,4.4795584999999996,,,,,,,,,,,335656.53,191151.6,250264.97,642486.94,248240.25,282389.44,
857,260.1853824353809,4.549253,,,,212.0,55.0,[M+H]+,,2.0,862;857,259.17806,8408342.0,7241868.5,8562698.0,9237714.0,10154520.0,9303119.0,
7017,261.1093197165161,10.431902000000001,,,,,,,,,,,50227.746,3221.1220000000003,3521.9148,3583.1538,12756.082,536915.3,
849,261.1094794846327,4.5425797,,,,222.0,,,,,,,933548.06,1204051.4,885215.25,866240.5,1163857.0,661306.25,
394,261.10963312101893,3.0863577999999996,,,,,,,,,,,1175124.0,928071.8,943931.0,536623.4,634792.94,277666.9,
93,261.1804935302265,0.40941079999999996,,,,117.0,,,,,,,888604.4,1276194.2,1343092.2,1934288.5,1435225.8,2711646.2,
1565,261.593343465242,5.0438279999999995,,,,24.0,,,,,,,1004733.9,1184973.2,1193038.6,678562.6,922728.0,575987.06,
1159,263.1062954702961,4.7762046,,,,120.0,,,,,,,1046593.9,1096224.0,1191149.6,1188528.6,1257596.9,1089294.8,
6328,263.2366125988462,8.793759,,,,,,,,,,,0.0,0.0,0.0,271264.6,22634.86,365800.25,
3699,263.2366618548753,7.000717,,,,88.0,233.0,[M+H]+,,2.0,3700;3699,262.22942,414257.16,333383.7,468091.47,293652.06,410007.7,303912.25,
3901,263.2367292753865,7.153689999999999,,,,4.0,,,,,,,1292730.0,1247336.4,1306805.0,860552.06,1139074.2,827194.3,
3789,263.23674945560487,7.067924499999999,,,,235.0,,,,,,,361599.88,368419.03,447270.38,274739.56,363669.34,286493.94,
3171,263.23678384432844,6.5017076,,,,250.0,199.0,[M+H]+,,1.0,3176,262.22947999999997,265585.2,117834.58,156297.36,78697.78,132286.77,83691.38,
3542,263.23682453613,6.8018565,,,,,,,,,,,73486.67,467869.66,99122.27,71598.62,631746.56,100079.67,
2171,264.6511668223804,5.4098434,,,,26.0,,,,,,,763484.1,620307.4,679855.0,278575.8,683455.2,295133.75,
1715,265.14084295905496,5.1406026,,,,141.0,103.0,[M+Na]+,,2.0,1709;1715,242.15162,356100.7,360754.62,299408.5,74711.15,160255.02,67060.58,
449,265.1412538704222,3.4022667,,,,,,,,,,,145979.0,150580.12,169865.3,70689.85,132857.69,98382.516,
1863,265.14313536799585,5.2359214000000005,,,,15.0,,,,,,,868862.06,691311.75,746654.1,1098163.4,904976.3,909309.5,
987,265.1791967938006,4.576444,,,,,,,,,,,19670.486,37567.0,21708.022999999997,705999.94,728979.4,53946.63,
728,266.17246931948915,4.3524585,,,,165.0,50.0,[M+Na]+,,3.0,731;730;728,243.1833,160582.42,946897.44,879146.7,738355.4,146110.38,809789.44,
1604,267.10128431592426,5.05965,,,,24.0,,,,,,,608614.9,647951.9,615846.94,541399.9,599557.56,607821.5,
464,267.1570013781134,3.5364980000000004,,,,186.0,,,,,,,600168.8,670489.6,694031.2,412139.22,766746.44,413028.9,
661,267.15878883355555,4.154369,,,,29.0,43.0,[M-2H2O+H]+,,2.0,663;661,302.17261,299216.6,332870.34,277810.1,451841.03,340332.5,457195.25,
2949,267.17177734875384,6.135097,,,,,,,,,,,178654.38,170528.45,128445.664,295594.3,138158.6,500903.9,
4795,267.17403606120786,7.697647,,,,102.0,,,,,,,197343.12,359365.7,293085.9,557384.2,2421687.0,1121850.6,
4476,267.17405211128016,7.558458,,,,252.0,,,,,,,126049.28,256219.19,385717.5,442573.2,887885.06,725925.5,
6226,267.17408602717154,8.693607,,,,,,,,,,,167465.84,98659.79,92552.4,542910.7,313748.16,651549.75,
6043,267.1741605860973,8.516913,,,,197.0,,,,,,,1272096.2,551291.1,761252.56,1308034.2,1182857.2,751046.5,
423,267.18004633087287,3.2700891,,,,54.0,19.0,[M+H]+,,3.0,420;423;424,266.17274,1349591.0,1455278.6,1505080.0,1171069.1,1452147.1,1146126.4,
389,268.211516787912,3.0823085,,,,214.0,,,,,,,440371.2,498661.44,442106.28,127873.95,286194.78,104349.625,
411,269.0895238141486,3.2036278,,,,,,,,,,,271758.94,311951.06,287119.0,187450.64,301700.66,171044.14,
497,269.135787198538,3.6033334999999997,,,,18.0,28.0,[M+Na]+,,2.0,496;497,246.14657999999997,2416649.5,2438870.2,2399549.5,2341335.2,2460418.0,2488001.5,
469,269.13580123525907,3.4947796,,,,,,,,,,,339816.34,329812.47,350354.16,255691.66,337372.88,360662.34,
4489,269.18965770293147,7.5609493,,,,252.0,,,,,,,304106.62,487893.6,299040.03,718739.1,762887.56,824008.5,
4595,269.2471319751841,7.650092999999999,,,,104.0,,,,,,,642571.4,715320.8,594429.9,533926.5,990382.8,386728.84,
3981,269.2472196901833,7.215736,,,,48.0,,,,,,,300828.1,275735.84,255988.88,182514.39,287145.16,146389.11,
3148,269.2472971302164,6.4839325,,,,250.0,,,,,,,132621.31,110008.39,100342.234,290273.34,205784.42,207129.75,
2780,269.66153608586393,5.9722404000000004,,,,46.0,,,,,,,727408.56,517112.28,645100.8,514648.7,700198.25,521982.03,
2786,270.2061239206384,5.973837400000001,,,,46.0,,,,,,,254214.45,186691.6,234116.95,483967.38,376955.53,587108.3,
4347,270.2788203164769,7.4515533,,,,209.0,,,,,,,276825.66,282855.5,267944.53,502042.4,391881.22,576477.8,
395,271.11496863448673,3.0982106,,,,,,,,,,,767643.56,573502.6,513225.88,375046.44,504461.75,293022.4,
772,273.1013522778206,4.4473157,,,,,,,,,,,347485.6,335737.6,376651.2,279961.1,332312.3,249365.5,
1215,273.14804959631226,4.802641400000001,,,,172.0,,,,,,,2507874.8,2299952.5,2521877.5,2516029.8,2487118.8,2121445.0,
461,273.16706383720964,3.4485222999999996,,,,65.0,,,,,,,400275.56,544900.06,427806.4,607644.7,433349.28,668929.5,
2215,274.10910422430317,5.4472747,,,,232.0,,,,,,,1094082.4,1120823.4,1091267.1,563746.5,936099.8,478313.56,
1386,274.2009269723297,4.912273,,,,101.0,,,,,,,1046970.75,926735.0,1012723.44,1132422.1,1236335.6,1102166.2,
2174,276.1591492723124,5.411442,,,,26.0,,,,,,,1296142.8,1074468.8,1159171.5,760241.6,1093567.9,748466.5,
2816,276.1591859278247,5.990298999999999,,,,256.0,,,,,,,231872.95,294812.53,309869.25,306386.97,428670.56,225393.56,
6411,277.21587338004855,8.912247,,,,,,,,,,,0.0,39477.56,0.0,977010.25,176760.0,1329677.6,
2223,277.21592056084137,5.45116,,,,232.0,147.0,[M-2H2O+H]+,,2.0,2224;2223,312.22981,649193.1,267136.1,477856.9,701484.7,618841.94,541946.94,
3935,277.2159633325601,7.1852717,,,,4.0,,,,,,,1073244.5,1160338.6,959012.94,2511307.8,1836446.1,2753332.8,
3080,277.21601347851606,6.3628616,,,,167.0,191.0,[M-H2O+H]+,,2.0,3087;3080,294.2194,909869.6,721555.0,781850.4,1559314.5,1097113.1,1449782.5,
618,277.58822622699813,4.1221037,,,,183.0,,,,,,,854101.9,832317.94,842230.2,677639.94,769334.3,554326.1,
5751,279.1587938487909,8.292419,,,,3.0,,,,,,,3197687.8,2877518.0,1865755.2,3689047.0,3696560.5,3596973.8,
3203,279.1589134664333,6.53155,,,,267.0,200.0,[M+H]+,,2.0,3200;3203,278.15161,1287429.1,1215274.9,1091096.8,1096565.6,1564469.2,1425355.0,
2972,279.2315542044861,6.1726155,,,,33.0,,,,,,,3486299.8,2315693.2,2923361.5,3935868.5,3620300.5,3947592.5,
4315,279.23157092238546,7.442012299999999,,,,209.0,,,,,,,412465.72,525412.44,414411.75,1004844.9,893286.5,1111126.6,
3310,279.23165275614605,6.6270776,,,,177.0,,,,,,,529420.9,503450.88,532258.5,1136242.2,718586.56,819474.3,
2951,279.64667342787516,6.1485734,,,,236.0,,,,,,,2866590.8,2671415.2,2782097.0,1724905.9,2380034.0,1123192.0,
2862,279.64673208224184,6.046993,,,,240.0,,,,,,,1518585.9,1350101.2,1461495.0,853323.8,1053742.6,514438.22,
32,280.09158946619914,0.36195555,,,,44.0,,,,,,,2060028.6,1573388.1,1818262.9,1441106.4,1580251.2,1125809.4,
2958,280.1483722508468,6.155379,,,,,,,,,,,850701.44,760708.56,822193.3,486475.44,450261.3,273805.9,
818,280.15169075890566,4.481261,,,,103.0,,,,,,,374994.34,209935.53,282878.06,234888.28,178233.81,69361.06,
1024,280.15397108967494,4.6652510000000005,,,,1.0,,,,,,,347111.44,266807.16,395839.88,198527.16,392918.84,210695.38,
2969,280.2348458426088,6.171835400000001,,,,33.0,,,,,,,631372.4,306894.03,476499.2,724136.06,651060.1,729002.6,
2676,280.26315562483467,5.8582497,,,,,,,,,,,194167.03,202016.8,227163.75,147568.92,173410.23,261197.64,
3700,280.2632039066428,7.001520599999999,,,,88.0,233.0,[M+NH4]+,,3.0,3703;3700;3699,262.22942,4849464.5,4144803.8,6589624.5,3541828.8,4113531.2,4567606.0,
2836,280.2632157706533,6.0096364,,,,179.0,,,,,,,526141.0,614352.56,873803.4,566435.75,485664.8,1470827.5,
3176,280.2632753942339,6.499016,,,,250.0,199.0,[M+NH4]+,,2.0,3176;3171,262.22947999999997,75581.945,299262.03,221496.3,394234.94,83348.375,253155.86,
3248,280.65457954101396,6.5892835000000005,,,,177.0,,,,,,,888897.56,688486.2,836042.44,673740.6,782511.8,253459.61,
3128,280.6546340159552,6.463782,,,,192.0,,,,,,,230671.22,176229.36,227502.0,191448.69,201850.75,43546.746,
4004,281.0505819090766,7.212582,,,,,,,,,,,26233.062,165105.3,102346.95,102747.13,95099.32,338950.47,
1476,282.10656506098104,5.044604,,,,24.0,89.0,[M+K]+,,2.0,1561;1476,243.14327999999998,769319.4,758741.0,853950.06,486955.7,655101.25,427995.7,
1866,282.10654665213883,5.236786,,,,15.0,,,,,,,801679.1,805635.44,822665.06,567918.4,676621.25,506704.88,
920,282.1065522980079,4.5766800000000005,,,,212.0,,,,,,,696041.5,683920.94,701758.94,534715.44,596992.0,481091.94,
862,282.1672184828671,4.5509114,,,,212.0,55.0,[M+Na]+,,3.0,858;862;857,259.17806,2111006.2,1841754.1,1978739.8,1560620.2,2052362.5,1528266.8,
4195,282.2788600915408,7.3842845,,,,227.0,,,,,,,5415822.5,10482414.0,17990000.0,3678143.8,5445488.5,14146688.0,
58,283.1623596234351,0.37606415,,,,44.0,,,,,,,5866535.0,6483115.0,8213283.0,2861035.2,4576899.5,3998182.0,
6880,283.1688171248174,10.087819999999999,,,,,,,,,,,122126.43,108416.32,95174.94,530526.8,244612.45,613904.5,
4458,283.1688711242952,7.5355697,,,,,,,,,,,48977.33,118090.61,103737.586,405986.44,404247.44,493887.94,
333,283.17492068659635,2.6244709999999998,,,,,,,,,,,91216.43,126411.66,126540.78,186494.61,94796.9,291131.97,
3435,283.1753321167277,6.73648,,,,32.0,,,,,,,499432.53,455111.72,695865.25,443908.6,402559.5,344781.72,
982,283.18978992193786,4.597487999999999,,,,,,,,,,,34211.793,13636.395,12092.462,1416277.9,1396011.4,63066.457,
437,284.1391947943572,3.3256812000000004,,,,,,,,,,,0.0,0.0,0.0,415892.97,705235.44,0.0,
420,284.20664836858015,3.2692177000000004,,,,54.0,19.0,[M+NH4]+,,3.0,420;423;424,266.17274,5267444.0,6193035.0,5825764.5,9771429.0,7857335.5,10578400.0,
5123,284.2944508590313,7.8651276,,,,,,,,,,,1762849.2,1569259.2,1573527.5,368205.38,566936.56,497503.06,
4940,284.29449150864485,7.792162400000001,,,,143.0,,,,,,,10666632.0,12909484.0,12156453.0,5851980.5,13177841.0,9292943.0,
2568,284.33076419022086,5.7701215999999995,,,,,,,,,,,0.0,0.0,0.0,1307982.4,0.0,3841697.8,
2926,284.33084768875784,6.1196410000000006,,,,,,,,,,,112705.35,786425.3,1265417.0,0.0,403027.25,0.0,
427,285.130645345312,3.2892894999999998,,,,54.0,,,,,,,149680.98,115287.766,869745.6,158032.47,120956.73,114972.98,
446,285.1306854740391,3.3633425000000003,,,,262.0,21.0,[M+Na]+,,2.0,445;446,262.14153,1765897.8,1620793.2,1560354.9,1768902.5,1741276.9,1314347.8,
659,285.1693319270986,4.1535416,,,,29.0,43.0,[M-H2O+H]+,,2.0,663;659,302.17261,1215788.5,1265453.5,1134168.1,1373590.2,1176540.0,1260048.9,
606,285.1694362458168,4.079786,,,,121.0,37.0,[M-H2O+H]+,,2.0,605;606,302.17273,159456.39,174274.2,154980.69,171559.38,156073.67,150932.5,
5156,285.1845307676313,7.944851400000001,,,,40.0,,,,,,,446136.56,417583.38,35826.086,506425.88,814176.25,822586.3,
4114,285.1845442657829,7.327211999999999,,,,2.0,,,,,,,699114.3,736888.25,555739.5,1140984.8,1173269.5,1025630.7,
97,287.1960650073504,0.4111705,,,,117.0,,,,,,,54355.91,234679.5,187150.72,586759.4,324077.47,833000.0,
683,287.1962074118765,4.2145014000000005,,,,90.0,47.0,[M+H]+,,1.0,682,286.18889,185141.61,311044.34,244641.67,282413.84,327152.38,235457.42,
6322,287.2000235033938,8.7825985,,,,,,,,,,,36348.656,54968.48,34624.957,219506.33,49483.727,686694.3,
1972,288.216570858138,5.2864747,,,,15.0,,,,,,,1340669.1,1099894.9,1302972.9,1651996.5,1820335.6,1772392.9,
424,289.16185363666267,3.270868,,,,54.0,19.0,[M+Na]+,,3.0,420;423;424,266.17274,6240420.0,8008495.5,9561840.0,3546828.2,4954946.0,2389022.5,
966,290.10390855890296,4.628874,,,,23.0,,,,,,,556228.44,498328.06,504302.3,333040.34,413368.3,392077.8,
2782,290.1748012846512,5.972313400000001,,,,46.0,,,,,,,528923.4,412554.66,476125.3,390774.5,525817.56,422354.1,
2815,291.19509661715875,5.9893837,,,,256.0,,,,,,,361644.34,405850.53,438865.3,437302.88,573478.8,342165.88,
4260,291.2314726087665,7.4265113,,,,209.0,,,,,,,703638.44,792849.9,678519.75,752500.56,989991.2,534845.7,
3725,291.2315131672308,7.0151086,,,,88.0,237.0,[M-2H2O+H]+,,2.0,3725;3730,326.2454,288429.94,248964.56,330348.03,474466.8,307645.6,613989.44,
3922,291.2315314212068,7.165729,,,,4.0,245.0,[M-H2O+H]+,,1.0,3929,308.23481,105206.016,106719.48,84982.57,203730.02,175029.72,186061.66,
5662,291.2315518700137,8.208604,,,,188.0,301.0,[M-H2O+H]+,,1.0,5661,308.23486,95459.11,89544.766,3684.3032,89659.41,107901.62,49753.84,
678,293.1721621070768,4.2005696,,,,147.0,46.0,[M+Na]+,,2.0,679;678,270.18296000000004,928215.3,734672.5,811556.94,556086.75,758458.1,319832.5,
3401,293.2108618883289,6.720198,,,,32.0,,,,,,,246459.73,279076.4,276533.16,386225.97,419638.2,394761.47,
3692,293.2471409890352,6.9933434000000005,,,,88.0,231.0,[M-H2O+H]+,,2.0,3692;3685,310.25052,7715945.5,7206070.0,7519551.0,7810876.5,6752516.5,8829906.0,
3877,293.28356522595766,7.140517699999999,,,,196.0,,,,,,,1659165.9,1483203.1,1247834.1,1580857.9,2185876.5,1037831.8,
528,294.13325402671063,3.6862745,,,,223.0,,,,,,,328697.78,509388.03,612502.4,631078.2,821545.56,642691.44,
1872,294.27888575506074,5.242221,,,,,,,,,,,0.0,0.0,0.0,790441.0,0.0,326921.84,
2307,294.2789306686902,5.5723357,,,,,,,,,,,280904.56,538796.25,464982.94,0.0,751420.4,0.0,
2006,295.22639061033783,5.3096824,,,,15.0,127.0,[M-H2O+H]+,,1.0,2014,312.23014,153351.45,126360.36,148862.31,147235.81,186259.58,138466.31,
2221,295.2264488355331,5.449596,,,,232.0,147.0,[M-H2O+H]+,,2.0,2224;2221,312.22981,357205.84,217702.3,271309.78,467286.0,363401.62,408501.8,
3077,295.2265474350988,6.3620725,,,,167.0,191.0,[M+H]+,,2.0,3077;3087,294.2194,1701823.2,1294158.2,1484796.6,2741052.5,1942398.4,2654272.5,
2952,296.25806544416616,6.115193,,,,,,,,,,,345659.78,277178.66,279834.8,265559.5,261719.1,1381720.9,
3974,297.0821461449701,7.212594500000001,,,,48.0,,,,,,,345240.97,1294583.8,811118.06,821146.44,747166.56,2636099.2,
3267,297.0821749451814,6.5914207,,,,,,,,,,,10653.767,220011.44,133312.98,87854.04,70461.33,361853.7,
5917,297.0822944707383,8.426969999999999,,,,,,,,,,,88863.82,314247.34,260169.19,81246.766,131758.14,313731.28,
627,297.1481766730606,4.1323476,,,,183.0,,,,,,,4454099.0,4312765.0,4801438.5,5443230.5,5325541.5,4529953.0,
948,297.1668794767038,4.616637,,,,23.0,,,,,,,398717.44,340653.47,395763.4,93236.68,179142.52,79074.53,
572,297.16723832163393,3.9386727999999995,,,,,,,,,,,155405.55,183806.89,153796.17,62929.027,101339.016,63388.484000000004,
1862,297.16928101954494,5.235167,,,,15.0,111.0,[M+H]+,,1.0,1855,296.16228,112060.59,92233.98,103176.61,162240.98,93360.32,119361.13,
3693,297.239797315827,6.9957023000000005,,,,88.0,,,,,,,252197.94,257598.12,172398.25,226870.47,321527.34,161059.58,
3294,297.24211254389525,6.6040826,,,,177.0,,,,,,,857651.9,802245.75,856785.3,830980.1,1617316.4,1199175.4,
2431,297.24215343227434,5.618089,,,,210.0,161.0,[M-H2O+H]+,,2.0,2431;2437,314.24541,111809.96,134077.89,137582.16,183745.42,156455.19,187784.45,
620,298.1013855558902,4.128569000000001,,,,,,,,,,,706133.4,167878.69,673037.44,499278.34,547948.2,423779.56,
6879,299.2364420857652,10.086532,,,,,,,,,,,263057.4,183432.1,229752.97,599422.94,398185.28,726988.1,
6750,299.2364574078254,9.665526,,,,,,,,,,,0.0,0.0,0.0,148606.69,14284.482,173130.61,
3747,300.2893266337917,7.021578,,,,88.0,,,,,,,343908.28,305760.12,320728.28,360882.22,471431.12,361769.03,
4200,300.28934546433015,7.388552000000001,,,,227.0,,,,,,,760690.6,790825.8,546287.8,487530.78,988618.56,472979.22,
3200,301.1408059365245,6.528118599999999,,,,267.0,200.0,[M+Na]+,,2.0,3203;3200,278.15161,856092.06,855970.25,647202.8,468189.62,1099221.4,519538.6,
590,301.1408280188887,3.9939892,,,,,,,,,,,134379.66,103859.12,113298.91,61716.785,82522.35,34939.336,
901,301.1429535734473,4.572311,,,,212.0,,,,,,,567776.2,550595.25,643183.1,660696.25,685689.7,568894.25,
992,301.28449167131765,4.6581470000000005,,,,,,,,,,,0.0,0.0,0.0,180365.39,0.0,438058.66,
5114,302.1535469156581,7.902999400000001,,,,125.0,,,,,,,609983.75,550638.6,176478.94,222743.7,557314.75,199250.53,
372,303.14118471806734,3.0327627999999995,,,,,,,,,,,586791.4,368192.66,384830.38,65776.02,290172.7,133668.62,
4117,303.1950547408815,7.3247695,,,,,,,,,,,65959.81,223346.75,58905.133,748595.6,884076.56,398200.4,
4602,303.304175302185,7.6508946,,,,104.0,,,,,,,833407.7,931703.4,796374.4,694394.2,1227987.1,480588.44,
1093,304.28411606081386,4.7409267,,,,,,,,,,,0.0,0.0,0.0,32691.99,0.0,679634.6,
1254,304.28421290230665,4.899848,,,,,,,,,,,0.0,2796.454,0.0,112882.84,4436.9487,959400.94,
1722,304.28424103793293,5.138523,,,,,,,,,,,186505.33,1467625.4,2734729.8,0.0,101873.63,0.0,
2054,304.29939420304424,5.3460436,,,,,,,,,,,0.0,0.0,0.0,1165812.2,0.0,2380257.0,
2444,304.2995443699057,5.649988,,,,,,,,,,,1003675.44,1110411.5,1237846.6,0.0,1024610.4,0.0,
1023,305.1529381867552,4.665301,,,,1.0,,,,,,,606232.9,624595.2,656441.5,683127.4,732647.94,621408.25,
1716,305.1719866009882,5.140574,,,,141.0,,,,,,,700671.06,457168.1,561872.6,300265.72,411605.38,134764.98,
971,305.17210241678515,4.6313486,,,,,,,,,,,60544.47,4173.9365,10196.565999999999,794658.6,1833711.9,0.0,
2291,306.2423819525903,5.5109153,,,,,,,,,,,15129.313999999998,19320.66,35858.086,121542.45,27649.207000000002,385069.12,
1544,307.18758478562137,5.0281142999999995,,,,174.0,88.0,[2M+Na]+,,2.0,1545;1544,142.09925,4360408.0,2763839.0,3497756.8,1933717.0,2874455.5,1048277.06,
2968,307.22631776597194,6.168686,,,,33.0,,,,,,,410337.88,386842.28,401746.44,393757.47,410299.97,604207.6,
2804,307.2263943318485,5.9812959999999995,,,,46.0,,,,,,,34755.883,263120.12,247753.33,568472.0,354626.06,1020184.4,
3561,307.2264927933532,6.866585000000001,,,,,,,,,,,277991.97,288853.66,252869.84,517201.7,408701.72,681133.56,
71,309.1778901644835,0.38056722,,,,44.0,,,,,,,970308.7,897057.56,1349807.8,385895.56,646901.7,590713.44,
682,309.1780676506798,4.2127557,,,,90.0,47.0,[M+Na]+,,2.0,682;683,286.18889,92454.86,192824.12,131500.39,154294.72,173577.98,109720.78,
3678,309.20555264933,6.982456,,,,88.0,,,,,,,32332.158,25696.78,14349.935,224531.03,122552.47,170118.38,
2979,309.2055923364552,6.1907716,,,,228.0,,,,,,,527609.56,574998.44,594103.94,497916.78,610879.6,412654.03,
3737,309.2419944860687,7.019197500000001,,,,88.0,237.0,[M-H2O+H]+,,2.0,3737;3730,326.2454,517531.28,407108.97,587778.06,827029.5,445688.9,1324431.4,
4173,309.24200137229474,7.358875299999999,,,,140.0,253.0,[M+H]+,,2.0,4174;4173,308.23496,324278.34,404617.6,274627.75,894650.44,627762.3,923870.06,
2918,309.24204183062,6.1074910000000004,,,,85.0,185.0,[M-H2O+H]+,,2.0,2918;2922,326.24545,212596.58,233568.28,237870.27,310704.88,265771.47,352315.12,
3934,309.2420763480314,7.184489699999999,,,,4.0,245.0,[M+H]+,,2.0,3934;3929,308.23481,6875959.0,7366112.5,6112658.5,15195991.0,11119066.0,16527344.0,
3157,309.24209806416883,6.489836,,,,250.0,196.0,[M-H2O+H]+,,2.0,3157;3170,326.24549,444782.34,493690.3,468657.06,869222.44,642101.25,988698.06,
5653,309.24210444399637,8.207711,,,,188.0,301.0,[M+H]+,,2.0,5661;5653,308.23486,282673.56,260981.5,86673.19,266268.88,278249.5,211100.95,
3937,310.24539206579124,7.1853046,,,,4.0,,,,,,,1406775.6,1540653.4,1241489.0,3120291.8,2295001.0,3366464.2,
5075,310.30998854216256,7.8818073,,,,112.0,,,,,,,868417.6,3157815.0,1720314.4,455097.06,904570.5,2002142.6,
2285,310.6698050057745,5.5107040000000005,,,,187.0,,,,,,,1796974.8,1543435.2,1787279.8,728433.25,1299957.8,594270.56,
4294,311.2576283510375,7.437987,,,,209.0,,,,,,,1724452.1,2186734.2,1878927.4,3231157.8,2738690.2,4209109.5,
3872,311.29401903905176,7.1389084,,,,196.0,,,,,,,5030481.5,4431848.5,3788940.2,4629107.5,6488694.5,3161589.0,
2266,311.70499412381383,5.4794636,,,,,,,,,,,0.0,0.0,0.0,604701.9,0.0,115730.39,
2439,311.7051846255312,5.663327,,,,,,,,,,,26720.9,48790.453,59536.35,0.0,515414.38,0.0,
1831,312.28923864722094,5.225068,,,,,,,,,,,17657.968999999997,110559.19,127095.76,1972188.5,0.0,834828.7,
2369,312.2893591347373,5.584256,,,,,,,,,,,977201.56,1579028.4,1726811.0,0.0,1884918.0,0.0,
3873,312.29738139207666,7.139726,,,,196.0,,,,,,,1058077.4,914053.1,789018.6,976215.7,1372910.6,643500.56,
5712,312.3257080870713,8.260579,,,,,,,,,,,2071423.0,2773250.0,1850748.6,732933.8,1662088.6,1303215.5,
5848,312.3257299721447,8.375095,,,,43.0,,,,,,,224867.9,234189.34,184485.69,255892.39,332859.7,306890.12,
2980,312.36184713404145,6.193259200000001,,,,,,,,,,,0.0,0.0,0.0,429652.38,0.0,868298.8,
3137,313.143090070653,6.4654717,,,,75.0,,,,,,,385931.03,479153.16,399939.9,812930.06,539725.9,1354979.5,
6846,313.2730395032274,10.01436,,,,,,,,,,,0.0,17624.137,3319.259,454084.72,63680.82,971799.25,
4068,313.27323165720236,7.296087299999999,,,,25.0,,,,,,,206515.52,807294.5,192711.73,107727.3,999893.94,125479.56,
5585,313.2732466739188,8.172764,,,,188.0,,,,,,,363657.3,440092.94,96923.43,549698.8,737630.6,1172435.2,
6566,313.273256310388,9.198041,,,,,,,,,,,0.0,0.0,0.0,193912.94,3990.684,599563.7,
4217,313.2732836327663,7.398966000000001,,,,249.0,,,,,,,539268.0,645081.7,533362.75,586050.7,781317.8,331094.66,
6465,315.2314264972238,8.932025,,,,127.0,322.0,[M+H]+,,2.0,6465;6451,314.2241,557545.56,672050.7,319299.1,7726634.5,1487229.0,13210670.0,
5021,315.2314586131506,7.8554826,,,,,,,,,,,1402983.8,1671464.2,909544.5,901169.9,1697063.4,739658.75,
