row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,NEG_D5-211-C1-a_Run92.mzML Peak area,NEG_D5-211-C1-b_Run95.mzML Peak area,NEG_D5-Ctrl-a-P-EAMeOH_Run29.mzML Peak area,NEG_D5-211-C1-c_Run98.mzML Peak area,NEG_D5-Ctrl-b-P-EAMeOH_Run32.mzML Peak area,NEG_D5-Ctrl-c-P-EAMeOH_Run35.mzML Peak area,
173,271.2278339821416,7.152084,,,,,,,,,,,1880347.5,2244911.2,1431407.9,2161689.8,1610510.8,975112.25,
166,271.22783731975295,6.943016,,,,,,,,,,,186669.78,218268.78,89789.65,183046.05,89301.0,35324.2,
147,271.22784431117265,6.5150375,,,,,,,,,,,17551.77,12227.43,38811.418,48929.15,37512.03,66051.22,
137,271.2278833979704,6.201668,,,,,,,,,,,163704.05,155739.84,131797.38,283888.38,126720.76,189121.61,
2,272.95894801674035,0.31460407,,,,1,,,,,,,212392.27,251265.11,500711.22,231210.31,443744.25,483780.84,
130,277.18416230269366,5.9244156,,,,,,,,,,,345312.28,76955.79,145080.17,683355.6,1045204.75,196851.0,
134,277.1841857005646,6.1273003,,,,,,,,,,,50634.156,0,46292.902,340976.25,513862.94,55775.875,
140,277.18418658330165,6.273299,,,,,,,,,,,93701.45,0,63073.477,306605.56,484446.06,86923.15,
265,281.24845594977074,7.8743896,,,,2,,,,,,,3980981.8,2733296.5,6488629.0,4453913.0,8489138.0,8117734.5,
542,281.24847968351145,10.491202,,,,,,,,,,,15482.622,5153.485,7378.9307,41146.48,14890.805,13948.207,
42,287.0519496710294,0.37921837,,,,27,,,,,,,167616.12,284473.9,2437390.8,395374.2,2714067.5,3416781.8,
83,288.120124414216,0.67751384,,,,,,,,,,,401076.62,371200.38,435700.03,488970.22,464899.25,736175.44,
3,289.94905835744765,0.31551066,,,,,,,,,,,133121.53,168167.12,298895.1,145018.77,269514.25,299743.75,
150,291.199964602254,6.5195875,,,,,,,,,,,47402.973,0,3345.4172,447891.75,357237.1,33608.402,
164,291.19998335224193,6.8504043,,,,,,,,,,,22377.734,0,6930.496,186212.92,378309.38,46061.45,
155,291.19998968143767,6.645784,,,,,,,,,,,31557.83,0,0,206083.23,383065.0,35170.7,
144,291.1999942288434,6.381422,,,,,,,,,,,301671.9,66543.836,90224.68,756895.6,989414.9,154414.14,
174,293.17904069379466,7.180557,,,,,,,,,,,600241.1,808293.7,0,408433.72,0,0,
177,293.1791709081687,7.267515,,,,,,,,,,,26073.3,3462.9658,735747.4,292776.2,943518.5,1074625.2,
117,295.9539122376987,4.6834044,,,,23,,,,,,,421123.38,432674.1,405551.97,456068.0,425607.03,410886.97,
103,297.0855887912688,2.6091518,,,,16,,,,,,,648792.56,878506.3,900791.6,753092.0,844271.56,1131284.8,
106,297.0856208563475,2.7322633,,,,15,,,,,,,336525.2,450848.66,446782.88,375772.38,432685.75,596428.06,
119,297.95183011557555,4.6852384,,,,23,,,,,,,414783.88,414136.75,387331.97,445858.12,409474.0,395731.28,
201,299.2224958484224,7.37168,,,,,,,,,,,79558.1,26168.203,285794.7,123329.43,305866.94,431549.38,
213,299.2590022978216,7.523906,,,,,,,,,,,304820.5,357796.0,237085.34,320232.3,251109.58,145161.4,
216,299.25901013406246,7.7080307,,,,,,,,,,,1422508.5,1205974.1,1128106.8,1583762.2,1262897.5,1191283.5,
152,299.25904309101924,6.6124763,,,,,,,,,,,118016.73,85482.48,98935.83,219981.55,104150.34,42225.164,
161,299.25904687736545,6.8286853,,,,26,,,,,,,417891.38,415812.1,391360.9,559157.56,444463.7,381722.44,
30,302.10084666841607,0.3662248,,,,27,,,,,,,358738.94,306161.47,1853275.6,192529.44,2063603.6,1764950.4,
44,306.0764001498197,0.38439712,,,,27,,,,,,,3390890.0,3099331.2,1956519.1,3796474.5,2496469.0,1682746.4,
72,306.076459136585,0.5602786,,,,20,,,,,,,2832425.5,2565819.5,4900930.0,3183119.5,5934607.0,4777008.5,
70,310.9689310624503,0.5045313,,,,,,,,,,,222211.47,535150.06,869192.8,295481.38,819312.94,1296366.1,
410,311.16849783313376,8.830398,,,,33,,,,,,,719420.06,886459.44,1444498.2,676459.4,1185405.4,1688608.9,
151,311.16866127530267,6.6142716,,,,,,,,,,,1085670.6,1176398.0,1258032.4,907274.1,1150748.5,1135375.1,
158,311.1686624956033,6.731212,,,,,,,,,,,460093.56,701093.7,1025905.8,681563.6,1002933.3,1119045.8,
154,311.16866421020774,6.6711345,,,,,,,,,,,791382.4,815645.3,1547892.8,718009.4,1420470.9,1531263.8,
399,312.8360244771188,8.799794,,,,38,,,,,,,4491739.0,4534488.0,5254899.0,4394360.5,5084606.5,5082138.0,
462,312.83608257603345,9.07769,,,,,,,,,,,1930293.2,2216107.5,2110466.2,2097321.2,1905496.6,1973860.1,
6,314.86395649345496,0.3354406,,,,,,,,,,,21707.95,32171.088,182362.88,44089.086,167842.7,483019.1,
446,316.94752218724733,8.972343,,,,4,,,,,,,606035.8,403151.66,881396.1,530542.6,1061860.5,1116606.2,
259,316.94761984972007,7.875267,,,,2,,,,,,,57923.05,131714.86,802113.7,70220.83,787739.3,843617.8,
191,316.94763886603556,7.368152,,,,19,,,,,,,303668.28,432355.7,795290.06,541934.5,825371.25,863041.1,
240,316.94766831853843,7.7725444,,,,24,,,,,,,76941.68,183900.1,664526.9,168011.0,794491.0,738958.6,
510,316.94768472263866,10.219729,,,,0,,,,,,,553733.3,690938.25,1921094.4,622746.25,1952850.8,1887839.6,
256,319.2309739402873,7.86394,,,,,,,,,,,3375.9805,0,3959.6504,61257.684,718580.44,43133.242,
333,319.2310256704577,8.24053,,,,,,,,,,,3579.2632,0,0,56905.332,560793.1,6874.9053,
415,319.2310395230986,8.877907,,,,,,,,,,,0,0,0,3204.002,625157.4,0,
220,319.23111135332874,7.785745,,,,,,,,,,,3293.6553,0,3916.7942,304427.94,597724.94,18842.71,
184,321.2044454956863,7.3716893,,,,,,,,,,,188484.11,53502.45,236019.45,117173.266,258651.98,349076.25,
359,321.2103112893401,8.563123,,,,,,,,,,,1051102.5,1606403.9,968151.6,920306.06,1331307.6,1500563.2,
409,325.1840903595992,8.824302,,,,33,,,,,,,672009.94,768012.9,1002488.44,652289.7,959085.25,1008023.3,
179,325.1841641843062,7.323227,,,,,,,,,,,1169074.5,1299542.8,1082338.0,1350329.5,2035603.8,2225115.8,
212,325.18416910408536,7.4283814,,,,,,,,,,,133568.83,567443.44,1335688.6,727169.75,1226595.4,1334047.5,
175,325.18420651095806,7.21565,,,,,,,,,,,1529730.9,1674169.4,2131096.5,1392575.6,1216268.1,1230636.0,
262,327.25389042228727,7.8735085,,,,2,,,,,,,699762.44,499468.38,1001906.7,868904.1,1143418.1,1198347.9,
176,327.29029814862116,7.2518306,,,,,,,,,,,69561.42,84212.336,49892.492,143336.55,97359.43,36921.676,
298,327.2903502360695,8.019334,,,,,,,,,,,265543.8,262461.97,332657.44,309308.47,336760.12,309998.97,
10,333.05916318525595,0.3479011,,,,27,,,,,,,615504.56,707391.7,5442262.5,755745.1,5963231.5,5055411.5,
194,338.1948129478976,7.37608,,,,,,,,,,,454253.38,245606.47,473545.06,392211.7,378760.56,535679.75,
270,339.1992122533413,7.876147,,,,2,,,,,,,472576.94,1281720.0,82406.58,342423.94,102556.41,123058.11,
407,339.1995891866205,8.804985,,,,33,,,,,,,93063.24,286929.9,493194.47,73664.35,478509.3,419975.0,
335,339.1996335000589,8.29041,,,,,,,,,,,117532.55,381660.75,1006382.7,130481.11,1053037.4,1249621.5,
304,339.19964900703127,8.21684,,,,,,,,,,,414076.0,668547.56,1835327.2,373969.53,1847445.8,2034314.2,
295,341.2694944524057,8.006814,,,,,,,,,,,317359.1,315764.3,296960.94,421479.6,324550.06,165080.03,
263,349.23578811713384,7.8735085,,,,2,,,,,,,848625.44,572530.75,794263.9,789740.5,893270.44,884501.9,
199,351.1480412961539,7.3716674,,,,19,,,,,,,374224.97,365765.53,1239322.5,681077.75,1324088.0,1407829.5,
197,353.14247242250053,7.3734417,,,,19,,,,,,,7762320.5,7740486.0,2.460958E7,1.4120478E7,2.637822E7,2.8063858E7,
451,353.1425057098341,8.982812,,,,4,,,,,,,170714.45,120378.99,359581.53,247599.47,394887.47,455887.38,
230,353.16366724914036,7.771685,,,,24,,,,,,,521395.47,523317.97,1861436.0,696534.44,1970406.6,2011554.1,
29,354.06234115742654,0.36536407,,,,27,,,,,,,531943.9,499429.4,2999927.2,668396.5,3167572.8,3473774.8,
453,355.1580873314277,8.9836855,,,,4,,,,,,,1995729.8,1930647.9,1779148.4,2009324.6,1759750.1,1894935.1,
465,355.15811839009007,9.157904,,,,8,,,,,,,549029.25,517897.1,633205.06,663926.8,590728.25,556430.5,
231,355.1581447985734,7.772555,,,,24,,,,,,,1.0877466E7,1.0894434E7,3.6159264E7,1.4397835E7,3.854226E7,3.9498668E7,
480,355.1581871695524,9.614589,,,,11,,,,,,,209303.75,455837.1,472203.28,438591.1,248014.81,255479.53,
242,356.16037068971065,7.769922,,,,,,,,,,,2622633.0,2645047.2,1.0041797E7,3531792.5,1.0597945E7,1.0934939E7,
233,357.1624920777053,7.771667,,,,24,,,,,,,253671.39,258372.84,941152.75,351194.78,993018.9,1032652.94,
115,361.1505456603938,3.6544802,,,,,,,,,,,343887.12,429469.53,392541.62,504321.94,332334.75,822678.4,
245,366.2259028154842,7.8900924,,,,,,,,,,,560271.94,529562.06,251477.97,526280.9,247003.53,266620.78,
358,368.9785823332215,8.561421,,,,,,,,,,,2170438.0,2401704.2,2329366.2,2286323.0,2007990.4,1083406.0,
210,369.1371541886405,7.4364457,,,,,,,,,,,407327.25,455065.53,1043773.0,583897.94,1080299.6,1168180.9,
297,369.1736100107157,8.004704,,,,,,,,,,,161263.34,125556.836,286416.4,216647.81,307003.53,329958.6,
244,371.15280666046516,7.811195,,,,,,,,,,,605072.4,631380.6,1379018.9,603182.44,1357279.2,1391410.1,
248,371.3165300915461,7.867391,,,,,,,,,,,259482.55,177213.25,239190.1,298772.6,286985.34,252159.28,
193,372.11619612300115,7.371678,,,,19,,,,,,,382768.6,279789.84,451424.2,662253.56,483819.8,522969.47,
218,374.1319508523965,7.7681675,,,,,,,,,,,294989.47,302162.94,281642.5,425392.4,315581.1,317084.4,
36,377.08542974391344,0.3775382,,,,27,,,,,,,1980899.1,2290554.2,818879.8,2470745.0,876774.56,746524.9,
269,379.17934829557083,7.875263,,,,2,,,,,,,1338728.6,1368186.6,3606033.5,1738521.6,3783579.5,3692489.5,
274,380.1827699398181,7.8761406,,,,2,,,,,,,238266.62,248828.23,676412.9,304616.2,725432.2,716866.25,
452,381.1737147705183,8.982818,,,,4,,,,,,,663301.2,553934.25,762476.4,763197.1,810110.25,834050.0,
273,381.1737920381967,7.8761477,,,,2,,,,,,,2.754535E7,2.7909014E7,7.0434344E7,3.500425E7,7.442185E7,7.263932E7,
316,381.1949549060486,8.216077,,,,25,,,,,,,552570.8,516194.0,1503062.4,675479.7,1632880.6,1632886.6,
249,382.17614104949524,7.875267,,,,,,,,,,,7387124.0,7571572.0,2.0419564E7,9609908.0,2.157363E7,2.202523E7,
272,383.17753153170884,7.8760586,,,,2,,,,,,,930731.1,959950.4,2518106.8,1233924.2,2664641.0,2626973.2,
447,383.18940820875787,8.974959,,,,4,,,,,,,1745114.2,1621088.9,1527508.9,1713349.5,1560173.6,1608005.2,
467,383.1894302912553,9.160531,,,,8,,,,,,,297996.34,340514.34,363823.3,405387.0,400549.3,348723.2,
313,383.18945315783645,8.215202,,,,25,,,,,,,1.2126243E7,1.1321631E7,3.00756E7,1.4016864E7,3.317279E7,3.2476836E7,
192,384.9350764448282,7.36994,,,,19,,,,,,,43146.344,129133.75,403357.38,238589.97,406755.16,427882.4,
508,384.9352403279597,10.217918,,,,0,,,,,,,120954.32,258616.03,1081785.8,298048.4,1102557.4,1057160.6,
241,384.93533815993703,7.771943,,,,24,,,,,,,0,16034.66,327087.06,26652.63,386250.03,377597.2,
40,385.0193173172952,0.38260996,,,,,,,,,,,53412.305,36905.26,951852.94,66648.38,901296.44,1452306.5,
311,385.1932429929247,8.21432,,,,25,,,,,,,368074.4,340686.12,1052919.0,464939.72,1166910.6,1140056.2,
515,387.1142357669555,10.2579975,,,,,,,,,,,36339.38,41952.727,10655.934,63896.535,3965.0945,0,
65,387.11438841726607,0.40964425,,,,27,,,,,,,6650859.5,6363437.5,3430875.2,7387412.5,3699916.0,2393162.2,
89,387.1145103578956,0.9022553,,,,,,,,,,,40717.492,29132.785,0,111778.305,0,4002.8894,
493,395.38923788138715,10.012382,,,,34,,,,,,,675261.8,306104.8,502104.6,482038.1,583497.7,627536.0,
293,397.16842716360134,7.9468746,,,,,,,,,,,1414752.4,1418470.0,3193003.0,1477417.4,3277430.2,3305024.8,
305,399.1840949823459,8.209947,,,,25,,,,,,,788487.25,760591.25,1689519.4,779787.8,1799364.1,1929165.2,
254,400.14728407937963,7.875252,,,,2,,,,,,,491719.88,504286.4,463691.1,621781.6,486467.47,322815.12,
324,402.16314341695676,8.219567,,,,25,,,,,,,332464.28,317233.4,690810.2,378226.22,719005.56,581188.1,
69,404.04310836335776,0.5233584,,,,,,,,,,,112107.44,138065.34,274153.28,207696.02,405383.38,401864.94,
50,404.0432933120944,0.38784635,,,,27,,,,,,,1869192.9,1648917.8,1890997.4,2119222.0,2270471.2,1837225.1,
71,405.02849501784243,0.55584604,,,,20,,,,,,,736650.5,724190.2,949453.4,782481.2,1004138.75,807955.9,
334,409.2048936386637,8.271935,,,,,,,,,,,378590.12,388579.12,614892.75,436791.1,635009.94,629367.06,
471,411.384265620361,9.344356,,,,,,,,,,,697665.2,658306.44,811137.2,774816.6,826110.8,915720.25,
280,417.22326929563764,7.8735127,,,,2,,,,,,,66371.5,114282.75,493855.5,130201.78,602175.9,606197.6,
204,421.12977773229187,7.374319,,,,19,,,,,,,59318.69,71036.71,575269.3,177866.2,618204.0,687943.56,
181,421.22636591794316,7.386617,,,,,,,,,,,120287.69,323349.22,349987.56,487130.34,203174.16,188593.77,
238,423.14528450077506,7.7725663,,,,24,,,,,,,50436.094,51087.01,610450.5,80765.484,676266.44,701636.6,
121,426.96772923461236,4.980033,,,,13,,,,,,,6683212.0,9520291.0,1.1118694E7,8090922.5,1.2548922E7,1.4067742E7,
332,427.23368156909777,8.229152,,,,25,,,,,,,34693.93,27046.719,475089.1,49134.723,517400.8,459326.8,
414,427.233701214112,8.885061,,,,,,,,,,,578668.25,595216.06,4763145.5,262902.34,4827510.0,4334679.5,
463,427.2337533317218,9.091037,,,,,,,,,,,339836.4,375805.8,1492815.0,302513.5,1388974.2,1472346.1,
22,431.02627107630383,0.35488918,,,,27,,,,,,,13334.619,23586.793,732911.06,47881.746,742632.56,773142.6,
207,438.1198292637168,7.379582,,,,19,,,,,,,168023.2,322506.78,900318.1,496960.34,917648.2,971947.2,
39,439.07549756319673,0.38007078,,,,27,,,,,,,9454163.0,9823918.0,7423815.0,1.1674398E7,7581656.0,6374450.0,
424,439.25193548292924,8.948798,,,,28,,,,,,,3941918.8,3456882.2,2623511.0,3998391.0,2745644.2,2661216.0,
243,440.1354097714664,7.7804737,,,,24,,,,,,,89816.19,191644.55,1241087.5,226625.84,1344435.6,1302154.5,
282,449.16095154547355,7.8778915,,,,2,,,,,,,213220.62,241134.34,1339123.0,322612.12,1457810.8,1385385.0,
116,449.20294242390156,3.846182,,,,,,,,,,,795957.94,1005776.6,833547.25,1150047.0,684124.8,1348344.9,
124,450.26250861082707,5.6734204,,,,,,,,,,,185924.98,159589.17,47963.566,250291.48,51488.184,67519.91,
127,450.2625597338152,5.7742505,,,,,,,,,,,1306567.1,1033959.8,55889.31,1698695.0,63590.492,69777.09,
315,451.17664885158064,8.214325,,,,,,,,,,,28020.254,22061.975,251194.53,38170.688,269132.7,275106.06,
41,452.02905674206886,0.3800305,,,,27,,,,,,,89979.125,37784.54,871515.2,110526.17,892910.4,1140607.1,
135,452.2783111714782,6.158118,,,,,,,,,,,941438.06,676845.75,59045.008,1285284.6,63510.99,82779.28,
205,452.9225764144471,7.3736887,,,,,,,,,,,0,17809.115,194633.16,37686.367,200083.83,307778.9,
509,452.92263865875105,10.2314,,,,0,,,,,,,108774.36,153882.45,812062.25,143153.03,822606.6,775885.44,
490,452.92278682350184,9.915072,,,,,,,,,,,68488.57,172066.48,281760.8,134923.2,242655.81,501193.22,
237,452.92278744434316,7.7761836,,,,24,,,,,,,0,0,187075.0,0,194525.17,194788.69,
292,466.1510493891717,7.9060845,,,,29,,,,,,,151316.39,315887.62,2143656.0,200888.11,2204805.0,2179617.0,
472,467.2831883296426,9.393476,,,,,,,,,,,452257.5,372147.53,380503.6,577069.3,404538.16,368682.25,
331,468.1667088315024,8.22829,,,,25,,,,,,,374469.3,391993.25,2442020.5,436095.88,2808658.8,2795071.8,
347,473.28229695287524,8.474361,,,,,,,,,,,581799.44,591036.56,1184990.0,666246.94,1039627.25,502969.47,
129,478.2932234229256,5.807188,,,,,,,,,,,41519.3,34661.97,0,63036.5,0,0,
142,478.2937928371172,6.2823462,,,,,,,,,,,229155.92,239684.84,48826.35,333355.6,50700.543,261750.27,
138,478.29382583474694,6.2264237,,,,,,,,,,,419991.88,339044.62,254580.6,580686.5,265953.34,297923.38,
487,481.29892613732386,9.67439,,,,,,,,,,,527726.25,417919.94,430845.34,690241.6,507836.16,456765.25,
281,485.21045851818616,7.8752675,,,,2,,,,,,,28108.307,30286.86,395356.47,60369.65,447977.4,444085.16,
350,488.15024916516285,8.518481,,,,,,,,,,,257889.16,116599.66,1370497.6,694410.8,569208.5,147845.36,
391,489.27736830592966,8.788459,,,,,,,,,,,249393.61,127565.0,436260.5,221061.92,385630.9,704603.25,
366,489.27742198623764,8.652221,,,,,,,,,,,194029.06,85083.86,107789.42,104202.93,122916.48,240227.25,
122,494.9552233444371,4.9800344,,,,13,,,,,,,344958.03,489215.72,602897.9,416572.88,696935.25,771930.44,
435,495.25720927023553,8.965382,,,,4,,,,,,,3943503.2,3744617.0,5920688.5,3712565.8,6242625.5,6395924.0,
492,495.3148017254252,10.013269,,,,34,,,,,,,2084169.4,1664083.1,2102587.2,2466890.5,2194907.2,2467396.8,
141,496.2682099914038,6.3302627,,,,,,,,,,,527526.5,366524.8,103032.74,653621.25,114774.79,98859.836,
491,496.31732973666243,10.012389,,,,34,,,,,,,765658.06,602491.1,768596.44,918601.25,800476.56,908394.25,
512,520.9099212600667,10.23321,,,,,,,,,,,3363.231,55773.254,452799.6,54620.375,553720.9,417558.75,
428,523.3457228934634,8.956677,,,,28,,,,,,,323539.2,302536.8,808001.2,303232.78,622955.94,1000947.2,
125,538.3145627128922,5.71159,,,,,,,,,,,106778.11,111436.836,0,155325.31,0,0,
128,538.314707042752,5.8090324,,,,,,,,,,,1763374.1,1558220.1,0,2403101.0,0,0,
136,540.3305655966456,6.200006,,,,,,,,,,,852894.0,680977.75,0,1231602.5,0,0,
275,563.5043159213448,7.8761506,,,,2,,,,,,,137713.31,77180.5,231458.62,63600.527,312250.28,321396.8,
139,566.3460935027875,6.2979355,,,,,,,,,,,191177.75,126956.86,0,199157.3,0,0,
143,566.3462748004841,6.3655543,,,,,,,,,,,415101.53,352386.88,0,604274.56,0,0,
160,568.3617294142363,6.7923484,,,,,,,,,,,316937.6,236708.12,0,449057.28,0,0,
145,571.288954022471,6.4828076,,,,,,,,,,,4101294.8,2571779.8,0,4343915.0,0,0,
148,571.289206024843,6.5248184,,,,31,,,,,,,3823692.5,2983134.2,904295.8,5046174.0,1052554.6,793612.4,
146,572.2925138594477,6.525762,,,,,,,,,,,1118521.2,823981.75,170834.39,1345098.2,196787.66,142160.52,
200,590.3644198102579,7.3699107,,,,19,,,,,,,311950.03,167239.03,385792.44,363575.94,410310.06,462320.3,
234,599.319890015243,7.7422004,,,,,,,,,,,3629096.8,5112609.5,0,6503144.5,0,0,
299,599.3203438190112,8.01324,,,,,,,,,,,183563.56,329366.25,557483.4,683063.1,611897.94,390488.6,
518,599.3204738531981,10.308488,,,,,,,,,,,261274.4,368661.7,1086160.2,730895.25,1259401.1,1063285.5,
215,599.3205258370548,7.6429715,,,,,,,,,,,7349029.0,1534255.2,36653.633,3599537.0,12895.4375,45742.996,
276,646.4271704469422,7.871759,,,,,,,,,,,375075.78,247461.4,338354.88,345588.3,389267.38,361945.44,
167,654.1322939990886,6.9584546,,,,,,,,,,,160294.66,147521.16,255446.12,163004.19,237351.8,211918.73,
149,654.1323046927273,6.562559,,,,31,,,,,,,291149.53,278771.34,394565.16,282143.53,391032.94,351954.7,
159,654.1323569160371,6.778585,,,,,,,,,,,634668.7,620227.75,948187.9,432284.94,916515.94,868030.6,
300,686.476480306225,8.073173,,,,,,,,,,,5991852.0,6231871.5,0,6387352.5,0,0,
468,693.4407847723907,9.161397,,,,8,,,,,,,729982.6,798485.44,1461694.6,983945.1,1466927.2,1178418.6,
343,698.911120290717,8.449872,,,,,,,,,,,1058822.6,1031027.8,1025711.0,1048321.5,952850.25,977337.8,
301,713.1307047213608,8.136041,,,,,,,,,,,319451.66,282579.0,23892.045,383571.4,21824.746,20362.541,
172,716.523662774488,7.1782727,,,,,,,,,,,4589200.5,896706.7,0,916881.6,0,0,
519,716.5242020841241,10.354859,,,,,,,,,,,1658906.0,467718.56,298438.88,88882.35,516480.3,487728.62,
169,718.1448788861225,7.0251484,,,,,,,,,,,308183.7,317905.6,488503.66,311877.2,463638.22,446542.03,
163,718.1449433838011,6.862814,,,,,,,,,,,744749.8,713131.25,1043433.44,704655.2,1007725.9,925504.5,
153,718.1449446004341,6.6625953,,,,,,,,,,,233905.67,227011.0,335500.06,228413.95,323824.22,287828.6,
217,776.5443999402744,7.721317,,,,,,,,,,,1087870.0,3802109.2,3369.7913,3525186.0,0,0,
211,776.5446676397131,7.47364,,,,,,,,,,,6193537.0,0,0,0,0,0,
178,782.157398454689,7.304462,,,,,,,,,,,12915.676,11015.267,47919.246,4060.8032,43359.98,34889.473,
170,782.1574493148104,7.0850005,,,,,,,,,,,362124.03,424851.94,569648.3,162809.64,540491.56,522495.7,
165,782.157501194,6.9339633,,,,,,,,,,,609135.56,597971.94,874427.94,596676.3,833843.1,763492.9,
157,782.1575012154896,6.7552376,,,,,,,,,,,179036.19,163231.73,222726.42,154947.66,220702.92,197190.48,
296,802.5607886909064,8.033584,,,,,,,,,,,8722465.0,3759899.8,52025.4,3502655.8,0,0,
523,802.5613851682833,10.350515,,,,,,,,,,,553316.8,767691.0,96894.516,787739.7,62407.383,81924.945,
514,805.4872676488001,10.272339,,,,,,,,,,,967987.56,34654.2,0,0,0,0,
252,807.5036531891478,7.8726425,,,,,,,,,,,467347.66,552135.56,92358.805,303731.5,33524.92,54196.28,
513,807.5037088986209,10.261846,,,,18,,,,,,,2470192.8,3060341.0,397334.03,2745523.8,304603.56,127820.64,
264,835.5349730041917,7.872645,,,,,,,,,,,969922.1,947686.25,1207926.5,750627.44,794264.75,362230.16,
517,835.5353250798822,10.272536,,,,18,,,,,,,6046623.0,5936423.0,5521989.5,6422452.5,4774478.5,3830914.5,
171,846.1697785666935,7.143063,,,,,,,,,,,328767.72,364007.06,511073.56,358792.38,476029.22,459274.84,
162,846.1698264313133,6.8333683,,,,26,,,,,,,104308.84,52678.277,131716.23,95523.12,139503.3,131231.05,
168,846.1698403959557,6.9955597,,,,,,,,,,,471239.53,436650.22,690194.4,441917.84,636983.75,586957.94,
516,863.565987330788,10.258891,,,,18,,,,,,,2728914.2,2743710.0,0,2383250.5,0,2018060.6,
