row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,2024_NEG_CC-NaB_3_Run57.mzML Peak area,2024_NEG_CC_2_Run48.mzML Peak area,2024_NEG_CC-NaB_1_Run30.mzML Peak area,2024_NEG_CC-NaB_2_Run51.mzML Peak area,2024_NEG_CC_1_Run21.mzML Peak area,2024_NEG_CC_3_Run62.mzML Peak area,Unnamed: 19
249,447.3074602618179,7.47275,,,,,,,,,,,81165.375,111865.5,70957.3,64428.3,169792.36,174851.34,
139,452.27817896528745,6.2385297,,,,,,,,,,,3430071.0,3698379.8,3615541.0,4230384.0,5552533.5,5394294.0,
136,452.2781793451051,6.127777,,,,,,,,,,,603866.2,628842.3,631940.5,720364.44,930154.94,912900.4,
482,452.92261691393037,10.275433999999999,,,,15.0,,,,,,,203086.92,159320.69,178384.7,138238.72,170887.42,149829.62,
4,452.9226737719944,0.33406457,,,,3.0,,,,,,,646717.3,584415.06,663317.6,567548.44,661190.7,660201.6,
268,455.2105572876,7.681735499999999,,,,10.0,,,,,,,531721.8,546547.8,400288.8,605209.2,1022370.25,801581.94,
431,465.26762251461747,9.009793,,,,47.0,,,,,,,758569.25,692886.8,891237.1,700579.5,799605.2,640698.25,
23,467.14203041425657,0.37885759999999996,,,,24.0,,,,,,,963075.94,939862.0,1005615.1,898260.8,935687.5,876873.7,
447,467.28325938093184,9.441677,,,,,,,,,,,231059.22,285434.88,570572.6,421385.28,772931.6,336049.3,
141,478.293901676067,6.3016605000000006,,,,38.0,,,,,,,1341503.8,1575212.0,1405576.1,1946785.1,3028820.2,2638266.0,
146,478.29391226413526,6.406651,,,,,,,,,,,5389555.5,6233555.0,5758294.0,7966998.5,11101540.0,10607851.0,
142,480.298988937244,6.2995477,,,,,,,,,,,42494.676,53516.062000000005,42418.973,64790.133,110371.08,92865.33,
147,480.299104445774,6.405746499999999,,,,,,,,,,,193828.14,241661.5,210522.16,302933.66,410062.38,375621.4,
166,480.30955973967735,6.7094035000000005,,,,44.0,,,,,,,169974.58,170661.86,172200.8,193494.06,286617.2,255503.1,
177,480.30956838552515,6.824738000000001,,,,45.0,,,,,,,1079940.9,1111156.0,1148479.2,1263849.1,1841383.1,1604569.0,
95,481.04209899771655,4.920261,,,,57.0,,,,,,,4430029.5,4070791.8,4868160.0,4310170.5,3987698.8,5142831.0,
178,481.31291600104134,6.822364299999999,,,,,,,,,,,254573.64,273035.9,276955.6,314632.5,435096.6,376125.8,
167,481.3129672524554,6.707298799999999,,,,,,,,,,,32120.197,29706.722999999998,35353.85,40402.32,64564.203,54680.31,
101,484.2681152144739,5.0297227,,,,22.0,,,,,,,816751.3,797769.3,869349.44,998490.44,1311657.5,1249536.9,
110,484.2681168949012,5.1403728,,,,5.0,,,,,,,2933900.0,2537889.0,2977450.5,3560052.2,3616339.8,3780737.5,
264,484.3643671745672,7.594782400000001,,,,12.0,,,,,,,605260.6,590624.4,654084.8,644995.75,1209560.2,917544.1,
73,497.0370854972632,4.439729,,,,,,,,,,,983581.4,917589.7,971694.7,919047.44,1045720.06,1010404.8,
85,497.0370917804378,4.6708617,,,,,,,,,,,1647514.8,1395156.0,1624233.9,1415603.5,1315325.6,1874843.0,
391,499.3752550159536,8.638694000000001,,,,,,,,,,,353122.25,435408.2,462579.88,495315.5,902901.0,756183.06,
102,501.258239563748,5.0297227,,,,22.0,,,,,,,149543.58,156216.22,182458.16,190114.0,270422.0,254273.72,
111,501.25828630690916,5.1403728,,,,5.0,,,,,,,543810.44,487320.1,573688.4,697837.25,690669.44,743505.94,
446,501.3544829473742,9.419924,,,,,,,,,,,36397.89,44429.785,39903.24,31491.129,66738.61,48119.17,
263,501.35463393419263,7.593399499999999,,,,12.0,,,,,,,1219348.2,1496521.6,1612716.2,1661332.8,2889139.2,2334772.8,
189,506.32516874881554,6.951886999999999,,,,,,,,,,,169146.81,155509.84,162139.31,228675.61,350362.84,330003.3,
154,506.32517219032786,6.563198599999999,,,,,,,,,,,41189.09,42075.996,50533.405999999995,56612.605,93383.7,93380.98,
181,506.3252420880669,6.8452964000000005,,,,,,,,,,,31381.43,29290.664,26462.783,44380.51,73450.65,67937.4,
117,512.2994254985231,5.5995927000000005,,,,,,,,,,,91901.75,76161.95,87212.695,96482.79,128773.26,122300.74,
124,512.2994429476132,5.712464,,,,,,,,,,,444817.2,375007.28,462735.34,512985.34,519598.2,535724.9,
330,512.3956915244775,8.07864,,,,,,,,,,,266621.8,219883.14,287061.34,305568.5,432822.66,325990.62,
163,520.3045406001405,6.679405,,,,34.0,,,,,,,171737.27,116308.875,191426.25,328778.1,619270.9,434940.44,
476,520.9102401279985,10.272542,,,,15.0,,,,,,,127418.83,93001.99,109134.2,84826.15,97404.24,86445.55,
5,520.9102753427455,0.33406457,,,,3.0,,,,,,,488781.44,463503.2,527048.0,447306.4,500453.53,495341.94,
328,529.3859369349462,8.068291,,,,19.0,,,,,,,729872.1,752821.75,882312.56,917368.44,1635350.4,1209784.9,
22,535.1296568013812,0.37702176,,,,,,,,,,,331218.0,325089.12,369628.4,304020.28,343427.5,299268.4,
138,540.3308052504303,6.186491,,,,,,,,,,,135912.81,98026.41,129443.984,136792.34,141203.97,145578.94,
140,540.3308615669692,6.299338,,,,38.0,,,,,,,911719.25,768470.1,914742.1,912333.4,962392.06,1034304.5,
96,544.0379282893908,4.921930000000001,,,,57.0,,,,,,,1829063.2,1655809.9,1916585.6,1811902.1,1574437.8,2149699.5,
418,545.4536872353739,8.901245,,,,,,,,,,,904502.0,1087611.9,1123187.9,1007418.06,1887433.6,1925045.2,
442,556.4947863644217,9.312049,,,,53.0,,,,,,,653207.8,760710.94,850810.06,721275.3,1175858.1,940245.2,
74,560.9989837621446,4.506971,,,,,,,,,,,123700.09,100456.695,121777.75,52020.33,86153.47,22223.762000000002,
53,560.9990257476169,3.5377982000000006,,,,42.0,0.0,[M+H]+,,2.0,50;53,559.99176,3854577.8,3811020.2,4230724.5,3732143.8,4224123.0,3745378.5,
517,560.9990678812513,10.608122,,,,4.0,,,,,,,75076.97,69895.4,77925.7,65727.445,90768.02,65125.71,
128,562.0038670302752,5.828665,,,,,,,,,,,56024.137,56904.168,73927.06,57433.085999999996,59231.617,71395.22,
204,565.2822440163217,7.072862599999999,,,,8.0,,,,,,,2761417.8,3070236.8,2463625.2,2700875.2,4275468.5,3672834.5,
176,565.287362167564,6.824738000000001,,,,45.0,,,,,,,42463.117,40421.87,36889.387,46320.164000000004,63614.79,62948.715,
143,566.3465473435399,6.3669343000000005,,,,,,,,,,,257849.55,244704.3,260387.1,297487.7,405563.7,382524.7,
149,566.3465814784485,6.4719050000000005,,,,,,,,,,,1493552.4,1302038.1,1449955.5,1666626.4,2011159.4,2015869.9,
299,567.4016722929431,7.9285297,,,,,,,,,,,359648.75,375720.56,406962.1,384446.38,644376.44,402892.1,
151,573.1293467806689,6.50281,,,,43.0,,,,,,,244515.83,294492.62,336978.56,285444.66,354637.03,291222.03,
162,573.1293548292998,6.6765857,,,,34.0,,,,,,,525653.25,713468.5,550521.75,714269.0,941699.8,713067.56,
302,573.4122285871673,7.932230499999999,,,,,,,,,,,274689.6,250649.98,310101.88,301494.78,218183.5,288354.66,
445,573.4849131004852,9.424236,,,,,,,,,,,61053.78,59993.105,61800.207,59203.508,65062.6,72964.734,
441,573.4850022075512,9.305699,,,,53.0,,,,,,,1028610.9,1153599.8,1398236.1,1144635.5,2120806.0,1560145.2,
287,578.3828801888228,7.839485000000001,,,,,,,,,,,205142.52,281214.78,177047.58,221227.05,537635.8,451221.06,
50,582.9809783126725,3.5339355,,,,42.0,0.0,[M+Na]+,,2.0,50;53,559.99176,709973.0,682728.9,772332.06,709001.75,787449.2,655657.0,
379,583.4329909663176,8.509072,,,,2.0,,,,,,,316859.66,339381.62,404175.8,405924.97,606330.1,489031.56,
479,588.8978485073898,10.273989,,,,15.0,,,,,,,87637.26,68378.39,66316.766,47945.335999999996,69614.266,47522.773,
7,588.8978831455122,0.33406457,,,,3.0,,,,,,,403537.47,392047.75,451322.4,371520.62,440027.72,427487.0,
152,590.1196071788398,6.503821,,,,43.0,,,,,,,572982.6,581986.1,590701.2,560019.7,698235.94,543353.6,
412,591.4381067623788,8.769103,,,,,,,,,,,394415.06,464032.3,504416.56,356279.84,739451.3,453577.44,
67,603.0099706578671,4.1744046,,,,,,,,,,,353721.72,308302.4,347677.03,321617.53,387478.75,342897.6,
439,604.494963672003,9.207253,,,,26.0,,,,,,,863778.8,925126.75,928943.2,811225.8,1165879.9,974919.8,
64,605.0258339556691,4.0724874,,,,,,,,,,,843047.44,670023.4,728316.1,691770.56,890392.4,738648.9,
491,606.414351840613,10.292305,,,,,,,,,,,1505513.1,2085172.5,1376283.9,1630010.9,4827875.0,3214635.0,
424,607.4694890502925,8.961642,,,,,,,,,,,398159.97,557690.94,546549.7,336523.88,694066.5,561870.75,
443,618.5104842967369,9.3649235,,,,41.0,,,,,,,1809975.2,2199139.5,2038277.1,1631166.0,2906701.2,2239133.5,
438,621.4849960269478,9.205575,,,,26.0,,,,,,,1606028.2,1529012.5,2127412.0,1423476.6,2462108.0,1690155.2,
205,628.2778774839294,7.0733705,,,,8.0,,,,,,,397752.0,399700.44,306406.25,356717.38,541845.3,474629.47,
455,632.5261590478683,9.693049,,,,25.0,,,,,,,753706.0,752782.06,921501.1,715434.1,1273757.9,901870.6,
495,634.445482585926,10.34975,,,,,,,,,,,272644.16,265387.6,38151.49,123023.37,668663.6,417325.56,
172,634.4455786781654,6.7725053,,,,,,,,,,,998888.75,495835.03,81939.46,96464.836,1044434.7,2177745.5,
157,634.445581338165,6.660364599999999,,,,,,,,,,,319240.94,1579137.0,1021441.75,1193717.6,255797.17,377268.1,
186,634.4456256997627,6.8745227,,,,,,,,,,,227441.42,367107.66,34508.02,170445.84,2215181.0,741169.1,
297,634.4456265048608,7.9005027000000005,,,,,,,,,,,8575131.0,9653180.0,7830998.5,8443714.0,17272704.0,14152182.0,
169,635.4488191185832,6.71928,,,,,,,,,,,20218.049,481375.47,5906.5376,80216.8,249874.19,798919.9,
444,635.5007509873195,9.369568,,,,41.0,,,,,,,2017171.2,2225450.5,2469940.8,1732629.9,2906184.5,2079208.9,
92,637.0305352240878,4.7813945,,,,39.0,,,,,,,4664821.5,4042159.5,4475875.5,4136989.8,4013649.8,5572367.5,
194,637.1418375186627,7.010811,,,,21.0,,,,,,,244729.25,303270.38,467447.75,380657.78,378073.94,297694.16,
180,637.1418878165514,6.8399196,,,,52.0,,,,,,,700388.6,879505.8,1229435.1,985790.4,1089877.2,864786.06,
158,637.1418889218137,6.634646000000001,,,,,,,,,,,522450.47,601160.5,678277.2,575276.6,742697.44,607186.3,
458,646.5418917657985,9.899394000000001,,,,49.0,,,,,,,2007395.8,2371206.0,2514394.5,1828386.6,3339945.8,2447901.5,
363,648.4606239726206,8.385724,,,,,,,,,,,110355.5,327589.84,319227.94,328014.16,443367.1,405531.06,
475,648.4612525125086,10.25636,,,,,,,,,,,259905.38,359858.78,281431.47,244647.72,1655254.9,598411.5,
454,649.5163656109015,9.688914,,,,25.0,,,,,,,560521.56,539713.06,870495.7,536884.8,1325754.4,762257.25,
346,650.5001595309302,8.281483,,,,,,,,,,,55651.594000000005,66065.734,60669.582,54608.155999999995,374424.53,148996.69,
398,651.4955302122239,8.73173,,,,23.0,,,,,,,332344.5,458840.16,434531.5,352277.97,607114.94,494360.16,
331,652.5160208650573,8.079564,,,,,,,,,,,192551.78,153865.92,204334.72,194143.22,322104.06,212090.19,
376,652.5163290468196,8.482507,,,,,,,,,,,102362.23,74929.375,97541.13,99572.89,184652.77,137143.22,
103,653.0254574377377,5.0400767,,,,,,,,,,,62950.797,58481.97,66843.52,51662.08,54784.625,78698.12,
84,653.0254705172592,4.570215,,,,56.0,,,,,,,715711.56,624998.6,653332.06,612946.2,551684.56,842026.56,
156,654.1321115804865,6.616639599999999,,,,50.0,,,,,,,462616.44,503467.03,471062.16,458588.5,581853.06,456634.3,
195,654.1321122786325,7.014842999999999,,,,21.0,,,,,,,435982.62,417368.72,387745.8,362277.88,494623.3,394387.34,
174,654.1321398268591,6.8095737000000005,,,,52.0,,,,,,,1873215.4,1920280.2,1720236.9,1716424.6,2064544.8,1705146.6,
395,655.5634276264814,8.68235,,,,,,,,,,,2254731.8,2980280.8,2754349.8,2845386.2,5740539.5,4364645.5,
6,656.8853644695818,0.33316799999999996,,,,3.0,,,,,,,224656.06,231489.42,278730.84,227617.92,294596.12,271044.44,
490,660.4613058842951,10.289800999999999,,,,,,,,,,,279315.84,355051.9,182310.34,250610.0,1012343.6,634573.6,
332,660.4613300450901,8.101668,,,,,,,,,,,2903911.0,4180439.0,2969229.8,3418385.5,6925559.0,5830251.0,
488,661.4647356471594,10.317677999999999,,,,,,,,,,,17131.293,75774.53,0.0,4916.4995,338493.34,143267.97,
430,662.4767152973367,9.008397,,,,,,,,,,,81791.836,193675.34,94420.3,125143.53,190316.08,152641.75,
451,662.4767869421056,9.505593,,,,,,,,,,,188333.14,120076.7,60862.004,185006.06,850454.4,142361.53,
472,662.4768849583921,10.237567,,,,,,,,,,,517329.66,600198.94,405542.12,189309.84,2839854.0,1793104.1,
459,663.5321162487456,9.90199,,,,49.0,,,,,,,875016.44,989504.7,1293983.6,758822.75,1717784.8,1046262.3,
380,665.4748422180073,8.472903,,,,2.0,,,,,,,266055.16,307513.88,357539.3,75410.91,118517.43,90336.664,
372,665.4749260732187,8.435509,,,,,,,,,,,276643.84,315234.78,368651.5,379614.1,560801.0,430254.75,
457,666.6044974171224,9.805485000000001,,,,,,,,,,,512169.2,551415.06,676248.5,575805.0,1034950.25,759469.8,
369,667.4893802239992,8.409413,,,,28.0,,,,,,,64717.835999999996,130336.23,175306.0,158874.44,140776.92,237981.03,
361,667.490642400719,8.276117999999999,,,,6.0,,,,,,,724158.2,913566.8,968671.2,929883.5,1188587.5,966859.6,
335,667.4909633526155,8.206453999999999,,,,29.0,,,,,,,155272.98,165385.25,181553.95,170890.6,287403.12,208250.97,
307,668.5111492653749,7.942899000000001,,,,,,,,,,,201410.78,173843.86,200542.94,140455.06,517202.06,257369.77,
329,669.5060746969492,8.07391,,,,19.0,,,,,,,299023.53,311647.12,342746.5,358618.44,649242.75,449642.0,
377,669.506348555804,8.483611999999999,,,,,,,,,,,848533.56,840940.1,1056223.6,1074027.0,1815548.1,1372063.6,
489,674.4016615633682,10.280939,,,,,,,,,,,167672.92,324789.34,207061.88,243349.03,647736.8,448522.8,
370,683.4851721007989,8.412111,,,,,,,,,,,87855.57,107201.21,112245.32,130035.98,170900.12,205609.45,
334,683.4854042721863,8.178516,,,,,,,,,,,375951.6,440251.56,454240.75,479753.06,891626.9,592989.5,
357,683.4854481679198,8.290308999999999,,,,6.0,,,,,,,222543.77,304177.78,273896.16,316396.25,476523.2,341733.22,
384,683.5216343175498,8.583242,,,,,,,,,,,123789.14,169439.0,206942.58,82203.53,432212.72,366309.2,
421,683.5217931967655,8.92357,,,,,,,,,,,150499.05,207491.06,198554.95,201954.94,371122.66,395998.4,
456,683.5945069514701,9.803774,,,,,,,,,,,396270.5,422051.44,585074.2,456162.25,978145.5,648173.44,
293,685.5010572642456,7.855811599999999,,,,,,,,,,,94811.65,118310.266,144200.56,116969.375,196996.38,140590.67,
301,685.5010736573164,7.93313,,,,11.0,,,,,,,1045244.5,1021663.5,1204848.0,1079487.9,1384855.6,1071591.6,
406,693.5061579225104,8.753574,,,,,,,,,,,529340.94,660783.75,691007.5,660928.7,1649538.6,785434.06,
251,694.4668732308759,7.4345875,,,,,,,,,,,8533705.0,8635586.0,8074356.5,8449156.0,17336508.0,15176437.0,
493,694.4681975075467,10.372947,,,,,,,,,,,5346.8506,58941.043,0.0,0.0,204268.67,116028.77,
408,694.5093570287568,8.754553999999999,,,,,,,,,,,191641.67,264723.72,267059.4,249291.8,697547.75,271715.28,
405,695.5202695201988,8.748816,,,,,,,,,,,173420.61,218527.86,249651.3,243932.14,571011.0,308606.53,
389,695.5217909500418,8.615588,,,,,,,,,,,332970.72,577640.75,458776.5,627017.7,1005657.6,677596.1,
390,697.5366334039633,8.619893,,,,,,,,,,,325296.9,372323.44,455002.0,430744.22,706354.06,529036.4,
373,697.5373990867947,8.455098,,,,,,,,,,,348973.4,346648.7,400671.34,388978.75,615398.6,445378.47,
414,697.5375590386626,8.817167999999999,,,,,,,,,,,1440119.2,1577013.2,1919821.2,1803052.4,3654560.5,2515630.8,
239,701.1543637422251,7.326184700000001,,,,30.0,,,,,,,128080.5,165374.25,189483.2,168223.83,192599.95,139067.83,
206,701.154396738577,7.083339,,,,9.0,,,,,,,452471.2,594818.6,975767.6,744157.75,633211.5,503871.22,
165,701.1544018404107,6.708412599999999,,,,44.0,,,,,,,318534.84,379687.0,468033.4,369022.06,494174.22,414025.75,
187,701.1544215250319,6.933361,,,,,,,,,,,836589.5,1087938.4,1524834.1,1280965.1,1460637.8,1153093.6,
290,703.5632263040699,7.8601220000000005,,,,27.0,,,,,,,98181.76,126549.28,71495.8,79020.97,204662.1,147436.88,
318,703.5632530993312,7.955937,,,,11.0,,,,,,,200279.2,234166.16,225418.95,195222.64,318556.75,306740.06,
340,703.5633232525005,8.277553999999999,,,,,,,,,,,1252552.8,1413211.8,649000.75,1097863.2,2041118.4,1662352.1,
118,705.3283261142186,5.629291,,,,,,,,,,,259298.95,264946.7,257004.77,259098.39,489167.97,327699.4,
402,709.5011906876239,8.742389,,,,,,,,,,,169295.05,222327.19,221727.27,234297.17,697393.6,272709.4,
254,711.4569613362931,7.4421843999999995,,,,,,,,,,,672490.75,744679.8,667592.0,666341.0,2306088.8,1987839.0,
371,711.4569783916327,8.422172,,,,,,,,,,,153068.94,289699.66,224169.83,198829.66,418797.16,446058.9,
401,711.5162239484836,8.737194,,,,23.0,,,,,,,134978.62,156473.5,154249.2,179369.44,340811.53,209729.77,
381,711.5167005195419,8.539311999999999,,,,,,,,,,,578226.5,655353.0,675400.0,654882.6,1094673.4,801634.9,
450,711.6259043736376,9.474125,,,,,,,,,,,161772.94,1023639.94,1766658.5,1175590.8,0.0,143445.05,
484,716.5237356706588,10.285059,,,,,,,,,,,5447.916,549673.5,390614.2,224478.78,0.0,59530.176,
227,716.5239057399243,7.2968216,,,,,,,,,,,0.0,1148305.2,5593404.5,20486838.0,0.0,81590.34,
215,716.5239254347944,7.219202,,,,,,,,,,,0.0,259792.55,29575774.0,4566670.0,0.0,206902.92,
273,716.5239270913942,7.6551914000000005,,,,,,,,,,,0.0,11403737.0,4598716.5,3904190.0,0.0,111853.65,
225,717.5271400943433,7.263196000000001,,,,,,,,,,,0.0,280351.88,12823616.0,8942630.0,0.0,5883.085,
397,717.5791376308998,8.720331,,,,,,,,,,,320607.8,883646.2,645651.06,244409.92,1205468.6,713159.9,
168,718.1445261416599,6.7194366,,,,,,,,,,,488425.28,511589.5,413574.78,425501.6,480480.12,432678.16,
208,718.1445396231114,7.1051974,,,,9.0,,,,,,,968275.75,944577.1,847859.75,745624.3,1018797.2,920326.56,
185,718.1445994449507,6.9195943,,,,,,,,,,,1973696.6,1988720.1,1757859.0,1732850.9,2079944.8,1797253.2,
322,720.4822824106112,7.9604836,,,,,,,,,,,76678.17,6244.365,29921.718999999997,5763.585999999999,80359.63,121732.8,
280,720.4823904413009,7.7932687000000005,,,,,,,,,,,234408.67,565953.06,504059.22,548579.1,601669.75,890286.0,
425,735.5505421331959,8.9583845,,,,,,,,,,,18027.98,19590.271,39629.414,16521.709,64852.88,41078.19,
416,735.5532883270897,8.858033,,,,,,,,,,,155959.73,153338.45,228389.28,184791.64,388489.8,221369.4,
486,742.539393725353,10.2776,,,,,,,,,,,0.0,500408.16,444614.16,957187.94,0.0,50313.066,
323,742.5395080851448,8.064044,,,,,,,,,,,0.0,635966.8,5056232.5,3618215.0,0.0,0.0,
492,744.5539567585506,10.316956,,,,,,,,,,,712052.25,19160.38,2141569.5,247873.5,0.0,0.0,
271,744.5548846433319,7.656022999999999,,,,,,,,,,,3572694.5,0.0,1230497.8,597742.94,0.0,7758.741999999999,
216,744.555319895047,7.218502,,,,,,,,,,,240390.31,4821.8706,6718005.5,112665.01,0.0,0.0,
473,747.518645411071,10.245211999999999,,,,,,,,,,,211184.73,122985.12,0.0,630676.94,0.0,311949.06,
222,750.5292076254791,7.200707400000001,,,,,,,,,,,0.0,5020343.5,774035.6,5747680.5,0.0,55678.727,
192,750.529316518537,7.0073595,,,,,,,,,,,0.0,646353.25,8419186.0,793190.3,0.0,7119.451,
437,751.5842759540825,9.069846,,,,,,,,,,,21814.862999999998,9553.113000000001,32335.64,40160.902,46816.63,25838.979,
440,751.5843129632318,9.238202000000001,,,,,,,,,,,133183.31,147468.19,217121.17,208210.25,417955.16,285917.28,
415,751.5850971735872,8.818631,,,,,,,,,,,83101.53,102876.125,108040.13,95068.63,179192.11,119608.805,
245,765.1667786311036,7.363971,,,,,,,,,,,222081.84,327568.9,367683.38,378958.53,308910.38,251471.95,
212,765.1668108822713,7.147067999999999,,,,33.0,,,,,,,486272.94,658899.6,1286296.2,957368.44,842092.8,569113.25,
188,765.1668421977779,6.957212400000001,,,,,,,,,,,724879.3,978850.2,1363107.1,1067980.6,1274761.0,1051485.1,
175,765.166983751605,6.8097034,,,,48.0,,,,,,,101458.414,148000.11,221444.86,166321.36,172986.48,137694.28,
114,779.3651367843048,5.292959,,,,,,,,,,,381667.28,432716.03,329039.44,350322.0,772023.94,565327.4,
173,782.1569557093767,6.803236,,,,48.0,,,,,,,396708.28,453937.53,344436.16,376863.66,445723.06,381696.1,
211,782.1569946545677,7.141893,,,,33.0,,,,,,,1244677.6,1154045.8,1064113.2,932804.4,1433329.9,1226037.1,
193,782.1570029276344,6.9910064,,,,,,,,,,,1485101.4,1502992.6,1237728.5,1194181.8,1539943.1,1321836.4,
246,782.1570229650839,7.365398399999999,,,,,,,,,,,144611.0,117734.69,102207.52,92602.24,182637.08,146332.42,
77,793.0186047009547,4.4906383000000005,,,,46.0,,,,,,,793459.06,643447.2,824386.8,633956.0,598263.5,961622.25,
413,797.5535107794802,8.78715,,,,,,,,,,,366985.28,438320.84,429788.25,260561.5,625299.4,474782.56,
59,811.0291365422069,3.6179707000000003,,,,32.0,,,,,,,327647.03,313384.12,344272.9,339962.06,370601.94,323123.25,
217,829.1793199026599,7.234817,,,,,,,,,,,291786.34,810228.7,1179613.0,1005792.3,712441.4,601849.06,
201,829.1793201891662,7.055903,,,,40.0,,,,,,,395167.6,697226.44,981750.4,777357.5,560772.94,516600.7,
247,829.1793218428725,7.384395,,,,13.0,,,,,,,93347.33,332707.75,552593.8,376712.34,359697.16,217189.1,
200,846.1693245119823,7.050974000000001,,,,40.0,,,,,,,1098174.5,1181344.4,913534.0,873602.44,1345833.6,1034757.06,
218,846.1693463103081,7.199045,,,,55.0,,,,,,,1056507.6,1027176.0,878907.6,859587.06,1189718.9,1102724.8,
183,846.1693515368776,6.890434,,,,,,,,,,,246424.81,259154.84,215558.0,207209.19,264970.97,210270.86,
248,846.1693927819236,7.397207000000001,,,,13.0,,,,,,,204810.6,171629.27,142671.66,117613.66,240288.77,204489.31,
434,856.6885072021106,9.021317,,,,,,,,,,,285930.53,1042322.06,1212784.4,936225.75,601245.1,1384980.5,
435,873.6786626158619,9.06707,,,,,,,,,,,1053892.0,923472.4,1304004.0,862919.6,1609922.9,1279657.4,
255,893.1917274104218,7.4419130000000004,,,,,,,,,,,317432.1,463943.2,527647.4,452054.12,486137.25,394202.44,
228,893.1917726196283,7.2756906,,,,,,,,,,,755496.9,949905.25,1174105.0,995922.7,959961.4,798476.25,
207,893.1917819752721,7.1042137,,,,9.0,,,,,,,258480.42,359201.22,603946.0,447450.8,406572.78,329077.0,
190,893.1920519550143,6.963444,,,,,,,,,,,56225.617,88092.734,145989.62,101942.09,130107.67,101601.46,
209,910.1819601293776,7.106788000000001,,,,9.0,,,,,,,913057.5,970170.44,760655.7,767611.94,1033536.75,921434.94,
224,910.1819755092163,7.244471000000001,,,,,,,,,,,672980.6,670823.94,603352.4,502491.4,812440.2,695453.3,
250,910.1820377437452,7.4267364,,,,,,,,,,,207337.52,194867.58,154160.22,128991.45,245553.72,191937.72,
266,957.2036913774033,7.6283392999999995,,,,,,,,,,,6068.6,47020.35,54886.426,19076.582,46966.133,38138.668,
256,957.2040292022972,7.4615035,,,,,,,,,,,379326.72,509992.34,547690.9,443600.25,577123.25,492055.88,
213,957.204067463646,7.1549363,,,,33.0,,,,,,,122149.445,227653.95,376076.72,313898.56,243276.08,191187.2,
238,957.2040766679379,7.313797500000001,,,,,,,,,,,784646.3,949056.3,1079421.5,937114.56,986759.4,790959.75,
145,957.5953168077896,6.404649299999999,,,,,,,,,,,140272.75,162516.58,134511.19,279846.53,480843.44,467697.62,
253,974.1940670888486,7.423919000000001,,,,,,,,,,,173014.39,147046.16,155220.34,96830.016,148274.03,117270.92,
231,974.1942143564715,7.2941318,,,,,,,,,,,177287.23,403348.22,270142.53,261630.72,526122.8,248745.39,
214,974.1942469741012,7.152209,,,,,,,,,,,575800.6,544151.2,439712.62,446423.0,637664.1,601519.94,
198,974.1942634701567,7.030532400000001,,,,,,,,,,,96246.59,105920.06,78295.77,75111.875,107611.22,79763.15,
267,1021.2163694724536,7.6504574000000005,,,,,,,,,,,22505.979,49001.37,73163.59,30504.767999999996,64254.15,35558.46,
219,1021.2164904669194,7.2142615,,,,55.0,,,,,,,39218.453,126281.734,232983.23,186950.08,94627.56,104691.37,
240,1021.2165136842874,7.327302499999999,,,,30.0,,,,,,,524113.47,698108.94,789935.44,663758.0,734050.25,589618.4,
257,1021.2165391248056,7.481655,,,,,,,,,,,370944.12,440395.12,474708.94,437317.66,537783.75,415731.0,
383,1035.7314239444352,8.593467,,,,,,,,,,,738624.75,372446.47,734616.3,750637.1,1313194.6,1203093.2,
203,1131.5712678838038,7.072862599999999,,,,,,,,,,,189075.9,227956.94,142143.66,186160.98,391379.3,306260.06,
