row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,NEG_D5-227-C4-a_Run314.mzML Peak area,NEG_D5-227-C4-b_Run317.mzML Peak area,NEG_D5-227-C4-c_Run320.mzML Peak area,Yeast_HE_D5-Ctrl_b_neg_20190515_Run40.mzML Peak area,Yeast_HE_D5-Ctrl_a_neg_20190515_Run37.mzML Peak area,Yeast_HE_D5-Ctrl_c_neg_20190515_Run43.mzML Peak area,
250,517.3707715809243,7.100826,,,,,,,,,,,0,0,0,526698.3,284214.75,470688.94,
726,520.909544405929,10.232728,,,,9,,,,,,,934785.9,985265.56,946768.2,0,0,0,
641,523.345336392165,8.959454,,,,44,,,,,,,534562.4,683241.94,903253.1,0,0,0,
196,532.2584329986673,6.1633296,,,,24,,,,,,,0,0,0,405210.72,607117.8,584279.44,
176,532.2585436549965,6.0697036,,,,,,,,,,,0,0,0,339406.1,517858.97,506841.6,
146,535.2087518594177,5.675162,,,,5,,,,,,,0,0,0,869413.3,541581.44,919714.56,
688,537.3945416316805,9.792009,,,,,,,,,,,0,0,0,347149.06,400313.9,513985.62,
342,545.4019988972664,7.6873593,,,,,,,,,,,0,0,0,310210.44,117346.766,267886.2,
582,546.4303041562645,8.706692,,,,,,,,,,,0,0,0,3230274.2,2547870.2,2132130.0,
328,557.2811631256553,7.5483365,,,,56,,,,,,,0,0,0,395436.16,396491.6,506449.12,
358,557.2811796480471,7.754172,,,,50,,,,,,,0,0,0,558752.3,601270.94,676706.5,
73,561.2514435068175,3.9994957,,,,,,,,,,,0,0,0,131366.05,252184.88,417414.56,
249,561.3969075903484,7.0983253,,,,,,,,,,,0,0,0,500088.03,262653.78,461249.0,
561,562.4250970434375,8.597819,,,,,,,,,,,0,0,0,306745.84,238766.05,392646.94,
174,563.2381371360522,6.0069594,,,,,,,,,,,0,0,0,374614.94,384757.25,464846.44,
104,568.2962966602694,4.726814,,,,42,,,,,,,0,0,0,756033.0,768481.94,653115.9,
105,573.2517296466691,4.730375,,,,42,,,,,,,0,0,0,4588901.5,4522530.0,4186200.5,
234,577.3608798935921,6.8606095,,,,,,,,,,,0,0,0,798815.75,1099165.6,1054404.8,
477,579.2631320410602,7.902227,,,,45,,,,,,,0,0,0,837409.8,866906.25,983598.94,
356,579.2632261968623,7.7524066,,,,50,,,,,,,0,0,0,3199290.0,3367377.5,3899239.5,
324,579.2632567690429,7.544756,,,,56,,,,,,,0,0,0,2711241.5,2684396.0,3485227.0,
683,587.4643569184577,9.619409,,,,8,,,,,,,0,0,0,1162991.4,1608323.6,818069.2,
727,588.8972446562664,10.232745,,,,9,,,,,,,646731.06,659040.3,643862.6,0,0,0,
711,589.4798003164696,10.201351,,,,14,,,,,,,0,0,0,3077128.5,3322679.2,2157884.0,
271,590.3641374805194,7.3647213,,,,3,,,,,,,397279.3,401675.75,491919.94,0,0,0,
246,605.4230168118698,7.088964,,,,,,,,,,,0,0,0,424936.44,216554.72,397836.62,
684,613.422513290181,9.624803,,,,8,,,,,,,0,0,0,6477231.0,8090862.0,7746319.0,
715,615.4952123864641,10.212185,,,,14,,,,,,,0,0,0,914513.8,847147.75,969591.4,
523,617.417030894228,8.292018,,,,,,,,,,,0,0,0,285782.78,240920.62,367754.25,
171,629.3108983350176,5.9906135,,,,,,,,,,,0,0,0,271733.2,434086.2,435374.4,
204,629.3109194068344,6.2443423,,,,,,,,,,,0,0,0,248855.86,411784.16,408828.3,
159,631.3265839461789,5.879051,,,,,,,,,,,0,0,0,821282.8,1050586.8,1042287.9,
115,649.3063315016407,5.233812,,,,12,,,,,,,0,0,0,881551.06,1071198.9,1451975.6,
245,649.4492591009998,7.087152,,,,,,,,,,,0,0,0,329316.28,162212.48,313677.72,
701,663.4534509872902,10.094956,,,,17,,,,,,,0,0,0,1552794.9,1568897.5,1554554.9,
116,666.333021191805,5.233812,,,,12,,,,,,,0,0,0,802883.44,998123.44,1186714.6,
404,668.6181854932619,7.7964935,,,,,,,,,,,0,0,0,325896.25,131048.17,400592.38,
207,671.2879214941253,6.2532525,,,,,,,,,,,0,0,0,233972.44,219836.03,249598.16,
117,671.2884327471825,5.235589,,,,12,,,,,,,0,0,0,9207097.0,1.0904982E7,1.3314125E7,
538,675.675410754002,8.348712,,,,,,,,,,,0,0,0,422496.22,199077.45,288511.2,
702,685.4354246886459,10.094956,,,,17,,,,,,,0,0,0,1.411675E7,1.5361326E7,1.3868548E7,
733,686.476550106234,10.259578,,,,,,,,,,,282397.38,458728.2,805710.1,0,0,0,
541,686.4768200810119,8.364869,,,,,,,,,,,472892.62,438006.5,1365050.4,0,0,0,
83,689.2987457687535,4.503069,,,,,,,,,,,0,0,0,431136.62,553162.1,874201.06,
718,690.5060326357994,10.226673,,,,,,,,,,,0,0,0,355409.12,366437.78,380627.47,
491,690.5064403516354,8.207577,,,,,,,,,,,0,0,0,1408355.6,3554107.8,1716797.9,
676,693.4401941688114,9.173604,,,,15,,,,,,,726556.56,798235.06,838437.8,0,0,0,
185,697.2628922420736,6.1017194,,,,19,,,,,,,0,0,0,2269270.2,882939.06,1110335.6,
570,698.9107737656564,8.638377,,,,,,,,,,,1095855.5,1147905.9,1103201.9,0,0,0,
703,708.5107988655681,10.094956,,,,17,,,,,,,0,0,0,797242.3,764150.0,780993.2,
498,712.4884094890966,8.22265,,,,,,,,,,,0,0,0,185058.81,1524847.8,564535.9,
311,716.5220917223219,7.371391,,,,,,,,,,,0,0,0,1509334.6,258066.17,262936.12,
731,716.5227078149759,10.258181,,,,14,,,,,,,1028227.3,502579.6,524699.5,2491337.8,2931099.2,1060819.6,
544,716.5229192171361,8.349776,,,,,,,,,,,679466.56,353412.4,452978.12,242027.98,2342433.8,439808.1,
485,716.5237090585393,8.163695,,,,,,,,,,,3430191.2,310170.8,387154.38,0,0,0,
191,719.2449798451248,6.105232,,,,19,,,,,,,0,0,0,1.0464346E7,5666258.0,6753778.5,
704,726.4615888554732,10.094956,,,,17,,,,,,,0,0,0,1490331.4,1458831.4,1479277.5,
463,730.5377010511397,7.944832,,,,,,,,,,,0,0,0,204582.55,2663547.5,203609.03,
700,736.5418309796329,10.093154,,,,,,,,,,,0,0,0,484503.8,445496.5,489708.22,
547,738.5037781420932,8.40622,,,,,,,,,,,0,0,0,189471.67,1407809.5,333868.6,
716,738.5037846431045,10.215806,,,,14,,,,,,,0,0,0,990230.25,1247813.9,1094689.1,
411,740.4044308812496,7.8347497,,,,,,,,,,,0,0,0,163949.23,519320.3,534845.44,
354,740.40447341953,7.741695,,,,,,,,,,,0,0,0,376628.03,656183.7,731991.75,
699,743.615602587645,10.035182,,,,,,,,,,,0,0,0,1158102.0,1837562.8,1080965.8,
507,752.519673806771,8.21725,,,,2,,,,,,,0,0,0,443000.44,664969.75,639587.6,
474,752.5196827051897,7.8985553,,,,45,,,,,,,0,0,0,824222.5,5045745.5,733279.56,
697,771.6468139894628,10.027153,,,,,,,,,,,0,0,0,1932172.8,3348006.2,1818407.0,
448,780.5510345435047,7.875206,,,,45,,,,,,,0,0,0,586630.3,524300.3,463874.03,
304,780.5510667585621,7.3749623,,,,27,,,,,,,0,0,0,497442.28,354461.75,409024.62,
384,782.5660656482981,7.7697563,,,,54,,,,,,,0,0,0,309090.8,267284.34,405387.88,
460,782.5661152843063,7.878798,,,,45,,,,,,,0,0,0,651856.5,663917.5,836470.9,
309,782.5661703537693,7.3767514,,,,27,,,,,,,0,0,0,462327.5,385619.3,619732.06,
466,785.3369426795516,7.8829484,,,,,,,,,,,97563.92,583981.25,591878.0,0,0,0,
461,808.5823127003488,7.878798,,,,45,,,,,,,0,0,0,482550.6,466998.12,620544.4,
462,810.5971516480876,7.8734264,,,,,,,,,,,0,0,0,667023.6,417331.88,445068.88,
667,823.6788475798435,8.975835,,,,,,,,,,,0,0,0,3.8034332E7,1.984336E7,3.4571148E7,
502,825.693959513565,8.21544,,,,,,,,,,,0,0,0,367237.78,503529.84,443980.25,
651,827.7095621789636,8.964788,,,,,,,,,,,0,0,0,2831852.0,0,3174166.8,
512,851.7096907886804,8.21725,,,,2,,,,,,,0,0,0,1856737.5,1333924.0,2629098.2,
660,851.7097523173774,8.968651,,,,46,,,,,,,0,0,0,3.584264E7,4.744277E7,4.3310576E7,
696,853.722853979632,10.018025,,,,,,,,,,,0,0,0,2.926701E7,50672.434,3.1912024E7,
654,879.7404074441138,8.964788,,,,,,,,,,,0,0,0,1694077.5,0,2082753.4,
685,879.740791094875,9.633523,,,,,,,,,,,0,0,0,1.5525624E7,0,1.6684394E7,
149,887.38775648531,5.677178,,,,5,,,,,,,0,0,0,1040328.06,1196454.2,1421480.6,
127,917.3812784436769,5.430351,,,,48,,,,,,,0,0,0,563541.94,682053.44,722467.9,
