"","filter","2024_POS_CC_1_Run20.mzML","2024_POS_CC_2_Run47.mzML","2024_POS_CC_3_Run61.mzML","2024_POS_CC-VPA_1_Run26.mzML","2024_POS_CC-VPA_2_Run35.mzML","2024_POS_CC-VPA_3_Run76.mzML"
"442/341.2839mz/7.33min",180444.615,148989.78,72023.01,302947.22,90084.67,211899.45,217250.58
"445/678.5063mz/7.29min",46718489.78,4905.7786,93272850,164129.56,330495070,306507600,24528.893
"447/726.5037mz/7.3min",96026.4726,779.11104,188157.39,3895.5552,398510.12,278489.53,779.11104
"448/782.5669mz/7.3min",64550.71175,767.5167,211740.27,3837.5835,767.5167,125263.84,359264.2
"449/513.3548mz/7.31min",39479.9665,48524.54,6087.0786,182287.64,6087.0786,30435.393,85973.8
"450/728.5192mz/7.3min",53746.213,9607.768,9607.768,1347650.5,59453.586,48038.84,103513.45
"452/768.5501mz/7.31min",48726.371,6121.6164,6121.6164,66844.66,70060.18,30608.082,134401.67
"453/754.535mz/7.3min",48704.857,5677.06,5677.06,115683.95,69024.414,28385.3,100459.43
"454/524.3945mz/7.31min",152852.085,132284.05,77275.1,360450,87072.695,173420.12,198413.27
"455/729.5186mz/7.32min",101758.6175,92396.375,33237.89,602652.44,85253.05,111120.86,118164.945
"457/581.2754mz/7.35min",355094.735,435113.9,163950.86,427954.47,237867.78,282235,593095.56
"459/256.2635mz/7.36min",426643.28,430029.5,423257.06,447031.03,398379.44,415342.62,499058.5
"460/282.1362mz/7.39min",493124.11,535024.94,470439.75,387469.5,405804.06,604258.25,515808.47
"461/564.2683mz/7.39min",791158.97,1019680.7,660168.9,840343.5,546943,741974.44,1040935.6
"462/563.2648mz/7.39min",2115545.1,2799069.8,1802751.6,2237734,1451962.9,1993356.2,2782419
"463/341.2839mz/7.41min",296049.42,252910.94,150291.23,693452.8,178342.97,339187.9,373741.16
"464/729.5184mz/7.37min",63054.683,71401.05,37047.074,447227.97,48944.203,54708.316,82107.62
"467/669.3286mz/7.42min",55261.3285,58086.2,4494.4114,121263.33,75064.07,22472.057,52436.457
"469/110.0199mz/7.44min",684459.775,644297.8,1360997,724621.75,4262070,129711.125,257705.64
"471/408.3082mz/7.43min",623410.95,1170040.1,304561.22,912911.5,209317.34,333910.4,1164146.2
"472/387.3298mz/7.47min",436827.91,590459.25,338732.34,482456.12,260943.62,391199.7,670805.75
"473/386.3263mz/7.43min",2097173.35,2564700.5,1464718.6,2726730.8,1143037.6,1629646.2,2819329.2
"475/506.3829mz/7.45min",182979.54,189825.39,72414.36,879270.56,40017.367,176133.69,296404.22
"476/692.5231mz/7.43min",1080602.7,913.744,3052577.8,4534463.5,1052609.4,1108596,4568.72
"477/397.3099mz/7.48min",144482.655,149476.98,44601.594,302776.25,78878.77,139488.33,193362.83
"483/716.4617mz/7.47min",145444.632,48481.544,1012026.2,48481.544,242407.72,397516.66,48481.544
"484/678.5064mz/7.43min",33880892.168,13401.068,237265340,78234.336,67683550,72590850,67005.34
"485/680.5125mz/7.41min",3852275.7,1284091.9,22162624,1284091.9,6420459.5,6905796.5,1284091.9
"486/681.5151mz/7.41min",391003.26,130334.42,3658298.2,130334.42,1086935.2,651672.1,130334.42
"487/782.5673mz/7.47min",35431.137,11810.379,127683.09,11810.379,11810.379,59051.895,205547.98
"488/700.4883mz/7.47min",1569958.017,829.8068,6317392.5,4149.034,3135767,4462562,829.8068
"491/714.5026mz/7.47min",121647.0475,23977.175,119885.875,142646.42,123408.22,129295.33,23977.175
"492/768.5506mz/7.5min",32583.9235,5674.8254,5674.8254,84044.4,36793.72,28374.127,124301.695
"493/760.5838mz/7.48min",787988.4,13448.96,6820307,67244.8,13448.96,1508732,2560895
"496/726.5035mz/7.48min",74071.686,24690.562,123452.81,24690.562,3997152.2,2220676.5,24690.562
"497/808.5827mz/7.48min",67972.125,22657.375,223600.94,22657.375,22657.375,113286.875,225075.56
"498/728.5091mz/7.5min",2799.0408,933.0136,4665.068,933.0136,461661.22,235183.83,933.0136
"500/742.4798mz/7.54min",2131.2354,710.4118,3552.059,710.4118,275575.72,134449.03,710.4118
"501/732.5534mz/7.49min",525569.445,41638.638,41638.638,1112348,842945.7,208193.19,910503.7
"502/786.6006mz/7.47min",1118837.129,7807.5516,3575172.8,39037.758,7807.5516,2198636.5,3729811
"504/728.5174mz/7.47min",5471.1162,1823.7054,1823.7054,1540399.2,1823.7054,9118.527,61393.926
"506/331.2638mz/7.51min",49692.596,276439.2,4607.492,52967.832,33681.92,46417.36,177134.53
"507/706.5355mz/7.46min",24744.0138,8248.0046,8248.0046,25654712,8248.0046,41240.023,309126.3
"509/743.4806mz/7.49min",9469.792,9469.792,9469.792,9469.792,108241.42,47348.96,9469.792
"510/524.3946mz/7.5min",197283.415,82392.03,263985.4,824331,18886.93,183579.14,210987.69
"511/387.3298mz/7.52min",656724.38,997254.4,380591.6,777847.56,266471.97,535601.2,940621.25
"512/282.2791mz/7.52min",2019275.5,1936338.8,1989211.8,2290065.5,1928234.5,2049339.2,2249557.5
"513/386.3263mz/7.52min",2777404.9,4164666.2,1643352.6,3279685,1175998.1,2275124.8,3926659.8
"516/408.3082mz/7.53min",593473.515,1356490.4,313104.75,826013.06,130896.47,360933.97,1246610.2
"518/397.3099mz/7.54min",290259.25,311417,96494.04,483759.84,149756.31,269101.5,367762.56
"520/691.5303mz/7.56min",163352.87,408654.9,48700.71,278005.03,6692.0688,33460.344,355253.5
"525/497.36mz/7.56min",199658.18,411505,61380.406,227513.2,24148.828,171803.16,475681.75
"527/479.3495mz/7.57min",126484.318,164130.12,57539.51,88838.516,32778.49,224747.75,377220.78
"528/669.3285mz/7.57min",95359.33,106467.58,3201.8528,197825.12,115869.29,16009.264,84251.08
"529/455.3521mz/7.59min",212680.96,354719.75,81696.734,519052.1,33289.45,149645.02,275716.9
"533/464.3596mz/7.62min",90901.512,169385.81,17348.701,118472.266,30336.332,63330.758,187595.64
"535/311.258mz/7.59min",1257344.45,1280813.8,1088206.2,2570127.2,967595.44,1233875.1,1761429.9
"536/279.2318mz/7.6min",104464.245,104329.93,84364.93,232593.02,65632.26,104598.56,154591.44
"537/462.3551mz/7.6min",2620229.7,4464424.5,1231984.8,3284688,822098.06,1955771.4,5239181.5
"538/312.2613mz/7.59min",245867.465,246464.55,206950.64,509221.3,178610.11,245270.38,354447.12
"539/333.24mz/7.59min",188037.53,203601.39,167819.62,343585.44,109745.09,172473.67,288317.44
"540/508.3997mz/7.6min",225655.305,231617.55,136717.84,219693.06,130323.19,257905.86,338782.3
"541/376.3186mz/7.6min",280198.075,420608.1,139788.05,422823.75,73416.58,122893.42,466424.66
"542/440.3734mz/7.6min",4598274.5,5187358.5,2368003.8,4699214.5,2308213.2,4497334.5,6443792.5
"543/422.363mz/7.6min",550506.5,623162.25,277439.25,562340.06,265541.16,538672.94,777069.8
"545/265.2526mz/7.64min",135184.148,157325.1,98056.33,139418.03,130007.09,130950.266,221066.03
"546/357.2998mz/7.6min",920878.98,1010971.06,598495.56,909195.06,612862.3,932562.9,1034453.9
"547/339.2892mz/7.61min",354992.795,405750.5,178300.7,356638.62,233654.72,353346.97,406376.12
"549/354.3365mz/7.6min",592863.065,714735.6,470990.53,911739,333108.84,449929.75,851578.4
"550/441.3766mz/7.6min",1397906.5,1568938.6,714873,1431813.4,611391.44,1363999.6,1932325.5
"551/421.3464mz/7.63min",400900.98,315948.12,79389.73,1046938.8,94043.74,925397.56,485853.84
"552/336.326mz/7.62min",189067.295,221122.31,154349.2,286090.5,101930.97,157012.28,264740.6
"554/331.2633mz/7.64min",189958.16,245693.8,20257.5,169734.66,53963.54,210181.66,240613.64
"558/357.2787mz/7.65min",1301648.87,1032303.94,724204.25,1662623.6,849372,1688025.4,1570993.8
"562/439.3569mz/7.65min",684000.23,395501.66,545851,1135547.6,650529.56,862589.4,717470.9
"564/497.3603mz/7.68min",128164.5525,135351.66,36596.914,144145.9,51776.164,120977.445,311194.62
"565/379.2817mz/7.68min",152599.682,472827.22,52729.035,192671.88,58244.754,112527.484,403227.8
"566/479.3494mz/7.68min",530259.45,746683.25,102521.375,593283.5,175462.14,467235.4,944365
"567/768.5557mz/7.66min",54197.3275,3418.0554,44583.035,174219.11,173644.83,17090.277,63811.62
"569/744.5559mz/7.68min",309615.415,4736.182,23680.91,490591,512623.03,128639.83,2707321.5
"571/742.478mz/7.68min",145903.302,48634.434,243172.17,48634.434,1047353.3,902090.56,48634.434
"574/495.3443mz/7.68min",468659.885,540115.3,163937.08,1467241.2,144418,397204.47,542728.06
"575/743.5607mz/7.68min",300463.95,687385.25,135159.5,465768.4,99855.77,120289.44,557834.8
"576/357.2997mz/7.68min",1038205.25,1156175.1,687453.44,1011366.5,896235.94,1065044,1208242
"577/339.2892mz/7.68min",408157.49,485049.84,254325.5,403657.6,348996.72,412657.38,490539.2
"580/700.4884mz/7.66min",683419.32,227806.44,1139032.2,227806.44,1298187.4,1336686,227806.44
"582/726.5038mz/7.68min",1854579,618193,3090965,618193,12245832,9382730,618193
"584/746.5687mz/7.67min",462781.59,43484.746,291716.88,1280130.6,217423.73,633846.3,1176300.8
"587/265.2526mz/7.68min",215876.975,261957.95,156542.48,215768.48,188955.61,215985.47,283269.62
"590/581.3119mz/7.7min",353123.89,366071.62,170827.67,340176.16,269547.28,433814.03,446697.1
"591/506.3836mz/7.71min",1111265.65,716558.5,436149.9,2230764.2,565644.7,1900866.5,1505972.8
"592/659.2868mz/7.7min",384464.795,790604.9,360207.25,1075629.8,408722.34,315009.12,285219.22
"595/637.3049mz/7.71min",544872.275,897364.7,496261.8,1159171.6,593482.75,416675.28,277787.3
"596/477.3343mz/7.74min",66781.495,122410.53,5877.547,57400.12,23068.404,80265.89,76162.87
"597/654.3317mz/7.71min",2011827.4,3312514.8,1873238.6,4090298.8,2150416.2,1511026.4,1234909.1
"602/437.3412mz/7.72min",188489.505,151145.2,100028.9,343678.66,126951.625,274906.66,225833.81
"608/522.3782mz/7.76min",45129.7465,765.2698,76722.75,969627.4,3826.349,114292.72,13536.743
"609/328.3209mz/7.74min",133946.995,221520.3,87575.086,164891.4,89358.375,103002.59,224423.88
"610/430.3313mz/7.79min",247535.415,305707.16,88751.43,209019.17,152962.12,286051.66,374756.47
"611/490.3887mz/7.76min",382741.29,470720.8,97158.18,724583.25,83274.03,575529.56,294761.78
"612/408.309mz/7.74min",64480.695,58458.47,172722.94,1128635.8,4477.946,38972.348,70502.92
"613/468.4044mz/7.75min",122092.6275,133364.45,50176.215,142252.48,66954.984,110820.805,188802.75
"615/628.4992mz/7.75min",124870.5125,333872.72,71465.04,104253.09,488941.8,120369.22,129371.805
"617/228.1958mz/7.79min",138988.15,140588.52,318605.72,1342528.2,137387.78,104321.516,76696.78
"618/173.1325mz/7.83min",46619.481,7446.9014,76368.09,351525.8,7913.706,30895.572,62343.39
"620/208.1696mz/7.8min",22428.214,1898.1856,58833.02,293701.25,1898.1856,9490.928,35365.5
"624/226.1801mz/7.77min",102989.745,65421.61,406357.06,1784599.4,16890.547,120971.79,85007.7
"627/584.4731mz/7.76min",196757.79,547539.3,124821.98,159594.02,834132.94,207737.39,185778.19
"628/191.1431mz/7.83min",34898.9195,3549.2642,65699.734,321619.88,4502.949,16369.419,53428.42
"629/229.1993mz/7.83min",50212.6775,7503.9097,56149.043,177371.3,3973.8325,44276.312,67720.98
"630/771.6454mz/7.84min",12461.42465,727.92226,21283.238,427802.06,727.92226,3639.6113,26104.38
"631/540.4466mz/7.77min",312154.705,854104.5,200294.1,264942.5,1304759.5,328562.53,295746.88
"633/522.415mz/7.77min",334011.935,464403.75,203620.12,501823.03,144025.05,158620.53,790094.75
"634/496.4204mz/7.78min",430150.77,1089871.4,284365.9,365973.25,1593063.6,479693.6,380607.94
"636/413.3048mz/7.78min",539804.58,607426.56,145554.78,510506.16,274615.9,569103,741741.3
"637/452.3943mz/7.78min",514457.08,1250759.1,326636.16,462404.06,1603478.9,566510.1,456503.66
"638/347.3154mz/7.78min",148363.235,386420.4,88954.31,146343.52,356431.1,150382.95,127681.75
"639/364.342mz/7.78min",361589.56,946921.4,231243.25,339089.28,886660.4,384089.84,321728.3
"640/408.3681mz/7.78min",537798.295,1300045.6,345319.7,487522.34,1455020.1,588074.25,479784.16
"641/391.3416mz/7.78min",120427.278,268995.4,73833.375,113458.22,300618.47,127396.336,100636.07
"642/356.3158mz/7.79min",992824.525,1345794,339723.6,954438.8,347381.5,1031210.25,1606752
"643/472.3784mz/7.82min",524543.91,418566.72,91551.64,634548.75,188445.14,700679.25,630521.1
"644/492.4046mz/7.81min",589750.22,562017.94,347574.94,1862355.4,266766.25,617482.5,708316
"645/397.3099mz/7.81min",942009.95,1352729.9,362768.6,1146602.5,459787.16,737417.4,1588458.2
"646/476.4097mz/7.82min",500942.02,551214.6,191101.03,450669.44,356188.7,575463.6,789585.1
"648/743.48mz/7.83min",10718.772,3572.924,301799.12,3572.924,272867.1,17864.62,3572.924
"650/430.3313mz/7.83min",308229.25,331523.5,131761.84,284935,227234.3,343920,406779.9
"654/744.5529mz/7.82min",122509.66,1812.2364,9061.182,304073.97,218451.62,26567.7,482477.9
"656/250.1777mz/7.84min",33611.6825,22865.357,44358.008,290471.88,2123.3712,10616.856,66604.21
"657/718.5371mz/7.84min",831321.15,11907.1094,59535.547,29805176,1348293.1,1075219.1,587423.2
"658/754.5346mz/7.84min",180280.525,30274.088,30274.088,2360708,209190.61,151370.44,386313.62
"659/478.3864mz/7.84min",94725.202,276671.66,29803.652,119186.414,21972.412,70263.99,272608.28
"662/198.1852mz/7.82min",44059.9815,3578.269,87635.164,285348.8,5283.9424,30256.92,57863.043
"664/209.1536mz/7.82min",93943.5825,28037.766,172819.23,702720.4,32808.605,82473.61,105413.555
"665/409.3117mz/7.84min",90097.0375,49835.215,128534.63,768507.56,13373.452,51659.445,174781.67
"667/488.3736mz/7.85min",161276.375,163525.25,159027.5,2789295.2,89872.32,189625.83,120170.13
"668/728.5173mz/7.89min",24815.5338,8271.8446,8271.8446,3217982.5,8271.8446,41359.223,83846.555
"669/740.5195mz/7.86min",127718.97,4609.9714,137924.28,2090882.2,183948.28,117513.66,23049.857
"671/793.6273mz/7.84min",2089.73058,696.57686,31126.068,303347.2,696.57686,696.57686,3482.8843
"672/408.3083mz/7.84min",416242.36,235525.6,558628.6,3194186.8,63954.004,273856.12,733139.8
"673/706.5376mz/7.84min",244091.1,244091.1,244091.1,6480662,244091.1,244091.1,1220455.5
"674/228.1958mz/7.84min",497990.06,174679.8,867165.06,2489330.5,162826.1,412863.12,583117
"676/226.1801mz/7.84min",231876.755,66350.61,415213.1,1209765.6,63003.176,190953.89,272799.62
"677/244.1907mz/7.84min",282645.84,81179.88,485668.1,1479212.8,89106.92,232999.88,332291.8
"678/720.5163mz/7.84min",1960571.8,1739515.4,954764.7,2181628.2,1682724.5,2842086.2,2607537.8
"680/768.5502mz/7.86min",156992.89,743.40136,3717.0068,630776.56,247878.61,66107.17,801459.6
"681/331.2631mz/7.84min",237412.635,394843.62,115897.48,223915.17,141064.3,250910.1,440764.2
"682/778.3228mz/7.84min",376277.97,659018.06,175049.66,238000.84,320701.38,431854.56,680368.3
"683/497.3598mz/7.86min",404496.015,458188.03,51908.59,1077213.4,62478.18,350804,543936.5
"684/786.6001mz/7.84min",1406913.18,31899.572,2654328.5,159497.86,31899.572,8968940,6019755
"685/788.614mz/7.84min",1239055.85,222235.36,1111176.8,2079186.8,222235.36,3833624.8,1366934.9
"686/732.5532mz/7.84min",2115748.3,392076.22,392076.22,8542608,5774670.5,2271115.5,1960381.1
"687/704.5217mz/7.86min",55901362.94,8289.292,111608984,193741.88,238270320,175533020,41446.46
"688/707.5319mz/7.84min",1203574.68,401191.56,2005957.8,401191.56,4837373.5,3413827.8,401191.56
"689/495.3441mz/7.87min",259323.47,266056.6,71102.75,538022.6,31603.715,252590.34,502005.25
"690/746.5688mz/7.86min",482581.045,37534.422,187672.11,807740.7,533028.75,432133.34,4122067.8
"691/678.5061mz/7.84min",7398355.9,58836.606,19260688,1111630.8,15022548,13685081,294183.03
"693/182.985mz/7.86min",242941.74,467128.47,230887.2,254996.28,166289.7,30033.803,393766.44
"694/760.5832mz/7.82min",1060379.425,3198.9068,2027119,93639.85,15994.534,6189332,3429368.5
"695/580.3969mz/7.84min",3126560.4,5337797,1483205.1,3664876,1616559.2,2588244.8,4469961.5
"697/782.5666mz/7.84min",219039.6,7751.628,544906.94,38758.14,7751.628,399321.06,788828.4
"698/700.4882mz/7.86min",2449801.33,12387.68,5979472.5,260791.16,4638811.5,6650790.5,61938.4
"699/602.379mz/7.84min",358588.41,650810.9,139824.38,476461.6,134988.72,240715.22,595846.1
"700/729.5167mz/7.83min",176144.889,698.08046,344819.03,3490.4023,366041.7,401336.1,7470.748
"702/726.5029mz/7.86min",9957145.775,3222.3618,25419424,16111.809,19884078,22336826,30213.55
"705/808.5821mz/7.87min",303486.655,8472.612,795787.9,42363.06,8472.612,564610.25,1078015.1
"706/810.5961mz/7.85min",272352.585,48366.922,241834.61,334397.88,48366.922,302870.56,528288.94
"708/742.4774mz/7.88min",108503.85,36167.95,1108891.4,36167.95,668935.4,180839.75,36167.95
"709/716.4613mz/7.85min",129544.218,43181.406,272167.28,43181.406,215907.03,275505.38,43181.406
"710/692.5216mz/7.84min",143956.9225,14939.496,178322.97,430418.03,301030.28,109590.875,74697.48
"712/702.4968mz/7.86min",221378.072,659.36514,554755.56,4962.204,437793.94,626153.1,3296.8257
"714/686.4723mz/7.85min",159529.164,53176.388,265881.94,53176.388,1260120.4,1072430.4,53176.388
"716/477.3548mz/7.85min",142479.33,230468.81,52441.047,197454.81,51377.29,87503.85,245853.81
"719/606.5087mz/7.87min",119637.802,158455.52,131824.62,107450.984,53846.043,84010.74,158909.81
"721/743.5026mz/7.84min",401709.16,352721.22,98577.21,656093.2,199629.4,450697.1,679104.75
"722/441.3729mz/7.85min",696314.43,682252.8,231986.4,710376.06,376434.1,878281.7,1156981.9
"725/481.3652mz/7.85min",669872.07,1082905.1,205156.73,727398.2,207993.12,612345.94,1303199
"728/479.3494mz/7.86min",216253.055,280268.3,57832.676,243418.84,81447.984,189087.27,328583.1
"730/477.3338mz/7.9min",415142.16,267676.12,147725.1,640505.75,180800.42,562608.2,605879.7
"732/646.5014mz/7.86min",224115.02,395471.22,66849.914,309652.84,73195.39,138577.2,425053.4
"733/597.2701mz/7.9min",130894.0075,361206.72,79691.695,153021.39,108766.625,81632.96,279639.4
"734/493.3284mz/7.86min",100658.94,126936.625,81883.13,932099.4,15577.076,90795.05,110522.83
"736/502.3866mz/7.87min",429332.575,939941,111570.39,546433.4,143919.75,312231.75,967794.7
"738/480.4045mz/7.87min",461241.84,665335.1,192545.53,459720.4,287957.8,462763.28,706710.2
"739/406.3289mz/7.86min",163282.035,367358.88,79709.7,238369.4,88194.67,57921.28,307840.6
"740/421.3464mz/7.87min",203936.79,207201.55,19657.941,318949.12,37045.883,239329.8,200672.03
"741/508.3989mz/7.91min",276594.22,153368.69,368329.66,1532302.9,184858.78,406537.28,172496.42
"744/595.3275mz/7.88min",293760.675,339282.44,188132.67,298220.75,247550.42,303482.25,289300.6
"745/706.5285mz/7.88min",2668013.7,889337.9,4446689.5,889337.9,26056048,18823918,889337.9
"746/554.1756mz/7.88min",378230.27,447292.75,281623.4,355509.66,293069.56,400950.88,451001.28
"747/338.3416mz/7.88min",137326.198,211391.6,91675.734,177680.81,96971.586,81391.07,182448.53
"748/384.347mz/7.88min",296395.765,459671.3,205370.1,346804.84,245986.69,231346.47,429613.56
"750/664.4896mz/7.92min",7429074.16065,861.49,25081768,4307.45,40423300,14852428,5720.3213
"752/430.3313mz/7.86min",265043.155,340615.84,126735.445,264409.97,219113.92,265676.34,384080.5
"754/490.3886mz/7.91min",1222629.7,1374111.2,558797.9,1659601.4,599238.9,1071148.2,1419120.4
"755/437.3412mz/7.92min",2123478.9,1729054,1107578.8,3145520.2,1476239.9,3133848,2517903.8
"757/284.2947mz/7.92min",471604.545,551137.5,326421.53,508888.25,375410.94,434320.84,642396.06
"760/495.3442mz/7.93min",479724.91,1342901.9,95132.984,519164.22,123391.65,440285.6,680980.5
"763/507.4234mz/7.93min",286275.04,480987,155626.05,291924.28,186251.4,280625.8,456975.2
"764/513.3548mz/7.94min",54070.7335,59811.797,48329.67,495312.84,16267.922,42111.86,80527.69
"767/742.4988mz/7.84min",938699.5,848546,235201.56,1550279.8,330907.1,1028853,1618450.2
"768/481.3654mz/7.93min",368885.05,538566.5,63267.254,369605.3,165176.05,368164.8,679281.7
"769/528.402mz/7.93min",1139681.75,2502469.8,499067.88,1400371.1,637268.7,878992.4,2807575
"770/506.4199mz/7.93min",828528.5,1377979.4,449458.3,843389.6,582699.5,813667.4,1396738.9
"771/457.3679mz/7.95min",381827.74,442087.97,168335.52,358035.1,126748.016,405620.38,466274.16
"772/477.3338mz/7.94min",582923.36,478339.47,242392.56,687507.25,333329.5,771457.7,741611
"775/744.5525mz/7.92min",169520.0325,1812.2364,9061.182,915816.7,228594.19,110445.875,270862.72
"776/754.5342mz/7.92min",203437.505,884.80126,4424.0063,3704059,310216.16,96658.85,433897.88
"777/808.5817mz/7.93min",463609.545,18150.098,1396129.6,90750.49,18150.098,836468.6,1371438.2
"778/597.2702mz/7.94min",216386.885,700948.44,83797.33,160265.52,126838.88,272508.25,748406.94
"779/512.4306mz/7.94min",224611.09,304729,91869.09,195342.88,150351.27,253879.3,343573.06
"780/740.675mz/7.96min",6774.8634,2258.2878,11291.439,2258.2878,2258.2878,44380.438,359099.5
"781/747.5717mz/7.92min",150625.415,11633.0032,115239.08,252133.78,58165.016,186011.75,565739.5
"782/716.4619mz/7.94min",152119.104,50706.368,316458.47,50706.368,255565.31,253531.84,50706.368
"783/700.4882mz/7.94min",3396019.6,12387.68,8055364,356804.2,6435235,7023144.5,61938.4
"784/768.5501mz/7.94min",285742.165,1197.60372,5988.0186,873976.25,505377.16,66107.17,1246363
"787/440.375mz/7.94min",137560.975,222503.28,44356.754,136598.75,86899.99,138523.2,224081.92
"788/726.5034mz/7.94min",11455833.265,11740.106,27125224,161182.53,25281802,22750484,58700.53
"790/636.4588mz/7.94min",365318.78,13464.5532,606383.56,124254,1180763.6,989906.5,67322.766
"791/810.5962mz/7.94min",439502.5,85080.26,453603.7,576040.8,85080.26,425401.3,612230.06
"792/743.4803mz/7.94min",279442.5,93147.5,506456.28,93147.5,465737.5,467083.16,93147.5
"793/534.4127mz/7.94min",466450.89,790511.44,172398.33,530810.06,258544.19,402091.72,943177.4
"794/718.5376mz/7.94min",1405373.65,66214.7,331073.5,15458327,7390466,2316118.5,494628.8
"797/746.5684mz/7.92min",380245.955,36785.028,369942.44,496815.1,183925.14,390549.47,1317185.4
"799/497.36mz/7.94min",411508.11,405860.97,101290.21,1178030.1,162864,417155.25,476668.53
"800/602.5504mz/7.94min",81201.2125,158563.64,39740,99738.82,39397.184,62663.605,159525.58
"801/182.985mz/7.9min",154340.897,391079.72,100464.3,190389.88,118291.914,42370.53,410644.8
"802/720.5147mz/7.89min",482508.24,844019.3,130656.96,373224.28,591792.2,929131.7,312133.38
"803/678.5053mz/7.92min",5693168.06,22549.984,14137528,298416.12,11087920,11137542,112749.92
"805/588.4985mz/7.94min",214163.6,308627.12,100787.21,224850.08,148527.06,203477.12,296262.78
"806/606.5088mz/7.94min",587051.07,841903.94,281332,607981.2,412660.5,566120.94,830157.2
"807/786.5999mz/7.94min",933974.645,25727.658,16504796,128638.29,25727.658,1739311,3246555.8
"808/760.5828mz/7.95min",731330.51,740.0728,4575959,175202.42,3700.364,1287458.6,1813379
"809/706.5375mz/7.94min",85400.844,85400.844,85400.844,5298483.5,85400.844,85400.844,427004.22
"810/782.5663mz/7.94min",343396.72,18698.338,912520.4,93491.69,18698.338,593301.75,929763.56
"811/788.614mz/7.94min",940269.875,183884.7,4893999.5,961116.25,183884.7,919423.5,1477746
"812/702.4954mz/7.94min",301587.552,992.4408,725372.9,4962.204,598212.9,689299.94,992.4408
"814/624.5192mz/7.94min",1210178.45,2517982.5,1008180.44,1220840.9,829027.56,1199516,2234061.2
"815/646.5013mz/7.94min",3737589.9,6357823.5,1671215.4,4575237,2003204.4,2899942.8,6441505
"816/732.5534mz/7.94min",578313.27,624.7038,3123.519,5447257.5,733029.1,423597.44,1279753
"817/742.4787mz/7.94min",700241.34,233413.78,1246991.6,233413.78,1182158.6,1167068.9,233413.78
"819/692.5199mz/7.94min",57454,6060.5876,235090.38,284295.44,35690.03,79217.97,30302.938
"820/728.5171mz/7.92min",24815.5338,8271.8446,8271.8446,4079377,8271.8446,41359.223,252581.77
"821/740.5191mz/7.94min",85826.35,3698.9856,138319.81,1237885.8,257688.52,18494.928,33332.89
"822/719.5414mz/7.95min",365425.08,13258.24,66291.2,4641472,1628972.5,425220.6,305629.56
"824/704.5218mz/7.94min",18962797.39,19541.708,47425824,203718.78,49285570,37721876,97708.54
"825/729.5155mz/7.94min",214333.96225,1194.3169,468951.62,1194.3169,457832.78,422696.34,5971.5845
"827/686.4724mz/7.95min",1105943.34,368647.78,2448686.2,368647.78,2089267.5,1843238.9,368647.78
"834/714.503mz/7.95min",93629.8675,6295.227,208518.03,31476.135,155783.6,162954.62,6295.227
"835/796.5794mz/7.95min",147675.6795,1941.9394,310877.12,23859.299,9709.697,271492.06,309584.75
"836/644.4855mz/7.95min",340035.58,452223.34,116791.63,405476.16,147411.58,274595,579674.2
"837/523.3602mz/7.96min",158467.12,404631.28,53804,236952.81,48485.566,79981.43,310751.38
"840/740.4831mz/7.96min",3181724.9,1102108.5,2116422.5,3417382,3558883.8,5088361,2946067.8
"841/741.4864mz/7.96min",1311808.8,428993.03,863636.94,1402995.4,1511293.6,2142345,1220622.2
"844/493.3286mz/7.94min",67723.713,38701.625,39837.16,381467.6,15577.076,95610.266,128107.28
"845/475.3178mz/8.01min",56396.0315,64210.785,14421.455,49384.04,33878.605,163099.86,63408.023
"846/719.5046mz/7.98min",2049305.9,1297291,1283514.1,2265650.8,2428115,3190322.8,1832961
"847/718.5014mz/7.98min",5126840.25,3114124.2,3492806.5,5389219,5775107,7742920,4864461.5
"848/616.4906mz/7.99min",182385.63,243500.16,67820.54,222100.31,101326.29,142670.95,261062.61
"849/576.4983mz/7.99min",259267.5,290506.72,130480.445,228028.28,198707.9,296872.75,300016.28
"854/310.3103mz/8.0min",287520.28,286550.78,254356.6,499595.44,234316.31,288489.78,349756.97
"857/492.4047mz/7.99min",381269.685,264313.84,498225.53,1691315.4,248296.53,602495.5,163703.66
"859/528.4021mz/8.0min",177535.025,351235.6,77401.08,200008.16,106410.17,155061.89,2405306.2
"860/506.4199mz/8.01min",295731,314421.22,156242.55,299794.03,229257.16,291667.97,334400.6
"861/455.3518mz/8.0min",875979.92,1413812.9,254669.05,109440.42,338146.94,1707625.2,1609596.2
"862/704.4875mz/8.01min",446030.46,259562.72,76530.89,751819.75,155579.1,692692,632498.2
"863/470.3628mz/8.02min",361048.01,263511.53,239916.23,567227,295768.62,698683,426327.4
"865/506.3837mz/7.96min",228826.195,335142.62,38562.29,273723.75,89056.45,183928.64,595402.3
"866/475.3973mz/8.04min",663537.25,833979.94,456592.16,611127.06,623467.94,1191501.4,703606.56
"869/524.3942mz/8.05min",2752563.75,2559436.5,1946169.1,4409415.5,1743570.4,2945691,3248974.8
"870/522.3784mz/8.06min",14273.7949,729.76176,35511.367,867862.4,729.76176,24898.781,3648.8088
"871/474.394mz/8.05min",3451028,3713629.5,1316269.4,3914781.5,2590387.2,5094535.5,3188426.5
"878/529.3497mz/8.06min",381085.85,414829.3,191698.44,493721.1,179319.66,347342.4,460773.25
