"","filter","2024_POS_Anid-EV-alcA_CTRL_1_Run176.mzML","2024_POS_Anid-EV-alcA_CTRL_2_Run197.mzML","2024_POS_Anid-EV-alcA_CTRL_3_Run229.mzML","2024_POS_Anid-p2_1_Run179.mzML","2024_POS_Anid-p2_1_Run220.mzML","2024_POS_Anid-p2_1_Run241.mzML"
"2115/196.0968mz/3.08min",631583.69,640463.44,943025.75,738540.25,459241.53,622703.94,554127.2
"2117/358.1971mz/3.08min",1118465.3,489086.12,784509.44,893946.5,2023578.8,1342984.1,2780278.5
"2118/380.1794mz/3.08min",237397.92,132170.88,169631.06,183592.4,471575.1,291203.44,526505.7
"2120/211.0964mz/3.06min",81364.09,254076.83,295833.47,128517.016,7977.082,34211.164,3785.1948
"2121/339.1913mz/3.08min",211044.33,185670.83,522609.88,179323.31,282066.06,117695.87,236417.83
"2130/279.1703mz/3.1min",288108.21,72133.98,110028.35,224905.72,570162.1,351310.7,671016.4
"2131/223.1076mz/3.1min",406943.76,372674.9,145880.95,5091947.5,188926.77,529277.7,441212.62
"2134/224.111mz/3.1min",38321.576,35567.84,868.9512,586869.3,4344.756,54014.566,41075.312
"2135/245.0907mz/3.11min",73316.525,103461.97,102741.3,399958.84,31877.668,31425.832,43891.75
"2136/205.097mz/3.1min",70287.399,59898.938,11126.92,728559.4,33527.246,80675.86,85860.69
"2138/246.1699mz/3.11min",505798.225,359854.12,490861.75,520734.7,943117.3,357613.16,1108067.2
"2139/232.1179mz/3.07min",159516.06,48601.438,56861.684,322223.66,174029.6,218074.05,145002.52
"2141/178.0498mz/3.11min",63869.723,51999.188,22878.242,198122.23,56890.816,83717.48,70848.63
"2142/215.139mz/3.11min",309090.425,312626.6,149774.67,176586.75,430015.66,305554.25,545840.3
"2143/181.0971mz/3.11min",137078.3,121626.19,74676.55,1000768.7,146875.9,180144.56,127280.7
"2145/432.28mz/3.11min",213899.68,255505.72,276501.06,238068.58,140091.83,181631.56,189730.78
"2151/414.2232mz/3.1min",37330.2525,42039.605,122471.555,1110502,6524.18,6524.18,32620.9
"2152/296.1127mz/3.12min",86831.34,70483.78,129500.52,247629.19,49299.91,93793.42,79869.26
"2155/301.1391mz/3.13min",148765.0525,191926.48,330565.22,12595.883,129015.375,168514.73,62908.293
"2156/179.0702mz/3.12min",1972567,372363.22,379845.94,1753632.5,2191501.5,3507558.2,2373141
"2158/249.1234mz/3.1min",35604.1265,6236.274,6236.274,40026.883,96511.95,113099.33,31181.37
"2159/283.1287mz/3.13min",147929.185,227845.12,354668.12,12897.759,128290.34,167568.03,76388.54
"2160/315.1186mz/3.13min",467417.735,1022131.25,1853220.1,271920.25,394334.72,540500.75,380091.8
"2161/201.1022mz/3.13min",72766.06,9647.566,9647.566,48237.83,325731.34,97294.29,405474.16
"2162/220.1173mz/3.12min",333516.205,26465.908,27351.742,646708.75,396685.53,270346.88,1751318.8
"2163/299.1389mz/3.14min",254633.91,308744.6,430883.44,384768.03,152070.1,200523.22,183201.83
"2164/338.1233mz/3.1min",221855.14,242685.56,196451.48,1045429.25,328021.25,201024.72,199660.17
"2165/219.1127mz/3.14min",855205.9,78967.08,82513.305,795488.7,2873510.8,914923.1,3465908.8
"2166/271.1288mz/3.14min",944352.175,1770687.9,918281.25,491387.1,970423.1,1205687.8,547614.9
"2167/300.1428mz/3.14min",42110.676,51669.125,69229.47,59697.637,16477.068,32552.227,22728.75
"2169/555.2513mz/3.14min",68939.9175,11292.075,11292.075,81419.46,282887.16,56460.375,297881.06
"2172/294.0972mz/3.17min",83048.1955,26924.062,17173.854,605855.4,77995.266,88921.73,88101.125
"2174/246.1335mz/3.15min",97777.395,52643.54,73948.95,177185.16,121605.84,38864.508,148184.33
"2175/211.144mz/3.15min",963394.3,1108095.2,1503156.4,965255.6,748129.1,850579.75,961533
"2176/293.1495mz/3.17min",310233.65,63843.008,119272.03,340118,414658.84,280349.3,494539.8
"2177/152.0706mz/3.16min",364317.615,449289.97,619848.56,365133.2,303143.8,363502.03,362744.56
"2178/179.0813mz/3.16min",437445,99688.28,96323.23,484362.12,434804.78,440085.22,503089.44
"2179/359.0872mz/3.16min",96194.06,96194.06,96194.06,480970.3,96194.06,96194.06,96194.06
"2180/414.1173mz/3.17min",42518.5275,299510.4,87634.91,36185.75,48851.305,17927.885,27247.37
"2185/279.1336mz/3.17min",84469.875,62079.78,73910.49,126931.46,95029.26,71305.336,117468.55
"2186/642.3459mz/3.17min",97302.6915,12121.1226,12121.1226,133999.77,265842.38,60605.613,689781.06
"2188/165.0909mz/3.17min",260318.025,577914.7,553849.7,354990.3,39588.258,99324.46,165645.75
"2189/300.1271mz/3.18min",156632.985,410518.72,333893.97,15417.914,77089.57,180427.94,132838.03
"2190/299.1237mz/3.18min",1249757.65,3118773,2553142.8,201707.1,643087.06,1387626.2,1111889.1
"2192/266.1022mz/3.18min",222894.91,252546.2,258420.14,254466.78,134932.69,193243.62,155604.42
"2193/220.0968mz/3.18min",229545.555,236160.3,369213.47,277646.7,141228.2,222930.81,154734.33
"2196/249.1332mz/3.19min",185034.54,177124.28,314664.1,102867.47,253046.84,192944.8,162060.16
"2197/271.0601mz/3.19min",68467.906,346231.28,342339.53,68467.906,68467.906,68467.906,68467.906
"2198/341.113mz/3.2min",293333.41,339940.88,454567.53,308578.22,178995.94,278088.6,215994.44
"2199/111.044mz/3.21min",102141.1075,1341622.9,1323698.9,21362.748,90778.39,91071.945,113210.27
"2200/179.0338mz/3.2min",499334.3,2638628.5,2496671.5,499334.3,499334.3,499334.3,499334.3
"2201/289.0706mz/3.2min",222909.64,1114548.2,1264632.6,222909.64,222909.64,222909.64,222909.64
"2203/301.0704mz/3.2min",11246.1059,141352.33,237798.33,18931.62,712.11836,3560.5918,712.11836
"2207/253.1182mz/3.23min",16945.3275,158309.61,208372,14946.889,3994.4854,18943.766,7443.1865
"2208/262.1074mz/3.21min",580722.56,2280514.5,735811.25,631002.56,54368.43,530442.56,91634.734
"2213/195.0845mz/3.22min",2614922.55,45596.383,58223.574,8978282,2096193.6,3514197.2,3133651.5
"2214/196.0863mz/3.22min",105073.125,16013.625,16013.625,360388.56,80068.125,142486.86,130078.125
"2215/409.1368mz/3.22min",146221.15,20690.506,20690.506,1056290.9,103452.53,234319.9,188989.77
"2216/194.0812mz/3.22min",25304872,519779.94,708021.56,83878210,20378188,34217250,30231556
"2218/216.063mz/3.22min",498861.2,85460.568,85460.568,1997358.2,427302.84,702042.44,570419.56
"2219/387.1549mz/3.22min",3798539.35,487341.04,487341.04,25805584,2436705.2,6069562.5,5160373.5
"2220/331.1852mz/3.22min",20395.584,84750.32,102507.24,16981.977,8715.551,23809.191,12333.726
"2222/282.097mz/3.24min",50000.2675,113420.086,32374.016,277688.7,53130.395,46870.14,38983.1
"2224/208.0968mz/3.2min",167918.67,503841.78,715815.6,173676.36,147562.92,162160.98,115538.99
"2227/341.207mz/3.25min",208988.745,209447.69,208529.8,131286.36,215282.06,212600.19,154431.14
"2229/206.0811mz/3.23min",62259.13,132871.16,199943.38,106782.95,11104.272,11995.411,17735.31
"2230/275.1422mz/3.23min",44168.4905,5546.8876,5546.8876,60602.543,130680.41,27734.438,161220.16
"2231/299.1389mz/3.22min",107630.045,100761.12,164161.97,120693.14,114498.97,50732.65,55656.176
"2232/297.1443mz/3.23min",84146.79,35536.598,88459.94,162018.39,74363.43,89164.4,79833.64
"2233/318.1468mz/3.26min",88505.965,9148.252,7684.013,734220.25,107472.84,69539.09,121498.84
"2236/293.1133mz/3.23min",117642.415,695.2294,3476.147,3558541,100211.91,146303.95,135072.92
"2237/211.144mz/3.22min",291732.04,316446.7,410848.84,650133.4,238823.05,267017.38,201186.77
"2240/269.1859mz/3.24min",105389.715,105976.27,97054.82,27143.824,111636.195,145788.67,104803.16
"2241/593.2788mz/3.24min",259667.85,324992.8,217443.1,1436223.8,261436.75,121299.44,257898.95
"2242/609.2739mz/3.24min",758207,1553844.4,1139931.4,864461.56,651952.44,380552.38,498965.06
"2244/555.3021mz/3.24min",85135.439,35168.94,59463.438,110807.44,587812.2,58193.344,262706.34
"2245/587.2919mz/3.24min",1805363.05,3363571,2966480.8,2291985.5,1318740.6,921324.06,1271542.1
"2246/571.297mz/3.25min",620514.425,686136.44,535841.25,3598801.5,585210.25,307194.7,655818.6
"2247/277.1182mz/3.25min",59183.6065,3955.7368,9633.291,26796.043,263850.88,370477.84,91571.17
"2249/453.15mz/3.25min",667966.02,944726.1,1060558.4,533135.94,479137.53,802796.1,524131.28
"2251/718.3437mz/3.25min",48170.5125,1662.501,1662.501,88028.52,369149.8,8312.505,719861.1
"2253/238.1073mz/3.26min",670189.23,176178.48,231802.56,675002.56,665375.9,746337.2,1033724.4
"2255/245.1284mz/3.26min",516073.875,628863.4,727117.2,532208.75,472028.84,499939,451404.88
"2257/273.1808mz/3.26min",292298.79,75502.7,113320.125,544108.75,322352.28,262245.3,384187.2
"2258/362.1233mz/3.26min",83726.916,143684.4,60568.066,467966.6,10988.652,106885.766,49531.79
"2260/233.092mz/3.26min",483702.25,101168.18,115942.734,293881.5,721045.9,673523,689348.1
"2264/296.1128mz/3.27min",1414836.85,581140.3,812766.1,5608823.5,1211876.6,1836638,1617797.1
"2265/440.2176mz/3.29min",68962.806,4117.2656,823.45312,64586.652,73338.96,245176.95,145787.39
"2267/319.0811mz/3.27min",102760.373,373494.84,499057.1,140733.5,24931.727,64787.246,4986.3454
"2268/278.1019mz/3.28min",7348.74535,4597.3267,4158.709,272846.47,831.7418,10100.164,20740.94
"2270/266.1022mz/3.28min",97693.2575,106698.875,125554.55,109308.7,45444.49,88687.64,54898.5
"2279/201.1022mz/3.3min",268124.86,337295.53,474068.8,369360.7,197117.75,157298.77,198954.19
"2280/167.1542mz/3.3min",158980.6475,128107.125,189854.17,326107.72,66439.48,471807.28,94489.93
"2281/319.1308mz/3.29min",398214.925,128327.37,177651.42,348773.25,628677.3,447656.6,976265.3
"2282/248.1111mz/3.3min",336131.315,413130.03,615738.56,479309.3,257636.66,214529.25,259132.6
"2283/229.0971mz/3.3min",190864.555,238968.66,315149.62,258819.11,142760.45,113334.195,137150.72
"2284/188.0705mz/3.3min",220915.815,272281.8,386500.1,293307.66,165299.23,126058.09,169549.83
"2285/247.1077mz/3.3min",2490449.45,3017588,4484689.5,3447646.2,1897531.6,1615476.8,1963310.9
"2286/216.123mz/3.3min",125442.118,82237.266,53021.766,524141.78,49337.32,168646.97,178947.98
"2288/205.097mz/3.3min",93027.115,116510.76,167161.11,133693.67,64282.707,45662.777,69543.47
"2289/255.1127mz/3.3min",12305.1992,61525.996,642646.4,12305.1992,12305.1992,12305.1992,12305.1992
"2290/341.207mz/3.31min",355949.86,507733.06,305844.22,161641.94,475806.88,406055.5,295581.97
"2293/472.301mz/3.31min",252490.66,375441.38,300662.62,80927.7,204318.7,311030.5,177404.25
"2294/271.1651mz/3.32min",332342.545,179244.98,279146.56,811168.8,385538.53,262832.12,447298.88
"2295/293.1474mz/3.31min",148446.14,79246.66,96588.52,276742.97,202752.44,113388.31,183503.97
"2297/223.1076mz/3.32min",128209.09,125116.12,181139.1,280872.88,94055.88,131302.06,99244.44
"2298/275.1423mz/3.33min",898506.75,117794.88,117794.88,1208039.1,1249190.1,588974.4,2061344.1
"2300/500.2597mz/3.34min",18407.914,14429.09,22386.738,461301.25,1066.7896,39864.27,5333.948
"2301/543.2814mz/3.34min",125582.78,146487,170584.78,560715.8,98869.87,95677.34,104678.56
"2302/520.3326mz/3.33min",111734.095,136158,161707.94,125705.33,70037.32,97762.86,97037.38
"2303/281.1494mz/3.31min",65803.3,57396.76,73829.62,351993.66,64599,52710.703,67007.6
"2304/237.087mz/3.3min",2371.49748,790.49916,790.49916,173055.17,790.49916,8396.328,3952.4958
"2306/282.097mz/3.28min",42824.505,24306.377,7900.771,184367.38,46665.91,46870.14,38983.1
"2312/162.0549mz/3.35min",170300.9965,684068.94,679082.25,319562.53,14627.673,8217.771,21039.463
"2313/239.1753mz/3.36min",275870.75,338993.7,277120.7,384664.44,253154.28,274620.8,228948.12
"2314/118.0651mz/3.36min",170627.98,126144.6,121547.86,980293.2,176861.12,164394.84,190825.64
"2315/183.0857mz/3.36min",2433884.9,3201845.5,2487618,3009274,2380151.8,2080224.6,2187535.8
"2317/260.1393mz/3.38min",4571.70125,826.8709,4134.3545,385693.5,826.8709,98572.734,5009.048
"2318/342.2017mz/3.29min",343914.375,127762.164,189168.8,619301.4,297267.47,470521.75,390561.28
"2319/182.0811mz/3.36min",6637296.25,4440419.5,4697204.5,35672660,6762267.5,6512325,7541128
"2320/120.0444mz/3.36min",42336.269,42921.438,71386.43,332571.25,41516.918,18707.912,41751.1
"2322/375.1185mz/3.36min",109347.5185,300896.06,65294.637,550733.75,22788.746,153400.4,56586.504
"2323/335.1458mz/3.36min",55840.3565,4266.4746,4266.4746,90348.34,136005.16,21332.373,293288.53
"2324/401.1819mz/3.36min",63645.3775,17070.547,16586.707,125350.84,75571.4,51719.355,89331.04
"2325/180.0656mz/3.36min",142006.555,87365.74,150287.84,195361.72,57902.566,145006.8,139006.31
"2326/195.1128mz/3.43min",177105.2525,708625.5,693407.6,4218.547,88161.805,266048.7,67188.87
"2328/178.0499mz/3.37min",124927.64,46604.9,47419.98,864614.2,115119.33,225109.84,134735.95
"2332/440.2176mz/3.37min",247230.695,4117.2656,17633.602,282269.78,212191.61,571519.75,353123.38
"2334/319.1297mz/3.35min",93665.1345,123715.984,63614.285,49296.312,172071.55,36362.06,162647.5
"2335/164.0706mz/3.37min",1776727.95,1753537.1,2176228.8,5867994.5,1424568.9,1696794.1,1799918.8
"2338/318.1456mz/3.34min",25627.8225,19016.348,32239.297,120475.516,12483.077,45109.047,12027.287
"2341/182.1902mz/3.38min",418740.97,422455.6,408782.84,505922.88,511947.03,415026.34,401807.62
"2342/256.1177mz/3.37min",13219.8195,16965.223,100994.086,82834.54,4045.3672,9474.416,5234.2617
"2343/245.1284mz/3.38min",243687.29,507700.06,588799.4,126915.81,226850.27,260524.31,211708.48
"2345/352.1028mz/3.4min",52509.5485,63253.54,55772.87,35126.227,42790.113,105224.94,49246.227
"2346/220.1175mz/3.4min",219723.705,5190.574,32620.64,250791.19,312326.5,191446.72,248000.69
"2347/307.1652mz/3.4min",186372.12,85654.625,107011.77,317983.72,204210.58,168533.66,247758.52
"2348/520.1744mz/3.48min",4367.75195,873.17548,873.17548,334938.16,4365.8774,20527.885,4369.6265
"2349/219.1128mz/3.4min",191410.9925,13372.645,4338.2603,867.65206,1527477.8,1332157.9,369449.34
"2350/239.1107mz/3.4min",280381.16,394264.22,591845.6,269769.2,140107.78,290993.12,259607.52
"2351/220.0969mz/3.4min",58710.908,87337.74,92228.234,59452.176,22431.385,57969.64,41637.49
"2352/201.1022mz/3.4min",15659.778,5219.926,5219.926,5219.926,124035.305,108677.64,26099.63
"2353/238.1073mz/3.4min",2437090.75,3214509.5,4718566,2459179,1231760.9,2415002.5,2087880.5
"2354/421.2085mz/3.4min",30110.229,10036.743,10036.743,10036.743,50183.715,72534.67,80762.23
"2355/266.1022mz/3.4min",107028.5275,47468.305,114148.18,99908.875,81869.67,125270.65,131401.67
"2356/260.0893mz/3.4min",249489.745,403796.34,494741.4,214375.06,146147.53,268075.97,230903.52
"2357/255.1339mz/3.41min",188013.655,211101.98,404809.28,191965.97,94450.9,184061.34,154665.45
"2358/415.2071mz/3.41min",133377.13,137565.58,93174.38,563246.9,129188.68,82661.67,162008.03
"2359/179.1179mz/3.41min",58586.314,7579.1196,7579.1196,37895.598,98165.16,79277.03,111375.25
"2360/317.1131mz/3.41min",338076.235,270027.94,558936.2,436833.47,176411.73,371013.72,305138.75
"2361/895.3868mz/3.41min",316003.28,268326.62,277278.62,392016.5,354727.94,213324.33,356134.53
"2362/917.3687mz/3.41min",283719.9,294089.8,242961.06,322520.22,341847.9,185792.12,273350
"2363/224.0012mz/3.41min",132668.695,343519.66,460349.25,175183.81,50618.6,72192.69,90153.58
"2364/273.0757mz/3.42min",18775.209,6472969.5,8507101,29206.24,1668.8356,8344.178,1668.8356
"2367/255.0651mz/3.42min",95867.944,479339.72,565764.3,95867.944,95867.944,95867.944,95867.944
"2368/295.0576mz/3.42min",29036.472,145182.36,159274.22,29036.472,29036.472,29036.472,29036.472
"2370/399.2124mz/3.42min",142483.7035,17601.1,3520.22,485532.7,298868.25,57057.797,227909.61
"2372/234.1336mz/3.43min",53695.1565,40275.918,34766.785,57310.98,54184.797,59648.22,53205.516
"2373/217.107mz/3.42min",306646.5,234277.9,218750.38,303566.28,309726.72,384279.3,318013.3
"2374/233.0921mz/3.42min",73785.235,43864.13,33616.75,4072.976,121732.01,129378.47,103706.34
"2377/216.123mz/3.44min",91475.42,46715.418,5384.3057,447823.84,101942.55,81008.29,118298.484
"2380/269.1131mz/3.44min",103342.852,107661.47,125582.59,109779.77,76050.586,99024.234,87568.84
"2381/267.1338mz/3.43min",100967.9,96518.85,130731.97,99313.7,96912.31,103950.36,102622.1
"2383/235.0965mz/3.45min",42813.92,177626.3,208556.2,66172.97,9167.141,7991.384,19454.87
"2384/362.1707mz/3.42min",150468.02,33476.52,47733.21,336210.4,136733.84,968321.9,164202.2
"2385/218.1387mz/3.45min",199575.165,258682.12,185599.75,174633.56,155886.4,213550.58,214245.55
"2386/294.1335mz/3.45min",148462.695,807.3714,4036.857,74701.08,261289.92,222224.31,352008.8
"2387/230.175mz/3.45min",104176.548,34725.516,34725.516,34725.516,325709.44,222990.98,173627.58
"2389/179.0814mz/3.45min",48169.582,978.625,4893.125,126825.3,114042.85,8583.344,87755.82
"2390/183.1014mz/3.45min",184338.59,190715.16,177005.17,235928.8,211850.17,172528.52,177962.02
"2391/319.1288mz/3.46min",168935.22,272239.75,287019.22,173034.25,120132.1,164836.19,123410.46
"2394/291.0499mz/3.47min",2495986.2,2367971.2,2202855.2,2793550.5,1803024.2,3011578.8,2624001.2
"2395/590.2852mz/3.47min",87233.03,5705.844,5705.844,145936.84,340388.28,28529.22,864387.56
"2396/263.139mz/3.48min",43057.869,3851.7476,3851.7476,123321.71,66857,19258.738,90605.78
"2397/273.1808mz/3.47min",404841.345,184662.47,238103,1199877.1,429393.66,380289.03,552467.44
"2399/308.1127mz/3.45min",33739.543,18490.5,23952.105,146496.16,27187.402,55102.918,40291.684
"2400/195.0652mz/3.47min",347069.34,31855.348,21658.988,322855.06,466748.78,371283.62,433229.72
"2401/178.0498mz/3.48min",21078.3465,48452.375,22841.473,111866.36,9891.255,13811.877,19315.22
"2403/259.1288mz/3.47min",465686.77,662544.6,555875.7,29870.54,396988.1,534385.44,325968.03
"2404/241.1182mz/3.48min",7880348.5,11310473,9874809,723142.2,6653396,9107301,5852089.5
"2405/196.0604mz/3.48min",190582.61,195990.4,181982.22,812093.4,175249.7,185500.25,195664.97
"2407/569.2813mz/3.48min",152468.435,352258.84,316884.66,151528.39,97663.56,153408.48,112168.92
"2408/428.2185mz/3.5min",14396.379,198571.3,269601.44,20715.549,1615.4418,8077.209,1615.4418
"2411/228.2321mz/3.49min",440727.75,405971.2,411694.25,422088.2,560684.56,507384.12,459367.3
"2412/924.3399mz/3.49min",296015.805,721275.1,528261.44,164982,356938.22,155026.02,235093.39
"2413/941.3671mz/3.49min",370611.89,804694.4,690314.94,215013.47,418543.25,214704.64,322680.53
"2414/946.3224mz/3.49min",315764.3,681042.25,446727.7,151903.14,406398.5,161727.3,225130.1
"2415/216.0655mz/3.49min",4787878.25,4701648,6426845,5983515,3873829.2,4874108.5,4353081.5
"2416/155.0703mz/3.47min",60650.558,6412.7692,6412.7692,217493.1,103466.8,89237.27,32063.846
"2417/464.2025mz/3.5min",148836.955,17186.963,4420.299,132944.1,200517.28,956376.75,164729.81
"2418/321.1443mz/3.54min",122813.39,162924.19,194350.08,112473.44,77581.69,104592.4,133153.34
"2419/196.0969mz/3.54min",88483.7,38868.445,64342.12,69231.69,107735.71,117043.055,164857.58
"2422/324.134mz/3.51min",1604.633,8023.165,110261.09,1604.633,1604.633,1604.633,1604.633
"2424/242.0659mz/3.51min",62979.255,307455.1,217768.03,70777.36,28928.664,31233.066,55181.15
"2425/319.1438mz/3.51min",10885.288,54426.44,133136.3,10885.288,10885.288,10885.288,10885.288
"2426/316.0927mz/3.51min",64959.612,64959.612,64959.612,324798.06,64959.612,64959.612,64959.612
"2427/274.092mz/3.52min",295838.16,1188131,954680,313442.1,160804.77,155675.95,278234.22
"2428/287.142mz/3.54min",115928.893,21616.754,21616.754,108083.77,123774.016,130898.61,200736.38
"2429/309.1265mz/3.52min",222851.85,33666.84,33666.84,277369.5,465211.56,168334.2,612273.4
"2430/317.1131mz/3.52min",195728.145,217947.7,293888.9,210079.84,126419.23,181376.45,140665.83
"2432/322.1284mz/3.51min",173041.715,7391.7946,36958.973,48829.49,465490.53,297253.94,625464.75
"2433/176.0706mz/3.53min",472281.22,565993.06,697233.8,1322293.6,378569.38,230910.5,363701.16
"2434/252.0866mz/3.57min",2218.14024,8340.235,3696.9004,109011.984,739.38008,739.38008,739.38008
"2436/434.1943mz/3.55min",18120.9385,1683.3308,8416.654,331293.75,25238.54,11003.337,54050.055
"2438/237.1156mz/3.54min",116512.857,13775.7328,13775.7328,68878.664,388549.72,164147.05,404911
"2440/362.1707mz/3.5min",70000.8325,9384.657,4840.16,261685.55,84668.305,288823.3,55333.36
"2442/243.0876mz/3.55min",511234.715,171903.6,146378.84,671924.4,699657.25,350545.03,844475.2
"2443/219.1127mz/3.55min",37353.863,1858.5148,1858.5148,9292.574,145685.14,65415.152,178812.05
"2444/399.1663mz/3.55min",18941.1672,18941.1672,18941.1672,94705.836,18941.1672,18941.1672,18941.1672
"2447/682.3655mz/3.56min",92784.66,92784.66,92784.66,463923.3,92784.66,92784.66,92784.66
"2450/230.1174mz/3.57min",319869.415,32785.316,32785.316,475812.25,1048319.7,163926.58,561381.06
"2451/228.2322mz/3.57min",144423.67,133691.34,138927.78,149919.56,202826.88,175515.25,136809.77
"2452/242.1023mz/3.57min",94401.5325,115186.76,215699.33,94018.305,94784.76,88285.53,85905.63
"2453/877.3752mz/3.57min",1603134.75,1894699.4,2106390.8,1311570.1,1105621.8,1906367.1,1295785.5
"2454/164.107mz/3.57min",4352600.65,4999837,4661770.5,2484560.2,4043430.8,4034448.8,4701741.5
"2455/251.1852mz/3.57min",1847031.75,2049227.1,2033743.4,1787331.5,1408808.2,1906732,1764811.9
"2456/165.1103mz/3.57min",442229.705,512267.38,476575.66,254519.98,407883.75,404842.1,479863.9
"2457/122.0964mz/3.57min",363328.765,437549.12,383816.25,207136.25,342841.28,330160.1,404319.84
"2459/273.1672mz/3.58min",660185.94,933118.94,743531.2,579811.94,599981.4,686853.44,633518.44
"2460/280.2383mz/3.58min",184540,212357.08,248834.67,273914.1,87572.984,156722.92,104309.836
"2461/899.3581mz/3.58min",748150.47,1136880,989872.25,600300.25,665373,830927.94,606352.9
"2462/871.4284mz/3.58min",215515.86,317424.12,273442.12,397274.25,110612.35,157589.6,156933.44
"2464/305.1516mz/3.57min",132150.595,3637.2231,10101.236,168634.25,252406.06,95666.94,359529.6
"2465/363.1549mz/3.58min",53056.0235,23868.537,35016.516,169374.03,45735.965,137809.8,60376.082
"2466/321.1443mz/3.58min",222242.455,225309.72,309814.3,223713.47,167593.8,220771.44,177933.81
"2467/894.4027mz/3.58min",1539670.55,1845498.9,2026816.1,1348119.6,1077597.8,1731221.5,1198325.1
"2468/362.1233mz/3.59min",155660.07,613260.6,132127.81,371651.03,15675.476,179192.33,61479.66
"2470/855.4337mz/3.59min",696148.9,659991.3,493066.44,922448.9,768229.25,268560.62,732306.5
"2472/279.0975mz/3.59min",67713.9335,24219.744,42468.367,4027.8215,133327.33,144741.23,92959.5
"2474/312.0868mz/3.59min",1024.23408,1024.23408,1024.23408,215899.69,1024.23408,5121.1704,1024.23408
"2476/328.2481mz/3.6min",261709.31,66532.85,251261.72,579987.2,366194.6,48213.16,272156.9
"2477/332.0765mz/3.59min",14608.428,4869.476,4869.476,117710.02,4869.476,30800.988,24347.38
"2479/193.0608mz/3.6min",6753.1218,2251.0406,2251.0406,329956.06,2251.0406,41459.582,11255.203
"2482/212.1644mz/3.6min",87523.3525,63298.492,72458.9,643272.25,41885.883,262832.34,102587.805
"2483/261.1233mz/3.6min",39156.9165,4057.879,4057.879,614551.3,20289.395,106313.54,58024.438
"2484/405.1654mz/3.67min",37834.046,3121.4434,3121.4434,343579.5,100793.09,15607.217,60060.875
"2486/463.1724mz/3.57min",14788.5995,10824.125,5112.1885,233760.25,23288.814,1022.4377,18753.074
"2487/356.2177mz/3.61min",213185.21,150295.12,181099.72,339008.97,196621.23,229749.19,266098
"2489/287.1422mz/3.62min",216015.133,15220.6532,15220.6532,76103.266,535559.1,355927,838286.44
"2490/203.1178mz/3.63min",2962361.65,3014129.8,3177222.8,2451264,2910593.5,2048557.9,3417059.5
"2491/378.1182mz/3.63min",60869.196,295879.97,5078.397,1103284,29708.227,72680.4,49057.992
"2494/284.1029mz/3.64min",118026.78,39342.26,39342.26,39342.26,546712,196711.3,327042.53
"2495/419.1447mz/3.64min",79437.523,15594.356,15594.356,497700.47,118675.67,80903.266,77971.78
"2496/287.1596mz/3.64min",75298.945,83548.29,150855.42,118973.95,31140.445,67049.6,57993.453
"2497/281.1019mz/3.64min",70392.2475,37501.3,35895.953,261742.89,146700.92,31298,103283.195
"2498/235.0964mz/3.65min",283244.52,40430.588,40430.588,1218109.8,202152.94,569986.8,364336.1
"2500/332.163mz/3.65min",128576.337,2951.9998,14759.999,403864.16,149822.94,107329.734,186138.92
"2501/280.1291mz/3.65min",90938.94,30312.98,30312.98,30312.98,346916.25,151564.9,169904.08
"2502/262.1648mz/3.65min",309200.125,217578.92,278532.03,333575.62,305166.22,313459.94,313234.03
"2504/245.0444mz/3.66min",57782.699,1846.1636,1846.1636,9230.818,140119.03,106334.58,237125.56
"2505/285.2172mz/3.66min",545411.04,873099.6,518436.28,331339.38,378119.12,653867.9,572385.8
"2508/387.2489mz/3.67min",1012564.95,1873633.4,1040614.7,186726.92,984515.2,1204415.1,872992.5
"2509/955.3829mz/3.67min",31642.173,162585.31,374903.38,6008.7972,33240.36,30043.986,6008.7972
"2510/526.1704mz/3.67min",52479.942,17493.314,17493.314,17493.314,87466.57,520436.97,167836.7
"2511/307.1651mz/3.68min",79955.065,4943.784,17562.66,108423.52,70477.97,89432.16,106999.81
"2514/228.2321mz/3.68min",2069131.25,1805939.1,1878414.6,2034625,2572616.8,2242088.8,2103637.5
"2515/246.1699mz/3.68min",182844.96,140609.16,123587.016,191074.69,183324.48,186548.31,182365.44
"2516/363.1549mz/3.68min",37901.2635,3764.8704,32621.754,177784.75,18824.352,96787.11,43180.773
"2518/523.2395mz/3.69min",152422.295,23039.342,48196.633,152125.34,222452.48,152719.25,334438.03
"2520/312.0867mz/3.69min",4142.8488,4142.8488,4142.8488,239911.88,4142.8488,20714.244,4142.8488
"2521/387.1549mz/3.69min",660.59844,660.59844,660.59844,112320.86,660.59844,3302.9922,660.59844
"2523/356.2179mz/3.67min",146653.475,38535.035,62166.848,136805.98,156500.97,168236.4,180277.55
"2524/333.1476mz/3.69min",492424.67,4023.4684,20117.342,361160.9,879282.56,623688.44,1432937.2
"2526/278.1022mz/3.7min",4658.18496,1552.72832,1552.72832,340883.66,1552.72832,7763.6416,20615.781
"2527/295.1287mz/3.7min",20158.23,20158.23,20158.23,100791.15,20158.23,20158.23,20158.23
"2531/319.1439mz/3.69min",7900.8672,49760.71,196740.33,13168.112,2633.6224,2633.6224,2633.6224
"2533/906.3292mz/3.7min",1060038.47,2953820,3111445.5,969308.44,641065.25,1150768.5,579304.94
