row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,NEG_D5-227-C3-a_Run275.mzML Peak area,NEG_D5-227-C3-b_Run278.mzML Peak area,NEG_D5-227-C3-c_Run281.mzML Peak area,Yeast_HE_D5-Ctrl_a_neg_20190515_Run37.mzML Peak area,Yeast_HE_D5-Ctrl_b_neg_20190515_Run40.mzML Peak area,Yeast_HE_D5-Ctrl_c_neg_20190515_Run43.mzML Peak area,
92,244.06669896737822,4.548229,,,,,,,,,,,0,0,0,392515.88,343792.88,535368.5,
186,244.0765672812528,6.101717,,,,57,,,,,,,0,0,0,497848.2,913132.8,605505.1,
395,244.19070288955425,7.7733307,,,,7,,,,,,,0,0,0,658246.4,340914.88,528462.7,
68,245.08584556411105,3.8454866,,,,35,,,,,,,0,0,0,520364.78,465661.06,900811.2,
552,245.89462796185683,8.562896,,,,22,,,,,,,8079510.5,7689898.5,6885434.0,0,0,0,
105,247.08825450817008,4.703587,,,,,,,,,,,0,0,0,456514.1,474250.84,599881.7,
727,248.9602148784143,10.23381,,,,32,,,,,,,3224224.2,3117189.0,3109983.8,0,0,0,
434,248.96031899455045,7.8741055,,,,9,,,,,,,986047.75,1172195.4,1292924.2,0,0,0,
383,248.96034064472974,7.771538,,,,55,,,,,,,891655.0,1389362.1,1898873.5,0,0,0,
280,248.9603708228855,7.370239,,,,1,,,,,,,1788110.0,1691219.5,1803576.5,0,0,0,
532,250.1776496124239,8.352837,,,,,,,,,,,0,0,0,225416.72,282392.97,223699.14,
344,250.1776668614557,7.6951623,,,,66,,,,,,,0,0,0,436824.75,257014.73,324802.44,
402,250.17770642512164,7.775116,,,,7,,,,,,,0,0,0,1942089.2,1096949.4,1587470.6,
110,250.17774686979965,4.820448,,,,62,,,,,,,0,0,0,560718.4,393789.3,574866.4,
271,253.2172179866384,7.368469,,,,1,,,,,,,616438.06,598886.9,916251.06,0,0,0,
79,255.05444316250941,4.3636866,,,,,,,,,,,0,0,0,429370.25,324965.4,696547.7,
55,255.05448442180588,3.5542364,,,,,,,,,,,0,0,0,103437.08,40652.473,154486.44,
238,255.23178112118555,6.975016,,,,61,,,,,,,0,0,0,106372.5,163349.73,220949.2,
307,255.23184347532097,7.3767533,,,,44,,,,,,,0,0,0,1208793.4,1477349.6,1789242.0,
211,255.24302571109533,6.301983,,,,64,,,,,,,0,0,0,816054.1,1000481.7,987189.6,
190,255.584503761378,6.103478,,,,57,,,,,,,0,0,0,744731.94,1270634.2,886366.75,
125,256.2998104484058,5.4229693,,,,5,,,,,,,0,0,0,1.1307937E7,1.1312143E7,1.1063268E7,
40,257.0994670648419,2.7989674,,,,,,,,,,,0,0,0,635531.0,551323.1,1194898.0,
126,264.09200283377186,5.430351,,,,,,,,,,,0,0,0,458984.72,398626.7,472174.56,
589,265.1476268115673,8.849342,,,,20,,,,,,,871128.4,847826.44,932460.9,0,0,0,
215,265.14773686199186,6.344227,,,,,,,,,,,453278.88,571600.4,997683.44,0,0,0,
320,265.2525018052758,7.515392,,,,53,,,,,,,0,0,0,119325.67,172764.45,186790.73,
455,265.25255240223777,7.87699,,,,63,,,,,,,0,0,0,550402.7,593038.0,659578.25,
80,266.1725618600971,4.372723,,,,48,,,,,,,0,0,0,88478.78,83416.31,90807.68,
403,266.17260264396606,7.775116,,,,7,,,,,,,0,0,0,955077.4,537600.0,786402.1,
560,268.9842398187944,8.631066,,,,11,,,,,,,2341700.2,2796689.5,2792562.0,0,0,0,
106,269.07013390637695,4.7071652,,,,,,,,,,,0,0,0,416761.0,436035.22,552757.1,
111,270.14640799716193,4.8533883,,,,,,,,,,,0,0,0,496937.72,353035.2,666895.4,
202,271.2277201945124,6.201037,,,,,,,,,,,167830.33,157697.56,227582.27,0,0,0,
236,271.227756200326,6.9405007,,,,,,,,,,,81533.38,77872.375,50883.594,0,0,0,
220,271.2277946281088,6.510498,,,,,,,,,,,47202.84,49952.7,95169.95,0,0,0,
256,271.22780325128383,7.154392,,,,,,,,,,,809495.7,889019.56,875640.5,0,0,0,
38,272.18546023457867,2.749569,,,,,,,,,,,0,0,0,457010.9,316054.78,286595.44,
353,273.2575470502232,7.704123,,,,,,,,,,,0,0,0,305999.0,407141.72,301217.6,
218,275.08303484375625,6.376091,,,,46,,,,,,,0,0,0,1517280.0,1233435.2,1469369.2,
147,279.0991291656014,5.675162,,,,23,,,,,,,0,0,0,1.5139993E7,1.992936E7,2.0734506E7,
428,281.24819011631456,7.8714533,,,,9,,,,,,,2138578.5,2172941.0,2343620.5,0,0,3262.2358,
355,282.22154434499316,7.745294,,,,,,,,,,,0,0,0,1215580.5,1264124.4,1251248.1,
234,283.26297614414494,6.832587,,,,,,,,,,,0,0,0,113243.58,148907.88,127692.81,
318,283.26300387021894,7.5136065,,,,53,,,,,,,0,0,0,231364.78,335643.38,371229.06,
456,283.2630681675175,7.87699,,,,63,,,,,,,0,0,0,1038087.2,1192718.6,1254190.1,
132,284.29461175917686,5.480064,,,,26,,,,,,,0,0,0,122752.555,143970.66,93965.07,
155,284.2946424503052,5.7541313,,,,,,,,,,,0,0,0,577704.06,687102.5,558324.5,
483,284.29466821705176,7.98869,,,,24,,,,,,,0,0,0,505266.97,662740.4,595347.56,
127,284.60531572335753,5.430351,,,,5,,,,,,,0,0,0,601384.6,552727.4,640882.44,
561,286.9758618953525,8.622289,,,,,,,,,,,784110.6,1901106.6,1004577.94,0,0,0,
167,291.0778416042975,5.94953,,,,58,,,,,,,0,0,0,478262.47,501012.03,493525.06,
479,293.17911198179394,7.9321856,,,,,,,,,,,455912.66,354571.9,1530283.5,0,0,0,
102,295.95375019318396,4.688305,,,,31,,,,,,,483182.9,486913.38,486064.56,0,0,0,
103,297.9516520486996,4.688305,,,,31,,,,,,,471604.78,466037.66,474316.66,0,0,0,
124,298.27386018761376,5.303703,,,,,,,,,,,0,0,0,593503.06,598996.5,555201.94,
227,298.273860953127,6.6407743,,,,,,,,,,,0,0,0,121940.21,150057.56,97908.4,
352,299.25894692028606,7.7084002,,,,,,,,,,,474127.12,467993.66,553862.7,0,0,0,
229,299.25896157767966,6.771173,,,,,,,,,,,78525.19,68154.836,286041.56,0,0,0,
232,299.25897722848134,6.826609,,,,,,,,,,,306836.94,291250.25,402510.94,0,0,0,
225,299.25897942880846,6.6095695,,,,,,,,,,,43699.67,48100.414,62490.684,0,0,0,
321,299.2590088525551,7.5250263,,,,,,,,,,,118718.03,121330.55,100050.07,0,0,0,
72,300.1146593775986,3.899828,,,,25,,,,,,,0,0,0,959815.4,733447.1,1374672.9,
244,300.28949446614456,7.0762973,,,,,,,,,,,0,0,0,140802.33,199502.31,130383.89,
138,300.2895897262544,5.578915,,,,50,,,,,,,0,0,0,2.32872E7,2.5048578E7,1.767537E7,
228,301.14082387382695,6.6533446,,,,,,,,,,,0,0,0,1792187.2,1599049.6,1671074.6,
63,302.13036775785685,3.7997048,,,,65,,,,,,,0,0,0,955356.5,634986.25,1293005.6,
133,302.3051618108729,5.480064,,,,26,,,,,,,0,0,0,4338535.0,4959930.0,3558313.5,
134,303.30850371127514,5.481837,,,,,,,,,,,0,0,0,842388.94,950029.44,679248.75,
131,304.2996675545426,5.456983,,,,,,,,,,,0,0,0,420237.8,1600779.4,781189.0,
715,306.9187885775776,10.200039,,,,32,,,,,,,933807.1,916433.94,907089.56,0,0,0,
554,307.19468038316694,8.571638,,,,,,,,,,,125486.49,644690.4,279446.03,0,0,0,
607,311.1683532836932,8.917459,,,,,,,,,,,512188.0,767919.7,780818.4,0,0,0,
258,311.16856457257785,7.1741767,,,,,,,,,,,550648.7,581274.2,825023.6,0,0,0,
241,311.1685707938006,7.005583,,,,,,,,,,,709965.2,929790.44,1193601.6,0,0,0,
527,312.3256939768684,8.334435,,,,,,,,,,,0,0,0,271022.06,225806.31,239779.52,
541,312.3257695270332,8.434966,,,,,,,,,,,0,0,0,738204.8,1043701.44,812029.94,
197,312.32584586038814,6.1561847,,,,40,,,,,,,0,0,0,415140.75,454608.84,374668.06,
672,312.8359066598924,9.065528,,,,,,,,,,,4810969.5,3219495.0,2457489.8,0,0,0,
605,312.83590858959815,8.912247,,,,20,,,,,,,6361559.0,5949370.0,5089666.0,0,0,0,
199,313.2346687500495,6.18718,,,,,,,,,,,0,0,0,1839281.8,1805279.5,2191061.2,
157,314.3050759236066,5.7920604,,,,,,,,,,,0,0,0,476036.06,518330.34,406002.38,
34,316.21153069286146,2.5152671,,,,,,,,,,,0,0,0,378905.0,172567.9,192132.47,
36,316.21155842305666,2.6808603,,,,,,,,,,,0,0,0,483951.94,316461.5,108783.01,
735,316.9474776983573,10.237393,,,,32,,,,,,,2885476.8,2782529.2,2778079.8,0,0,0,
429,316.9476279293048,7.8723693,,,,9,,,,,,,764579.8,958293.1,985334.25,0,0,0,
388,316.94766135292986,7.7732854,,,,55,,,,,,,771124.7,1635933.2,1478919.5,0,0,0,
272,316.947686788957,7.368473,,,,1,,,,,,,1849885.4,1441370.8,2106580.0,0,0,0,
121,318.30002146564027,5.239123,,,,29,,,,,,,0,0,0,2385896.0,2681978.2,2260510.0,
556,318.9812513892022,8.617063,,,,11,,,,,,,2855586.2,2919434.2,2751063.0,0,0,0,
148,320.12546178238836,5.675162,,,,23,,,,,,,0,0,0,1905326.9,2570896.2,2744408.2,
588,321.2101250033118,8.835309,,,,,,,,,,,315170.84,315630.38,1022414.4,0,0,0,
528,321.314993021783,8.345172,,,,,,,,,,,0,0,0,278626.53,425720.4,345397.97,
73,322.0965328329624,3.899828,,,,25,,,,,,,0,0,0,789315.5,610660.44,1131831.0,
62,322.0965834706289,3.7671719,,,,,,,,,,,0,0,0,60915.984,55392.29,106577.98,
136,322.27127744587114,5.575388,,,,,,,,,,,0,0,0,458712.03,531342.1,355391.0,
291,323.21908934676077,7.373159,,,,44,,,,,,,0,0,0,498740.75,697525.8,903897.06,
64,324.11228331150306,3.7997048,,,,65,,,,,,,0,0,0,2224620.2,1698226.6,3029360.2,
77,325.1254575702194,4.243707,,,,,,,,,,,0,0,0,856377.1,824488.94,809217.3,
602,325.1839475243319,8.910512,,,,20,,,,,,,810284.3,805907.6,823841.7,0,0,0,
492,325.18406533095396,8.209751,,,,2,,,,,,,2352368.5,2599972.2,3140455.5,0,0,0,
419,325.1841072480821,7.870626,,,,9,,,,,,,831214.2,1425485.5,1716873.2,0,0,0,
447,327.22684128001265,7.87522,,,,63,,,,,,,0,0,0,292771.03,401697.75,469093.34,
438,327.25385934526327,7.874111,,,,9,,,,,,,414177.47,399048.0,458873.25,0,0,0,
170,328.3208380293113,5.987039,,,,36,,,,,,,0,0,0,1.216889E7,1.27578E7,1.0163997E7,
598,328.8306944251504,8.896581,,,,20,,,,,,,1652223.4,1796032.5,1550748.2,0,0,0,
669,328.8307130117485,9.049922,,,,,,,,,,,709601.8,567613.75,599756.6,0,0,0,
164,330.33642395008417,5.8915877,,,,,,,,,,,0,0,0,1416246.5,1549509.8,1088510.6,
163,332.3309550391543,5.8790526,,,,,,,,,,,0,0,0,179873.08,678632.56,343547.97,
221,335.1250456181818,6.5615373,,,,,,,,,,,0,0,0,550699.2,348793.7,378734.2,
485,336.32575520039353,8.041434,,,,,,,,,,,0,0,0,302088.5,532987.06,410842.88,
172,337.17124884958747,5.992369,,,,36,,,,,,,0,0,0,2623870.0,1889774.9,2594750.2,
214,337.17128387252217,6.341404,,,,,,,,,,,0,0,0,136896.73,94422.586,135945.48,
557,337.2053076574295,8.62407,,,,,,,,,,,146659.48,273219.25,1262179.4,0,0,0,
240,337.23463885008056,6.9768314,,,,,,,,,,,0,0,0,285232.38,402534.3,547119.1,
529,338.3415120569462,8.3469515,,,,,,,,,,,0,0,0,3.0027784E7,4.4236464E7,3.621617E7,
160,339.11177953595035,5.829843,,,,28,,,,,,,0,0,0,547895.56,725215.44,619556.4,
596,339.19950784327835,8.89484,,,,20,,,,,,,4114205.2,6447597.0,7311460.5,0,0,0,
571,340.3571351693065,8.675822,,,,30,,,,,,,0,0,0,360157.78,395351.1,360366.03,
248,341.26598297578977,7.092587,,,,,,,,,,,0,0,0,324116.12,538096.3,477364.78,
231,342.24249677830466,6.775207,,,,,,,,,,,0,0,0,441377.4,608914.44,399880.12,
117,344.13012382974097,5.2338123,,,,29,,,,,,,0,0,0,716908.6,616682.4,1003180.8,
156,344.3156664161547,5.77231,,,,,,,,,,,0,0,0,676021.5,770903.5,717970.06,
139,344.3156699479184,5.6076393,,,,51,,,,,,,0,0,0,1565503.1,1719950.9,1235153.4,
47,345.15179688436865,3.1332304,,,,,,,,,,,0,0,0,252543.84,184725.34,539637.94,
60,345.1540798699904,3.6618612,,,,,,,,,,,0,0,0,50080.805,46512.25,134678.56,
273,345.20107027601347,7.373155,,,,,,,,,,,0,0,0,284878.1,385844.47,463968.84,
143,346.33133561784706,5.6575027,,,,,,,,,,,0,0,0,4567720.0,4998122.5,4014102.8,
142,347.33468590722214,5.6539474,,,,,,,,,,,0,0,0,972210.75,1045634.9,693086.06,
187,349.1350467098953,6.1017194,,,,57,,,,,,,0,0,0,5556000.0,9163973.0,6053599.0,
418,349.23577523869034,7.8706107,,,,9,,,,,,,451109.16,407131.22,403974.38,0,0,0,
293,350.17750765348416,7.3731804,,,,44,,,,,,,0,0,0,1576785.4,2165822.5,2274122.0,
296,351.1481477143061,7.373738,,,,1,,,,,,,1197685.9,1281590.2,1436180.9,0,0,0,
440,351.21416148137087,7.8805995,,,,,,,,,,,0,0,0,347831.1,411891.94,446646.34,
459,351.250370680579,7.878798,,,,63,,,,,,,0,0,0,954807.4,1233496.9,1332614.5,
549,352.3391048522767,8.5336075,,,,,,,,,,,0,0,0,1.4913989E7,1.4001724E7,1.4051035E7,
674,352.33911887383033,9.086511,,,,,,,,,,,0,0,0,2237733.2,2067670.5,2068960.6,
460,352.33912954914126,7.878798,,,,63,,,,,,,0,0,0,1808270.0,1893316.8,2116893.0,
297,353.1425304699949,7.373738,,,,1,,,,,,,2.4078794E7,2.535288E7,2.8620058E7,0,0,0,
389,353.1636939600294,7.7732854,,,,55,,,,,,,1326999.8,1489846.0,1723397.2,0,0,0,
295,354.1732126002439,7.3731804,,,,,,,,,,,0,0,0,395623.88,497457.9,549678.2,
175,354.2847124587841,6.004847,,,,34,,,,,,,0,0,0,389500.53,460759.3,445157.3,
662,355.1578736215603,8.972118,,,,4,,,,,,,1199391.6,1350143.6,1629976.9,0,0,0,
676,355.1579400766029,9.166722,,,,54,,,,,,,302291.25,325374.1,329021.38,0,0,0,
384,355.15815305216444,7.7715306,,,,55,,,,,,,2.6092652E7,2.918595E7,3.309094E7,0,0,0,
374,357.1624297038201,7.769789,,,,55,,,,,,,651287.1,757343.9,868911.44,0,0,0,
204,357.2608273170194,6.2210746,,,,,,,,,,,0,0,0,1521307.1,2144841.0,2540760.8,
213,359.153185345682,6.3396087,,,,,,,,,,,0,0,0,75712.38,51562.074,72971.52,
173,359.1532037277162,5.9923787,,,,36,,,,,,,0,0,0,1600124.2,1198200.2,1627965.5,
176,359.24005994736746,6.004847,,,,34,,,,,,,0,0,0,775073.0,949466.8,942602.25,
59,361.15021565401804,3.6531026,,,,,,,,,,,591094.06,603917.9,651141.3,0,0,0,
387,362.30261942024237,7.77153,,,,,,,,,,,0,0,0,609177.06,268833.16,429664.03,
730,362.925923116353,10.233948,,,,8,,,,,,,0,0,0,506429.0,499602.03,484203.6,
484,365.2659558293919,7.98869,,,,24,,,,,,,0,0,0,449623.97,636855.8,447716.22,
319,365.26596238574274,7.5136065,,,,53,,,,,,,0,0,0,739440.5,1173794.8,1446709.9,
569,366.3727258162481,8.66827,,,,30,,,,,,,0,0,0,672036.06,682396.2,1274133.4,
259,368.25810229464486,7.214255,,,,,,,,,,,0,0,0,457054.9,593719.1,523944.75,
565,368.9785007663356,8.643281,,,,13,,,,,,,2925035.5,2971890.8,3262131.5,0,0,0,
314,369.13715921166914,7.446505,,,,,,,,,,,1032687.4,1076800.6,1124481.1,0,0,0,
165,371.1167403620703,5.907772,,,,,,,,,,,0,0,0,120014.67,84054.51,121271.25,
192,371.11701493226525,6.105232,,,,57,,,,,,,0,0,0,2.6425906E7,3.8862788E7,2.9274146E7,
408,371.1528098200326,7.8188586,,,,,,,,,,,1399460.2,1561074.1,1572139.8,0,0,0,
284,372.1162622864243,7.3719735,,,,1,,,,,,,569345.56,580008.0,647733.5,0,0,0,
193,372.12022374791235,6.105232,,,,57,,,,,,,0,0,0,6319610.5,9259321.0,7032656.0,
178,372.34701615971204,6.0375175,,,,,,,,,,,0,0,0,3556494.8,3996401.8,2820518.8,
441,373.2323056621024,7.878798,,,,,,,,,,,0,0,0,288056.03,366857.03,393746.16,
378,374.1319138294737,7.769789,,,,,,,,,,,263485.34,262962.88,316544.12,0,0,0,
153,377.1662005091277,5.723812,,,,52,,,,,,,0,0,0,1376944.8,1170561.6,1339226.5,
586,377.31994635578326,8.819405,,,,,,,,,,,0,0,0,4158353.5,4752001.0,4635601.5,
634,377.32005454784303,8.961425,,,,16,,,,,,,0,0,0,4215079.5,4631715.0,4508707.0,
317,377.32016987881417,7.4714017,,,,33,,,,,,,0,0,0,682054.6,800180.3,753559.5,
457,378.2087541089561,7.87699,,,,63,,,,,,,0,0,0,1604780.8,1902974.9,1778196.0,
587,378.3232921228807,8.823002,,,,,,,,,,,0,0,0,1273558.2,707867.56,677691.2,
632,378.32337186996074,8.95964,,,,16,,,,,,,0,0,0,980374.0,1422119.9,1361969.6,
435,379.17940634342204,7.8741055,,,,9,,,,,,,2598789.2,2918353.8,3001078.2,0,0,0,
648,379.3357851357414,8.966841,,,,16,,,,,,,0,0,0,7193674.5,7445887.0,7377834.0,
436,380.1828106467846,7.8741055,,,,9,,,,,,,504474.56,552401.25,590839.06,0,0,0,
649,380.3389740540869,8.966847,,,,16,,,,,,,0,0,0,2094809.4,2213999.2,2171573.5,
663,381.17345999176433,8.972118,,,,4,,,,,,,339484.2,405858.3,508952.66,0,0,0,
437,381.1738172406455,7.8741055,,,,9,,,,,,,5.1356476E7,5.740262E7,5.906562E7,0,0,0,
517,381.19481298474153,8.218482,,,,2,,,,,,,822455.2,870454.5,1006766.4,0,0,0,
466,382.17622669867205,7.8741055,,,,,,,,,,,1.5162343E7,1.7497014E7,1.748018E7,0,0,0,
430,383.1773135873662,7.8723693,,,,9,,,,,,,1775860.8,2024017.9,2057182.4,0,0,0,
688,383.1825444492394,9.6446905,,,,,,,,,,,0,0,0,337914.0,409138.06,545625.9,
654,383.1891567869456,8.968635,,,,4,,,,,,,968688.6,1044596.1,1354388.9,0,0,0,
506,383.18932712460474,8.216713,,,,2,,,,,,,1.6853606E7,1.7909452E7,2.0452048E7,0,0,0,
431,384.93481122894235,7.8723693,,,,9,,,,,,,234866.8,343524.4,344105.2,0,0,0,
732,384.9350133988033,10.235618,,,,32,,,,,,,1710701.6,1630435.2,1673448.8,0,0,0,
398,384.93513887542025,7.775026,,,,55,,,,,,,338811.28,474275.0,838400.4,0,0,0,
285,384.9351847213297,7.3719745,,,,1,,,,,,,865266.6,802945.94,991648.3,0,0,0,
210,385.1324046782572,6.2733216,,,,,,,,,,,0,0,0,214629.77,622317.56,215233.44,
58,385.1465150333377,3.6546624,,,,,,,,,,,0,0,0,311265.3,259329.77,648033.3,
494,385.1932757254408,8.214965,,,,2,,,,,,,570335.25,584644.75,679135.56,0,0,0,
252,385.29208434759977,7.102635,,,,,,,,,,,0,0,0,316618.78,521795.2,446131.72,
741,385.7238181405326,10.316651,,,,15,,,,,,,0,0,0,1612527.0,1423636.9,1569184.5,
196,388.62153844027534,6.103478,,,,,,,,,,,0,0,0,101973.68,290964.75,143797.67,
534,391.2839493963017,8.377632,,,,38,,,,,,,0,0,0,953992.5,841100.75,846391.3,
371,393.21954881975597,7.7697563,,,,7,,,,,,,0,0,0,614467.4,751194.7,727603.44,
538,393.2971253740752,8.390148,,,,38,,,,,,,0,0,0,1295659.9,1391640.1,1666456.9,
581,394.3223043183876,8.749938,,,,,,,,,,,0,0,0,528430.2,637982.5,550920.1,
249,395.21895376463567,7.096205,,,,,,,,,,,0,0,0,234889.4,292170.84,298131.25,
407,395.330537245836,7.8036494,,,,,,,,,,,0,0,0,323279.38,625791.75,427536.22,
650,395.33055033993696,8.966849,,,,16,,,,,,,0,0,0,736489.9,797982.8,856263.4,
316,395.33055960274334,7.469616,,,,33,,,,,,,0,0,0,514446.0,694074.94,659403.7,
489,395.3307140339405,8.204643,,,,,,,,,,,0,0,0,184385.89,273674.53,233971.42,
481,397.1684455895447,7.9449744,,,,,,,,,,,3257794.5,3504778.5,3576788.5,0,0,0,
154,399.14816848946947,5.7255893,,,,52,,,,,,,0,0,0,3258261.8,2931925.0,3253686.2,
493,399.18397814750665,8.209765,,,,2,,,,,,,1801886.0,1891606.6,1988828.6,0,0,0,
171,400.17970115688144,5.9923673,,,,,,,,,,,0,0,0,391462.44,288788.03,393096.47,
207,401.2869745543487,6.2443085,,,,,,,,,,,0,0,0,1438889.8,1517338.9,1878982.4,
507,402.16301028363483,8.218474,,,,,,,,,,,253545.17,269662.03,297985.38,0,0,0,
158,402.3573782943449,5.8101172,,,,,,,,,,,0,0,0,139989.27,311782.38,359235.12,
349,408.30811568539724,7.696942,,,,66,,,,,,,0,0,0,2298667.2,1346816.5,1779712.5,
396,408.3081543281193,7.7733307,,,,7,,,,,,,0,0,0,7784803.5,4527249.5,6539636.5,
223,409.1922933159255,6.6014366,,,,14,,,,,,,0,0,0,1062406.1,1023131.1,1065341.4,
523,409.2048247697219,8.270931,,,,,,,,,,,317663.78,332424.88,410150.44,0,0,0,
409,409.2744041917715,7.8197155,,,,,,,,,,,0,0,0,474231.78,675851.94,595268.06,
336,410.30480100855306,7.622069,,,,,,,,,,,0,0,0,330351.22,440331.66,440792.5,
216,411.207953244408,6.3743052,,,,,,,,,,,0,0,0,455104.47,372749.9,456376.56,
680,411.3839754586334,9.355964,,,,,,,,,,,497713.12,497383.53,605847.3,0,0,0,
195,412.1433048428084,6.106993,,,,57,,,,,,,0,0,0,703571.25,1128885.2,852731.9,
535,413.2657387500981,8.377632,,,,38,,,,,,,0,0,0,3535303.8,3392231.8,3114337.2,
306,421.12984173521266,7.375458,,,,1,,,,,,,637978.3,677231.25,808858.5,0,0,0,
327,421.1558214671233,7.5483365,,,,45,,,,,,,0,0,0,268314.06,274436.03,347455.12,
358,421.15586753064525,7.754172,,,,21,,,,,,,0,0,0,704944.6,652818.94,821900.8,
515,421.2507496030444,8.219026,,,,,,,,,,,0,0,0,254979.75,406899.88,329974.97,
572,421.28412687291757,8.693045,,,,,,,,,,,0,0,0,39503.242,0,544583.6,
390,423.14535449303366,7.7732854,,,,55,,,,,,,453615.9,545391.4,647458.0,0,0,0,
114,426.96753259366733,5.0955253,,,,,,,,,,,4282216.5,7252820.0,8187793.5,0,0,0,
675,427.23352763093203,9.093403,,,,,,,,,,,843012.06,760966.56,675733.5,0,0,0,
601,427.2335573696289,8.912239,,,,,,,,,,,1556149.2,1252967.9,510122.53,0,0,0,
501,427.23355948541854,8.216748,,,,,,,,,,,223451.81,273512.28,86059.27,0,0,0,
253,429.31823230908395,7.108031,,,,,,,,,,,0,0,0,365406.06,680825.06,580839.56,
201,430.3885954258844,6.20488,,,,,,,,,,,0,0,0,127621.22,275812.16,356671.38,
731,430.91327198582803,10.233948,,,,8,,,,,,,0,0,0,441608.06,446381.62,441494.3,
222,431.174119288447,6.5996265,,,,14,,,,,,,0,0,0,599387.9,586587.75,612249.75,
219,431.17423949441564,6.4319158,,,,,,,,,,,0,0,0,415688.78,393628.0,444809.7,
217,433.1899803168144,6.37253,,,,46,,,,,,,0,0,0,4424338.0,3802599.0,4402694.0,
69,433.2064847430641,3.8454866,,,,35,,,,,,,0,0,0,140299.77,108370.22,256059.61,
87,433.20669779305877,4.542909,,,,60,,,,,,,0,0,0,5378270.0,4720300.0,8173895.5,
137,437.1930008521472,5.577152,,,,50,,,,,,,0,0,0,2009082.9,2349523.8,2140853.8,
313,438.1198735040528,7.3824863,,,,1,,,,,,,921193.56,975569.6,1089742.2,0,0,0,
631,439.2516099922663,8.956405,,,,4,,,,,,,1457923.4,1685446.1,2352990.0,0,0,0,
391,440.1354394866483,7.7732854,,,,55,,,,,,,911510.6,1130235.5,1221528.8,0,0,0,
477,443.20459390134766,7.9039974,,,,,,,,,,,0,0,0,256284.84,784429.4,707211.6,
208,445.3131008038552,6.251475,,,,,,,,,,,0,0,0,618542.56,691050.0,1103891.2,
104,447.12698961510455,4.6893725,,,,17,,,,,,,0,0,0,489896.84,396407.16,514181.6,
113,448.2032237774849,4.898487,,,,,,,,,,,0,0,0,95138.88,83090.31,121074.984,
128,448.2033353178768,5.430351,,,,5,,,,,,,0,0,0,7044495.5,6236443.5,7188043.0,
439,449.1610143017596,7.8741055,,,,9,,,,,,,1162820.2,1432023.9,1421337.0,0,0,0,
168,449.1846940602289,5.94953,,,,58,,,,,,,0,0,0,517060.9,571628.44,560082.3,
67,449.2026553265608,3.8436403,,,,,,,,,,,966568.2,1069532.1,942792.25,0,0,0,
364,449.30206159809944,7.767971,,,,7,,,,,,,0,0,0,410327.8,550195.75,508390.44,
88,450.23345874910973,4.542909,,,,60,,,,,,,0,0,0,2713164.2,2280884.2,3885283.5,
70,451.2171169250726,3.8454866,,,,35,,,,,,,0,0,0,556432.06,477445.4,979511.1,
687,451.24509855621676,9.644704,,,,,,,,,,,0,0,0,319912.94,399314.78,530607.25,
733,452.9223840740369,10.235618,,,,32,,,,,,,1329085.6,1286883.1,1287976.6,0,0,0,
400,452.92241354084007,7.7750344,,,,55,,,,,,,180183.89,249379.12,300362.22,0,0,0,
286,452.9226134942412,7.3719745,,,,1,,,,,,,395472.62,483572.06,303779.4,0,0,0,
89,455.188592764003,4.542909,,,,60,,,,,,,0,0,0,3.642624E7,3.3078956E7,4.625847E7,
350,457.34940056552404,7.700554,,,,,,,,,,,0,0,0,201157.11,482692.44,401540.97,
679,463.33120125291947,9.191781,,,,,,,,,,,0,0,0,69743.04,11934.977,844327.6,
465,466.15102225874824,7.88405,,,,9,,,,,,,1582395.9,1906540.4,1922293.6,0,0,0,
518,468.1677764624381,8.204414,,,,2,,,,,,,1695246.2,1843704.5,1919851.0,11681.255,0,7392.7344,
66,468.24378480610335,3.8454866,,,,,,,,,,,0,0,0,326846.06,266037.78,521222.72,
93,469.10898330404194,4.6893725,,,,,,,,,,,0,0,0,404024.0,341365.66,429135.84,
129,470.18532502944686,5.430351,,,,5,,,,,,,0,0,0,1.297684E7,1.1808889E7,1.3135237E7,
224,472.20079167660316,6.6014366,,,,14,,,,,,,0,0,0,411560.8,409901.12,430027.25,
71,473.19921182059187,3.8454866,,,,35,,,,,,,0,0,0,2087157.5,1775188.2,3451053.8,
254,473.34450386771033,7.1044426,,,,,,,,,,,0,0,0,316103.9,593680.44,494354.88,
257,478.2924105100431,7.170814,,,,,,,,,,,0,0,0,998251.8,825215.6,1032750.7,
261,478.2924205572122,7.309551,,,,,,,,,,,0,0,0,234498.33,188469.33,241368.23,
205,480.3080453366406,6.2210717,,,,,,,,,,,0,0,0,322152.88,407095.1,475879.5,
330,481.29202934588255,7.5733476,,,,,,,,,,,0,0,0,631849.1,775738.56,662007.1,
659,481.29213463581254,8.970444,,,,16,,,,,,,0,0,0,3224580.5,3402445.5,3630187.8,
315,481.29218006126894,7.4571185,,,,,,,,,,,0,0,0,2157188.5,2751083.0,2623370.0,
628,489.27705292667224,8.958165,,,,,,,,,,,150544.8,153336.23,599217.7,0,0,0,
584,489.2771688995219,8.790104,,,,,,,,,,,43309.094,95370.33,318674.9,0,0,0,
