row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,2024_NEG_Anid-TJGIp4_3_Run233.mzML Peak area,2024_NEG_Anid-EV-alcA_CTRL_1_Run177.mzML Peak area,2024_NEG_Anid-EV-alcA_CTRL_2_Run198.mzML Peak area,2024_NEG_Anid-TJGIp4_1_Run183.mzML Peak area,2024_NEG_Anid-TJGIp4_2_Run212.mzML Peak area,2024_NEG_Anid-EV-alcA_CTRL_3_Run230.mzML Peak area,
2250,254.05839823421584,6.2179694,,,,,,,,,,,0,383149.7,344409.56,0,65857.875,0,
2508,254.0590477359875,6.743475,,,,,,,,,,,0,587679.6,714175.6,0,25038.242,0,
2125,254.05957415583362,6.03166,,,,,,,,,,,0,362736.66,257196.28,0,14228.454,0,
198,254.08001730660678,2.1789176,,,,,,,,,,,74775.38,86169.0,258126.75,111492.35,108536.625,1199418.5,
446,254.1034078036336,2.7521112,,,,,,,,,,,486499.25,691914.75,924063.8,553376.06,603386.4,625313.6,
515,254.10341842705824,2.9154465,,,,,,,,,,,2777475.5,1539419.8,2139358.2,1741748.4,1256602.5,1180411.2,
374,254.10342415552415,2.585249,,,,31,,,,,,,2972203.2,2064674.2,2648154.2,2084261.8,1409307.0,1173447.4,
1686,254.136555280158,5.4255977,,,,,,,,,,,0,0,0,315325.6,563311.75,0,
1169,256.0614964902783,4.605246,,,,,,,,,,,0,0,0,3692.0752,6580.898,340730.16,
1296,257.04553661788987,4.84536,,,,,,,,,,,0,292814.8,357704.4,0,96993.76,4257.9727,
428,258.0982716640024,2.6834173,,,,,,,,,,,45579.688,29539.506,34022.875,136130.48,57277.49,348741.97,
264,258.0983348818003,2.3975558,,,,,,,,,,,1322013.5,285070.0,443679.25,2041446.0,353930.7,1923301.2,
696,258.09836831808946,3.4692202,,,,,,,,,,,132280.92,113013.01,161863.53,67784.11,40552.688,74011.19,
1194,258.1710690200941,4.6591687,,,,,,,,,,,0,231935.84,290194.9,0,0,1953693.0,
926,259.0611646303164,4.0959935,,,,,,,,,,,67026.28,4981.7812,0,10473.51,38582.555,167160.25,
826,259.06116687880257,3.8391933,,,,,,,,,,,0,533733.8,377271.8,70804.305,127630.016,95673.445,
1325,259.0611808334625,4.9106584,,,,,,,,,,,383499.47,29811.463,4064.0312,9808.287,137222.34,318855.47,
476,259.12992541203863,2.8306596,,,,27,,,,,,,171050.05,267756.75,430545.66,611043.56,550832.2,708277.9,
185,259.1299272838478,2.1389275,,,,43,,,,,,,414823.84,244162.92,436387.5,179308.16,118206.15,359874.25,
131,259.1299284844648,1.4809399,,,,,,,,,,,299640.6,249770.69,817195.4,522237.62,456719.44,206621.06,
303,259.12997836571657,2.4732664,,,,,,,,,,,54414.875,140205.73,177778.4,1451284.9,723569.25,5357950.5,
270,259.1299989547576,2.434715,,,,,,,,,,,51975.52,127323.17,91627.57,1236752.8,28921.861,152444.69,
1207,259.15509503349733,4.683981,,,,,,,,,,,0,0,0,4270298.5,694104.4,0,
310,260.11398677463035,2.4760094,,,,92,,,,,,,389100.03,986164.3,1264311.2,316638.7,329798.47,526118.6,
808,261.0403015282324,3.8054512,,,,,,,,,,,0,31710.086,14928.749,160486.06,216561.83,50872.668,
934,261.0404437230301,4.108754,,,,,,,,,,,0,73710.016,157283.62,669172.8,859929.44,307313.22,
1114,261.04045236714455,4.4792366,,,,,,,,,,,0,0,0,48771.66,108749.82,0,
914,261.0767905320664,4.0625124,,,,,,,,,,,147896.16,208768.9,4747.837,43856.46,903276.8,339726.16,
810,261.0767981589386,3.8054314,,,,,,,,,,,161092.2,86929.734,70023.77,203279.48,199028.72,271046.22,
859,261.07681843367624,3.9374487,,,,,,,,,,,412048.0,314434.84,40473.367,122038.05,1101232.2,534435.5,
114,262.09323997290096,1.2869574,,,,,,,,,,,983591.06,4844269.5,5480524.0,922022.56,716514.56,681611.8,
97,262.0932607061064,0.99702954,,,,,,,,,,,4153126.8,1279092.2,1230532.4,418075.06,571039.2,381449.78,
864,262.1084101881761,3.9431229,,,,,,,,,,,0,0,0,134950.67,29819.98,296046.38,
716,262.9210664283151,3.519596,,,,,,,,,,,355708.53,462225.88,536234.1,603769.0,514385.6,784695.75,
1049,263.12872799125495,4.3662066,,,,,,,,,,,0,0,0,58956.188,130311.47,0,
976,263.1288402053018,4.224822,,,,,,,,,,,0,0,0,1126686.8,1324097.4,0,
304,264.0513519356273,2.4722812,,,,,,,,,,,32677.46,300608.8,608652.9,160349.05,205833.1,244487.17,
473,265.01763602337445,2.8286493,,,,88,,,,,,,1153231.9,995458.2,560171.3,996118.25,1003563.6,787422.6,
594,265.01764073872897,3.1587248,,,,,,,,,,,1641723.8,1240520.6,568066.5,1403539.0,1200187.5,1119056.1,
440,265.08297605075563,2.74162,,,,69,,,,,,,74737.734,109286.27,129212.99,96406.984,99057.836,88439.65,
497,265.08299044154495,2.8725634,,,,,,,,,,,58658.914,81713.586,106042.2,155663.33,148376.72,169399.52,
371,265.08301282434206,2.5822232,,,,31,,,,,,,936648.5,1118218.0,1233017.9,1007417.5,981514.5,948543.06,
1516,265.08695132276887,5.188193,,,,,,,,,,,307546.56,865070.06,624056.6,29528.848,167349.22,103057.08,
1149,265.1081200509956,4.565763,,,,102,,,,,,,0,58309.824,0,356251.0,239499.03,902208.4,
1225,265.1081410813068,4.7198887,,,,,,,,,,,0,0,0,165682.03,350947.56,0,
896,265.10814232294064,4.007486,,,,,,,,,,,0,0,0,654070.5,707584.7,0,
1987,265.14793137913585,5.824387,,,,,,,,,,,2163137.5,1.3457871E7,997359.8,1.0761915E8,5.9725772E7,4213312.5,
1888,265.1479391491413,5.7596703,,,,,,,,,,,0,0,239175.5,2.1347461E8,0,0,
1990,266.15135636289546,5.820175,,,,,,,,,,,258223.89,813196.06,115125.93,1.388989E7,7630889.0,378605.72,
1250,266.98883624804404,4.7583604,,,,42,,,,,,,1320978.2,1375817.8,1329097.8,1301451.5,1229851.8,1019675.8,
32,267.0469185336551,0.40146962,,,,,,,,,,,0,0,0,64264.88,4397.5254,1943911.0,
868,267.12380395032295,3.9468384,,,,,,,,,,,46318.52,0,0,626675.0,940447.9,0,
1890,267.14358244418327,5.7596974,,,,,,,,,,,0,0,0,9093725.0,551975.4,0,
1986,267.1436217344507,5.830742,,,,,,,,,,,71778.97,556719.8,12596.318,4573867.5,2483794.2,175359.0,
1884,267.1531025125712,5.7565775,,,,,,,,,,,0,0,0,2618315.5,126594.4,0,
1991,267.15315648627063,5.826493,,,,,,,,,,,0,119387.75,0,1361969.9,698412.9,4736.9688,
645,268.0615846014151,3.2968311,,,,,,,,,,,0,259903.55,302270.03,0,58642.61,0,
1891,268.1471177155952,5.7625,,,,,,,,,,,0,0,0,1154014.9,60362.32,0,
1251,268.9857361700935,4.759447,,,,42,,,,,,,433735.34,456412.78,451095.97,412982.56,425613.78,318156.25,
1521,269.04550026640055,5.1915,,,,,,,,,,,0,210302.52,268133.62,0,4368.771,0,
1643,269.0455394165012,5.3784885,,,,,,,,,,,0,1594006.8,1994665.8,0,112459.93,37772.695,
1237,269.0455577417389,4.7284217,,,,,,,,,,,0,891999.25,882746.06,0,340789.0,55662.703,
1791,269.0455828621934,5.54482,,,,,,,,,,,0,1.9307028E7,2.9014542E7,242541.33,2538347.2,207891.75,
2010,269.1183521399043,5.882901,,,,,,,,,,,0,638902.56,842359.56,40669.83,144141.64,208699.47,
1599,269.17583332641755,5.312783,,,,,,,,,,,112343.01,0,0,1962969.6,1578828.4,0,
915,270.040807815459,4.064176,,,,,,,,,,,0,0,0,168032.55,111492.47,534867.7,
488,270.09833861613396,2.838615,,,,,,,,,,,15000.484,245683.98,441023.7,22717.69,54435.68,0,
1792,271.05133945551376,5.54573,,,,,,,,,,,0,323684.78,468437.0,0,24130.043,0,
1471,271.0612140828501,5.108594,,,,,,,,,,,0,2357641.8,3202997.0,0,234233.05,93538.805,
676,271.06122884912025,3.4192448,,,,,,,,,,,0,3.060882E7,3.92101E7,190279.38,6525941.5,386608.12,
628,271.16632181188726,3.2608504,,,,,,,,,,,0,7881.0337,15942.418,29080.771,20341.24,198160.4,
697,271.1663547034129,3.478773,,,,,,,,,,,0,125515.74,154562.3,137696.86,71206.25,776838.56,
2589,271.2278569770851,7.014788,,,,,,,,,,,62416.945,5362.8438,14842.121,246491.31,304291.53,22628.15,
2644,271.2278682046278,7.2259154,,,,,,,,,,,505649.06,143297.81,127471.21,902727.8,1171531.5,57943.754,
680,272.02340377417613,3.4213128,,,,,,,,,,,0,0,0,5544.7812,0,79948.21,
375,272.0234843669764,2.5858853,,,,,,,,,,,0,0,0,2060968.9,1256482.8,1645360.2,
1027,273.0405142023158,4.343798,,,,0,,,,,,,0,1854865.8,929390.3,6700589.5,1.4205151E7,5806115.0,
848,273.0405158780303,3.9097214,,,,,,,,,,,0,1262010.1,766182.3,2020281.0,5251985.5,944107.56,
462,273.145543137978,2.8037598,,,,,,,,,,,12067.858,270554.66,343645.66,82160.84,55326.273,363801.72,
516,273.1455919897827,2.9161525,,,,,,,,,,,0,259722.67,367093.72,415223.0,435035.72,1064260.5,
1033,274.04385644954317,4.3476377,,,,,,,,,,,0,280501.44,133691.72,987068.8,2123144.8,827257.7,
905,275.05610249178494,4.0307293,,,,,,,,,,,0,35578.33,0,79629.89,252386.28,192042.16,
1060,275.0561543895539,4.401986,,,,,,,,,,,0,202008.8,299238.44,0,24848.982,33088.98,
661,275.0561894000265,3.3721879,,,,,,,,,,,0,176374.48,52394.832,366245.72,1433305.2,115850.6,
1281,275.09253259025365,4.8042517,,,,,,,,,,,0,236302.53,322190.75,44466.504,86421.59,90594.305,
1035,275.0925593369951,4.350797,,,,,,,,,,,5339.397,68103.37,36924.15,46873.957,444719.2,0,
562,275.1037848634441,3.0747118,,,,,,,,,,,289881.0,247028.48,334067.62,180061.36,180475.81,300250.06,
1028,276.8504999668179,4.34545,,,,0,,,,,,,177572.94,109326.555,8389.158,644662.4,591297.1,415270.44,
555,277.08298027942067,3.060969,,,,,,,,,,,0,0,4596.5215,35622.676,25327.078,397664.34,
1930,277.14439421030875,5.751434,,,,,,,,,,,0,0,0,374023.84,878166.44,0,
535,277.1557132755827,2.9952412,,,,,,,,,,,307229.44,0,0,26474.95,44476.312,7486.4946,
572,277.15572729862964,3.1021392,,,,,,,,,,,87351.75,0,0,40534.145,55530.402,0,
1490,278.0589490512363,5.1429195,,,,12,,,,,,,0,142989.88,42008.652,241810.19,966988.94,2282404.0,
1376,278.15501573170025,4.9290233,,,,,,,,,,,0,654305.4,1186939.1,29978.447,71095.37,0,
1032,278.84851258659927,4.3444886,,,,0,,,,,,,340796.47,213323.33,43144.64,1287017.1,1174004.9,813703.06,
1011,279.04454549292484,4.273229,,,,,,,,,,,6497.92,125300.05,37118.895,192869.73,139246.06,404601.6,
811,279.0510681335154,3.8042603,,,,,,,,,,,0,204891.42,179355.81,1044073.9,1472021.2,377347.06,
2363,279.1238446832789,6.4274564,,,,,,,,,,,0,0,0,1024291.9,1298051.9,0,
1858,279.12384931229155,5.650816,,,,,,,,,,,0,0,0,66536.95,145450.53,0,
1907,279.1240058517711,5.730588,,,,,,,,,,,0,0,0,120962.836,339573.4,0,
2160,279.1601661946327,6.079042,,,,,,,,,,,48676.48,0,0,7810481.0,2.8243666E7,0,
2443,279.16018264138177,6.601534,,,,,,,,,,,0,0,0,121647.17,444845.94,0,
2724,279.2329543530014,7.602361,,,,,,,,,,,383238.44,128672.08,1779676.1,265708.06,199565.22,726534.1,
717,279.9958086554155,3.5223598,,,,72,,,,,,,1.4422647E7,1.4546415E7,1.1035346E7,1.2623581E7,1.2957177E7,1.0763604E7,
627,280.08266132033754,3.2160184,,,,,,,,,,,11091.174,31971.062,49252.508,66651.19,31539.717,378014.62,
656,280.0826975547734,3.303278,,,,,,,,,,,0,23462.164,20240.914,27195.637,7966.1,202041.12,
570,280.0827050333551,3.0810444,,,,,,,,,,,123214.03,173789.69,203840.7,284201.06,463024.34,521075.72,
1029,280.8464008094068,4.3449364,,,,0,,,,,,,165605.73,101698.234,0,606153.8,542283.0,370315.94,
1216,281.08182994345503,4.6989303,,,,119,,,,,,,0,763884.9,1313078.0,408110.3,391508.66,1316354.2,
193,281.0990443010341,2.176898,,,,11,,,,,,,794964.3,1249143.8,1623513.9,1656498.0,1146884.1,5151419.0,
363,281.11435375648915,2.5686204,,,,60,,,,,,,389853.16,709936.7,1024214.94,1480293.2,1137515.4,3108250.5,
1050,281.1428610860559,4.341561,,,,,,,,,,,0,8036.427,0,197747.94,36218.133,0,
957,281.1428670663788,4.1707687,,,,,,,,,,,0,102334.625,0,800903.2,40757.203,46292.63,
1163,281.1428897704176,4.597134,,,,,,,,,,,0,4827.3955,0,118428.57,27909.53,0,
2162,281.1661091454106,6.0779505,,,,,,,,,,,0,0,0,114107.75,479764.7,0,
655,282.0806091592081,3.354439,,,,,,,,,,,314219.8,159039.56,329140.7,63719.664,40562.094,71916.33,
442,282.0983647481087,2.7437522,,,,51,,,,,,,2289082.2,1821966.0,2161941.8,1699801.9,1539579.4,1013653.25,
297,282.09836889568174,2.463181,,,,120,,,,,,,1887106.9,835054.7,1185163.9,1259747.4,955632.25,758517.56,
675,282.09838347300825,3.4428098,,,,,,,,,,,1768894.4,22160.781,28179.232,41608.824,22647.656,14177.594,
365,282.11788040997203,2.5677059,,,,,,,,,,,20453.041,83485.3,122035.125,200876.4,132773.98,404168.88,
1063,282.9837477023299,4.3966365,,,,,,,,,,,382673.12,386745.4,351293.72,345234.66,350140.72,359483.22,
1307,283.02484826159946,4.855462,,,,56,,,,,,,0,8909324.0,1.1791377E7,12031.733,2817844.2,30944.373,
171,283.06060037644005,2.095411,,,,,,,,,,,188562.36,731347.7,472526.3,231459.23,290072.62,202640.4,
215,283.0936152858385,2.237716,,,,,,,,,,,861903.3,985292.9,1234650.0,1005361.6,873112.6,1086141.5,
682,283.12993274069964,3.4362037,,,,,,,,,,,202715.69,238188.66,292062.3,232057.44,249363.97,309969.56,
1299,284.0281324442023,4.857479,,,,,,,,,,,0,1419193.9,1914871.9,0,434120.34,0,
146,284.0307261083891,1.7685072,,,,54,,,,,,,0,47972.277,393974.12,151565.94,141258.95,156112.39,
2482,284.0325350522226,6.695377,,,,,,,,,,,0,282593.38,414877.44,0,26908.25,0,
1499,284.05651163905816,5.167838,,,,,,,,,,,0,1082274.2,2420743.8,0,128170.92,3557.9844,
1709,284.056581637657,5.44823,,,,,,,,,,,0,1496263.1,3330495.5,11761.64,106385.83,29608.58,
2471,285.03988582019025,6.6695843,,,,,,,,,,,0,20393.871,55010.367,0,13149.017,298645.66,
1975,285.0403151201842,5.826596,,,,,,,,,,,0,887646.4,1293040.9,0,21208.785,0,
1280,285.0404340949452,4.7968707,,,,,,,,,,,0,3122698.0,2849322.8,8396.491,265687.12,122803.94,
924,285.04050253056687,4.082585,,,,,,,,,,,0,105137.14,42449.34,115646.84,0,330769.78,
1023,285.040509452484,4.335704,,,,,,,,,,,0,403235.12,847149.2,9610.606,29215.684,115252.414,
1881,285.04053454377413,5.698746,,,,,,,,,,,0,783070.1,1277154.4,0,61170.824,0,
1836,285.0899067013265,5.610884,,,,,,,,,,,0,0,0,146211.53,68609.76,0,
1922,285.0899424404821,5.74785,,,,,,,,,,,0,0,0,1167774.5,613364.9,0,
754,285.14547234482217,3.6395092,,,,,,,,,,,40379.43,113664.44,229827.23,102466.47,106765.01,156901.23,
355,285.14565686062355,2.5567887,,,,,,,,,,,41800.21,48969.055,29586.293,456728.6,279718.28,769984.56,
803,285.18201863667355,3.7995822,,,,121,,,,,,,0,425636.16,517966.06,429293.5,154430.02,2263838.0,
273,286.14090526030463,2.4387722,,,,,,,,,,,0,0,15066.003,0,0,441113.1,
1254,287.0561156102631,4.7649436,,,,,,,,,,,0,0,0,96411.35,368797.78,0,
607,287.05618318223947,3.201671,,,,35,,,,,,,0,4.76781E7,4.9730668E7,760315.06,1.9621692E7,303958.8,
298,287.05633139672193,2.4634166,,,,,,,,,,,0,214267.03,284755.94,0,0,0,
1052,287.0824935464101,4.3739495,,,,,,,,,,,0,585807.56,782940.0,0,44694.402,48572.723,
1177,287.08257171587366,4.605661,,,,,,,,,,,0,824353.5,1585567.0,0,74605.78,223929.83,
1322,287.0825856340647,4.8775363,,,,,,,,,,,0,506622.03,725263.2,0,12432.132,41961.652,
156,287.0884539337804,1.9910415,,,,,,,,,,,624016.94,304046.66,214778.55,626574.44,405421.34,662468.25,
1320,287.09587559715385,4.8857145,,,,,,,,,,,0,0,0,194622.38,391301.22,0,
411,287.1248077768439,2.7314126,,,,,,,,,,,95484.734,172434.27,338375.38,129783.03,103956.33,511912.5,
768,287.14338090145947,3.6979535,,,,,,,,,,,0,0,0,651391.2,194409.3,166501.92,
2159,287.22281089872524,6.076927,,,,112,,,,,,,3529341.8,105082.25,0,2419228.0,2905422.5,0,
2338,287.2228292126729,6.3709164,,,,78,,,,,,,274147.0,0,0,682741.7,658534.56,0,
361,288.07254930106,2.6087043,,,,,,,,,,,18147.139,202388.39,598755.4,5533.6553,34698.426,23282.648,
903,289.0353858936433,4.0274963,,,,111,,,,,,,0,83285.945,71370.61,144558.89,189709.27,265823.8,
694,289.03544351747803,3.4701538,,,,45,,,,,,,0,389939.25,440542.53,480296.75,410290.44,464219.4,
605,289.06160086198423,3.2018204,,,,,,,,,,,0,906969.0,956487.25,0,348404.03,0,
38,289.90219795415726,0.41425017,,,,22,,,,,,,2721115.5,3189121.5,3112421.5,2247109.0,3090999.0,688883.06,
901,291.0511081180216,4.0014133,,,,,,,,,,,0,191718.03,22473.848,433108.62,955929.1,231118.94,
2022,292.061622701444,5.903763,,,,,,,,,,,0,177359.19,399666.06,0,0,0,
2253,292.1013615987157,6.219102,,,,,,,,,,,0,0,0,371668.16,283637.6,0,
814,292.93173621358426,3.7432404,,,,,,,,,,,0,1702823.2,1786482.8,217122.86,1457899.8,23023.164,
932,293.06675259853546,4.10596,,,,,,,,,,,0,0,0,108762.38,9611.313,0,
636,293.06678848388515,3.2714443,,,,,,,,,,,0,0,0,1863090.1,727857.2,61729.87,
390,293.0990883930188,2.6275852,,,,,,,,,,,13404.826,203840.84,252597.06,238994.78,184008.77,313266.62,
514,293.11438031347734,2.9273596,,,,,,,,,,,44533.617,138326.27,187928.12,416372.9,812778.1,963195.6,
173,293.11446935925306,2.0935256,,,,,,,,,,,35243.133,4610.924,20826.977,48747.176,4469.176,155723.66,
1730,293.1395178080495,5.4682136,,,,,,,,,,,384447.2,0,0,1.2427248E7,2.151994E7,0,
1189,293.13951918681073,4.637002,,,,,,,,,,,0,0,0,196008.92,183610.75,0,
1645,293.17587346395214,5.3727264,,,,,,,,,,,6081.0356,110957.055,51227.91,130475.83,157195.67,325906.72,
1795,293.17589544182226,5.568112,,,,129,,,,,,,580884.75,851433.7,1109403.8,539992.0,811793.8,646766.2,
1557,293.17590398047264,5.2568502,,,,49,,,,,,,2192309.8,3528772.5,5109608.5,1331717.8,1645823.1,2344818.5,
2484,293.1792956703802,6.7082562,,,,,,,,,,,137105.73,761225.4,149480.94,451172.84,289282.38,144248.28,
2098,293.21222839920193,5.989634,,,,,,,,,,,18993.775,7733.3486,27850.621,559161.94,9007.684,363697.25,
2014,293.2122402564642,5.8842044,,,,,,,,,,,8241.261,28642.53,75766.24,72208.695,0,251313.61,
2370,293.21228524340114,6.476675,,,,,,,,,,,562096.8,174390.25,274770.72,328824.03,23481.178,1410800.9,
492,294.06201095568935,2.8544345,,,,,,,,,,,0,85167.24,5385.125,77353.21,70505.17,605577.44,
634,294.09839215650203,3.2721996,,,,75,,,,,,,0,318096.38,423499.44,1005588.94,2983227.0,2657998.2,
1731,294.1710438556463,5.4653187,,,,,,,,,,,124102.875,0,0,1826061.8,3028859.5,0,
971,294.17107947242937,4.2092853,,,,,,,,,,,0,0,0,48296.223,142782.38,0,
631,295.1018071137754,3.2709851,,,,,,,,,,,0,35211.45,47302.426,123053.164,430638.12,389196.25,
1962,295.118439300404,5.774762,,,,,,,,,,,0,0,0,7381.385,950257.5,0,
1875,295.11874263517,5.732875,,,,,,,,,,,0,0,0,1508064.5,135436.58,0,
2514,295.22786264386406,6.76306,,,,,,,,,,,38964.445,137618.33,310192.16,233330.62,67651.07,422251.1,
2539,295.2278787824771,6.8373356,,,,,,,,,,,54808.43,296478.8,434713.75,252309.56,78537.82,581672.2,
2251,295.22791690624166,6.2185607,,,,,,,,,,,678602.2,3003714.8,4859617.0,1548385.5,540342.7,6658481.5,
2315,295.2279247790014,6.3153896,,,,,,,,,,,736907.5,2409321.2,6866628.0,1.0170931E7,1826989.1,1.7975148E7,
587,296.0775432992539,3.1365063,,,,,,,,,,,0,469503.3,122084.06,9452.926,54778.477,0,
415,296.0776517583046,2.6943321,,,,,,,,,,,20957.922,129788.99,257848.83,23481.066,44935.438,16325.84,
1755,296.1139818390003,5.493228,,,,,,,,,,,0,0,0,184295.7,349452.84,0,
1175,297.040536302048,4.6124883,,,,,,,,,,,0,0,0,0,685488.75,0,
254,297.0728949179654,2.3565466,,,,85,,,,,,,802643.06,641551.4,676469.56,665775.9,623147.94,590204.44,
402,297.0728977081432,2.6610084,,,,,,,,,,,76398.29,128134.99,149797.23,111733.49,102881.375,110649.125,
2706,297.24358302777654,7.5923862,,,,,,,,,,,741293.25,93052.12,608508.56,613783.7,579756.7,594001.94,
2420,297.2435870185661,6.5501227,,,,71,,,,,,,254900.06,2040449.1,2934484.5,964645.6,351069.8,1831710.6,
1178,298.03567215438653,4.6138296,,,,,,,,,,,0,1751249.8,2481284.8,97113.164,179670.44,105508.125,
865,298.085202694806,3.941907,,,,,,,,,,,0,0,0,47662.367,0,278404.2,
431,298.0932729279818,2.7311535,,,,,,,,,,,225024.78,13234.028,172657.05,150965.94,310517.34,891139.0,
974,299.01972723905766,4.2189183,,,,,,,,,,,0,1935470.0,1064261.9,103149.57,197024.28,232021.12,
1436,299.019738622085,5.032649,,,,,,,,,,,0,95482.56,142372.62,0,0,0,
1078,299.0197898312348,4.4259667,,,,,,,,,,,0,697926.9,1017942.94,94498.35,190486.44,460495.6,
1126,299.0197988251129,4.4936566,,,,,,,,,,,0,230201.53,339587.9,3242.1328,32656.926,372129.78,
2767,299.0263404413517,7.812841,,,,,,,,,,,70703.45,185853.66,178492.4,2069051.4,1447002.5,162441.89,
2878,299.0263487775821,8.239329,,,,,,,,,,,0,0,0,204228.12,135092.69,0,
921,299.10706684177086,4.0757933,,,,,,,,,,,0,14068.633,5116.971,89117.125,57591.15,111208.84,
1829,299.10888625495727,5.5957108,,,,,,,,,,,0,2088104.9,23965.682,770276.44,51603.754,1795693.6,
1963,299.1088912574334,5.7898736,,,,,,,,,,,0,115373.37,0,0,14211.869,73268.02,
2760,299.2592328614829,7.7763386,,,,,,,,,,,1099481.6,713376.6,750807.06,1888198.0,2824122.0,1502182.4,
804,300.0512542876525,3.8036022,,,,,,,,,,,0,70307.61,203601.48,0,0,3963.222,
910,300.0514133834199,4.0400057,,,,,,,,,,,0,3111488.2,4953880.5,173910.06,1152553.2,322634.94,
1389,300.0877821817282,4.933251,,,,,,,,,,,0,745330.75,146801.66,156091.67,1113293.4,535660.7,
990,300.08780561201604,4.2449636,,,,1,,,,,,,0,816076.2,409219.3,418758.44,1447931.8,594930.06,
1446,300.0878121426043,5.044946,,,,20,,,,,,,0,344858.53,116030.375,928913.25,2918787.0,1932373.2,
455,300.15654993512504,2.8139408,,,,,,,,,,,19735.828,60835.605,125279.65,31231.148,45492.438,1491327.9,
2759,300.2625753621231,7.775282,,,,,,,,,,,207584.7,129877.336,134562.16,347762.62,543501.9,288949.56,
759,301.03544688632195,3.664552,,,,,,,,,,,0,3172205.5,2829336.0,102072.25,666153.0,341091.34,
975,301.0718530606018,4.227622,,,,,,,,,,,0,374245.6,631229.2,0,486411.84,4183.0396,
1392,301.0910462831813,4.9366493,,,,,,,,,,,0,126496.64,8955.231,11764.649,173166.9,70847.05,
1932,301.0981072528824,5.762945,,,,,,,,,,,0,1494765.4,2830827.8,0,65703.94,65265.33,
1589,301.0982180158444,5.3099313,,,,,,,,,,,0,1070561.1,2100954.2,0,62167.484,65774.71,
1460,301.0985838197083,5.0722327,,,,,,,,,,,0,100525.15,208200.72,0,0,0,
596,301.1404934980713,3.1675546,,,,,,,,,,,110396.21,129999.234,262285.62,127477.4,114980.055,254465.08,
521,301.1405365581911,2.9504058,,,,,,,,,,,0,7886.1685,44361.47,22455.186,5454.8267,286991.03,
571,301.1405603293571,3.0923414,,,,,,,,,,,159679.67,284072.22,501244.9,146085.31,169271.56,241752.58,
651,301.14058717477343,3.3226614,,,,,,,,,,,26346.275,82620.23,165394.64,26023.639,72573.19,146594.66,
362,301.1406018928661,2.5677059,,,,60,,,,,,,250362.84,1413009.5,1317255.8,988309.75,1012666.4,1488570.9,
452,301.14066729174317,2.7900589,,,,128,,,,,,,0,49897.742,66557.48,171494.02,88281.266,538779.7,
941,302.10341094745456,4.1261377,,,,,,,,,,,0,31009.979,0,78056.75,328832.9,44392.652,
1115,303.05101578457965,4.488012,,,,,,,,,,,0,330085.3,220620.88,0,5461.0205,0,
1010,303.0510982228111,4.2788033,,,,,,,,,,,0,387565.5,925019.06,0,85605.69,0,
858,303.0511107915412,3.9293606,,,,,,,,,,,0,197528.16,229037.45,122604.02,193131.6,96758.195,
238,303.0511137506507,2.3097565,,,,,,,,,,,0,956468.7,1032834.56,0,198967.0,0,
1019,303.0775330619965,4.313566,,,,,,,,,,,0,101293.99,99636.45,0,0,0,
1127,303.0775816809662,4.5223007,,,,,,,,,,,0,316927.75,491748.56,0,0,0,
199,303.0813287558859,2.1754029,,,,,,,,,,,144998.28,139493.23,70802.51,239880.48,151787.84,627304.06,
1199,303.21772454158884,4.668061,,,,,,,,,,,107932.44,0,0,0,0,0,
1075,303.21777374506183,4.4254904,,,,,,,,,,,1782423.9,51229.793,0,16660.379,53077.21,0,
939,304.1190975821893,4.1213913,,,,,,,,,,,0,0,0,26607.92,0,270100.44,
1138,304.1402257655566,4.5493007,,,,64,,,,,,,892044.2,0,0,1818651.2,1642015.5,0,
1492,305.0779936994626,5.143166,,,,,,,,,,,0,80251.2,0,121693.375,393862.1,486179.0,
1712,305.1032761476497,5.454359,,,,,,,,,,,0,0,0,644726.3,78413.72,0,
208,305.96334244603725,2.205889,,,,,,,,,,,90266.41,244507.64,315403.97,10616.299,73317.2,0,
844,305.963346956698,3.8998442,,,,103,,,,,,,0,1817083.5,1301300.6,201570.38,1149047.6,0,
496,306.0984615696626,2.8571024,,,,,,,,,,,0,96459.17,52862.203,4231.936,4908.7173,8112.129,
447,306.09851512025074,2.7666683,,,,,,,,,,,9165.809,244503.05,145499.02,22320.709,80987.85,79957.76,
245,306.0985448668386,2.3330598,,,,,,,,,,,22850.863,553248.94,560264.6,96471.414,154090.25,100594.28,
1097,306.94735406977816,4.467368,,,,,,,,,,,0,56733.527,46269.91,57251.97,392506.06,0,
621,306.9473721779185,3.2336206,,,,,,,,,,,151477.3,665292.2,972686.3,935575.7,852770.7,1305983.4,
2078,308.10535825595747,5.9772334,,,,,,,,,,,0,0,0,302864.28,62577.418,873674.2,
1769,308.15042204999327,5.5075426,,,,,,,,,,,0,0,0,902950.5,1119286.2,0,
884,309.1013855133295,3.985258,,,,,,,,,,,403345.9,398114.62,343331.4,357291.56,393969.84,317514.34,
441,309.10929472921765,2.74162,,,,69,,,,,,,969625.2,1263223.8,1524504.4,1140807.4,1170154.5,1194366.8,
372,309.1093014152854,2.5832493,,,,31,,,,,,,7135825.5,7888553.5,9016465.0,7467043.0,7127912.5,6780993.5,
