row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,2024_POS_CC-Nam_2_Run44.mzML Peak area,2024_POS_CC_2_Run47.mzML Peak area,2024_POS_CC-Nam_1_Run32.mzML Peak area,2024_POS_CC_3_Run61.mzML Peak area,2024_POS_CC-Nam_3_Run67.mzML Peak area,2024_POS_CC_1_Run20.mzML Peak area,
250,302.30530719874383,5.653682,,,,111,,,,,,,6690843.0,6792641.0,1.0195265E7,8906008.0,1.1579359E7,1.14365E7,
247,303.30870472804963,5.6535287,,,,,,,,,,,1245358.0,1267029.6,1879889.2,1692953.5,2143675.5,2123404.8,
253,307.2477791217579,5.6806793,,,,,,,,,,,447509.9,449512.62,425822.6,450707.34,453339.44,468750.2,
867,310.3103634547869,8.001305,,,,69,,,,,,,426206.16,254356.6,261795.97,499595.44,343137.62,286550.78,
540,311.25800276756036,7.592619,,,,52,,,,,,,2391505.0,1088206.2,1112613.2,2570127.2,1670754.8,1280813.8,
541,312.26136501388225,7.59143,,,,,,,,,,,484459.16,206950.64,211492.39,509221.3,337274.72,246464.55,
314,313.1433678002382,6.6273675,,,,,,,,,,,335843.94,374542.4,454204.8,574642.25,708544.56,667083.25,
127,316.2117382886925,2.580822,,,,,,,,,,,246726.64,555945.0,381249.9,515751.84,303427.34,518763.5,
136,316.2117556781462,2.7413476,,,,,,,,,,,570350.06,1166596.2,822571.8,1235190.8,688760.5,1072906.8,
334,319.22433922428826,6.774912,,,,50,18,[M+Na]+,,3,333;334;336,296.23509,865865.2,655611.8,1302750.1,1019114.0,1556652.9,886726.0,
400,319.2841855743817,7.177381,,,,126,22,[M+H]+,,2,398;400,318.27694,428143.2,523539.0,1415985.5,576642.25,531247.75,741985.6,
168,320.1702757871461,3.7521274,,,,,,,,,,,52316.04,54729.83,50747.28,52197.117,58640.0,70265.625,
153,320.17028531996647,3.285909,,,,,,,,,,,46039.016,36998.15,36976.086,42043.977,46960.54,44587.94,
174,320.17033030060065,4.319157,,,,128,10,[M+NH4]+,,2,175;174,302.13647,5412648.0,4979478.0,5014969.5,4532468.0,6035613.5,6276044.5,
173,321.1738159478939,4.3205824,,,,,,,,,,,814499.25,756909.06,748799.7,690009.6,926150.6,944117.44,
39,323.1132719081015,0.36619163,,,,76,1,[2M+Na]+,,2,40;39,150.06189,687086.4,747296.75,670817.3,720290.3,714438.4,802246.44,
175,325.1256493572637,4.3180084,,,,128,10,[M+Na]+,,2,175;174,302.13647,573068.56,478547.88,577646.5,467068.2,739699.94,694140.5,
38,325.12888922566617,0.3645644,,,,76,,,,,,,849713.44,933909.3,808144.4,901709.6,867426.8,976999.25,
612,328.3209011386073,7.736997,,,,,,,,,,,121585.95,87575.086,109940.68,164891.4,219862.69,221520.3,
257,328.32094618356683,5.798218,,,,,,,,,,,182623.53,282155.47,265805.75,379713.75,354912.34,492394.56,
259,330.33662664493625,5.815454,,,,,,,,,,,279546.66,316919.5,314287.28,427820.44,527845.75,414269.56,
275,331.2300606138319,6.2716155,,,,,,,,,,,297069.9,164758.45,396098.8,221493.52,779289.1,254930.7,
670,331.2631181693121,7.836736,,,,,,,,,,,75963.81,115897.48,109137.38,223915.17,296570.56,394843.62,
562,331.26329441272907,7.6327567,,,,,,,,,,,71361.94,20257.5,40858.375,169734.66,352221.62,245693.8,
518,331.26393815371586,7.560082,,,,,,,,,,,10589.686,4607.492,16119.68,52967.832,54680.105,276439.2,
543,333.23996580329003,7.592619,,,,,,,,,,,408165.12,167819.62,159235.34,343585.44,258864.06,203601.39,
398,336.31080035769963,7.1763935,,,,126,22,[M+NH4]+,,2,398;400,318.27694,625086.9,746945.94,2053560.5,849423.06,782405.56,1076857.8,
387,336.325861699035,7.124687,,,,95,,,,,,,741563.94,651802.1,611857.6,741881.56,689676.3,575735.6,
362,336.3258793541539,7.010414,,,,,,,,,,,97389.16,85868.66,72910.63,104868.84,89683.94,70645.16,
561,336.32597797833284,7.617523,,,,43,,,,,,,236622.08,154349.2,133170.06,286090.5,259159.48,221122.31,
922,336.3259933585046,8.103927,,,,68,,,,,,,300187.84,297971.06,219169.23,692998.4,268945.4,232209.97,
396,337.3142582720347,7.1762624,,,,,,,,,,,118269.67,142459.39,372312.0,165259.34,139035.27,200554.02,
764,338.34167444146925,7.878614,,,,49,,,,,,,186772.86,91675.734,103138.42,177680.81,195403.12,211391.6,
1111,338.34173116077085,8.408289,,,,37,,,,,,,1.495289E7,1.3413997E7,1.0903057E7,2.3003376E7,1.2336264E7,9188508.0,
286,339.2889752243899,6.302019,,,,62,,,,,,,39458.496,53475.543,41641.21,86666.98,78335.34,103611.766,
587,339.2891774814642,7.6665635,,,,29,,,,,,,135474.23,254325.5,272467.0,403657.6,475368.75,485049.84,
556,339.28921507230825,7.610583,,,,52,,,,,,,168495.42,178300.7,208500.36,356638.62,346054.7,405750.5,
1115,340.3482821940843,8.410406,,,,,,,,,,,405554.22,363254.66,281473.28,611894.0,329852.78,233442.12,
397,341.2660778607331,7.1791058,,,,,,,,,,,119674.02,118258.31,324580.25,188597.25,148770.61,230529.86,
1106,341.28371938566266,8.402148,,,,37,,,,,,,504981.78,391172.62,737193.44,594376.56,996420.25,452829.72,
440,341.2838570952579,7.342932,,,,,,,,,,,285964.22,72023.01,158543.47,302947.22,439412.06,148989.78,
471,341.28387365901943,7.3997765,,,,,,,,,,,483216.25,150291.23,351989.7,693452.8,968051.9,252910.94,
348,344.315792458937,6.904329,,,,39,19,[M+H]+,,2,348;346,343.30854,110515.945,112735.77,126224.33,233324.95,241435.28,189733.34,
363,344.31579722698416,7.0231285,,,,,,,,,,,600354.8,573794.6,729297.94,693636.2,870758.44,710996.5,
644,347.3154472312047,7.782315,,,,,,,,,,,101846.58,88954.31,314222.16,146343.52,137058.25,386420.4,
418,352.3208668173252,7.280527,,,,,,,,,,,1520689.0,1089660.0,1031482.0,1998155.9,1674581.8,1369743.5,
939,352.32086991005735,8.140712,,,,,,,,,,,186335.17,153215.78,145738.34,335402.06,431097.34,592761.4,
277,353.2119515299384,6.274677,,,,,,,,,,,103447.5,57956.445,142164.31,70110.82,271514.34,87976.69,
302,353.2685029443767,6.464025,,,,44,16,[M-H2O+H]+,,2,303;302,370.27177,804956.1,922546.44,1055576.0,1814663.9,1621943.5,1521326.8,
419,353.32436710780695,7.2775254,,,,,,,,,,,320273.5,243778.39,207840.66,425478.6,356497.8,305652.6,
558,354.33653794225876,7.602371,,,,43,,,,,,,734391.06,470990.53,427231.4,911739.0,804373.5,714735.6,
527,354.33654883397884,7.556208,,,,19,,,,,,,103051.61,325884.06,321751.25,143703.42,76338.26,78915.31,
648,356.31578461534815,7.793152,,,,,,,,,,,377294.1,339723.6,332603.8,954438.8,1418975.0,1345794.0,
967,356.35219296515555,8.226972,,,,96,,,,,,,343030.66,369992.7,430633.56,517448.25,637423.7,585957.8,
261,356.3521970750289,5.9517894,,,,,,,,,,,97509.95,141983.44,112915.85,185759.89,247925.1,199470.02,
565,357.27869471459417,7.645971,,,,,,,,,,,905194.9,724204.25,1221875.4,1662623.6,2130803.5,1032303.94,
589,357.2997769930848,7.683376,,,,29,,,,,,,508419.06,687453.44,665327.6,1011366.5,1191631.8,1156175.1,
551,357.2998109413279,7.5967007,,,,52,,,,,,,441056.06,598495.56,556979.6,909195.06,913431.9,1010971.06,
318,358.2738940782358,6.6539826,,,,51,17,[M-H2O+H]+,,2,320;318,375.27714,405642.25,877293.44,419348.47,819912.5,739707.9,1072762.2,
273,358.3678374608323,6.245564,,,,72,,,,,,,373097.53,692833.2,493940.75,1627111.8,674125.6,661248.3,
19,362.92617146962374,0.33872727,,,,54,,,,,,,324976.06,354759.38,328381.12,330304.72,374675.0,369470.1,
1618,362.9262403825676,10.270294,,,,7,,,,,,,254680.25,201214.08,198524.56,211012.69,238460.45,348351.3,
407,363.3103819490355,7.187498,,,,25,23,[M+H]+,,2,407;405,362.30308,271359.25,262229.12,932439.3,303541.25,264078.9,368717.9,
65,364.1397681068558,0.38328204,,,,76,,,,,,,2145922.2,2164893.5,2131460.8,2238666.2,2176317.8,2303672.0,
177,364.19647171233265,4.398995,,,,,,,,,,,434424.4,402542.47,449291.16,407481.97,522621.3,492407.03,
642,364.34202883112266,7.7823157,,,,60,,,,,,,270736.34,231243.25,758056.7,339089.28,320778.8,946921.4,
308,365.13577455794956,6.546459,,,,,,,,,,,291520.1,296426.28,324964.72,462507.6,506329.34,522036.38,
365,366.29773571773814,7.024264,,,,,,,,,,,51104.863,43550.01,58612.344,40414.9,61552.5,48060.08,
346,366.29778215030547,6.9029713,,,,39,19,[M+Na]+,,2,348;346,343.30854,24700.447,21781.145,26234.6,54410.164,52374.414,48916.566,
416,366.3000423610433,7.2706714,,,,,,,,,,,178382.14,178060.16,164062.56,372269.3,386356.03,437725.12,
1294,366.3000708060077,8.723889,,,,24,,,,,,,50121.867,52076.996,85430.875,78970.68,86994.55,69340.875,
915,366.33643092392276,8.093828,,,,68,,,,,,,62674.695,149833.12,172692.81,315680.12,451517.44,574569.2,
979,366.33644323177504,8.261928,,,,61,,,,,,,52487.7,142250.89,155072.39,303253.84,413049.1,518461.38,
1307,366.37287452071604,8.758311,,,,,,,,,,,480485.9,549530.75,611266.6,1054200.5,1027312.06,753597.6,
269,371.27412716539084,6.169145,,,,,,,,,,,183033.14,451548.53,270765.1,715216.4,488786.16,712887.75,
254,371.27414115782955,5.6877913,,,,,,,,,,,131596.25,294413.38,188755.05,455190.56,321572.3,415180.28,
214,371.2741489304935,5.000041,,,,,,,,,,,0,30918.408,12383.886,60613.79,32558.053,56089.42,
233,371.2741755346495,5.5647063,,,,,,,,,,,200750.58,420440.84,281248.06,617121.25,468396.47,591540.94,
305,371.27900531973165,6.472819,,,,44,16,[M+H]+,,2,303;305,370.27177,428246.0,502538.06,558716.4,946421.2,850894.56,807974.25,
1143,371.3154024522948,8.45346,,,,,,,,,,,88491.71,120487.09,90870.69,123839.734,183427.16,231329.11,
71,372.19006968798925,0.3865471,,,,76,,,,,,,1180136.1,1231703.9,1045560.4,1170946.1,1178958.2,1384058.9,
420,374.30274191003605,7.2869363,,,,,,,,,,,548356.9,212531.94,241390.42,766498.25,704547.44,566049.75,
278,374.36271755433626,6.2738404,,,,,,,,,,,44170.758,276921.25,99525.49,699012.5,64901.78,78463.32,
48,376.14209145710083,0.37676772,,,,76,,,,,,,780793.3,815946.3,748251.7,805061.2,837315.7,887185.75,
386,376.3183353897575,7.129538,,,,,,,,,,,123125.33,87214.06,59760.996,100581.2,84480.23,77708.94,
554,376.31861065891604,7.5979576,,,,,,,,,,,329520.3,139788.05,115524.93,422823.75,412411.28,420608.1,
53,377.1454313221782,0.37839493,,,,76,,,,,,,6827304.0,6921927.5,6366579.5,6748111.0,6900192.5,7296857.5,
586,379.2817549869801,7.6833053,,,,,,,,,,,121105.28,52729.035,49795.453,192671.88,314108.8,472827.22,
405,380.3368842346781,7.187498,,,,25,23,[M+NH4]+,,2,407;405,362.30308,859089.6,837024.4,2815727.0,890971.0,763212.25,1153680.1,
897,381.3361656256315,8.065059,,,,40,40,[M+H]+,,2,892;897,380.32888,553057.94,412930.94,508998.7,833076.3,801343.25,693158.56,
404,384.3470268463704,7.1827865,,,,25,,,,,,,172858.92,164877.11,127019.75,148110.97,158578.67,156524.22,
765,384.3470446876886,7.88154,,,,49,,,,,,,352458.7,205370.1,253197.27,346804.84,411645.44,459671.3,
973,384.3470889169533,8.242095,,,,81,,,,,,,521384.06,867564.94,962220.06,1210263.9,1502983.1,1441836.2,
523,386.32635538212827,7.5193787,,,,19,25,[M+H]+,,2,525;523,385.31905,1400939.9,1643352.6,1798352.5,3279685.0,3333386.0,4164666.2,
477,386.3263628762605,7.4284205,,,,122,24,[M+H]+,,2,477;475,385.31906,1715632.5,1464718.6,1217555.2,2726730.8,2301090.2,2564700.5,
224,387.1800852198716,5.2044625,,,,,,,,,,,272052.94,353825.66,365588.28,350158.44,686265.5,435207.62,
232,387.19295292922214,5.556864,,,,,,,,,,,220296.98,292034.7,231721.38,393325.56,344538.8,375780.28,
524,387.32976338901176,7.519379,,,,,,,,,,,349035.8,380591.6,410983.78,777847.56,791568.4,997254.4,
478,387.3297652068491,7.473419,,,,,,,,,,,434690.22,338732.34,288152.8,482456.12,561865.1,590459.25,
1134,391.2841449535372,8.43616,,,,15,,,,,,,196375.08,304574.9,215149.58,359957.03,270197.75,385389.1,
183,392.1913789087634,4.562414,,,,,,,,,,,2192688.2,2131720.2,2160878.5,2003049.5,2749008.5,2679363.2,
303,393.26099956097,6.4671826,,,,44,16,[M+Na]+,,3,303;305;302,370.27177,762151.8,866359.3,947405.25,1495963.1,1335249.2,1339754.4,
171,394.2221533179113,4.1513076,,,,,,,,,,,278050.6,262886.66,290391.62,301948.3,485014.16,340853.97,
473,394.3524349468323,7.353664,,,,,,,,,,,310919.94,256198.25,204777.39,93972.97,83174.484,180186.56,
459,394.35243627896483,7.2850842,,,,,,,,,,,1326655.0,291506.5,512306.25,114323.23,149145.45,220779.4,
280,395.2765894834449,6.297863,,,,,,,,,,,269122.38,230807.28,262658.97,355762.3,596762.6,382773.7,
331,395.2767131139387,6.754515,,,,,,,,,,,30143.846,29983.357,45654.66,41791.73,103346.6,41471.047,
1132,397.3098555436247,8.4383135,,,,,,,,,,,121632.12,211822.95,296379.56,272479.53,389579.97,391759.78,
529,397.30985825157785,7.5427136,,,,,,,,,,,106611.16,96494.04,201678.27,483759.84,613514.75,311417.0,
639,397.30987322410505,7.7601433,,,,,,,,,,,139612.48,357059.72,158429.83,1146602.5,1336054.6,1352729.9,
933,397.30988044365864,8.131145,,,,92,,,,,,,107370.34,82259.57,161743.16,262370.88,230622.03,117020.88,
482,397.30988258355586,7.4947677,,,,,,,,,,,148656.67,44601.594,123563.22,302776.25,215083.34,149476.98,
213,398.23001697427304,4.9905343,,,,,,,,,,,382721.7,584495.2,450734.97,932737.4,650456.1,986272.94,
218,398.2300422666872,5.103332,,,,,,,,,,,1392891.2,2135922.0,1425309.0,3356334.2,2193860.2,3267316.8,
320,398.26631397031247,6.6579075,,,,51,17,[M+Na]+,,2,320;318,375.27714,185391.45,330661.7,210070.11,344556.2,355635.56,465436.38,
1056,399.3256008317974,8.354603,,,,,,,,,,,174226.58,95484.86,174010.97,202119.6,359502.25,804269.5,
310,400.30554086221383,6.594614,,,,,,,,,,,245550.22,251977.0,324919.94,413622.84,511439.44,451328.5,
392,403.2323855876605,7.161394,,,,,,,,,,,182743.48,219683.12,171031.19,255793.48,318596.62,337880.7,
892,403.3180890373462,8.061463,,,,40,40,[M+Na]+,,2,892;897,380.32888,714009.0,402475.53,518813.0,902862.94,1101729.4,1078867.5,
223,404.2065668806477,5.2044625,,,,114,,,,,,,282574.78,363168.97,358026.66,337792.12,699628.1,452540.28,
423,405.3512655807724,7.307239,,,,,,,,,,,5031.339,0,0,4471.075,267635.5,9649.636,
1140,405.3513779413036,8.453538,,,,3,,,,,,,568472.2,463701.28,766914.56,804948.44,994802.44,572655.3,
417,406.29243437972997,7.2837977,,,,,,,,,,,140380.86,67993.055,78535.32,323153.88,384717.34,430585.75,
760,406.32895427903344,7.8624573,,,,,,,,,,,280231.47,79709.7,106272.59,238369.4,312603.16,367358.88,
403,406.3290465334349,7.183035,,,,,,,,,,,71939.13,34921.625,30254.016,71314.39,75570.836,85696.21,
972,407.3670361502256,8.239044,,,,,,,,,,,1630961.4,808136.44,1923978.0,1208230.9,4667461.0,1312108.0,
1103,407.3673724882529,8.4008,,,,37,,,,,,,184430.72,218214.67,303175.34,222046.53,462047.47,365067.12,
181,408.2225949648012,4.471899,,,,,,,,,,,482436.62,495124.94,503173.28,503237.3,598264.0,523569.12,
475,408.30824348540847,7.426058,,,,122,24,[M+Na]+,,2,477;475,385.31906,629444.3,304561.22,261615.67,912911.5,888088.94,1170040.1,
525,408.30824719702235,7.524018,,,,19,25,[M+Na]+,,2,525;523,385.31905,391207.16,313104.75,307572.3,826013.06,1030084.75,1356490.4,
679,408.30826294643157,7.8375607,,,,85,,,,,,,1875417.9,558628.6,483949.6,3194186.8,1207978.4,235525.6,
614,408.3086193884266,7.748234,,,,10,,,,,,,753022.3,172722.94,142600.66,1128635.8,221318.28,58458.47,
646,408.3681025721143,7.7831798,,,,60,,,,,,,429163.4,345319.7,1143278.8,487522.34,475451.47,1300045.6,
684,409.3117103947856,7.8359222,,,,,,,,,,,446761.62,128534.63,109185.13,768507.56,280746.0,49835.215,
643,409.37150918863057,7.784361,,,,,,,,,,,101387.12,74069.64,259325.81,117548.836,105543.78,307099.62,
1255,410.3990148445105,8.659144,,,,20,,,,,,,231554.48,279227.16,445725.16,657681.0,440274.88,415172.94,
221,412.2456817662758,5.1678157,,,,,,,,,,,227131.48,358331.8,258426.27,528420.25,364758.0,484739.34,
216,412.24576324615083,5.061126,,,,,,,,,,,46411.65,80857.24,63787.066,115685.586,99366.84,122609.53,
870,412.37835811824283,8.009311,,,,,,,,,,,141367.94,103230.11,161238.64,170808.88,275459.1,210749.84,
640,413.30481861225894,7.7805176,,,,60,,,,,,,97846.91,145554.78,253877.02,510506.16,572516.2,607426.56,
240,415.2112738796881,5.6387787,,,,74,13,[M+H]+,,2,241;240,414.20398,1848321.5,2188887.2,1687078.2,1995079.8,1979259.5,2142358.5,
1280,421.3463205175888,8.661828,,,,45,,,,,,,92384.26,138438.53,380418.38,406070.2,320932.25,152518.4,
1211,421.3463360062174,8.61584,,,,46,65,[M-H2O+H]+,,1,1216,438.34957,63258.0,217916.23,507359.8,682311.2,409576.12,252443.28,
1095,421.34636297902085,8.348983,,,,,,,,,,,258418.31,146966.75,275143.0,399646.84,363657.7,122675.49,
564,421.34641590320877,7.6328063,,,,,,,,,,,448916.34,94511.24,1123042.9,1046938.8,2615203.2,281342.75,
754,421.3464466765825,7.866389,,,,,,,,,,,307527.22,19657.941,152505.88,318949.12,651188.2,211240.8,
549,422.3631484756115,7.5967007,,,,52,26,[M-H2O+H]+,,2,545;549,439.36621,328297.03,277439.25,436400.56,562340.06,813844.5,623162.25,
989,422.36335495853245,8.271945,,,,61,,,,,,,78492.586,97363.21,121701.13,150519.53,240328.66,204138.28,
448,423.3619085527314,7.306418,,,,,,,,,,,384727.06,24425.902,166017.23,250685.66,719614.94,115329.93,
1138,423.3619893410155,8.448142,,,,3,58,[M-H2O+H]+,,2,1126;1138,440.36526,9142110.0,7187734.5,1.3679035E7,1.124319E7,1.8199994E7,8343722.0,
1239,423.3621035435476,8.636536,,,,113,69,[M-H2O+H]+,,2,1239;1240,440.36544,332161.5,189524.84,514537.03,585231.9,381450.88,273026.3,
728,423.3621211669968,7.8436103,,,,85,31,[M-2H2O+H]+,,2,728;740,458.37603,277052.88,89309.13,207799.72,26989.785,600605.3,284673.94,
927,423.3621858412026,8.11398,,,,68,,,,,,,687433.1,317348.06,734333.1,595398.2,909298.75,521741.78,
410,424.36315549197576,7.1919823,,,,25,,,,,,,811575.2,639587.7,2596927.2,662524.44,704693.4,984443.8,
1139,424.365302285945,8.445235,,,,,,,,,,,2510738.2,1954439.6,3625385.0,2814709.0,4858340.5,2727950.2,
409,425.366439598547,7.1897225,,,,,,,,,,,187173.6,147016.72,636476.06,156877.97,140843.55,229024.25,
1133,425.3686898867185,8.441096,,,,,,,,,,,143384.4,146312.02,242812.56,183146.2,358224.06,154311.58,
1010,425.3777405607407,8.280979,,,,61,53,[M-H2O+H]+,,2,1010;1000,442.38097,1384956.4,765508.25,1783488.4,1052905.4,4526649.5,1488715.8,
1284,425.37775744717766,8.697112,,,,,,,,,,,309944.75,430001.94,601547.06,819701.2,708300.4,556802.3,
1164,425.3783209026556,8.495833,,,,47,,,,,,,467976.5,381345.12,625318.06,513181.0,1035153.6,738976.5,
252,426.26132046152173,5.66296,,,,,,,,,,,2104461.0,2512296.8,2186130.0,4075763.8,3508374.8,3733901.2,
231,426.2613640300562,5.553967,,,,,,,,,,,448451.88,571551.94,529834.3,960616.5,820566.75,932896.2,
219,426.2614338487431,5.106234,,,,,,,,,,,54255.36,87180.02,85532.89,172563.95,133187.56,185890.55,
226,426.261434684638,5.2140107,,,,114,,,,,,,116924.48,158632.94,131934.5,321417.06,218632.36,334620.34,
1003,426.380898488406,8.279365,,,,,,,,,,,408075.03,196884.28,487440.44,307642.56,1295493.1,377631.7,
1163,426.3813080124842,8.495833,,,,,,,,,,,164253.36,124931.66,248389.1,156639.98,378695.4,228912.14,
611,430.3313250120613,7.827734,,,,,,,,,,,71343.69,88751.43,112687.1,209019.17,329895.44,331523.5,
771,430.33131780219605,7.851772,,,,,,,,,,,100579.31,120634.12,161476.31,264409.97,385076.16,340615.84,
20,430.91342659276046,0.33872727,,,,54,,,,,,,335093.0,363586.53,327433.8,334188.78,387088.8,388254.56,
1624,430.9135352016571,10.272827,,,,7,,,,,,,238203.33,180857.47,184398.78,179747.08,217376.52,328403.9,
241,432.23777924351134,5.63998,,,,74,13,[M+NH4]+,,2,241;240,414.20398,2174921.8,2528331.0,2008582.1,2266384.0,2285342.8,2571387.0,
225,432.23805368369483,5.2064705,,,,,,,,,,,0,17129.707,28256.22,6172.2373,34095.855,43486.938,
47,436.18233578685573,0.37758136,,,,76,,,,,,,349469.62,330357.44,153959.39,326827.9,348771.12,367454.34,
603,437.3412160121174,7.7169533,,,,,,,,,,,463234.4,100028.9,396305.53,343678.66,467079.9,151145.2,
773,437.3412193176973,7.90979,,,,,,,,,,,1942460.4,1107578.8,2580670.8,3145520.2,5447095.5,1729054.0,
911,437.3412240202597,8.086041,,,,68,,,,,,,571436.5,404367.16,799896.7,851442.06,1323589.9,567032.1,
485,437.3412876439599,7.4648924,,,,,,,,,,,228470.33,0,159443.88,220840.36,292956.4,15451.947,
45,438.19822425841903,0.37595424,,,,76,3,[2M+NH4]+,,2,45;51,210.08257,354540.3,354085.03,307039.78,371347.72,366915.94,395484.38,
767,438.34414063803655,7.9098516,,,,,,,,,,,345680.47,133528.98,368282.78,677484.5,1733487.6,326299.25,
1375,439.3180251488506,8.993446,,,,,,,,,,,36260.906,62192.89,67519.945,74920.31,98239.3,102558.414,
1024,439.31808380748083,8.287515,,,,,,,,,,,77626.836,24672.148,134721.2,114231.58,297077.06,526562.6,
1281,439.3568099807306,8.693286,,,,45,,,,,,,716475.4,941406.3,1839988.0,2261804.5,1620724.8,948397.75,
1210,439.35681766620775,8.597253,,,,46,65,[M+H]+,,3,1210;1216;1217,438.34957,3040690.0,3568411.5,6850801.5,8882173.0,6067069.0,4629135.5,
1081,439.35685262582996,8.338317,,,,71,,,,,,,1411484.4,997776.0,1692826.0,2108736.8,1724229.2,1188419.9,
572,439.3569502708349,7.646608,,,,,,,,,,,1854503.1,545851.0,1404958.8,1135547.6,5038091.5,427944.8,
913,439.357286202578,8.080233,,,,,,,,,,,627074.25,446424.53,808157.94,735044.75,1240829.2,661121.1,
215,440.2769786324077,5.0321,,,,,,,,,,,1624633.8,1602689.8,1884548.6,2627320.8,3035329.2,2661892.5,
220,440.2770087219608,5.142924,,,,,,,,,,,6663199.5,6154331.5,6388441.0,9456741.0,1.0556321E7,8193631.5,
256,440.27701356703164,5.7397113,,,,,,,,,,,87602.195,109346.3,94519.164,163653.4,154992.0,172403.81,
301,440.3577999123683,6.4615116,,,,65,,,,,,,97540.54,96390.3,84131.445,85232.69,112804.27,99839.71,
573,440.3586557715733,7.667419,,,,,,,,,,,259754.98,35945.83,179781.8,61359.11,569767.56,35873.914,
1230,440.36008985689506,8.63074,,,,46,66,[M+H]+,,3,1230;1213;1214,439.35285,256096.02,312463.78,2196823.5,2953863.2,2000122.9,1473780.0,
548,440.3735317270359,7.596277,,,,52,26,[M+H]+,,2,545;548,439.36621,2768112.8,2368003.8,3749861.2,4699214.5,6682740.5,5187358.5,
975,440.37456007579436,8.245938,,,,38,,,,,,,62033.227,76741.016,101866.305,128049.02,143473.38,148975.5,
840,440.3751529753061,7.9479356,,,,14,,,,,,,89439.766,50673.16,92183.555,136598.75,266802.84,222503.28,
1145,440.3884496408793,8.457059,,,,,,,,,,,246540.1,216799.4,585757.44,356565.38,789075.75,261167.94,
285,440.4095640250064,6.303362,,,,62,,,,,,,370411.2,553853.75,512344.97,567721.44,532249.94,574250.06,
1359,441.37256771167193,8.92331,,,,,,,,,,,190899.03,223299.62,313934.06,551525.2,418889.12,256751.81,
1144,441.3726979322837,8.455327,,,,3,,,,,,,2474511.0,2296192.8,3750989.0,2993093.0,4975949.0,2855922.0,
1193,441.3727274918747,8.548627,,,,8,,,,,,,794982.5,847203.44,1351389.2,1280604.9,1961532.1,1095108.1,
921,441.3728191892072,8.104886,,,,68,,,,,,,807571.0,544543.94,1083935.0,1008499.6,2168631.0,1150385.9,
1254,441.37284071343487,8.658016,,,,20,70,[M+H]+,,2,1258;1254,440.36559,187582.83,198652.36,638949.44,701892.44,490943.47,345154.12,
739,441.3728873989157,7.851131,,,,85,31,[M-H2O+H]+,,2,739;740,458.37603,699445.0,231986.4,780422.4,710376.06,2294919.8,682252.8,
971,441.3729373978908,8.226972,,,,,,,,,,,1492055.4,348765.44,859777.25,580756.2,421914.3,447964.94,
546,441.3765800781982,7.595497,,,,,,,,,,,909459.56,714873.0,1128512.6,1431813.4,1901563.5,1571349.4,
1142,442.37594735045644,8.4536085,,,,3,,,,,,,781016.4,684922.6,1228025.2,986969.75,1649984.1,911248.7,
1195,442.37602636433184,8.534265,,,,8,,,,,,,264213.28,285054.8,460746.22,418494.94,639303.94,364225.88,
1249,442.37607755535527,8.658162,,,,20,,,,,,,59576.37,40170.227,223939.5,231274.86,169370.33,115724.42,
544,442.37923362573434,7.5976415,,,,,,,,,,,125147.62,102122.35,161261.9,213670.5,304241.6,239044.94,
1004,443.38873634902035,8.278535,,,,,,,,,,,179028.83,62351.207,223772.36,141092.72,639287.75,199502.22,
1289,443.38874179914995,8.717289,,,,,,,,,,,29200.96,36941.047,78556.78,93830.555,151932.86,79214.79,
311,444.3317392508218,6.6100945,,,,,,,,,,,348353.5,361575.25,438440.2,588816.3,734623.9,650396.7,
239,446.253470973671,5.6354165,,,,,,,,,,,312773.06,348832.88,275026.03,299378.1,271440.9,318903.28,
902,450.39385015272234,8.079579,,,,40,43,[M-H2O+H]+,,1,899,467.39731,233934.53,225199.3,359512.06,377372.06,501803.12,393393.8,
645,452.394317018188,7.7823157,,,,60,,,,,,,427071.0,326636.16,1082058.5,462404.06,475911.16,1250759.1,
266,454.2926155257758,6.1252847,,,,84,,,,,,,673331.56,761669.0,889218.4,1232021.5,1280790.1,1216362.2,
272,454.29261628829437,6.23835,,,,72,,,,,,,4591577.5,4988814.0,5338055.0,7518108.5,7956592.5,7430002.5,
876,455.3518721290243,7.9606996,,,,,,,,,,,406568.47,254669.05,176016.56,109440.42,970159.44,1413812.9,
746,455.35189735025193,7.9078164,,,,,,,,,,,465512.22,229337.03,341323.3,516894.22,3151103.0,629095.9,
538,455.352033923464,7.607292,,,,,,,,,,,457875.38,81696.734,265217.6,519052.1,660885.5,354719.75,
1282,456.3833885479219,8.694236,,,,45,,,,,,,1524659.9,1510824.6,3563841.2,3631810.5,3382372.8,1739140.1,
1216,456.38339267720426,8.6107645,,,,46,65,[M+NH4]+,,4,1210;1211;1216;1217,438.34957,4440664.0,5357704.0,1.1035525E7,1.4742351E7,9184976.0,6043915.0,
1191,456.440587451172,8.538053,,,,,,,,,,,145402.0,216657.03,172281.33,330364.6,269078.22,323112.94,
1068,457.36749959012417,8.31592,,,,71,,,,,,,1384777.8,1278268.4,2093638.2,2332268.5,2665994.5,2423883.5,
