row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,NEG_D5-227-C2-a_Run248.mzML Peak area,NEG_D5-227-C2-c_Run254.mzML Peak area,NEG_D5-227-C2-b_Run251.mzML Peak area,Yeast_HE_D5-Ctrl_a_neg_20190515_Run37.mzML Peak area,Yeast_HE_D5-Ctrl_b_neg_20190515_Run40.mzML Peak area,Yeast_HE_D5-Ctrl_c_neg_20190515_Run43.mzML Peak area,
646,495.25702657487926,8.966552,,,,8,,,,,,,2874733.8,2650605.0,2339322.2,0,0,0,
686,495.31454044140446,10.011861,,,,15,,,,,,,1250534.6,1397297.2,1239125.8,0,0,0,
687,496.317169828599,10.011864,,,,15,,,,,,,453145.56,505498.2,456056.47,0,0,0,
338,501.3756984359947,7.693373,,,,,,,,,,,0,0,0,156947.27,396286.84,331307.38,
156,517.251751806575,5.8064632,,,,,,,,,,,0,0,0,538624.25,740317.6,575078.3,
248,517.3707715809243,7.100826,,,,,,,,,,,0,0,0,284214.75,526698.3,470688.94,
725,520.909760767741,10.234913,,,,47,,,,,,,861080.6,922914.5,898878.2,0,0,0,
636,523.3456458105094,8.963059,,,,9,,,,,,,389625.34,391771.1,235419.1,0,0,0,
195,532.2584329986673,6.1633296,,,,27,,,,,,,0,0,0,607117.8,405210.72,584279.44,
176,532.2585436549965,6.0697036,,,,,,,,,,,0,0,0,517858.97,339406.1,506841.6,
146,535.2087518594177,5.675162,,,,4,,,,,,,0,0,0,541581.44,869413.3,919714.56,
680,537.3945416316805,9.792009,,,,,,,,,,,0,0,0,400313.9,347149.06,513985.62,
339,545.4019988972664,7.6873593,,,,,,,,,,,0,0,0,117346.766,310210.44,267886.2,
572,546.4303041562645,8.706692,,,,,,,,,,,0,0,0,2547870.2,3230274.2,2132130.0,
325,557.2811631256553,7.5483365,,,,16,,,,,,,0,0,0,396491.6,395436.16,506449.12,
355,557.2811796480471,7.754172,,,,35,,,,,,,0,0,0,601270.94,558752.3,676706.5,
73,561.2514435068175,3.9994957,,,,,,,,,,,0,0,0,252184.88,131366.05,417414.56,
247,561.3969075903484,7.0983253,,,,,,,,,,,0,0,0,262653.78,500088.03,461249.0,
551,562.4250970434375,8.597819,,,,,,,,,,,0,0,0,238766.05,306745.84,392646.94,
174,563.2381371360522,6.0069594,,,,,,,,,,,0,0,0,384757.25,374614.94,464846.44,
104,568.2962966602694,4.726814,,,,48,,,,,,,0,0,0,768481.94,756033.0,653115.9,
105,573.2517296466691,4.730375,,,,48,,,,,,,0,0,0,4522530.0,4588901.5,4186200.5,
232,577.3608798935921,6.8606095,,,,,,,,,,,0,0,0,1099165.6,798815.75,1054404.8,
471,579.2631320410602,7.902227,,,,40,,,,,,,0,0,0,866906.25,837409.8,983598.94,
353,579.2632261968623,7.7524066,,,,35,,,,,,,0,0,0,3367377.5,3199290.0,3899239.5,
321,579.2632567690429,7.544756,,,,16,,,,,,,0,0,0,2684396.0,2711241.5,3485227.0,
675,587.4643569184577,9.619409,,,,25,,,,,,,0,0,0,1608323.6,1162991.4,818069.2,
719,588.8974292725702,10.233125,,,,47,,,,,,,587673.56,600509.8,589687.2,0,0,0,
707,589.4798003164696,10.201351,,,,26,,,,,,,0,0,0,3322679.2,3077128.5,2157884.0,
281,590.3645236940177,7.3712487,,,,6,,,,,,,489896.06,477032.03,438765.03,0,0,0,
244,605.4230168118698,7.088964,,,,,,,,,,,0,0,0,216554.72,424936.44,397836.62,
676,613.422513290181,9.624803,,,,25,,,,,,,0,0,0,8090862.0,6477231.0,7746319.0,
712,615.4952123864641,10.212185,,,,26,,,,,,,0,0,0,847147.75,914513.8,969591.4,
521,617.417030894228,8.292018,,,,,,,,,,,0,0,0,240920.62,285782.78,367754.25,
171,629.3108983350176,5.9906135,,,,,,,,,,,0,0,0,434086.2,271733.2,435374.4,
203,629.3109194068344,6.2443423,,,,,,,,,,,0,0,0,411784.16,248855.86,408828.3,
159,631.3265839461789,5.879051,,,,,,,,,,,0,0,0,1050586.8,821282.8,1042287.9,
115,649.3063315016407,5.233812,,,,18,,,,,,,0,0,0,1071198.9,881551.06,1451975.6,
243,649.4492591009998,7.087152,,,,,,,,,,,0,0,0,162212.48,329316.28,313677.72,
694,663.4534509872902,10.094956,,,,51,,,,,,,0,0,0,1568897.5,1552794.9,1554554.9,
116,666.333021191805,5.233812,,,,18,,,,,,,0,0,0,998123.44,802883.44,1186714.6,
403,668.6181854932619,7.7964935,,,,,,,,,,,0,0,0,131048.17,325896.25,400592.38,
206,671.2879214941253,6.2532525,,,,,,,,,,,0,0,0,219836.03,233972.44,249598.16,
117,671.2884327471825,5.235589,,,,18,,,,,,,0,0,0,1.0904982E7,9207097.0,1.3314125E7,
530,675.675410754002,8.348712,,,,,,,,,,,0,0,0,199077.45,422496.22,288511.2,
695,685.4354246886459,10.094956,,,,51,,,,,,,0,0,0,1.5361326E7,1.411675E7,1.3868548E7,
730,686.4767864655088,10.279831,,,,,,,,,,,427706.66,652779.75,428066.38,0,0,0,
522,686.4769400279774,8.290105,,,,,,,,,,,1608758.0,2270339.5,1411375.2,0,0,0,
83,689.2987457687535,4.503069,,,,,,,,,,,0,0,0,553162.1,431136.62,874201.06,
715,690.5060326357994,10.226673,,,,,,,,,,,0,0,0,366437.78,355409.12,380627.47,
487,690.5064403516354,8.207577,,,,,,,,,,,0,0,0,3554107.8,1408355.6,1716797.9,
670,693.4406460123272,9.164762,,,,32,,,,,,,945630.75,931039.44,864924.0,0,0,0,
184,697.2628922420736,6.1017194,,,,10,,,,,,,0,0,0,882939.06,2269270.2,1110335.6,
559,698.9111078940256,8.6288185,,,,,,,,,,,1069075.4,1064144.4,1119045.2,0,0,0,
696,708.5107988655681,10.094956,,,,51,,,,,,,0,0,0,764150.0,797242.3,780993.2,
497,712.4884094890966,8.22265,,,,,,,,,,,0,0,0,1524847.8,185058.81,564535.9,
308,716.5220917223219,7.371391,,,,,,,,,,,0,0,0,258066.17,1509334.6,262936.12,
729,716.5228673200357,10.261215,,,,26,,,,,,,609026.3,624212.3,607074.8,2931099.2,2491337.8,1060819.6,
535,716.5230051923976,8.338057,,,,,,,,,,,167436.3,250751.69,298667.56,2342433.8,242027.98,439808.1,
483,716.5239944091014,8.080907,,,,,,,,,,,3904846.5,2610561.0,2967649.0,0,0,0,
191,719.2449798451248,6.105232,,,,10,,,,,,,0,0,0,5666258.0,1.0464346E7,6753778.5,
697,726.4615888554732,10.094956,,,,51,,,,,,,0,0,0,1458831.4,1490331.4,1479277.5,
464,730.5377010511397,7.944832,,,,,,,,,,,0,0,0,2663547.5,204582.55,203609.03,
693,736.5418309796329,10.093154,,,,,,,,,,,0,0,0,445496.5,484503.8,489708.22,
538,738.5037781420932,8.40622,,,,,,,,,,,0,0,0,1407809.5,189471.67,333868.6,
713,738.5037846431045,10.215806,,,,26,,,,,,,0,0,0,1247813.9,990230.25,1094689.1,
410,740.4044308812496,7.8347497,,,,,,,,,,,0,0,0,519320.3,163949.23,534845.44,
351,740.40447341953,7.741695,,,,,,,,,,,0,0,0,656183.7,376628.03,731991.75,
692,743.615602587645,10.035182,,,,,,,,,,,0,0,0,1837562.8,1158102.0,1080965.8,
506,752.519673806771,8.21725,,,,1,,,,,,,0,0,0,664969.75,443000.44,639587.6,
468,752.5196827051897,7.8985553,,,,40,,,,,,,0,0,0,5045745.5,824222.5,733279.56,
690,771.6468139894628,10.027153,,,,,,,,,,,0,0,0,3348006.2,1932172.8,1818407.0,
446,780.5510345435047,7.875206,,,,40,,,,,,,0,0,0,524300.3,586630.3,463874.03,
301,780.5510667585621,7.3749623,,,,5,,,,,,,0,0,0,354461.75,497442.28,409024.62,
383,782.5660656482981,7.7697563,,,,7,,,,,,,0,0,0,267284.34,309090.8,405387.88,
461,782.5661152843063,7.878798,,,,40,,,,,,,0,0,0,663917.5,651856.5,836470.9,
306,782.5661703537693,7.3767514,,,,5,,,,,,,0,0,0,385619.3,462327.5,619732.06,
462,808.5823127003488,7.878798,,,,40,,,,,,,0,0,0,466998.12,482550.6,620544.4,
463,810.5971516480876,7.8734264,,,,,,,,,,,0,0,0,417331.88,667023.6,445068.88,
659,823.6788475798435,8.975835,,,,,,,,,,,0,0,0,1.984336E7,3.8034332E7,3.4571148E7,
498,825.693959513565,8.21544,,,,,,,,,,,0,0,0,503529.84,367237.78,443980.25,
640,827.7095621789636,8.964788,,,,,,,,,,,0,0,0,0,2831852.0,3174166.8,
511,851.7096907886804,8.21725,,,,1,,,,,,,0,0,0,1333924.0,1856737.5,2629098.2,
654,851.7097523173774,8.968651,,,,63,,,,,,,0,0,0,4.744277E7,3.584264E7,4.3310576E7,
689,853.722853979632,10.018025,,,,,,,,,,,0,0,0,50672.434,2.926701E7,3.1912024E7,
643,879.7404074441138,8.964788,,,,,,,,,,,0,0,0,0,1694077.5,2082753.4,
677,879.740791094875,9.633523,,,,,,,,,,,0,0,0,0,1.5525624E7,1.6684394E7,
149,887.38775648531,5.677178,,,,4,,,,,,,0,0,0,1196454.2,1040328.06,1421480.6,
127,917.3812784436769,5.430351,,,,52,,,,,,,0,0,0,682053.44,563541.94,722467.9,
