row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,2024_POS_CC_2_Run47.mzML Peak area,2024_POS_CC-VPA_1_Run26.mzML Peak area,2024_POS_CC_3_Run61.mzML Peak area,2024_POS_CC_1_Run20.mzML Peak area,2024_POS_CC-VPA_3_Run76.mzML Peak area,2024_POS_CC-VPA_2_Run35.mzML Peak area,
138,320.17026435554794,3.2860575,,,,,,,,,,,36998.15,38441.477,42043.977,44587.94,39767.676,55710.51,
155,320.1702827236064,3.7532413,,,,,,,,,,,54729.83,55141.242,52197.117,70265.625,51065.285,63683.586,
161,320.1703347067316,4.3194394,,,,93,,,,,,,4979478.0,5155798.5,4532468.0,6276044.5,4731913.5,6180318.5,
160,321.173820963218,4.3195095,,,,,,,,,,,756909.06,740845.2,690009.6,944117.44,714522.1,939297.75,
36,323.1132721475506,0.36620054,,,,56,,,,,,,747296.75,766273.5,720290.3,802246.44,744198.5,737805.8,
162,325.12565281580856,4.3180847,,,,93,,,,,,,478547.88,593595.0,467068.2,694140.5,532366.6,716697.2,
32,325.12887679318237,0.3637598,,,,56,,,,,,,933909.3,920753.3,901709.6,976999.25,935160.94,893550.5,
609,328.3208780583099,7.7367725,,,,,,,,,,,87575.086,89358.375,164891.4,221520.3,224423.88,103002.59,
240,328.3209509957862,5.7985497,,,,,,,,,,,282155.47,299355.0,379713.75,492394.56,416775.6,416947.4,
243,330.3366398139842,5.814033,,,,,,,,,,,316919.5,340633.22,427820.44,414269.56,427554.9,501890.3,
262,331.2300606986992,6.2703896,,,,,,,,,,,164758.45,208965.69,221493.52,254930.7,306705.4,334325.75,
681,331.26308103596654,7.8392124,,,,115,,,,,,,115897.48,141064.3,223915.17,394843.62,440764.2,250910.1,
554,331.26329809599764,7.643114,,,,,,,,,,,20257.5,53963.54,169734.66,245693.8,240613.64,210181.66,
506,331.2638424064291,7.512051,,,,,,,,,,,4607.492,33681.92,52967.832,276439.2,177134.53,46417.36,
539,333.2399538422808,7.59251,,,,,,,,,,,167819.62,109745.09,343585.44,203601.39,288317.44,172473.67,
403,336.31078114646397,7.1787972,,,,114,,,,,,,746945.94,755818.5,849423.06,1076857.8,705344.0,1384082.5,
392,336.3258534545148,7.1247573,,,,113,,,,,,,651802.1,431363.72,741881.56,575735.6,628526.2,465967.38,
552,336.32595101853207,7.6160207,,,,38,,,,,,,154349.2,101930.97,286090.5,221122.31,264740.6,157012.28,
913,336.3259793246357,8.10484,,,,16,,,,,,,297971.06,164661.88,692998.4,232209.97,278711.12,207501.56,
747,338.3416461267389,7.8799825,,,,63,,,,,,,91675.734,96971.586,177680.81,211391.6,182448.53,81391.07,
1109,338.34171368047646,8.409251,,,,92,,,,,,,1.3413997E7,7172628.5,2.3003376E7,9188508.0,1.2622257E7,1.0409312E7,
272,339.2889702277999,6.3025813,,,,20,,,,,,,53475.543,93342.94,86666.98,103611.766,108115.31,89357.02,
577,339.2891600871033,7.6820273,,,,80,,,,,,,254325.5,348996.72,403657.6,485049.84,490539.2,412657.38,
547,339.2891917359015,7.6129174,,,,18,,,,,,,178300.7,233654.72,356638.62,405750.5,406376.12,353346.97,
1101,341.28370948526344,8.404645,,,,82,,,,,,,391172.62,500073.38,594376.56,452829.72,524053.84,717976.06,
442,341.2838693987086,7.33177,,,,35,,,,,,,72023.01,90084.67,302947.22,148989.78,217250.58,211899.45,
463,341.2838706930293,7.4069653,,,,,,,,,,,150291.23,178342.97,693452.8,252910.94,373741.16,339187.9,
346,344.31580027707537,6.90325,,,,15,,,,,,,112735.77,286142.6,233324.95,189733.34,218722.12,248493.25,
370,344.31580204860893,7.0235596,,,,,,,,,,,573794.6,475299.06,693636.2,710996.5,774629.4,730122.94,
245,345.2400176270758,5.8944893,,,,,,,,,,,41311.836,55895.0,78309.86,64729.598,77053.5,101567.28,
248,345.24005077086457,6.0124583,,,,,,,,,,,58890.273,73148.516,104296.234,87260.39,96306.3,119849.805,
355,345.24227930291573,6.8837605,,,,,,,,,,,127509.03,224709.06,174419.52,271584.16,300521.9,431923.47,
638,347.31540600014984,7.7818017,,,,,,,,,,,88954.31,356431.1,146343.52,386420.4,127681.75,150382.95,
421,352.32086344896703,7.2814407,,,,,,,,,,,1089660.0,825288.9,1998155.9,1369743.5,1677166.4,1097130.9,
935,352.32086581859363,8.140313,,,,,,,,,,,153215.78,184476.84,335402.06,592761.4,572873.94,474999.56,
291,353.2685037422084,6.459545,,,,34,,,,,,,922546.44,1478455.6,1814663.9,1521326.8,1823047.2,2120980.8,
420,353.32435814566634,7.2777104,,,,,,,,,,,243778.39,166747.62,425478.6,305652.6,360989.94,97912.94,
549,354.3365281309137,7.6022267,,,,38,,,,,,,470990.53,333108.84,911739.0,714735.6,851578.4,449929.75,
642,356.3157744016205,7.792991,,,,,,,,,,,339723.6,347381.5,954438.8,1345794.0,1606752.0,1031210.25,
963,356.352173631481,8.228922,,,,53,,,,,,,369992.7,448125.5,517448.25,585957.8,576639.56,461020.1,
247,356.3521996641164,5.9522967,,,,,,,,,,,141983.44,155408.44,185759.89,199470.02,211283.28,245010.0,
558,357.27865996635757,7.6537538,,,,,,,,,,,724204.25,849372.0,1662623.6,1032303.94,1570993.8,1688025.4,
369,357.2789100430335,7.030564,,,,,,,,,,,27843.951,28170.129,59145.8,45351.29,84731.305,113675.52,
576,357.2997399086114,7.6820273,,,,80,,,,,,,687453.44,896235.94,1011366.5,1156175.1,1208242.0,1065044.0,
546,357.2997951215066,7.5990715,,,,18,,,,,,,598495.56,612862.3,909195.06,1010971.06,1034453.9,932562.9,
312,358.2738921825781,6.655394,,,,27,,,,,,,877293.44,692284.4,819912.5,1072762.2,896920.56,947543.3,
261,358.36783652848294,6.245058,,,,107,,,,,,,692833.2,491988.34,1627111.8,661248.3,1057669.9,928472.3,
18,362.92617548320095,0.33960533,,,,28,,,,,,,354759.38,348110.12,330304.72,369470.1,320094.84,369967.72,
1599,362.9262232202225,10.271415,,,,70,,,,,,,201214.08,179489.28,211012.69,348351.3,222785.75,157513.22,
408,363.3103719298979,7.1874433,,,,10,,,,,,,262229.12,301904.03,303541.25,368717.9,213817.42,413874.06,
57,364.1397627704068,0.38247147,,,,56,,,,,,,2164893.5,2308258.0,2238666.2,2303672.0,2209185.8,2158760.0,
164,364.1964697775188,4.3990345,,,,,,,,,,,402542.47,415860.03,407481.97,492407.03,402804.62,496726.34,
639,364.3420148373206,7.7826943,,,,21,,,,,,,231243.25,886660.4,339089.28,946921.4,321728.3,384089.84,
301,365.13578208971086,6.545119,,,,,,,,,,,296426.28,394162.03,462507.6,522036.38,469984.88,472362.9,
368,366.29773173408034,7.0232453,,,,,,,,,,,43550.01,0,40414.9,48060.08,52170.164,0,
345,366.29781976420736,6.903251,,,,,,,,,,,21781.145,51446.78,54410.164,48916.566,57084.707,44670.902,
417,366.30000812785084,7.2710814,,,,,,,,,,,178060.16,182904.1,372269.3,437725.12,458652.7,284681.47,
1282,366.30006517012976,8.722183,,,,74,,,,,,,52076.996,54981.594,78970.68,69340.875,75714.23,71952.46,
906,366.3364287006693,8.093518,,,,16,,,,,,,149833.12,189068.36,315680.12,574569.2,623979.4,518593.47,
975,366.3364531346734,8.263822,,,,52,,,,,,,142250.89,184244.47,303253.84,518461.38,576029.94,518121.97,
1296,366.37285679817256,8.758183,,,,,,,,,,,549530.75,607815.9,1054200.5,753597.6,923246.25,798461.0,
255,371.2741363717782,6.1718516,,,,,,,,,,,451548.53,543648.94,715216.4,712887.75,935147.8,925230.94,
237,371.27415045688576,5.68993,,,,,,,,,,,294413.38,344421.88,455190.56,415180.28,582830.06,630800.75,
217,371.2741783317454,5.5651507,,,,,,,,,,,420440.84,498624.75,617121.25,591540.94,730627.3,764113.5,
201,371.27418121181853,4.9975414,,,,,,,,,,,30918.408,34476.098,60613.79,56089.42,72329.586,67971.35,
296,371.279012639898,6.473812,,,,34,,,,,,,502538.06,771132.8,946421.2,807974.25,1004060.06,1159424.0,
1135,371.3153781301715,8.45626,,,,,,,,,,,120487.09,116539.64,123839.734,231329.11,113010.78,114137.11,
66,372.19006369613584,0.38573492,,,,56,,,,,,,1231703.9,1257673.0,1170946.1,1384058.9,1307560.2,1043255.06,
422,374.3027311691962,7.286148,,,,,,,,,,,212531.94,135710.75,766498.25,566049.75,679295.75,222495.25,
265,374.36267351125224,6.273333,,,,,,,,,,,276921.25,10652.463,699012.5,78463.32,256460.72,62763.17,
45,376.1420866225028,0.37677673,,,,56,,,,,,,815946.3,836517.2,805061.2,887185.75,783026.0,830761.0,
394,376.3182946710569,7.132466,,,,,,,,,,,87214.06,27639.81,100581.2,77708.94,87492.22,10662.445,
541,376.31857409888124,7.5980344,,,,,,,,,,,139788.05,73416.58,422823.75,420608.1,466424.66,122893.42,
50,377.1454357625136,0.3784039,,,,56,,,,,,,6921927.5,7080169.5,6748111.0,7296857.5,6749263.0,7034530.5,
565,379.2817005760285,7.682888,,,,,,,,,,,52729.035,58244.754,192671.88,472827.22,403227.8,112527.484,
409,380.33687243329604,7.1874433,,,,10,,,,,,,837024.4,926510.44,890971.0,1153680.1,646742.94,1246538.2,
882,381.3361533889203,8.063907,,,,17,,,,,,,412930.94,511084.25,833076.3,693158.56,757378.25,695832.94,
407,384.3470121418047,7.1845803,,,,10,,,,,,,164877.11,115384.3,148110.97,156524.22,158905.75,100093.33,
748,384.34701356030513,7.8818793,,,,63,,,,,,,205370.1,245986.69,346804.84,459671.3,429613.56,231346.47,
966,384.34705746999634,8.241479,,,,125,,,,,,,867564.94,1029598.2,1210263.9,1441836.2,1691028.5,1473091.1,
513,386.3263343907297,7.5190563,,,,66,,,,,,,1643352.6,1175998.1,3279685.0,4164666.2,3926659.8,2275124.8,
473,386.3263413005108,7.42851,,,,94,,,,,,,1464718.6,1143037.6,2726730.8,2564700.5,2819329.2,1629646.2,
210,387.1800974267107,5.20504,,,,129,,,,,,,353825.66,328015.44,350158.44,435207.62,329565.16,695663.06,
511,387.3297586714866,7.5190563,,,,,,,,,,,380591.6,266471.97,777847.56,997254.4,940621.25,535601.2,
472,387.329760060001,7.473877,,,,,,,,,,,338732.34,260943.62,482456.12,590459.25,670805.75,391199.7,
1126,391.2841353051758,8.436002,,,,31,,,,,,,304574.9,293929.06,359957.03,385389.1,308015.5,325793.34,
641,391.3415676075312,7.784739,,,,,,,,,,,73833.375,300618.47,113458.22,268995.4,100636.07,127396.336,
172,392.191388014629,4.5623174,,,,,,,,,,,2131720.2,2116573.5,2003049.5,2679363.2,1954955.0,2758971.2,
294,393.26100628910285,6.4666085,,,,34,,,,,,,866359.3,1271304.6,1495963.1,1339754.4,1475334.2,1577677.8,
158,394.2221573389245,4.152302,,,,,,,,,,,262886.66,309372.62,301948.3,340853.97,336049.72,590222.4,
268,395.2766021368736,6.300632,,,,20,,,,,,,230807.28,321349.7,355762.3,382773.7,405926.7,454919.97,
326,395.27670800181795,6.7538877,,,,,,,,,,,29983.357,55800.57,41791.73,41471.047,91185.02,174071.55,
1125,397.3098525023991,8.433234,,,,31,,,,,,,211822.95,319374.6,272479.53,391759.78,460108.16,527249.75,
645,397.3098612331541,7.8086205,,,,,,,,,,,362768.6,459787.16,1146602.5,1352729.9,1588458.2,737417.4,
518,397.309866081487,7.543904,,,,,,,,,,,96494.04,149756.31,483759.84,311417.0,367762.56,269101.5,
928,397.3098917426642,8.131007,,,,,,,,,,,82259.57,130768.555,262370.88,117020.88,128767.48,204881.86,
477,397.3099101272225,7.4830613,,,,,,,,,,,44601.594,78878.77,302776.25,149476.98,193362.83,139488.33,
200,398.2300156260894,4.9918036,,,,,,,,,,,584495.2,818093.4,932737.4,986272.94,1056301.2,940791.1,
205,398.2300612135022,5.1018124,,,,,,,,,,,2135922.0,2927551.0,3356334.2,3267316.8,3629478.0,2997788.5,
313,398.26632884997593,6.6581626,,,,27,,,,,,,330661.7,265920.84,344556.2,465436.38,404283.97,412869.4,
1056,399.32558333773295,8.326827,,,,,,,,,,,95484.86,330443.2,202119.6,804269.5,468817.62,460219.5,
303,400.3055287356956,6.594316,,,,,,,,,,,251977.0,355622.2,413622.84,451328.5,457974.75,540596.2,
398,403.23235026012634,7.1632037,,,,,,,,,,,219683.12,184530.2,255793.48,337880.7,262265.2,247618.39,
880,403.31807456533505,8.06211,,,,17,,,,,,,402475.53,385924.88,902862.94,1078867.5,1005833.25,601891.44,
211,404.20658713366885,5.20504,,,,129,,,,,,,363168.97,352137.88,337792.12,452540.28,347458.66,732672.2,
1136,405.3513462994852,8.455345,,,,55,,,,,,,473054.38,631007.1,804948.44,572655.3,553919.94,719838.4,
419,406.2924136901765,7.2837634,,,,,,,,,,,67993.055,59267.13,323153.88,430585.75,424142.7,95561.36,
739,406.3289157700189,7.862804,,,,,,,,,,,79709.7,88194.67,238369.4,367358.88,307840.6,57921.28,
405,406.3289720973026,7.183287,,,,,,,,,,,34921.625,17397.416,71314.39,85696.21,77606.26,13266.749,
973,407.36700753611575,8.257447,,,,,,,,,,,808136.44,1093796.1,1208230.9,1312108.0,1379304.6,1572274.6,
1100,407.36729424006694,8.402629,,,,82,,,,,,,218214.67,283123.06,222046.53,365067.12,345845.34,325980.94,
169,408.22260229822376,4.471065,,,,,,,,,,,495124.94,422492.84,503237.3,523569.12,501148.97,567916.2,
471,408.3082343312042,7.427292,,,,94,,,,,,,304561.22,209317.34,912911.5,1170040.1,1164146.2,333910.4,
516,408.30823538192044,7.52515,,,,66,,,,,,,313104.75,130896.47,826013.06,1356490.4,1246610.2,360933.97,
672,408.3082745573204,7.838421,,,,115,,,,,,,558628.6,63954.004,3194186.8,235525.6,733139.8,273856.12,
612,408.30904922178814,7.7404766,,,,43,,,,,,,172722.94,4477.946,1128635.8,58458.47,70502.92,38972.348,
640,408.3680872846206,7.7847614,,,,21,,,,,,,345319.7,1455020.1,487522.34,1300045.6,479784.16,588074.25,
665,409.3117256338125,7.8367724,,,,,,,,,,,128534.63,13373.452,768507.56,49835.215,174781.67,51659.445,
1243,410.3989937535239,8.659871,,,,39,,,,,,,279227.16,338338.2,657681.0,415172.94,414630.3,340971.7,
171,412.24567881095817,4.5519805,,,,,,,,,,,35457.67,35660.13,43226.742,38495.562,42937.93,46685.75,
208,412.24568929955353,5.168257,,,,,,,,,,,358331.8,409854.38,528420.25,484739.34,536890.7,480438.62,
203,412.24579421548145,5.062456,,,,,,,,,,,80857.24,84752.97,115685.586,122609.53,140989.52,115791.7,
636,413.3048058440756,7.778935,,,,21,,,,,,,145554.78,274615.9,510506.16,607426.56,741741.3,569103.0,
224,415.2112788691482,5.638269,,,,84,,,,,,,2188887.2,1659606.8,1995079.8,2142358.5,1911662.1,1916317.9,
1268,421.34630261460705,8.600907,,,,,,,,,,,138438.53,271313.8,682311.2,152518.4,65649.055,464605.1,
1079,421.3463153034451,8.331379,,,,,,,,,,,146966.75,218329.42,399646.84,122675.49,291164.84,467708.66,
551,421.3464023708511,7.6319947,,,,,,,,,,,79389.73,94043.74,1046938.8,315948.12,485853.84,925397.56,
740,421.34642127929425,7.8676124,,,,,,,,,,,19657.941,37045.883,318949.12,207201.55,200672.03,239329.8,
543,422.3630495212578,7.597634,,,,18,,,,,,,277439.25,265541.16,562340.06,623162.25,777069.8,538672.94,
980,422.3633309288063,8.267863,,,,52,,,,,,,97363.21,155271.73,150519.53,204138.28,210175.6,185756.16,
440,423.3618695194773,7.3049455,,,,,,,,,,,24425.902,45608.008,250685.66,115329.93,151235.02,148639.1,
1132,423.3619797248198,8.450018,,,,55,,,,,,,7187734.5,9204350.0,1.124319E7,8343722.0,8072514.5,1.0839462E7,
1236,423.36209144199825,8.6529665,,,,103,,,,,,,189524.84,288525.88,585231.9,273026.3,348289.8,363412.66,
914,423.3621800380793,8.106524,,,,16,,,,,,,317348.06,410715.25,595398.2,521741.78,549423.06,618815.56,
411,424.36308832512606,7.1929746,,,,10,,,,,,,639587.7,801585.2,662524.44,984443.8,540659.94,916071.4,
1130,424.365290136243,8.445229,,,,55,,,,,,,1954439.6,2939126.8,2814709.0,2727950.2,2643607.8,3485144.8,
1094,425.3775874693503,8.3704195,,,,,,,,,,,76427.586,256626.4,61023.426,209571.05,335493.78,203798.53,
998,425.3776958317683,8.280235,,,,52,,,,,,,765508.25,896491.06,1052905.4,1488715.8,1208892.0,1590776.1,
1272,425.37771722980233,8.699928,,,,,,,,,,,430001.94,456442.06,819701.2,556802.3,613754.25,570972.7,
1157,425.37834892290476,8.497016,,,,40,,,,,,,381345.12,568855.9,513181.0,738976.5,761139.8,679378.25,
235,426.26132065563297,5.663744,,,,,,,,,,,2512296.8,3673912.8,4075763.8,3733901.2,4492445.5,3986110.5,
216,426.2613615018661,5.5544224,,,,,,,,,,,571551.94,825649.06,960616.5,932896.2,1048641.8,990351.9,
206,426.26142857989953,5.107386,,,,,,,,,,,87180.02,135088.9,172563.95,185890.55,207881.66,166436.64,
212,426.2614407484139,5.212688,,,,129,,,,,,,158632.94,269163.16,321417.06,334620.34,354513.12,296521.5,
610,430.33129706800213,7.785176,,,,,,,,,,,88751.43,152962.12,209019.17,305707.16,374756.47,286051.66,
650,430.33130334420304,7.8274403,,,,,,,,,,,131761.84,227234.3,284935.0,331523.5,406779.9,343920.0,
752,430.3313155674653,7.8640656,,,,96,,,,,,,126735.445,219113.92,264409.97,340615.84,384080.5,265676.34,
19,430.9134417635169,0.33960533,,,,28,,,,,,,363586.53,353113.3,334188.78,388254.56,323349.75,372951.22,
1601,430.9135356570951,10.271651,,,,70,,,,,,,180857.47,157662.25,179747.08,328403.9,211342.67,130869.41,
225,432.23778273722314,5.639305,,,,84,,,,,,,2528331.0,1932678.6,2266384.0,2571387.0,2283824.2,2261529.8,
46,436.1823096871063,0.37677673,,,,56,,,,,,,330357.44,347406.97,326827.9,367454.34,316318.28,337842.62,
918,437.341196516328,8.108874,,,,16,,,,,,,404367.16,555285.06,851442.06,567032.1,667774.44,974360.44,
755,437.34120005983453,7.918384,,,,,,,,,,,1107578.8,1476239.9,3145520.2,1729054.0,2517903.8,3133848.0,
602,437.3412322914333,7.717337,,,,,,,,,,,100028.9,126951.625,343678.66,151145.2,225833.81,274906.66,
43,438.19820216360046,0.37514937,,,,56,,,,,,,354085.03,386174.25,371347.72,395484.38,358826.78,387079.34,
1361,439.3180220703496,8.992728,,,,,,,,,,,62192.89,85281.734,74920.31,102558.414,98369.24,74550.11,
1014,439.3180516919094,8.286746,,,,,,,,,,,24672.148,159611.83,114231.58,526562.6,343403.12,174650.88,
1267,439.35679180105603,8.693168,,,,50,,,,,,,941406.3,1082243.2,2261804.5,948397.75,1299479.6,1668788.6,
1202,439.35680042526764,8.594184,,,,32,,,,,,,3568411.5,4439502.5,8882173.0,4629135.5,5573954.0,6904755.0,
1071,439.35685123143776,8.324454,,,,52,,,,,,,997776.0,1186978.0,2108736.8,1188419.9,1326238.4,1782525.2,
562,439.3569481987818,7.646707,,,,,,,,,,,545851.0,650529.56,1135547.6,395501.66,717470.9,862589.4,
902,439.35726847607185,8.076825,,,,0,,,,,,,446424.53,568419.56,735044.75,661121.1,404998.88,1046961.3,
202,440.2770121252109,5.0305614,,,,,,,,,,,1602689.8,2367295.2,2627320.8,2661892.5,2984190.5,3367184.0,
239,440.27702106765736,5.74176,,,,,,,,,,,109346.3,133795.95,163653.4,172403.81,202418.56,174552.25,
207,440.27704219290484,5.1436048,,,,,,,,,,,6154331.5,9154918.0,9456741.0,8193631.5,9834457.0,1.1620478E7,
293,440.357815136055,6.4613576,,,,133,,,,,,,96390.3,100750.93,85232.69,99839.71,103366.8,94146.64,
1066,440.3591879685841,8.331656,,,,,,,,,,,228628.97,284742.62,567331.6,238984.17,378453.38,511137.25,
1201,440.3600446863768,8.597603,,,,32,,,,,,,1039965.1,1467200.4,2953863.2,1473780.0,1808563.1,2235238.5,
1269,440.3601041494269,8.648913,,,,,,,,,,,312463.78,353280.53,1514669.1,321094.9,620032.25,827188.4,
542,440.37344930954515,7.597651,,,,18,,,,,,,2368003.8,2308213.2,4699214.5,5187358.5,6443792.5,4497334.5,
968,440.37451973636,8.246239,,,,65,,,,,,,76741.016,127380.95,128049.02,148975.5,171857.17,203703.4,
787,440.37500148045575,7.9386044,,,,81,,,,,,,44356.754,86899.99,136598.75,222503.28,224081.92,138523.2,
1123,440.4093638692735,8.43048,,,,31,,,,,,,72822.44,77056.484,77957.945,96962.7,97129.54,97851.305,
276,440.4095492177569,6.303622,,,,20,,,,,,,553853.75,379925.84,567721.44,574250.06,511476.4,562349.3,
1347,441.372552083878,8.923055,,,,,,,,,,,223299.62,263192.88,551525.2,256751.81,387657.78,309731.0,
1140,441.3726891846888,8.458159,,,,55,,,,,,,2296192.8,2932728.0,2993093.0,2855922.0,3177929.2,4003462.2,
1185,441.37271750617725,8.54869,,,,33,,,,,,,847203.44,1028019.2,1280604.9,1095108.1,1133616.1,1349234.6,
911,441.3728150533988,8.10392,,,,16,,,,,,,544543.94,843934.25,1008499.6,1150385.9,1332565.9,1305348.8,
1240,441.3728222015682,8.656961,,,,39,,,,,,,198652.36,292893.9,701892.44,345154.12,461640.03,443092.88,
722,441.3729012658132,7.8523755,,,,115,,,,,,,231986.4,376434.1,710376.06,682252.8,1156981.9,878281.7,
970,441.37308286274265,8.252812,,,,,,,,,,,314474.9,365770.0,580756.2,447964.94,453482.2,532210.06,
550,441.3765634145168,7.597908,,,,,,,,,,,714873.0,611391.44,1431813.4,1568938.6,1932325.5,1363999.6,
1138,442.3759392652557,8.454282,,,,55,,,,,,,684922.6,929394.94,975575.7,911248.7,1026186.94,1196277.0,
1178,442.37601960586034,8.531791,,,,33,,,,,,,285054.8,353144.5,986969.75,364225.88,389318.34,475988.5,
1241,442.3760367185907,8.659871,,,,39,,,,,,,40170.227,102227.61,231274.86,115724.42,150056.16,149415.75,
304,444.3317362089463,6.6094246,,,,,,,,,,,361575.25,527629.06,588816.3,650396.7,640747.25,750013.06,
223,446.2534865505709,5.6336193,,,,,,,,,,,348832.88,291509.84,299378.1,318903.28,275367.97,249585.34,
894,450.39385061830916,8.080459,,,,17,,,,,,,225199.3,303399.53,377372.06,393393.8,433715.75,437382.06,
637,452.39428601346526,7.7808185,,,,21,,,,,,,326636.16,1603478.9,462404.06,1250759.1,456503.66,566510.1,
260,454.2926150708479,6.2394867,,,,107,,,,,,,4988814.0,6514070.5,7518108.5,7430002.5,9112685.0,8115576.0,
253,454.29261674028277,6.126492,,,,106,,,,,,,761669.0,1071879.9,1232021.5,1216362.2,1377742.9,1366982.0,
861,455.3518471350549,7.997294,,,,,,,,,,,254669.05,338146.94,109440.42,1413812.9,1609596.2,1707625.2,
529,455.35209242371934,7.586687,,,,,,,,,,,81696.734,33289.45,519052.1,354719.75,275716.9,149645.02,
1209,456.3833553484432,8.61188,,,,32,,,,,,,5357704.0,6033047.0,1.4742351E7,6043915.0,7789511.0,9998699.0,
1270,456.3833661405997,8.696361,,,,50,,,,,,,1510824.6,1866698.1,3631810.5,1739140.1,2493178.0,3117541.0,
1183,456.4406020422925,8.536957,,,,,,,,,,,216657.03,264114.56,330364.6,323112.94,288578.28,288006.22,
1065,457.3674850057361,8.313838,,,,52,,,,,,,1278268.4,1992491.6,2332268.5,2423883.5,2749700.8,3148618.2,
898,457.3676733593695,8.082579,,,,17,,,,,,,560269.56,926818.6,1701654.2,932140.44,1152829.0,1261574.6,
771,457.36786017065964,7.9463906,,,,,,,,,,,168335.52,126748.016,358035.1,442087.97,466274.16,405620.38,
1214,457.38667697985403,8.608407,,,,,,,,,,,1154068.2,894728.1,4872091.0,1999824.0,2526733.5,3269405.2,
1170,458.39900946157917,8.513173,,,,22,,,,,,,2410780.0,3218250.5,3400642.8,3140011.5,3556005.8,4501279.0,
1341,458.39907393837694,8.908387,,,,,,,,,,,344839.53,410678.47,750331.75,472195.88,633221.25,589458.06,
1237,458.399356598846,8.653856,,,,103,,,,,,,271746.28,390784.16,839060.44,533003.6,668090.25,654361.4,
1160,459.40229725557447,8.510106,,,,,,,,,,,354962.12,437133.25,540858.94,439574.12,1172308.0,611233.3,
1283,460.4146866310488,8.720081,,,,74,,,,,,,2298081.0,2702378.8,4268172.0,3720438.0,4782069.0,4071851.5,
1200,460.4147227366925,8.575972,,,,51,,,,,,,38706.617,55634.71,78586.12,76097.36,85847.484,78864.66,
1210,461.33871145178796,8.612701,,,,32,,,,,,,2163825.8,2549320.5,4560566.5,2396388.8,3175296.8,3684513.2,
1262,461.3387557172439,8.687663,,,,50,,,,,,,458203.44,604259.94,1272191.2,627829.44,876342.75,1016985.1,
1281,461.41803817528626,8.719138,,,,74,,,,,,,755735.9,881427.94,1412568.4,1223257.2,1577815.9,1324125.0,
1265,462.34201561149615,8.611499,,,,,,,,,,,524304.0,582959.2,1875798.5,580138.5,594824.44,1185295.9,
537,462.3551333441815,7.595533,,,,18,,,,,,,1231984.8,822098.06,3284688.0,4464424.5,5239181.5,1955771.4,
1454,462.3553538238854,9.429174,,,,,,,,,,,0,0,25333.004,83990.55,28443.893,0,
1120,463.3544487633124,8.424722,,,,55,,,,,,,1324387.2,1643639.8,2240433.5,2008512.8,2253081.0,2529980.5,
1410,463.35450629381495,9.249803,,,,9,,,,,,,53495.438,80789.82,152102.44,157770.08,110398.97,110701.516,
1188,463.3547169046251,8.53871,,,,,,,,,,,107045.04,199201.9,173292.9,325484.75,146449.16,302475.47,
1245,463.3547270416343,8.662816,,,,39,,,,,,,144902.22,240398.17,411039.97,318584.56,500723.75,353558.03,
533,464.359550736714,7.6239853,,,,,,,,,,,17348.701,30336.332,118472.266,169385.81,187595.64,63330.758,
1368,465.3700436155177,9.00435,,,,102,,,,,,,338029.25,471353.9,586754.06,738496.9,625969.94,432102.03,
1005,465.3701115065107,8.283479,,,,52,,,,,,,132601.34,202428.22,231326.25,392581.62,402804.06,357865.6,
1279,465.3701744714999,8.716849,,,,74,,,,,,,159288.14,189533.08,389564.84,353757.53,426752.3,302150.4,
218,468.30821792686385,5.602186,,,,,,,,,,,162268.0,220519.97,256384.77,245384.17,285977.56,315047.97,
238,468.3082349193094,5.714348,,,,,,,,,,,755599.1,1130210.9,1152739.8,991197.1,1272224.4,1385017.2,
278,468.30827310372143,6.3264174,,,,,,,,,,,285673.25,316374.1,418912.16,406468.56,488303.97,441153.47,
258,468.308603694277,6.2176967,,,,,,,,,,,34357.6,32970.07,48692.25,51121.188,54641.93,51184.688,
412,468.3890976786813,7.1929746,,,,10,,,,,,,405666.6,605073.4,402769.6,724471.0,364837.94,570334.5,
613,468.40441559025936,7.7478433,,,,105,,,,,,,50176.215,66954.984,142252.48,133364.45,188802.75,110820.805,
891,468.40445147023433,8.077759,,,,17,,,,,,,2682661.0,3572702.5,4035036.2,4622277.0,5132526.5,5200103.0,
890,469.4078161381385,8.078697,,,,17,,,,,,,783807.75,1053008.0,1255284.2,1402957.6,1552239.1,1579955.8,
863,470.36276386799653,8.016849,,,,,,,,,,,239916.23,295768.62,567227.0,263511.53,426327.4,698683.0,
925,470.3627930564028,8.128837,,,,,,,,,,,1034309.06,1129995.9,1499249.1,948774.2,1496506.0,2485756.0,
1206,470.39902642672763,8.609725,,,,,,,,,,,121533.31,323332.84,607204.1,292740.94,195083.16,457793.5,
930,471.36588162199723,8.126885,,,,,,,,,,,111212.33,248568.44,225161.78,132039.78,163460.14,811511.8,
643,472.37841890294163,7.8153033,,,,,,,,,,,91551.64,188445.14,634548.75,418566.72,630521.1,700679.25,
1089,474.3939525166965,8.35662,,,,23,,,,,,,4264084.5,4118947.0,1.0853544E7,4060350.8,4824449.0,7882698.5,
871,474.3939693063653,8.0527,,,,0,,,,,,,1316269.4,2590387.2,3914781.5,3713629.5,3188426.5,5094535.5,
