row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,NEG_D5-227-C3-a_Run275.mzML Peak area,NEG_D5-227-C3-b_Run278.mzML Peak area,NEG_D5-227-C3-c_Run281.mzML Peak area,Yeast_HE_D5-Ctrl_a_neg_20190515_Run37.mzML Peak area,Yeast_HE_D5-Ctrl_b_neg_20190515_Run40.mzML Peak area,Yeast_HE_D5-Ctrl_c_neg_20190515_Run43.mzML Peak area,Unnamed: 19
212,220.11215041661774,6.3073406,,,,64.0,,,,,,,0.0,0.0,0.0,1028722.6,1579625.2,1622712.4,
392,221.17510545569192,7.7733307,,,,7.0,,,,,,,0.0,0.0,0.0,611463.44,323904.6,499227.66,
76,222.14644680556896,4.052981,,,,,,,,,,,0.0,0.0,0.0,555436.4,555364.0,540602.9,
673,222.8405325934209,9.058548,,,,,,,,,,,417843.25,344712.84,822481.25,0.0,0.0,0.0,
597,222.8405441796197,8.900052,,,,,,,,,,,842222.5,460464.53,1208586.0,0.0,0.0,0.0,
740,223.98820929510305,10.313156,,,,15.0,,,,,,,0.0,0.0,0.0,4378309.0,4126823.8,4118898.0,
837,225.02936185531175,10.545257000000001,,,,39.0,,,,,,,0.0,0.0,0.0,2080563.0,2297900.0,2227100.2,
146,225.09101887918732,5.675162,,,,23.0,,,,,,,0.0,0.0,0.0,1899133.2,2506728.2,2575933.2,
82,226.1801232543065,4.3745365,,,,48.0,,,,,,,0.0,0.0,0.0,138396.81,117282.11,127039.375,
346,226.18015194951082,7.696942,,,,66.0,,,,,,,0.0,0.0,0.0,1075306.4,582207.6,849377.25,
393,226.180159904128,7.7733307,,,,7.0,,,,,,,0.0,0.0,0.0,875251.06,477243.1,677584.6,
729,226.95139997858303,10.233948,,,,8.0,,,,,,,0.0,0.0,0.0,7775669.0,3827481.2,3718035.5,
691,226.95143402781295,9.937849,,,,,,,,,,,0.0,0.0,0.0,1343061.5,2297287.8,2240422.0,
100,227.96650453410732,4.688305000000001,,,,31.0,,,,,,,2091111.4,2059085.1,2128619.0,0.0,0.0,0.0,
394,228.1958483300781,7.7733307,,,,7.0,,,,,,,0.0,0.0,0.0,1119824.1,617810.2,886804.6,
109,228.19589444550067,4.81681,,,,62.0,,,,,,,0.0,0.0,0.0,216914.27,135601.77,210690.34,
592,229.9007501565726,8.865250999999999,,,,20.0,,,,,,,10465065.0,10336837.0,9604605.0,0.0,0.0,0.0,
101,229.96426170659683,4.688305000000001,,,,31.0,,,,,,,2026771.0,1989605.2,2074159.4,0.0,0.0,0.0,
96,229.9812724527679,4.6875849999999994,,,,17.0,,,,,,,0.0,0.0,0.0,8713632.0,9201769.0,9118387.0,
99,230.9844951385709,4.6875849999999994,,,,,,,,,,,0.0,0.0,0.0,722326.3,755746.25,758790.56,
97,231.97908862055698,4.6875849999999994,,,,17.0,,,,,,,0.0,0.0,0.0,8553489.0,9007000.0,8944106.0,
98,232.9823190589649,4.6875849999999994,,,,17.0,,,,,,,0.0,0.0,0.0,706129.5,762901.06,750166.3,
78,233.0725841733212,4.3618855000000005,,,,,,,,,,,0.0,0.0,0.0,430908.72,316282.84,681919.6,
54,233.07260638344326,3.5542364,,,,,,,,,,,0.0,0.0,0.0,111962.734,61915.23,174515.22,
189,235.07120274715103,6.103478,,,,57.0,,,,,,,0.0,0.0,0.0,478825.16,755374.6,515278.03,
90,236.08052904591648,4.5446835,,,,60.0,,,,,,,0.0,0.0,0.0,2251770.5,2062183.1,3239293.5,
84,236.1620438374823,4.4469895,,,,,,,,,,,0.0,0.0,0.0,82167.91,66461.484,77752.49,
397,236.16205193617088,7.775116000000001,,,,,,,,,,,0.0,0.0,0.0,597995.0,325925.53,469060.94,
239,237.221258779756,6.9768314,,,,61.0,,,,,,,0.0,0.0,0.0,64129.83,143574.7,192841.34,
290,237.2212924967455,7.373158999999999,,,,44.0,,,,,,,0.0,0.0,0.0,859413.0,1070492.8,1270616.2,
51,239.08896620915345,3.3526404000000003,,,,,,,,,,,0.0,0.0,0.0,585025.5,621064.56,785703.9,
81,242.17609197335946,4.3743625,,,,,,,,,,,107235.92,120688.92,449989.9,0.0,0.0,0.0,
809,242.9432617444397,10.465735,,,,15.0,,,,,,,2161339.8,2149357.0,2219587.0,0.0,0.0,0.0,
551,243.89911615887124,8.561231,,,,22.0,,,,,,,20113340.0,19047856.0,17276234.0,0.0,0.0,0.0,
92,244.06669896737824,4.548229,,,,,,,,,,,0.0,0.0,0.0,392515.88,343792.88,535368.5,
186,244.07656728125284,6.101717,,,,57.0,,,,,,,0.0,0.0,0.0,497848.2,913132.8,605505.1,
395,244.19070288955425,7.7733307,,,,7.0,,,,,,,0.0,0.0,0.0,658246.4,340914.88,528462.7,
68,245.08584556411103,3.8454866,,,,35.0,,,,,,,0.0,0.0,0.0,520364.78,465661.06,900811.2,
552,245.89462796185686,8.562896,,,,22.0,,,,,,,8079510.5,7689898.5,6885434.0,0.0,0.0,0.0,
105,247.08825450817008,4.703587000000001,,,,,,,,,,,0.0,0.0,0.0,456514.1,474250.84,599881.7,
727,248.96021487841432,10.23381,,,,32.0,,,,,,,3224224.2,3117189.0,3109983.8,0.0,0.0,0.0,
434,248.96031899455045,7.874105499999999,,,,9.0,,,,,,,986047.75,1172195.4,1292924.2,0.0,0.0,0.0,
383,248.96034064472974,7.7715380000000005,,,,55.0,,,,,,,891655.0,1389362.1,1898873.5,0.0,0.0,0.0,
280,248.96037082288552,7.370239,,,,1.0,,,,,,,1788110.0,1691219.5,1803576.5,0.0,0.0,0.0,
532,250.1776496124239,8.352837,,,,,,,,,,,0.0,0.0,0.0,225416.72,282392.97,223699.14,
344,250.1776668614557,7.695162299999999,,,,66.0,,,,,,,0.0,0.0,0.0,436824.75,257014.73,324802.44,
402,250.1777064251216,7.775116000000001,,,,7.0,,,,,,,0.0,0.0,0.0,1942089.2,1096949.4,1587470.6,
110,250.17774686979962,4.820448000000001,,,,62.0,,,,,,,0.0,0.0,0.0,560718.4,393789.3,574866.4,
271,253.21721798663842,7.368469,,,,1.0,,,,,,,616438.06,598886.9,916251.06,0.0,0.0,0.0,
79,255.05444316250941,4.363686599999999,,,,,,,,,,,0.0,0.0,0.0,429370.25,324965.4,696547.7,
55,255.05448442180588,3.5542364,,,,,,,,,,,0.0,0.0,0.0,103437.08,40652.473,154486.44,
238,255.23178112118558,6.975016,,,,61.0,,,,,,,0.0,0.0,0.0,106372.5,163349.73,220949.2,
307,255.23184347532097,7.3767533,,,,44.0,,,,,,,0.0,0.0,0.0,1208793.4,1477349.6,1789242.0,
211,255.24302571109533,6.301983,,,,64.0,,,,,,,0.0,0.0,0.0,816054.1,1000481.7,987189.6,
190,255.584503761378,6.103478,,,,57.0,,,,,,,0.0,0.0,0.0,744731.94,1270634.2,886366.75,
125,256.2998104484058,5.4229693,,,,5.0,,,,,,,0.0,0.0,0.0,11307937.0,11312143.0,11063268.0,
40,257.0994670648419,2.7989674,,,,,,,,,,,0.0,0.0,0.0,635531.0,551323.1,1194898.0,
126,264.09200283377186,5.430351,,,,,,,,,,,0.0,0.0,0.0,458984.72,398626.7,472174.56,
589,265.1476268115673,8.849342,,,,20.0,,,,,,,871128.4,847826.44,932460.9,0.0,0.0,0.0,
215,265.14773686199186,6.344227,,,,,,,,,,,453278.88,571600.4,997683.44,0.0,0.0,0.0,
320,265.2525018052758,7.515391999999999,,,,53.0,,,,,,,0.0,0.0,0.0,119325.67,172764.45,186790.73,
455,265.2525524022377,7.876989999999999,,,,63.0,,,,,,,0.0,0.0,0.0,550402.7,593038.0,659578.25,
80,266.17256186009706,4.372723000000001,,,,48.0,,,,,,,0.0,0.0,0.0,88478.78,83416.31,90807.68,
403,266.1726026439661,7.775116000000001,,,,7.0,,,,,,,0.0,0.0,0.0,955077.4,537600.0,786402.1,
560,268.9842398187944,8.631066,,,,11.0,,,,,,,2341700.2,2796689.5,2792562.0,0.0,0.0,0.0,
106,269.0701339063769,4.7071652,,,,,,,,,,,0.0,0.0,0.0,416761.0,436035.22,552757.1,
111,270.146407997162,4.8533883,,,,,,,,,,,0.0,0.0,0.0,496937.72,353035.2,666895.4,
202,271.2277201945124,6.201037,,,,,,,,,,,167830.33,157697.56,227582.27,0.0,0.0,0.0,
236,271.227756200326,6.940500699999999,,,,,,,,,,,81533.38,77872.375,50883.594000000005,0.0,0.0,0.0,
220,271.2277946281088,6.510498,,,,,,,,,,,47202.84,49952.7,95169.95,0.0,0.0,0.0,
256,271.22780325128383,7.154392,,,,,,,,,,,809495.7,889019.56,875640.5,0.0,0.0,0.0,
38,272.1854602345787,2.7495689999999997,,,,,,,,,,,0.0,0.0,0.0,457010.9,316054.78,286595.44,
353,273.2575470502232,7.704122999999999,,,,,,,,,,,0.0,0.0,0.0,305999.0,407141.72,301217.6,
218,275.08303484375625,6.376091000000001,,,,46.0,,,,,,,0.0,0.0,0.0,1517280.0,1233435.2,1469369.2,
147,279.0991291656014,5.675162,,,,23.0,,,,,,,0.0,0.0,0.0,15139993.0,19929360.0,20734506.0,
428,281.24819011631456,7.8714533,,,,9.0,,,,,,,2138578.5,2172941.0,2343620.5,0.0,0.0,3262.2358,
355,282.22154434499316,7.745294,,,,,,,,,,,0.0,0.0,0.0,1215580.5,1264124.4,1251248.1,
234,283.26297614414494,6.832586999999999,,,,,,,,,,,0.0,0.0,0.0,113243.58,148907.88,127692.81,
318,283.26300387021894,7.5136065,,,,53.0,,,,,,,0.0,0.0,0.0,231364.78,335643.38,371229.06,
456,283.26306816751753,7.876989999999999,,,,63.0,,,,,,,0.0,0.0,0.0,1038087.2,1192718.6,1254190.1,
132,284.29461175917686,5.480064,,,,26.0,,,,,,,0.0,0.0,0.0,122752.555,143970.66,93965.07,
155,284.29464245030516,5.754131299999999,,,,,,,,,,,0.0,0.0,0.0,577704.06,687102.5,558324.5,
483,284.2946682170517,7.988689999999999,,,,24.0,,,,,,,0.0,0.0,0.0,505266.97,662740.4,595347.56,
127,284.60531572335753,5.430351,,,,5.0,,,,,,,0.0,0.0,0.0,601384.6,552727.4,640882.44,
561,286.9758618953525,8.622289,,,,,,,,,,,784110.6,1901106.6,1004577.94,0.0,0.0,0.0,
167,291.0778416042975,5.94953,,,,58.0,,,,,,,0.0,0.0,0.0,478262.47,501012.03,493525.06,
479,293.17911198179394,7.9321856,,,,,,,,,,,455912.66,354571.9,1530283.5,0.0,0.0,0.0,
102,295.953750193184,4.688305000000001,,,,31.0,,,,,,,483182.9,486913.38,486064.56,0.0,0.0,0.0,
103,297.9516520486996,4.688305000000001,,,,31.0,,,,,,,471604.78,466037.66,474316.66,0.0,0.0,0.0,
124,298.27386018761376,5.303703,,,,,,,,,,,0.0,0.0,0.0,593503.06,598996.5,555201.94,
227,298.273860953127,6.6407743,,,,,,,,,,,0.0,0.0,0.0,121940.21,150057.56,97908.4,
352,299.25894692028606,7.708400200000001,,,,,,,,,,,474127.12,467993.66,553862.7,0.0,0.0,0.0,
229,299.25896157767966,6.771172999999999,,,,,,,,,,,78525.19,68154.836,286041.56,0.0,0.0,0.0,
232,299.25897722848134,6.8266089999999995,,,,,,,,,,,306836.94,291250.25,402510.94,0.0,0.0,0.0,
225,299.2589794288085,6.609569500000001,,,,,,,,,,,43699.67,48100.414000000004,62490.684,0.0,0.0,0.0,
321,299.2590088525551,7.5250262999999995,,,,,,,,,,,118718.03,121330.55,100050.07,0.0,0.0,0.0,
72,300.1146593775986,3.899828,,,,25.0,,,,,,,0.0,0.0,0.0,959815.4,733447.1,1374672.9,
244,300.28949446614456,7.0762973,,,,,,,,,,,0.0,0.0,0.0,140802.33,199502.31,130383.89,
138,300.2895897262544,5.578915,,,,50.0,,,,,,,0.0,0.0,0.0,23287200.0,25048578.0,17675370.0,
228,301.14082387382695,6.6533446,,,,,,,,,,,0.0,0.0,0.0,1792187.2,1599049.6,1671074.6,
63,302.13036775785685,3.7997047999999993,,,,65.0,,,,,,,0.0,0.0,0.0,955356.5,634986.25,1293005.6,
133,302.3051618108729,5.480064,,,,26.0,,,,,,,0.0,0.0,0.0,4338535.0,4959930.0,3558313.5,
134,303.3085037112752,5.4818370000000005,,,,,,,,,,,0.0,0.0,0.0,842388.94,950029.44,679248.75,
131,304.2996675545426,5.456983,,,,,,,,,,,0.0,0.0,0.0,420237.8,1600779.4,781189.0,
715,306.91878857757763,10.200039,,,,32.0,,,,,,,933807.1,916433.94,907089.56,0.0,0.0,0.0,
554,307.19468038316694,8.571638,,,,,,,,,,,125486.49,644690.4,279446.03,0.0,0.0,0.0,
607,311.1683532836932,8.917459,,,,,,,,,,,512188.0,767919.7,780818.4,0.0,0.0,0.0,
258,311.1685645725778,7.1741767,,,,,,,,,,,550648.7,581274.2,825023.6,0.0,0.0,0.0,
241,311.1685707938006,7.005583000000001,,,,,,,,,,,709965.2,929790.44,1193601.6,0.0,0.0,0.0,
527,312.32569397686837,8.334435000000001,,,,,,,,,,,0.0,0.0,0.0,271022.06,225806.31,239779.52,
541,312.3257695270332,8.434966000000001,,,,,,,,,,,0.0,0.0,0.0,738204.8,1043701.44,812029.94,
197,312.3258458603881,6.1561847,,,,40.0,,,,,,,0.0,0.0,0.0,415140.75,454608.84,374668.06,
672,312.8359066598924,9.065528,,,,,,,,,,,4810969.5,3219495.0,2457489.8,0.0,0.0,0.0,
605,312.83590858959815,8.912247,,,,20.0,,,,,,,6361559.0,5949370.0,5089666.0,0.0,0.0,0.0,
199,313.23466875004954,6.187180000000001,,,,,,,,,,,0.0,0.0,0.0,1839281.8,1805279.5,2191061.2,
157,314.30507592360664,5.7920604,,,,,,,,,,,0.0,0.0,0.0,476036.06,518330.34,406002.38,
34,316.21153069286146,2.5152671000000004,,,,,,,,,,,0.0,0.0,0.0,378905.0,172567.9,192132.47,
36,316.21155842305666,2.6808603,,,,,,,,,,,0.0,0.0,0.0,483951.94,316461.5,108783.01,
735,316.9474776983573,10.237392999999999,,,,32.0,,,,,,,2885476.8,2782529.2,2778079.8,0.0,0.0,0.0,
429,316.9476279293048,7.8723693,,,,9.0,,,,,,,764579.8,958293.1,985334.25,0.0,0.0,0.0,
388,316.9476613529298,7.773285400000001,,,,55.0,,,,,,,771124.7,1635933.2,1478919.5,0.0,0.0,0.0,
272,316.94768678895696,7.368473,,,,1.0,,,,,,,1849885.4,1441370.8,2106580.0,0.0,0.0,0.0,
121,318.30002146564027,5.239123,,,,29.0,,,,,,,0.0,0.0,0.0,2385896.0,2681978.2,2260510.0,
556,318.9812513892022,8.617063,,,,11.0,,,,,,,2855586.2,2919434.2,2751063.0,0.0,0.0,0.0,
148,320.12546178238836,5.675162,,,,23.0,,,,,,,0.0,0.0,0.0,1905326.9,2570896.2,2744408.2,
588,321.2101250033118,8.835309,,,,,,,,,,,315170.84,315630.38,1022414.4,0.0,0.0,0.0,
528,321.314993021783,8.345172,,,,,,,,,,,0.0,0.0,0.0,278626.53,425720.4,345397.97,
73,322.0965328329624,3.899828,,,,25.0,,,,,,,0.0,0.0,0.0,789315.5,610660.44,1131831.0,
62,322.0965834706289,3.7671718999999997,,,,,,,,,,,0.0,0.0,0.0,60915.984000000004,55392.29,106577.98,
136,322.2712774458712,5.575387999999999,,,,,,,,,,,0.0,0.0,0.0,458712.03,531342.1,355391.0,
291,323.2190893467608,7.373158999999999,,,,44.0,,,,,,,0.0,0.0,0.0,498740.75,697525.8,903897.06,
64,324.11228331150306,3.7997047999999993,,,,65.0,,,,,,,0.0,0.0,0.0,2224620.2,1698226.6,3029360.2,
77,325.1254575702194,4.243707,,,,,,,,,,,0.0,0.0,0.0,856377.1,824488.94,809217.3,
602,325.18394752433187,8.910511999999999,,,,20.0,,,,,,,810284.3,805907.6,823841.7,0.0,0.0,0.0,
492,325.184065330954,8.209750999999999,,,,2.0,,,,,,,2352368.5,2599972.2,3140455.5,0.0,0.0,0.0,
419,325.1841072480821,7.870626,,,,9.0,,,,,,,831214.2,1425485.5,1716873.2,0.0,0.0,0.0,
447,327.22684128001265,7.87522,,,,63.0,,,,,,,0.0,0.0,0.0,292771.03,401697.75,469093.34,
438,327.25385934526327,7.874111,,,,9.0,,,,,,,414177.47,399048.0,458873.25,0.0,0.0,0.0,
170,328.3208380293113,5.987039,,,,36.0,,,,,,,0.0,0.0,0.0,12168890.0,12757800.0,10163997.0,
598,328.8306944251504,8.896581,,,,20.0,,,,,,,1652223.4,1796032.5,1550748.2,0.0,0.0,0.0,
669,328.8307130117485,9.049922,,,,,,,,,,,709601.8,567613.75,599756.6,0.0,0.0,0.0,
164,330.33642395008417,5.8915877,,,,,,,,,,,0.0,0.0,0.0,1416246.5,1549509.8,1088510.6,
163,332.33095503915433,5.8790526,,,,,,,,,,,0.0,0.0,0.0,179873.08,678632.56,343547.97,
221,335.1250456181818,6.5615372999999995,,,,,,,,,,,0.0,0.0,0.0,550699.2,348793.7,378734.2,
485,336.3257552003936,8.041433999999999,,,,,,,,,,,0.0,0.0,0.0,302088.5,532987.06,410842.88,
172,337.1712488495875,5.992369,,,,36.0,,,,,,,0.0,0.0,0.0,2623870.0,1889774.9,2594750.2,
214,337.1712838725222,6.341404,,,,,,,,,,,0.0,0.0,0.0,136896.73,94422.586,135945.48,
557,337.2053076574295,8.62407,,,,,,,,,,,146659.48,273219.25,1262179.4,0.0,0.0,0.0,
240,337.23463885008056,6.9768314,,,,,,,,,,,0.0,0.0,0.0,285232.38,402534.3,547119.1,
529,338.34151205694616,8.3469515,,,,,,,,,,,0.0,0.0,0.0,30027784.0,44236464.0,36216170.0,
160,339.1117795359504,5.829843,,,,28.0,,,,,,,0.0,0.0,0.0,547895.56,725215.44,619556.4,
596,339.1995078432784,8.89484,,,,20.0,,,,,,,4114205.2,6447597.0,7311460.5,0.0,0.0,0.0,
571,340.3571351693065,8.675822,,,,30.0,,,,,,,0.0,0.0,0.0,360157.78,395351.1,360366.03,
248,341.26598297578977,7.092587,,,,,,,,,,,0.0,0.0,0.0,324116.12,538096.3,477364.78,
231,342.24249677830466,6.775207000000001,,,,,,,,,,,0.0,0.0,0.0,441377.4,608914.44,399880.12,
117,344.1301238297409,5.2338123,,,,29.0,,,,,,,0.0,0.0,0.0,716908.6,616682.4,1003180.8,
156,344.3156664161547,5.77231,,,,,,,,,,,0.0,0.0,0.0,676021.5,770903.5,717970.06,
139,344.3156699479184,5.6076393,,,,51.0,,,,,,,0.0,0.0,0.0,1565503.1,1719950.9,1235153.4,
47,345.1517968843686,3.1332304,,,,,,,,,,,0.0,0.0,0.0,252543.84,184725.34,539637.94,
60,345.15407986999037,3.6618612,,,,,,,,,,,0.0,0.0,0.0,50080.805,46512.25,134678.56,
273,345.20107027601347,7.373155000000001,,,,,,,,,,,0.0,0.0,0.0,284878.1,385844.47,463968.84,
143,346.33133561784706,5.6575027,,,,,,,,,,,0.0,0.0,0.0,4567720.0,4998122.5,4014102.8,
142,347.33468590722214,5.6539474,,,,,,,,,,,0.0,0.0,0.0,972210.75,1045634.9,693086.06,
187,349.13504670989533,6.1017194,,,,57.0,,,,,,,0.0,0.0,0.0,5556000.0,9163973.0,6053599.0,
418,349.23577523869034,7.8706107,,,,9.0,,,,,,,451109.16,407131.22,403974.38,0.0,0.0,0.0,
293,350.1775076534842,7.373180400000001,,,,44.0,,,,,,,0.0,0.0,0.0,1576785.4,2165822.5,2274122.0,
296,351.1481477143061,7.373738,,,,1.0,,,,,,,1197685.9,1281590.2,1436180.9,0.0,0.0,0.0,
440,351.21416148137087,7.8805995,,,,,,,,,,,0.0,0.0,0.0,347831.1,411891.94,446646.34,
459,351.250370680579,7.878798,,,,63.0,,,,,,,0.0,0.0,0.0,954807.4,1233496.9,1332614.5,
549,352.3391048522767,8.5336075,,,,,,,,,,,0.0,0.0,0.0,14913989.0,14001724.0,14051035.0,
674,352.33911887383033,9.086511,,,,,,,,,,,0.0,0.0,0.0,2237733.2,2067670.5,2068960.6,
460,352.33912954914126,7.878798,,,,63.0,,,,,,,0.0,0.0,0.0,1808270.0,1893316.8,2116893.0,
297,353.1425304699949,7.373738,,,,1.0,,,,,,,24078794.0,25352880.0,28620058.0,0.0,0.0,0.0,
389,353.1636939600294,7.773285400000001,,,,55.0,,,,,,,1326999.8,1489846.0,1723397.2,0.0,0.0,0.0,
295,354.1732126002439,7.373180400000001,,,,,,,,,,,0.0,0.0,0.0,395623.88,497457.9,549678.2,
175,354.2847124587841,6.004847,,,,34.0,,,,,,,0.0,0.0,0.0,389500.53,460759.3,445157.3,
662,355.15787362156027,8.972118,,,,4.0,,,,,,,1199391.6,1350143.6,1629976.9,0.0,0.0,0.0,
676,355.15794007660287,9.166722,,,,54.0,,,,,,,302291.25,325374.1,329021.38,0.0,0.0,0.0,
384,355.15815305216444,7.771530599999999,,,,55.0,,,,,,,26092652.0,29185950.0,33090940.0,0.0,0.0,0.0,
374,357.1624297038201,7.769789,,,,55.0,,,,,,,651287.1,757343.9,868911.44,0.0,0.0,0.0,
204,357.26082731701933,6.2210746,,,,,,,,,,,0.0,0.0,0.0,1521307.1,2144841.0,2540760.8,
213,359.153185345682,6.3396087,,,,,,,,,,,0.0,0.0,0.0,75712.38,51562.074,72971.52,
173,359.15320372771623,5.992378700000001,,,,36.0,,,,,,,0.0,0.0,0.0,1600124.2,1198200.2,1627965.5,
176,359.2400599473674,6.004847,,,,34.0,,,,,,,0.0,0.0,0.0,775073.0,949466.8,942602.25,
59,361.1502156540181,3.6531026,,,,,,,,,,,591094.06,603917.9,651141.3,0.0,0.0,0.0,
387,362.30261942024237,7.77153,,,,,,,,,,,0.0,0.0,0.0,609177.06,268833.16,429664.03,
730,362.925923116353,10.233948,,,,8.0,,,,,,,0.0,0.0,0.0,506429.0,499602.03,484203.6,
484,365.2659558293919,7.988689999999999,,,,24.0,,,,,,,0.0,0.0,0.0,449623.97,636855.8,447716.22,
319,365.26596238574274,7.5136065,,,,53.0,,,,,,,0.0,0.0,0.0,739440.5,1173794.8,1446709.9,
569,366.3727258162481,8.66827,,,,30.0,,,,,,,0.0,0.0,0.0,672036.06,682396.2,1274133.4,
259,368.25810229464486,7.2142550000000005,,,,,,,,,,,0.0,0.0,0.0,457054.9,593719.1,523944.75,
565,368.9785007663356,8.643281,,,,13.0,,,,,,,2925035.5,2971890.8,3262131.5,0.0,0.0,0.0,
314,369.13715921166914,7.446505,,,,,,,,,,,1032687.4,1076800.6,1124481.1,0.0,0.0,0.0,
165,371.1167403620703,5.9077720000000005,,,,,,,,,,,0.0,0.0,0.0,120014.67,84054.51,121271.25,
192,371.11701493226525,6.105232,,,,57.0,,,,,,,0.0,0.0,0.0,26425906.0,38862788.0,29274146.0,
408,371.15280982003264,7.8188585999999995,,,,,,,,,,,1399460.2,1561074.1,1572139.8,0.0,0.0,0.0,
284,372.11626228642433,7.3719735,,,,1.0,,,,,,,569345.56,580008.0,647733.5,0.0,0.0,0.0,
193,372.12022374791235,6.105232,,,,57.0,,,,,,,0.0,0.0,0.0,6319610.5,9259321.0,7032656.0,
178,372.347016159712,6.0375175,,,,,,,,,,,0.0,0.0,0.0,3556494.8,3996401.8,2820518.8,
441,373.23230566210236,7.878798,,,,,,,,,,,0.0,0.0,0.0,288056.03,366857.03,393746.16,
378,374.1319138294737,7.769789,,,,,,,,,,,263485.34,262962.88,316544.12,0.0,0.0,0.0,
153,377.16620050912763,5.723812000000001,,,,52.0,,,,,,,0.0,0.0,0.0,1376944.8,1170561.6,1339226.5,
586,377.31994635578326,8.819405,,,,,,,,,,,0.0,0.0,0.0,4158353.5,4752001.0,4635601.5,
634,377.3200545478431,8.961425,,,,16.0,,,,,,,0.0,0.0,0.0,4215079.5,4631715.0,4508707.0,
317,377.32016987881417,7.4714017,,,,33.0,,,,,,,0.0,0.0,0.0,682054.6,800180.3,753559.5,
457,378.20875410895616,7.876989999999999,,,,63.0,,,,,,,0.0,0.0,0.0,1604780.8,1902974.9,1778196.0,
587,378.32329212288073,8.823002,,,,,,,,,,,0.0,0.0,0.0,1273558.2,707867.56,677691.2,
632,378.3233718699608,8.95964,,,,16.0,,,,,,,0.0,0.0,0.0,980374.0,1422119.9,1361969.6,
435,379.1794063434221,7.874105499999999,,,,9.0,,,,,,,2598789.2,2918353.8,3001078.2,0.0,0.0,0.0,
648,379.33578513574133,8.966841,,,,16.0,,,,,,,0.0,0.0,0.0,7193674.5,7445887.0,7377834.0,
436,380.1828106467846,7.874105499999999,,,,9.0,,,,,,,504474.56,552401.25,590839.06,0.0,0.0,0.0,
649,380.33897405408686,8.966847,,,,16.0,,,,,,,0.0,0.0,0.0,2094809.4,2213999.2,2171573.5,
663,381.1734599917643,8.972118,,,,4.0,,,,,,,339484.2,405858.3,508952.66,0.0,0.0,0.0,
437,381.1738172406455,7.874105499999999,,,,9.0,,,,,,,51356476.0,57402620.0,59065620.0,0.0,0.0,0.0,
517,381.19481298474153,8.218482,,,,2.0,,,,,,,822455.2,870454.5,1006766.4,0.0,0.0,0.0,
466,382.17622669867205,7.874105499999999,,,,,,,,,,,15162343.0,17497014.0,17480180.0,0.0,0.0,0.0,
430,383.1773135873662,7.8723693,,,,9.0,,,,,,,1775860.8,2024017.9,2057182.4,0.0,0.0,0.0,
688,383.18254444923934,9.6446905,,,,,,,,,,,0.0,0.0,0.0,337914.0,409138.06,545625.9,
654,383.18915678694566,8.968635,,,,4.0,,,,,,,968688.6,1044596.1,1354388.9,0.0,0.0,0.0,
506,383.1893271246048,8.216713,,,,2.0,,,,,,,16853606.0,17909452.0,20452048.0,0.0,0.0,0.0,
431,384.93481122894235,7.8723693,,,,9.0,,,,,,,234866.8,343524.4,344105.2,0.0,0.0,0.0,
732,384.93501339880333,10.235617999999999,,,,32.0,,,,,,,1710701.6,1630435.2,1673448.8,0.0,0.0,0.0,
398,384.93513887542025,7.7750259999999995,,,,55.0,,,,,,,338811.28,474275.0,838400.4,0.0,0.0,0.0,
285,384.9351847213297,7.371974499999999,,,,1.0,,,,,,,865266.6,802945.94,991648.3,0.0,0.0,0.0,
210,385.1324046782572,6.273321599999999,,,,,,,,,,,0.0,0.0,0.0,214629.77,622317.56,215233.44,
58,385.1465150333377,3.6546623999999994,,,,,,,,,,,0.0,0.0,0.0,311265.3,259329.77,648033.3,
494,385.1932757254408,8.214965,,,,2.0,,,,,,,570335.25,584644.75,679135.56,0.0,0.0,0.0,
252,385.2920843475997,7.102635,,,,,,,,,,,0.0,0.0,0.0,316618.78,521795.2,446131.72,
741,385.7238181405326,10.316651,,,,15.0,,,,,,,0.0,0.0,0.0,1612527.0,1423636.9,1569184.5,
196,388.62153844027534,6.103478,,,,,,,,,,,0.0,0.0,0.0,101973.68,290964.75,143797.67,
534,391.28394939630164,8.377632,,,,38.0,,,,,,,0.0,0.0,0.0,953992.5,841100.75,846391.3,
371,393.219548819756,7.769756299999999,,,,7.0,,,,,,,0.0,0.0,0.0,614467.4,751194.7,727603.44,
538,393.29712537407516,8.390148,,,,38.0,,,,,,,0.0,0.0,0.0,1295659.9,1391640.1,1666456.9,
581,394.3223043183876,8.749938,,,,,,,,,,,0.0,0.0,0.0,528430.2,637982.5,550920.1,
249,395.21895376463567,7.096205,,,,,,,,,,,0.0,0.0,0.0,234889.4,292170.84,298131.25,
407,395.330537245836,7.8036494,,,,,,,,,,,0.0,0.0,0.0,323279.38,625791.75,427536.22,
650,395.3305503399369,8.966849,,,,16.0,,,,,,,0.0,0.0,0.0,736489.9,797982.8,856263.4,
316,395.3305596027434,7.469616,,,,33.0,,,,,,,0.0,0.0,0.0,514446.0,694074.94,659403.7,
489,395.3307140339405,8.204642999999999,,,,,,,,,,,0.0,0.0,0.0,184385.89,273674.53,233971.42,
481,397.16844558954466,7.9449744,,,,,,,,,,,3257794.5,3504778.5,3576788.5,0.0,0.0,0.0,
